timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,-0.5305623,-0.05,0,0,0,0,0,0,0,0,not_order,61000.0,52300000.0,0.0,0.0,0.0,0,False,0.0,0.0,-0.05
2,0.10803659,-0.0030278178922127853,-0.12313763410768677,-0.01,-0.12466156787762905,-0.01,1.3435276654013268,0.01788872843114886,-0.6439999938011169,-0.01,buy,61100.0,52299202.0,-0.0015258126195028681,-0.0015258126195028681,-0.12313763410768677,92.0,True,-3338.8146727697044,0.0,-0.0030278178922127853
3,-0.14728001,-0.0012500295728606623,-0.017418724751863957,-0.01,-0.02138814531548757,-0.01,0.30487612874650266,0.00092906269255566,0.5529999732971191,0.030118031693336156,sell,60400.0,52233514.0,-0.1271242829827916,-0.1256003867898405,0.10587072506743468,13.0,True,-48.073260032472014,-41.97675954797444,-0.0012500295728606623
4,-0.3247661,-0.007801790110684497,-0.019122568611045304,-0.01,0.015118546845124283,2.285701974913401e-06,-0.31114572721686595,-0.01,0.21599999070167542,0.004654732595436695,sell,61100.0,52286307.0,-0.026181644359464625,0.10107112456573379,0.0413110071055506,25.0,True,-33.50134585674689,-38.83441326265579,-0.007801790110684497
5,0.123839945,0.009990078785697704,0.05620707662408994,0.01567207202659271,0.10067304015296367,0.0001013454743368225,-0.7149876450020118,-0.01,0.4560000002384186,0.020578903798280535,buy,61500.0,52307052.0,0.013483747609942639,0.03967577974095589,0.08717753774385908,98.0,True,-35.61166321278338,-38.88816493664525,0.009990078785697704
6,0.14259177,0.005509033004722498,0.03782202346333142,0.007127008847664373,0.19499808795411092,0.0003801702600237933,-0.9469268712628549,-0.01,0.5019999742507935,0.024885517974159166,buy,61800.0,52351784.0,0.09901338432122371,0.0855181056657523,0.0958897599363567,99.0,True,-33.764688523625175,-37.63843851639024,0.005509033004722498
7,0.18939283,0.010658876240755656,0.04274908002189133,0.009095799859608955,0.3319273422562141,0.0011011508932992076,-1.1362618910227418,-0.01,0.7260000109672546,0.05134264216660189,buy,62000.0,52400998.0,0.19311281070745698,0.09400634752007687,0.13854697958233544,112.0,True,-31.227732319645405,-35.1705771127146,0.010658876240755656
8,-0.09261928,-0.002107030757813152,0.025139355920080153,0.0031549487369780804,0.07309560229445507,5.342824340848207e-05,-0.7425650828605204,-0.01,-1.3199999332427979,-0.01,sell,62200.0,52470229.0,0.32548565965583176,0.13211771271989897,-0.25157122908687896,33.0,True,-27.537149270067154,-32.891740374507634,-0.002107030757813152
9,0.09632977,-0.007338845374923263,-0.10299054099022076,-0.01,-0.7248585086042065,-0.01,0.253934313581764,0.0006446185003069482,-4.168999671936035,-0.01,buy,61800.0,52337799.0,0.07227342256214149,-0.25239074142405593,-0.7965562327143332,49.0,True,-20.453260118621618,-22.268984615255867,-0.007338845374923263
10,-0.083285645,0.00015374743077320452,0.0,0,-0.7307648183556406,-0.01,0.24802800383032997,0.0006149897230928181,0.0,0,sell,60700.0,51917810.0,-0.7307648183556406,-0.8024582768564646,0.0,31.0,True,-11.960038643815341,-10.007740479164944,0.00015374743077320452
11,0.41048786,-0.0070696655823192164,-0.12020105910317122,-0.01,-1.0531204588910132,-0.01,0.41506877438794265,0.0017213376707231332,-1.6679999828338623,-0.01,buy,60700.0,51916018.0,-0.7341912045889102,-0.0034516093802878047,-0.3212881234458313,208.0,True,-12.56406601294956,-10.375493309070059,-0.0070696655823192164
12,0.1479483,0.1348461536537876,0.059523720297903204,0.017559371812666313,-0.2507820267686425,-0.01,0.07548224729334774,5.6974073480375864e-05,4.199999809265137,0.8286419136521181,buy,60400.0,51748841.0,-1.0538413001912046,-0.3220142962428282,0.8116123798791939,44.0,True,-13.9042269285743,-12.513503042499506,0.1348461536537876
13,0.13368535,0.006014261655980779,0.006326280135566048,0.00020008908127744363,-0.13029636711281073,-0.01,0.032835769918184377,1.0781819737015752e-05,0.6329999566078186,0.03927675168186706,buy,61100.0,52168555.0,-0.25132887189292547,0.8110597104967046,0.12133746085165671,33.0,True,-7.894125267329181,-9.534000968230675,0.006014261655980779
