timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.6793566,-1.0,20180813, 039030.csv,56600.0,54700.0,0.0,18800000,18800000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,0.32091627,-2.8713116441946047,20180814, 039030.csv,54700.0,55200.0,106.0,12799549.0,18597749.0,106.0,0.0,-0.004526595744680851,-0.004526595744680851,-0.7893974349583591,-0.9556543896064065,-0.7938882978723404,-0.7893974349583591,-0.00621210767912217,-1175.1142535360389,0.0,buy
3,-0.9947405,2.573297370351973,20180816, 039030.csv,55200.0,55500.0,1.0,18533619.0,18588819.0,105.0,-0.6202408417529964,-1.1259627659574467,-1.1214869353926606,0.62454461984073,0.8577657468981481,-1.1217074468085106,0.004303778087733485,1.852250410827594e-07,-7.425151559687953,-6.447789842014126,sell
4,0.11206311,0.0,20180817, 039030.csv,55500.0,55200.0,38.0,16490929.0,18599929.0,37.0,0.002689861304833428,-1.124845744680851,0.00112974174803004,0.0,0,-1.124845744680851,0.0,0,-7.932564336442403,-6.367004482543234,buy
5,-0.27136284,-0.30896765736011284,20180820, 039030.csv,55200.0,57100.0,28.0,17045019.0,18590619.0,10.0,0.3884115843701242,-1.0690478723404255,0.05643265263216901,-0.14753866521239872,-0.10312455930164288,-0.8307500000000001,0.24087291915772546,0.000580029349736888,-8.228725976748152,-6.224120497305989,sell
6,-0.3180266,0.030440865687312746,20180821, 039030.csv,57100.0,55200.0,20.0,17485895.0,18627895.0,8.0,-0.045163672342073524,-1.1175797872340425,-0.049056350767747475,0.045163672342073524,0.010146955229104249,-1.1175797872340425,0.0,0,-8.886636619258402,-6.775407288952639,sell
7,-0.6445519,-0.08355625579872711,20180822, 039030.csv,55200.0,55100.0,8.0,18169971.0,18611571.0,12.0,-0.010758533063258292,-0.9214308510638298,0.1983658326203564,-0.07513933941286761,-0.02783486953088643,-1.0065372340425534,-0.0858978724761259,-7.378172295402496e-05,-8.59147711527212,-6.436210971889892,sell
8,-0.38969737,0.11403152854614892,20180823, 039030.csv,55100.0,54800.0,5.0,18335300.0,18610800.0,3.0,-0.09878255334754478,-1.0037234042553191,-0.08305787406738399,0.08803639375632868,0.03801077896843463,-1.0143617021276596,-0.01074615959121609,-1.1547987928128833e-06,-9.31558054331422,-7.282033751541438,sell
9,-0.8176137,-0.042142000703109625,20180824, 039030.csv,54800.0,57700.0,1.0,18555339.0,18610139.0,4.0,0.06716349744510056,-1.0083031914893616,-0.0046262217040185264,-0.05319284366310219,-0.014047788985315335,-0.9944734042553192,0.013970653781998372,1.951789766252432e-06,-9.750635036777945,-7.783092894898881,sell
10,-0.6411278,4.0056658024023586e-05,20180827, 039030.csv,57700.0,57100.0,1.0,18555339.0,18613039.0,0.0,0.010746656755383364,-1.0098989361702126,-0.0016119985133075047,0.0016121977378581957,1.299582328329052e-05,-0.9976648936170212,0.01235885449324156,1.5274116773600355e-06,-10.163734329615647,-8.278804943317772,sell
11,0.42178708,3.0162554829825075,20180828, 039030.csv,57100.0,59800.0,136.0,10764733.0,18530333.0,135.0,0.02686707498530774,-1.0003563829787234,0.009639906504728417,1.5076323238681053,0.9999884031392312,0.5187925531914893,1.534499398853413,0.02327181937830558,-10.491856895448903,-8.213810211230664,buy
12,-1.0019358,-1.0,20180829, 039030.csv,59800.0,60200.0,136.0,10764733.0,18897533.0,0,1.8267849986350153,-1.4343989361702127,-0.43842839967240377,0.4484034720740644,0.634075543115821,0.808154255319149,2.2751884707090797,0.05044784921989898,-11.811353743613477,-9.825275629939476,wrong
13,-0.30266225,-2.9999999910837727,20180830, 039030.csv,60200.0,59800.0,95.0,13212508.0,18931508.0,41.0,1.9816157648111343,0.49738297872340426,1.9598946225089424,-1.9816157648111343,-0.9999999970279242,0.49738297872340426,0.0,0,-3.031892564085647,-4.838664973128464,sell
14,-0.100157395,-0.2932416894730826,20180831, 039030.csv,59800.0,59000.0,86.0,13753420.0,18896220.0,9.0,-0.4022545733698581,0.6947872340425533,0.19642725956450224,-0.14289397432694212,-0.0970548230141447,0.14585106382978724,-0.5451485476968002,-0.0029674577580692807,-2.706947554226082,-4.182841732164789,sell
15,-0.19393167,-0.0006146185448881124,20180903, 039030.csv,59000.0,59000.0,70.0,14708650.0,18838650.0,16.0,-0.5451485476968002,0.5034574468085107,-0.19000962461873938,0,0,0.20558510638297875,-0.29638019227664975,-0.0008780264926973036,-3.0785767695154003,-4.942575365827155,sell
16,-0.8204072,2.931202105149434,20180904, 039030.csv,59000.0,57100.0,13.0,18066129.0,18833129.0,57.0,-1.000283148933693,0.17621808510638298,-0.3256001037330673,0.8691312835161089,0.9771075001590893,0.044835106382978725,-0.13115186541758408,-0.0001719933254769046,-3.723070259466552,-6.198354877438902,sell
17,-0.7393565,0.2929478511153313,20180905, 039030.csv,57100.0,56000.0,4.0,18596258.0,18824658.0,9.0,-0.20708189276460645,0.17158510638297872,-0.004624828938409545,0.1433614403366501,0.09765875753691078,0.10775531914893617,-0.06372045242795633,-4.060213628720444e-05,-3.786922347049679,-6.303186834700909,sell
18,-0.54986507,0.045387402031053604,20180906, 039030.csv,56000.0,55700.0,2.0,18710271.0,18822271.0,2.0,-0.07009249767075197,0.13016489361702127,-0.04134926358804133,0.05521824170892441,0.01512965024459112,0.11527127659574467,-0.01487425596182756,-2.2124324567940334e-06,-3.975865790286997,-6.668111669949396,sell
19,0.264117,-0.00014403535138577392,20180907, 039030.csv,55700.0,55700.0,90.0,13781572.0,18794572.0,88.0,-0.01487425596182756,0.11474468085106383,-0.015400167154763604,0,0,-0.02887234042553192,-0.14345241725823965,-0.00020576478769396278,-4.096878711210781,-6.8951296701878775,buy
20,0.018955708,-2.142858431217886,20180910, 039030.csv,55700.0,54700.0,94.0,13558741.0,18794541.0,4.0,-0.6216271414523719,-0.02903723404255319,-0.14361712188546205,-0.5001452283405059,-0.7137032008965043,-0.5290372340425532,-0.5001452283405059,-0.0024983264691048612,-4.450171563645756,-7.616111919936254,buy
21,-0.5464088,2.2040811524501573,20180911, 039030.csv,54700.0,53800.0,43.0,16394777.0,18746877.0,51.0,-0.9502759338469611,-0.053845744680851064,-0.02481571643595872,0.5154673398364734,0.7351344372742965,-0.4884202127659575,-0.43480859401048766,-0.0018887991039036045,-4.633934868593713,-7.959283833626619,sell
22,-0.262485,1.4767716718363406,20180912, 039030.csv,53800.0,52300.0,32.0,16995490.0,18717090.0,11.0,-0.7780785366503463,-0.2878191489361702,-0.2340994568511545,0.36838873264530847,0.4926485355032115,-0.6963297872340426,-0.40968980400503785,-0.0016770495332769642,-5.151786420674013,-8.987507967746517,sell
23,0.05782044,0.06587341181700095,20180913, 039030.csv,52300.0,52900.0,50.0,16026953.0,18641953.0,18.0,-0.30726735300377844,-0.44173936170212763,-0.15436450336580443,0.06684360454429361,0.02209263998247102,-0.6811010638297872,-0.24042374845948483,-0.0005778687577315811,-5.588053609807446,-9.871254873042046,buy
24,-1.2750564,-1.0,20180914, 039030.csv,52900.0,53300.0,50.0,16026953.0,18671953.0,0,-0.13356874914415826,-0.8406755319148936,-0.40070624743247474,0.4017809906405294,0.5538677392693061,-0.574718085106383,0.26821224149637113,0.000719119374520738,-6.56203764310483,-11.627903825983656,wrong
