timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-1.4466329,-1.0,20190620, 039030.csv,59200.0,56000.0,0.0,1300000,1300000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.7097932,-1.0,20190621, 039030.csv,56000.0,55300.0,0.0,1300000,1300000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,0.057160392,1.6944189255306956,20190624, 039030.csv,55300.0,61300.0,1.0,1243993.0,1299293.0,1.0,0.0,-0.0005384615384615384,-0.0005384615384615384,0.4076945029704006,0.5644187960995303,0.40715384615384614,0.4076945029704006,0.0016607674744352208,-6705.840898027619,0.0,buy
4,0.6128025,3.2327503076154485,20190625, 039030.csv,61300.0,61200.0,14.0,524991.0,1383191.0,13.0,0.4000021538577515,-0.06223076923076923,-0.06169263988344552,6.35780266334973,1.0,6.291615384615384,6.35780266334973,0.3325004394506409,-66.85447357671539,-53.83870125583324,buy
5,0.856425,-2.9205746235471017,20190626, 039030.csv,61200.0,63700.0,20.0,157139.0,1381139.0,6.0,9.05178684273521,6.395307692307692,6.461559539744349,-5.581419800811007,-1.0,10.087615384615384,3.4703670419242028,0.11346482350414033,1.9853529657676388,156.66329993952428,buy
6,-0.16659129,-1.434276077914547,20190627, 039030.csv,63700.0,63600.0,17.0,340438.0,1423338.0,3.0,3.325768415177361,6.218307692307692,-0.16636072007224148,-0.371040923610646,-0.4975990811804274,9.356769230769231,2.954727491566715,0.08360166518105039,2.0228842124972455,67.21721288609102,sell
7,-0.1295641,-3.0221175336772648,20190628, 039030.csv,63600.0,62000.0,15.0,467629.0,1421629.0,2.0,0.9849091638555718,9.471461538461538,3.0627054006335284,-2.7767354845896723,-1.0,7.5099230769230765,-1.7918263207341005,-0.03159647668180676,3.5061747815944377,115.02198683755448,sell
8,-1.0962247,-1.0,20190701, 039030.csv,62000.0,61800.0,15.0,467629.0,1397629.0,0,-2.0026294172910535,9.356076923076923,-0.1054015482784765,0.10339973078353304,0.05205379264219889,7.2791538461538465,-1.8992296865075204,-0.03542793699062785,3.5956655935323827,127.79380378624775,wrong
9,-0.2794505,3.000168793404983,20190702, 039030.csv,61800.0,62200.0,11.0,715222.0,1395022.0,4.0,-1.477178645061405,7.478615384615385,-1.7168332947625577,1.6346339384936586,0.999998423243335,7.647846153846154,0.15745529343225345,0.00024789096425470447,2.6746843818678783,8.988390706814545,sell
10,0.019113094,-0.35096759631550417,20190703, 039030.csv,62200.0,61600.0,11.0,715222.0,1399422.0,0.0,-0.3149105868645069,7.309384615384615,-0.15745529343225345,-0.15770360610800402,-0.11693117499029626,7.140153846153846,-0.15770360610800402,-0.00024867334945055664,2.728584128128424,9.533079217600594,buy
11,-0.84291875,1.6228882338475925,20190704, 039030.csv,61600.0,61100.0,2.0,1274104.0,1397304.0,9.0,-0.5519626213780141,7.57723076923077,0.2496017983945773,0.3946516662430985,0.5410204798571883,7.4079999999999995,-0.1573109551349156,-0.00024743674853167086,2.9827271940200375,9.99335375361288,sell
12,0.16362742,-3.022929644682346,20190705, 039030.csv,61100.0,56500.0,5.0,1089278.0,1394778.0,3.0,-0.8151567675172898,7.482923076923077,-0.08766510499791205,-1.8249768478427342,-0.9999999414100395,5.521384615384616,-1.8249768478427342,-0.03275688636032548,3.0364497614278205,10.449420095310426,buy
13,0.5483065,-3.1669467443450063,20190708, 039030.csv,56500.0,55900.0,14.0,539300.0,1330300.0,9.0,-2.0396800064124676,7.284615384615385,-0.18450158093092425,-5.219760521976053,-1.0,1.6846153846153848,-5.219760521976053,-0.2384953490642946,3.0314069618985067,10.761583239481544,buy
14,-1.0909376,-1.0,20190709, 039030.csv,55900.0,58900.0,14.0,539300.0,1321900.0,0,-2.2083602208360222,2.3307692307692305,-4.6174804617480465,4.734106293150537,1.0,4.915384615384615,2.5257460723145155,0.06180168794256902,0.35431381073895535,0.5488091077727553,wrong
15,-0.14669186,0.25107322257113446,20190710, 039030.csv,58900.0,59500.0,12.0,650918.0,1357718.0,2.0,3.1571825903931443,1.6706153846153846,-0.6451176426369992,0.11129071480509012,0.06004954824767661,4.993692307692308,3.2684733051982344,0.1013208254687209,0.04992479184229485,0.07921917298814041,sell
16,-0.45067894,-2.990218914792275,20190711, 039030.csv,59500.0,61200.0,7.0,944936.0,1361436.0,5.0,4.8119190326529555,4.4027692307692305,2.6872600660655297,-3.625684656317521,-1.0,5.641230769230769,1.1862343763354346,0.013972978868178942,1.3010841781708884,2.082869544748381,sell
17,0.25655702,0.010830185004795621,20190712, 039030.csv,61200.0,61200.0,10.0,766411.0,1378411.0,3.0,1.1862343763354346,4.723923076923077,0.3076104671553068,0,0,6.031615384615384,1.248704469113295,0.015471692863993747,1.4790422738834197,2.3010588958467366,buy
18,0.13578159,-2.0481895494844813,20190715, 039030.csv,61200.0,60600.0,11.0,705203.0,1378403.0,1.0,0.8079852447203674,6.031000000000001,1.248116843480771,-0.47881497646189103,-0.6821955137578191,5.523307692307693,-0.47881497646189103,-0.0022900117300344025,2.1313237688819124,3.2449003598548725,buy
19,-1.0632697,-1.0,20190716, 039030.csv,60600.0,58400.0,11.0,705203.0,1371803.0,0,-2.2344698901554914,6.031000000000001,0.0,0.0,0,3.661769230769231,-2.2344698901554914,-0.04870261429284706,2.189746175257579,3.2514645547837757,wrong
20,-1.3652546,-1.0,20190717, 039030.csv,58400.0,67100.0,11.0,705203.0,1347603.0,0,4.708347268541928,5.523307692307693,-0.47881497646189103,0.5037713811475681,0.7188671715757353,11.023307692307691,5.212118649689496,0.23788804246143114,1.9946938940980345,3.036054184708651,wrong
21,-0.5084842,-2.8031881635829774,20190718, 039030.csv,67100.0,71300.0,6.0,996724.0,1399324.0,5.0,8.579949161796556,3.624923076923077,-1.7990192469326864,-2.8343756288478446,-1.0,9.57876923076923,5.745573532948711,0.28115976631003203,1.0789049754717002,1.6721893739153497,sell
22,-0.41232243,-2.990447752948778,20190719, 039030.csv,71300.0,71200.0,4.0,1130704.0,1415904.0,2.0,5.701034203235931,7.623384615384615,3.858590597450569,-4.5288554373972225,-1.0,8.884923076923076,1.1721787658387082,0.013646067216031454,2.9499075075286347,4.790247793448516,sell
23,-0.7068489,-2.9223476206953585,20190722, 039030.csv,71200.0,68900.0,2.0,1273071.0,1415471.0,2.0,0.514615067929189,8.897769230769232,1.1841149764420658,-0.8536768979730339,-0.9738477808741959,8.528538461538462,-0.33906183004384494,-0.001148968675386608,3.61938699193845,5.773080264539967,sell
24,-1.0902212,-1.0,20190723, 039030.csv,68900.0,67600.0,2.0,1273071.0,1410871.0,0,-0.5227203213175943,8.882384615384616,-0.014127576251826871,0.014055714271600461,0.0009873277892837873,8.328538461538463,-0.5086646070459938,-0.0025840523985228847,3.6802326878712135,5.899177586517927,wrong
25,-0.7491582,0.038357070098471245,20190724, 039030.csv,67600.0,72800.0,1.0,1341859.0,1409459.0,1.0,0.2260731586871084,8.519923076923076,-0.33289272616676713,0.05037377519741762,0.012607438037251617,8.819923076923077,0.276446933884526,0.0007639371238805648,3.5649542973799013,5.80295175831891,sell
26,-0.46641636,0.12615058516193411,20190725, 039030.csv,72800.0,72000.0,1.0,1341859.0,1414659.0,0.0,0.21973987052359756,8.419923076923077,-0.09214897796150866,0.09243664543039615,0.04182291274008976,8.758384615384616,0.3121765159539937,0.0009740670595211887,3.595787507228299,5.894800890512462,sell
27,-0.5322949,-1.475371190429231,20190726, 039030.csv,72000.0,68500.0,1.0,1341859.0,1413859.0,0.0,0.06385428735422599,8.819923076923077,0.3689358824910835,-0.3678144643297374,-0.49157491552714194,8.489153846153846,-0.3039601769755114,-0.000923491211150429,3.873919559024939,6.2363977766680065,sell
28,-1.231692,-1.0,20190729, 039030.csv,68500.0,68800.0,1.0,1341859.0,1410359.0,0,-0.2827536530004757,8.758384615384616,-0.05655073060009515,0.05642273881454912,0.015791611358388247,8.512230769230769,-0.2263309141859266,-0.0005121256460343115,3.914511747906917,6.341883390477558,wrong
29,-0.6449213,0.794811182633826,20190730, 039030.csv,68800.0,71400.0,1.0,1341859.0,1410659.0,0.0,-0.04243704640986124,8.489153846153846,-0.2475494373908572,0.2480584520236092,0.26483842801810265,8.71223076923077,0.20562140561374798,0.000422712256454294,3.8315674600090794,6.277106456453226,sell
30,0.52152365,3.1265880653719975,20190731, 039030.csv,71400.0,75100.0,10.0,722572.0,1436572.0,9.0,0.4679659576037023,8.505538461538462,0.015102537722664938,3.9983072989191832,1.0,13.351692307692309,4.466273256522886,0.1808400933885681,3.912984599670165,6.308477667095852,buy
31,-0.6923512,-2.989561581008473,20190801, 039030.csv,75100.0,75800.0,4.0,1150270.0,1450670.0,6.0,4.962525840580985,10.451538461538462,1.7934568387859677,-3.7367881345212437,-1.0,11.805384615384614,1.2257377060597408,0.014912027130752903,4.997886359080221,8.016026302030728,sell
32,-0.29504675,-2.867617009730521,20190802, 039030.csv,75800.0,71700.0,3.0,1225248.0,1452648.0,1.0,0.08357302541316414,11.580615384615385,1.0222373891786862,-0.7867555467775037,-0.9547214311350364,10.796,-0.7031825213643396,-0.0049324518934451556,5.730616326130039,9.071121953883011,sell
33,0.25896174,-3.067345171167763,20190805, 039030.csv,71700.0,69200.0,7.0,922005.0,1423905.0,4.0,-1.2202284929557656,11.738846153846154,0.14180847514180847,-3.1804929764113434,-1.0,8.185,-3.1804929764113434,-0.096207387382519,5.9601563901666275,9.29651728252187,buy
34,-0.26088765,2.999689285762498,20190806, 039030.csv,69200.0,71200.0,6.0,993588.0,1408788.0,1.0,-2.2167072259836638,9.522153846153845,-1.9838152835767466,2.0060016995991177,0.9999999981723121,9.291384615384615,-0.21070552638454604,-0.0004438696491969596,4.652313981012361,7.257529457573598,sell
35,0.46326423,3.026360405056801,20190807, 039030.csv,71200.0,71500.0,12.0,578330.0,1432730.0,6.0,-0.0842822105538184,8.363846153846154,-1.057601272099498,2.0434936989156762,0.9999999991444979,10.486923076923077,1.9592114883618579,0.03765772517615318,4.0286114679183225,6.400244148714648,buy
36,-0.8053895,-2.9990048572952195,20190808, 039030.csv,71500.0,73000.0,3.0,1218079.0,1432579.0,9.0,3.2369581112065475,10.129153846153846,1.6290559582034883,-2.859778589819421,-1.0,10.544538461538462,0.37717952138712657,0.0014216324354004994,5.044811350136197,7.971597633353707,sell
37,0.68469054,0.5219599386033651,20190809, 039030.csv,73000.0,71700.0,14.0,431468.0,1453468.0,11.0,0.10477208927420184,10.189846153846153,0.05511011895823016,0.19546684463457473,0.17389751289276234,10.40523076923077,0.19546684463457473,0.0003819998929686097,5.13724878823391,8.011812432691883,buy
38,-0.46765465,-2.999897264059146,20190812, 039030.csv,71700.0,73200.0,8.0,868749.0,1442349.0,6.0,1.6614681793938852,11.749923076923077,1.4158082414406465,-1.551332154519664,-0.9999940561724786,11.873000000000001,0.11013602487422122,0.00012129208327138485,6.082915367492117,9.416492532122113,sell
39,-1.1301647,-1.0,20190813, 039030.csv,73200.0,73300.0,8.0,868749.0,1454349.0,0,0.16520403731133182,10.949923076923076,-0.7158841616824378,0.7222372130379249,0.9263280360197698,11.934538461538462,0.8874412503492567,0.00784458907430674,5.697661347668769,8.97424287068298,wrong
40,-0.4080948,-2.4401157066270054,20190814, 039030.csv,73300.0,72000.0,5.0,1087989.0,1454489.0,3.0,0.16639523444048562,11.845307692307692,0.8070168870363553,-0.5790531018658925,-0.8129749051182453,11.38376923076923,-0.4126578674254069,-0.0017014161032421482,6.2911112642209375,9.799005133685167,sell
41,0.35049328,-0.2972601736067019,20190816, 039030.csv,72000.0,72900.0,9.0,794748.0,1442748.0,4.0,-0.10316446685635172,11.880615384615385,0.03156832685804363,-0.14435211675475024,-0.09894381791080997,11.603692307692308,-0.24751658361110196,-0.0006124569632457444,6.422185063065382,9.886068895906684,buy
42,-0.5916851,2.5973514553935146,20190819, 039030.csv,72900.0,72500.0,4.0,1154157.0,1445757.0,5.0,-0.4950331672222039,10.935153846153845,-0.8450628692122372,0.6337143232960571,0.8657389470324672,11.089,0.13868115607385326,0.00019230613730358836,5.886031285515828,9.22181122560042,sell
43,-1.2612927,-1.0,20190820, 039030.csv,72500.0,77000.0,4.0,1154157.0,1444157.0,0,1.3868115607385327,11.212076923076923,0.2496260809329359,-0.25245772395959976,-0.27288782286944147,12.473615384615384,1.134353836778933,0.012785152833869051,6.114620888412536,9.47046149001964,wrong
44,-0.053815246,0.1890723014950168,20190821, 039030.csv,77000.0,76200.0,4.0,1154157.0,1462157.0,0.0,0.9130165027732876,11.089,-0.11066866700282275,0.11180282088750537,0.0605863301301085,12.227461538461538,1.024819323660793,0.010447587292416127,6.055577335311525,9.424118694128882,sell
45,-0.37044626,-2.999205503951632,20190822, 039030.csv,76200.0,77900.0,3.0,1231032.0,1459632.0,1.0,1.4956822561535899,12.464,1.2377463115159917,-1.3110077757044616,-0.9998147319642935,12.67169230769231,0.18467448044912832,0.00034098848749797295,6.982095229587251,10.790865626634528,sell
46,-0.04608181,0.3735371426579977,20190823, 039030.csv,77900.0,74000.0,3.0,1231032.0,1464732.0,0.0,-0.6155816014970944,12.279384615384616,-0.16415509373255852,0.16341283567118764,0.12498895890556416,11.771692307692309,-0.45216876582590676,-0.002042477226706807,6.916189957063411,10.758080064804629,sell
47,-0.88325155,1.1402880123214267,20190826, 039030.csv,74000.0,73100.0,1.0,1386577.0,1460577.0,2.0,-0.6371468973001414,12.652076923076924,0.3319329803676543,0.30938483616841994,0.3803465347733854,12.282846153846155,-0.32776206113172146,-0.0010737028553280403,7.270038171229038,11.190313959016056,sell
48,-1.4228427,-1.0,20190827, 039030.csv,73100.0,75200.0,1.0,1386577.0,1459677.0,0,-0.18436615938659331,12.352076923076922,-0.2663066746695236,0.2665254703986112,0.298952148042658,12.444384615384616,0.08215931101201786,6.749924568305588e-05,7.1148746484360785,11.047407311299455,wrong
49,-1.1751605,-1.0,20190828, 039030.csv,75200.0,71000.0,1.0,1386577.0,1461777.0,0,-0.20539827753004464,12.282846153846155,-0.06161948325901339,0.06153083288304395,0.0187521657055425,12.121307692307692,-0.1438674446470007,-0.00020695699773787268,7.135619859905678,11.119751955830433,wrong
50,-1.1691935,-1.0,20190829, 039030.csv,71000.0,73000.0,1.0,1386577.0,1457577.0,0,-0.006850830697476222,12.444384615384616,0.1438674446470007,-0.14365092162179,-0.09803353347663102,12.275153846153847,-0.1505017523192662,-0.0002264821235624659,7.309171554696336,11.278445046702114,wrong
51,-1.0210975,-1.0,20190830, 039030.csv,73000.0,78500.0,1.0,1386577.0,1459577.0,0,0.22575262847889932,12.121307692307692,-0.28732152715496273,0.28879994747420645,0.34099690521399617,12.69823076923077,0.5145525759531058,0.0026441416173486054,7.140869054331754,11.114392204601486,wrong
