timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.04362178,0.01310001700703165,20190614, 064350.csv,21600.0,21650.0,14.0,6798958.0,7101358.0,14.0,0.0,-0.000591549295774648,-0.000591549295774648,0.02957763975505207,0.00436463105880136,0.02898591549295775,0.02957763975505207,8.748329467955784e-06,-5381.095238095238,0.0,buy
2,-0.90045714,-0.0019037507348358628,20190617, 064350.csv,21650.0,21550.0,2.0,7057734.0,7101034.0,12.0,0.009859213251684025,0.013154929577464789,0.013746560190919438,-0.011267478699581442,-0.000634578950785003,0.011746478873239437,-0.0014082654478974174,-1.9832115505380443e-08,-242.72935899244746,0.0,sell
3,-0.32619262,-2.9253298313236532e-05,20190618, 064350.csv,21550.0,21950.0,2.0,7057734.0,7100834.0,0.0,0.009857858135281922,0.01456338028169014,0.0014082654478974174,-0.0014083844389160133,-9.917684458349285e-06,0.023014084507042253,0.008449473696365908,7.139358025876064e-07,-272.0315163176439,0.0,sell
4,-0.70548177,7.469538279325505e-06,20190619, 064350.csv,21950.0,21700.0,1.0,7079249.0,7101199.0,1.0,0.001408245616060985,0.011253521126760563,-0.003309377197743315,0.0007041927165829893,2.4794338366884716e-06,0.013366197183098592,0.0021124383326439743,4.462395608584302e-08,-267.2518633133291,-1169.8654485971695,sell
5,-0.7267534,-0.0004765374856122273,20190620, 064350.csv,21700.0,21250.0,1.0,7079249.0,7100949.0,0.0,-0.004224876665287949,0.01688732394366197,0.005633168887050598,-0.0056326135979760435,-0.0001586190983808855,0.007028169014084507,-0.009857490263263992,-9.71700670815423e-07,-274.12074847971917,-1124.5102568484522,sell
6,-0.50642335,0.00018614951109348078,20190621, 064350.csv,21250.0,22100.0,1.0,7079249.0,7100499.0,0.0,0.0021123193421279983,0.013366197183098592,-0.0035205322368799976,0.0035207305502173766,6.197579745703674e-05,0.019,0.005633049892345375,3.173124605293509e-07,-276.9500758232921,-1166.3566949691635,sell
7,-0.3604326,0.0006026274996187686,20190624, 064350.csv,22100.0,21650.0,1.0,7079249.0,7101349.0,0.0,-0.0007041312365431719,0.007028169014084507,-0.006337181128888548,0.006337538128086991,0.00020080178424719541,0.012661971830985915,0.005633406891543819,3.1735268168908704e-07,-262.8368472927673,-765.3917488645127,sell
8,-0.6561104,-0.0021487790872228075,20190625, 064350.csv,21650.0,21700.0,1.0,7079249.0,7100899.0,0.0,0.0063375827529867975,0.019,0.011970989644530618,-0.011970315350694642,-0.0007161856645074849,0.013366197183098592,-0.005632732597707844,-3.1727671478964936e-07,-237.82239492617404,-769.8327586136136,sell
9,-0.23385178,0.0006020402201971087,20190626, 064350.csv,21700.0,21300.0,1.0,7079249.0,7100949.0,0.0,-0.011265465195415688,0.012661971830985915,-0.006336824172421324,0.006336511833313227,0.00020073676074838787,0.007732394366197182,-0.004928953362102461,-2.4294578293559965e-07,-236.33333888383473,-738.4969671662442,sell
10,0.2919325,-2.9422680286481437,20190627, 064350.csv,21300.0,21050.0,96.0,5017457.0,7062257.0,95.0,-0.008449634335032789,0.009253521126760563,-0.0034080191817965583,-0.8787919202406199,-0.9789609742196715,-0.8696197183098591,-0.8787919202406199,-0.007693008555898828,-244.81274525148254,-810.893651281219,buy
11,0.026686102,2.610119354915463,20190628, 064350.csv,21050.0,22300.0,102.0,4889639.0,7036739.0,6.0,0.8111925417605723,-0.5318450704225353,-0.5410485255096817,0.6331086210859413,0.8652228533975317,0.904774647887324,1.4443011628465137,0.02064399246123949,-14.194886204910127,-11.320387450083032,buy
12,-0.58829075,-0.9395926698586109,20190701, 064350.csv,22300.0,21800.0,42.0,6150566.0,7087166.0,60.0,0.7221505814232568,-0.9201971830985916,-0.39042858787418555,-0.2743681280701054,-0.31366494251350197,-0.4765352112676057,0.4477824533531514,0.0020030824027071903,-14.782949477117038,-12.423814838455574,sell
13,-0.55976295,-0.6462747043787754,20190702, 064350.csv,21800.0,20700.0,19.0,6662625.0,7076825.0,23.0,-0.2089651448981373,-0.1926056338028169,0.7343490081831888,-0.22003013827050086,-0.21499587680567733,-0.620774647887324,-0.42899528316863816,-0.001838677088204843,-6.714291401612009,-8.740246691485376,sell
14,-0.52080667,-0.0001691194001163465,20190703, 064350.csv,20700.0,20700.0,10.0,6858504.0,7065504.0,9.0,-0.42899528316863816,-0.33092957746478874,-0.13859087749997354,0,0,-0.48585915492957743,-0.15544398759613504,-0.00024159914302335217,-7.233626349607917,-9.715555517114993,sell
15,-0.57613796,0.3127592918921056,20190704, 064350.csv,20700.0,20800.0,5.0,6961835.0,7065335.0,5.0,-0.1413127159964864,-0.4882394366197183,-0.15783217249647566,0.14838952127182012,0.10425298044132769,-0.48119718309859155,0.007076805275333725,5.008116036320232e-07,-7.987740395932722,-11.02482003542578,sell
16,-0.16609238,-3.163806598457386e-05,20190705, 064350.csv,20800.0,19750.0,5.0,6961835.0,7065835.0,0.0,-0.06722965011567038,-0.4882394366197183,0.0,0.0,0,-0.5551408450704226,-0.06722965011567038,-4.51972371208198e-05,-8.270997453716792,-11.079636084846305,sell
17,0.00865981,-0.35434207133599616,20190708, 064350.csv,19750.0,19200.0,7.0,6920230.0,7058480.0,2.0,-0.10615207913000588,-0.48126760563380283,0.007006037222580387,-0.15850933294460806,-0.11805540565613193,-0.6390140845070422,-0.15850933294460806,-0.0002512205251433697,-8.463839759442493,-11.024974446832598,buy
18,-0.023006082,-2.082527100727427e-05,20190709, 064350.csv,19200.0,19200.0,7.0,6920230.0,7054630.0,0.0,-0.15850933294460806,-0.5847887323943662,-0.10402174974489904,0,0,-0.6390140845070422,-0.05454432115696297,-2.975038715324896e-05,-9.152347156086206,-12.196815661109563,sell
