timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.037270784,-1.0,20181213, 098460.csv,85100.0,83800.0,0.0,8700000,8700000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.6337773,-1.0,20181214, 098460.csv,83800.0,84100.0,0.0,8700000,8700000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.2074566,-1.0,20181217, 098460.csv,84100.0,80600.0,0.0,8700000,8700000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,-0.3345763,-1.0,20181218, 098460.csv,80600.0,81300.0,0.0,8700000,8700000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
5,0.11670986,-0.07053749241059526,20181219, 098460.csv,81300.0,80100.0,12.0,7732663.0,8708263.0,12.0,0.0,-0.0015747126436781611,-0.0015747126436781611,-0.06896660326720087,-0.023501399485277852,-0.07054022988505748,-0.06896660326720087,-4.756279251671991e-05,-3294.7759816904413,0.0,buy
6,-0.31191388,-0.41492574072565347,20181220, 098460.csv,80100.0,83500.0,9.0,7976164.0,8697064.0,3.0,0.4000062989497651,0.09039080459770116,0.09196696545681236,-0.17262562327545505,-0.13842918699506013,0.3179770114942529,0.22738067567431003,0.0005168860850384149,-57.054366634002434,0.0,sell
7,-0.86312205,-1.465223180879731,20181221, 098460.csv,83500.0,86200.0,2.0,8535944.0,8702944.0,7.0,0.506438777638236,-0.04432183908045977,-0.13459098580317744,-0.3661467125574369,-0.4884536467890471,0.0959080459770115,0.14029206508079903,0.00019679926772941947,-35.11079252895717,-30.286848236457416,sell
8,-0.26333895,-0.09026876274919718,20181224, 098460.csv,86200.0,81700.0,2.0,8535944.0,8708344.0,0.0,0.03679791870971778,0.03383908045977012,0.07819557725815028,-0.07816323141309724,-0.030085595076001725,-0.007540229885057471,-0.04136531270337945,-1.7110744560011604e-05,-32.521847409957296,-29.41235494088163,sell
9,-0.36321202,-0.057153659047453086,20181226, 098460.csv,81700.0,83500.0,2.0,8535944.0,8699344.0,0.0,0.0,0.0959080459770115,0.06204796905506918,-0.062009493423778386,-0.019042247774670784,0.03383908045977012,-0.062009493423778386,-3.845103348676382e-05,-31.03364698960237,-27.847599545991674,sell
10,-0.39312223,0.15607093533067504,20181227, 098460.csv,83500.0,82500.0,2.0,8535944.0,8702944.0,0.0,-0.08497597246962224,-0.007540229885057471,-0.10334915570629731,0.1033681638808367,0.0520228558085819,0.010850574712643678,0.018392191411214454,3.382721327604976e-06,-29.771960187687366,-34.34566758946013,sell
11,0.054325193,-0.025577921422418992,20181228, 098460.csv,82500.0,83500.0,7.0,8118385.0,8695885.0,5.0,0.04138243067523252,0.033160919540229886,0.040704218616943996,-0.04138243067523252,-0.008525973807472997,0.033160919540229886,0.0,0,-30.031825969761048,-33.717031588040754,buy
12,-0.41965434,0.3067998542456093,20190102, 098460.csv,83500.0,79600.0,5.0,8283115.0,8700615.0,2.0,-0.3136890812644313,-0.05040229885057471,-0.08353551724514342,0.14693836840513383,0.10233148926303415,-0.21706896551724136,-0.16675071285929746,-0.00027801934784732474,-30.540338238290605,-40.61059750912492,sell
13,-0.48879954,0.2470388909503638,20190103, 098460.csv,79600.0,75300.0,3.0,8449842.0,8688642.0,2.0,-0.4140017698575661,0.00393103448275862,0.05436073239213098,0.13125426406986257,0.08253276345853866,-0.27882758620689657,-0.2827475057877035,-0.0007991420360745627,-30.103212741254833,-39.64871163165628,sell
14,0.19107717,0.9313082060360076,20190104, 098460.csv,75300.0,80200.0,23.0,6857616.0,8589516.0,20.0,-0.11378863037797825,-0.13314942528735632,-0.1370750713017948,0.27262080415971246,0.31037721156445164,0.025471264367816094,0.1588321737817342,0.0002522447752181245,-29.492688935646992,-42.57750317625543,buy
15,-0.33262348,0.005808607107667029,20190107, 098460.csv,80200.0,80200.0,16.0,7383852.0,8667052.0,7.0,0.1588321737817342,-1.2798620689655171,-1.1482415206638357,0,0,-0.37871264367816093,0.9128324211995084,0.008298010153810043,-11.454569905603371,-8.22008495624082,sell
16,-1.0367396,-1.0,20190108, 098460.csv,80200.0,82700.0,16.0,7383852.0,8667052.0,0,1.3785632483421149,-0.37871264367816093,0.9128324211995084,-0.9170453066013706,-0.985077131915233,0.08105747126436781,0.4615179417407442,0.0021277212905366216,-6.563895113557927,-5.988555577355566,wrong
17,-0.3619418,-0.5235205784285011,20190109, 098460.csv,82700.0,83600.0,11.0,7784195.0,8693895.0,5.0,0.627664400767412,-0.38626436781609197,-0.007580432193091722,-0.19611241173390964,-0.17494100835572313,0.043620689655172414,0.4315519890335024,0.0018606380552405044,-6.749785138109034,-6.273646521930025,sell
18,-0.14120154,-1.1524621181549992,20190110, 098460.csv,83600.0,82200.0,10.0,7866760.0,8702760.0,1.0,0.2538541111961779,-0.07172413793103448,0.31575989785833675,-0.3113666259193817,-0.38414632157082496,-0.12919540229885057,-0.05751251472320377,-3.307634646343427e-05,-5.814613952144092,-5.385908813407574,sell
19,-0.12138069,-0.03273949119006436,20190111, 098460.csv,82200.0,78600.0,9.0,7950224.0,8690024.0,1.0,-0.47160262073027087,0.030160919540229883,0.10195818610129563,-0.04548280086211326,-0.01029011660041712,-0.48708045977011494,-0.5170854215923841,-0.002670201984018572,-5.736234827339274,-5.190431354159072,sell
20,-0.4785055,1.406553625891866,20190114, 098460.csv,78600.0,77600.0,5.0,8278485.0,8671485.0,4.0,-0.6205025059108609,-0.12086206896551725,-0.15097745231782966,0.3558147827604095,0.46901462375845493,-0.3852298850574713,-0.26468772315045136,-0.0007003505478554439,-6.243739027459383,-5.90575453010224,sell
21,-0.310865,0.5565433643850336,20190115, 098460.csv,77600.0,79000.0,4.0,8356957.0,8667357.0,1.0,-0.1841305900177053,-0.32922988505747125,-0.2086199584900601,0.2025821426408991,0.18551366039017703,-0.31083908045977016,0.01845155262319381,3.404592146427632e-06,-6.9534601733914,-6.871938437115448,sell
22,-0.08694863,0.03171605564187317,20190116, 098460.csv,79000.0,76800.0,4.0,8356957.0,8672957.0,0.0,-0.08303198680437214,-0.3752068965517242,-0.04612888155798452,0.046111850712135485,0.01057519908399529,-0.4119885057471264,-0.036920136092236655,-1.3630871589564997e-05,-7.2939025908542225,-7.334786744984071,sell
23,-0.22736809,-0.0620488170964843,20190117, 098460.csv,76800.0,74100.0,4.0,8356957.0,8664157.0,0.0,-0.16152559540353537,-0.31083908045977016,0.06461023816141415,-0.0644642255998433,-0.0205638028588796,-0.5361264367816092,-0.22598982100337867,-0.0005105835997792907,-7.219047228071361,-7.115827210502913,sell
24,0.03851673,0.038131655147728594,20190118, 098460.csv,74100.0,75700.0,8.0,8049714.0,8642514.0,4.0,-0.15219722639003053,-0.41248275862068967,-0.10196061158841213,0.05062884905796865,0.012734621456660378,-0.513632183908046,-0.10156837733206188,-0.00010315603178934207,-7.786074098773258,-7.864611796055893,buy
25,0.13870642,2.6874317726880865,20190121, 098460.csv,75700.0,76700.0,22.0,7012167.0,8677567.0,14.0,-0.009233488848369262,-0.662448275862069,-0.25100085248185794,0.6710892049965033,0.8947907027112618,-0.004977011494252874,0.661855716148134,0.004370949363287524,-8.730495134378186,-9.117038118392614,buy
26,-0.5137421,-1.6223372137245295,20190122, 098460.csv,76700.0,75600.0,11.0,7843500.0,8687200.0,11.0,0.38183983623930806,-0.2735632183908046,0.39147839937831846,-0.3945181977339716,-0.5407786961798275,-0.28620689655172415,-0.012678361494663563,-1.6074072100025205e-06,-7.266471393174953,-7.694186726431772,sell
27,-0.46808016,-0.8897500117514198,20190123, 098460.csv,75600.0,79100.0,6.0,8226371.0,8679971.0,5.0,0.43106429081856107,-0.15435632183908046,0.11953389732832347,-0.2652911681444933,-0.29664745013986127,0.011160919540229885,0.16577312267406782,0.000274769525948626,-6.947771685904319,-7.246181341533508,sell
28,0.059399307,1.3914619825102468,20190124, 098460.csv,79100.0,79600.0,12.0,7772707.0,8721907.0,6.0,0.20030918989783195,-0.23095402298850573,-0.07671611732638806,0.3526921268213449,0.46310819306112605,0.3207701149425288,0.5530013167191768,0.0030534333240980205,-7.346924123131998,-7.793596298654988,buy
29,-0.25181788,-2.301584266784963,20190125, 098460.csv,79600.0,80700.0,9.0,8009619.0,8726019.0,3.0,0.7050766788169505,0.2473448275862069,0.47940605815246634,-0.5399678256458458,-0.7672583557701825,0.41286206896551725,0.1651088531711047,0.00027257217940657164,-5.66644121411193,-6.159504515128518,sell
30,-0.1468763,-0.08717135653558464,20190128, 098460.csv,80700.0,81800.0,8.0,8089089.0,8734689.0,1.0,0.2786211897262392,0.29757471264367813,0.05010595058039775,-0.07692254331897919,-0.029152025008105986,0.4998735632183908,0.20169864640726004,0.00040674069819046643,-5.639757487831979,-6.032540964998479,sell
31,-0.52774584,-0.6693982024619836,20190129, 098460.csv,81800.0,83400.0,4.0,8411360.0,8738560.0,4.0,0.34838857106708554,0.3926436781609195,0.09478690366104818,-0.22473615343333483,-0.22316840790758297,0.5167816091954023,0.1236524176337507,0.0001528875153791187,-5.460236345635382,-5.755452684115059,sell
32,-0.44943827,-0.041324535673097317,20190130, 098460.csv,83400.0,82000.0,3.0,8493027.0,8743227.0,1.0,0.05953634923106515,0.44168965517241376,0.04885415426326057,-0.052670124909456696,-0.013774955229424846,0.44858620689655176,0.006866224321608455,4.7145025316996936e-07,-5.432137927466031,-5.639646780998351,sell
33,0.011836827,-0.10006399667379265,20190131, 098460.csv,82000.0,81600.0,4.0,8409616.0,8737616.0,1.0,-0.006866224321608455,0.49673563218390804,0.054803913793638144,-0.08234956107683945,-0.03333884271062393,0.41397701149425287,-0.08234956107683945,-6.781220274409971e-05,-5.152468013738875,-5.271524990186666,buy
34,-0.7433531,-0.0006613017752433503,20190201, 098460.csv,81600.0,85100.0,2.0,8573347.0,8736547.0,2.0,0.07777458546145949,0.4292758620689655,-0.06712632971666262,-0.006814830744152275,-0.0002321826317970288,0.5005402298850574,0.07095975471730721,5.035160021105156e-05,-5.3934816072942615,-5.614192061053492,sell
35,-0.48360413,0.0012675603269339253,20190207, 098460.csv,85100.0,83200.0,2.0,8573347.0,8743547.0,0.0,0.02746829214863505,0.420080459770115,-0.009156097382878349,0.0091594510547152,0.0004193897496412857,0.45686206896551723,0.03662774320335025,1.3415825728668729e-05,-5.544167128035132,-5.817177009293869,sell
36,-0.27095747,-0.09466240496367535,20190208, 098460.csv,83200.0,81600.0,2.0,8573347.0,8739747.0,0.0,0.0,0.5005402298850574,0.08012318825732867,-0.08005904240006945,-0.031539180083197116,0.420080459770115,-0.08005904240006945,-6.409244869143293e-05,-5.222377110290762,-5.4091790012999255,sell
37,-0.41149867,0.028161385183910613,20190211, 098460.csv,81600.0,81300.0,2.0,8573347.0,8736547.0,0.0,-0.08692124603436112,0.45686206896551723,-0.04346062301718056,0.04344172654712654,0.009391539446376607,0.413183908045977,-0.04347951948723458,-1.8904507456007913e-05,-5.367869649467521,-5.631851483501043,sell
38,-0.4060882,0.02006188955610888,20190212, 098460.csv,81300.0,83000.0,2.0,8573347.0,8735947.0,0.0,-0.004576791524972062,0.420080459770115,-0.03661433219977649,0.03662606682790353,0.006684899833567792,0.45226436781609197,0.03204927530293147,1.0271507722148243e-05,-5.698415003478586,-6.046382722641564,sell
39,-0.19531016,0.0007561104711955036,20190213, 098460.csv,83000.0,84900.0,2.0,8573347.0,8739347.0,0.0,0.07554472035690989,0.413183908045977,-0.0068677018506281716,0.006873362078800863,0.00023618763463950643,0.49594252873563216,0.08241808243571075,6.792509610997755e-05,-5.829579323326281,-6.229449056208852,sell
40,-0.32242998,-0.022631019208270087,20190214, 098460.csv,84900.0,82500.0,2.0,8573347.0,8743147.0,0.0,0.02747269414523692,0.45226436781609197,0.03891965003908563,-0.03891519665715228,-0.00754336756427465,0.4407701149425287,-0.011442502511915364,-1.3093077801951125e-06,-5.765923515296913,-6.086636063501765,sell
41,-0.3357163,-0.02823151263624829,20190215, 098460.csv,82500.0,85400.0,2.0,8573347.0,8738347.0,0.0,0.05492401205719375,0.49594252873563216,0.04348150954527838,-0.04348648275567337,-0.009410809451728341,0.5074367816091954,0.01143752930152038,1.308169909619572e-06,-5.562831889497401,-5.802920924119355,sell
42,-0.11532101,0.04500673311884128,20190218, 098460.csv,85400.0,86400.0,2.0,8573347.0,8744147.0,0.0,0.03431258790456114,0.4407701149425287,-0.054900140647297827,0.05494914546446163,0.014983653913799522,0.5304252873563218,0.08926173336902277,7.967339634673554e-05,-5.970378556945011,-6.307438939222206,sell
43,0.050460815,0.3956353223613819,20190219, 098460.csv,86400.0,89500.0,7.0,8146287.0,8751087.0,5.0,0.16021336758542548,0.5067471264367817,0.06568748071002445,0.16800843533121979,0.1316272071833865,0.836632183908046,0.32822180291664527,0.0010767154446034155,-5.776544321700486,-6.0359794238974604,buy
44,0.039726764,0.020741889716053185,20190220, 098460.csv,89500.0,89800.0,10.0,7887051.0,8782051.0,3.0,0.352238032398351,0.5867931034482758,0.07964239148123754,0.036286728798904044,0.006562008802267538,0.9775977011494253,0.38852476119725504,0.0015083761560722442,-5.507901563177551,-5.695338961214342,buy
45,-0.9046255,-1.3981308113864186,20190221, 098460.csv,89800.0,89500.0,1.0,8691229.0,8781029.0,9.0,0.3542431646210267,0.9279195402298851,0.3391364077297687,-0.3542431646210267,-0.4660436037954728,0.9279195402298851,0.0,0,-4.214177695517989,-4.385699370548611,sell
46,-0.58351743,-0.0001680837182128858,20190222, 098460.csv,89500.0,92600.0,1.0,8691229.0,8780729.0,0.0,0.035304585758198434,0.9313678160919541,0.003416572815309526,-0.0034176622552695643,-5.840037108739704e-05,0.963551724137931,0.03188692350292887,1.0167707213293298e-05,-4.238092415077348,-4.363617371189777,sell
47,-0.32115385,0.00017393505759890626,20190225, 098460.csv,92600.0,88400.0,1.0,8691229.0,8783829.0,0.0,-0.015943461751464435,0.9279195402298851,-0.003416456089599522,0.0034160280953295045,5.8344537631649374e-05,0.9152758620689655,-0.01252743365613493,-1.5693647086312268e-06,-4.312187861316515,-4.473557965552919,sell
48,-0.30627403,-0.018652921681458167,20190226, 098460.csv,88400.0,85600.0,1.0,8691229.0,8779629.0,0.0,-0.04441544659902384,0.963551724137931,0.035304585758198434,-0.0352764508639163,-0.006202822501140681,0.8830919540229885,-0.07969189746294014,-6.350596862303437e-05,-4.177332853325264,-4.2893791437298585,sell
