timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.5240935,0.0,20151203, 124500.csv,13750.0,13600.0,1363.0,16860568.0,35601818.0,1363.0,0.0,-0.0074350282485875704,-0.0074350282485875704,0.0,0,-0.0074350282485875704,0.0,0,-611.0091185410333,0.0,buy
2,-0.5783849,0.5640792856802024,20151204, 124500.csv,13600.0,13400.0,575.0,27677778.0,35497778.0,788.0,-0.7701137553503978,0.5198531073446327,0.5273273425300999,0.20455102591459584,0.18877157900334174,-0.048649717514124294,-0.565562729435802,-0.0031935018997469866,-7.114475134204413,0.0,sell
3,-1.3380314,-1.0,20151207, 124500.csv,13400.0,13500.0,575.0,27677778.0,35382778.0,0,-0.40397337816842993,0.27620903954802256,-0.24238402690105798,0.24199140848007367,0.2538280496499772,0.11377966101694915,-0.16198196968835626,-0.00026234716600348484,-7.178314662802026,-17.2189792001968,wrong
4,-1.0689876,-1.0,20151208, 124500.csv,13500.0,13400.0,575.0,27677778.0,35440278.0,0,-0.32396393937671253,-0.048649717514124294,-0.32396393937671253,0.32396393937671253,0.4083045210339714,-0.048649717514124294,0.0,0,-7.66913168070149,-16.981596056215693,wrong
5,-0.92808616,2.893148745598276,20151209, 124500.csv,13400.0,12850.0,42.0,34861464.0,35424264.0,533.0,-0.8937964113501772,0.08040677966101695,0.12911931335634527,0.8167397260815186,0.964396769497843,0.003288135593220339,-0.07705668526865855,-5.937556464730154e-05,-7.713310777621782,-15.870755190624418,sell
6,-0.8638927,0.12735230675359108,20151210, 124500.csv,12850.0,12600.0,6.0,35343073.0,35420173.0,36.0,-0.10669387191045031,0.06630790960451978,-0.014087542717065013,0.09314353482181983,0.04245119734461922,0.052748587570621466,-0.01355033708863047,-1.83611466653133e-06,-8.40384588012563,-15.438023665517882,sell
7,0.79562306,-3.063982831809909,20151211, 124500.csv,12600.0,12350.0,2193.0,7236133.0,34867933.0,2187.0,-0.01778481742882749,0.04571468926553672,-0.020579574453357525,-3.0960422810103507,-1.0,-3.051742937853107,-3.0960422810103507,-0.09140404544272762,-9.174910091371595,-16.34696676990796,buy
8,-0.31494904,2.988381967300703,20151214, 124500.csv,12350.0,12300.0,1503.0,15915858.0,34477908.0,690.0,-3.4056465091113854,-1.5433389830508475,-1.5883275733017306,2.1119515976619185,0.9999999997937017,-2.817067796610169,-1.293694911449467,-0.016597188686288233,-6.849555887449255,-6.719786092615816,sell
9,0.060241103,3.0048918167297813,20151215, 124500.csv,12300.0,12600.0,1580.0,14964773.0,34398773.0,77.0,0.0,-2.6051610169491526,-1.078466426680379,1.145665643775774,0.998588000983782,-1.4893418079096046,1.145665643775774,0.013039733969193112,-8.186977513719915,-8.36801499697515,buy
10,-0.5516694,-2.6406668948214165,20151216, 124500.csv,12600.0,12650.0,709.0,25660483.0,34593883.0,871.0,1.3747987725309287,-2.8780141242937853,-0.2801515051450684,-0.6530376859505165,-0.8814346621810336,-2.177025423728814,0.7217610865804123,0.005195845316691816,-9.08700354254562,-9.40519736314523,sell
11,0.27117547,-3.014652841661006,20151217, 124500.csv,12650.0,12200.0,1261.0,18704296.0,34655946.0,552.0,-0.20621745330868924,-2.279954802259887,0.6157816035591329,-1.458102842849584,-0.9999758280938396,-3.7048135593220337,-1.458102842849584,-0.021036224827839733,-7.536799533501008,-8.198066287584039,buy
12,-0.0083322525,-0.01822930360969912,20151218, 124500.csv,12200.0,12200.0,1251.0,18830590.0,34092790.0,10.0,-1.458102842849584,-2.1024293785310735,0.18166735736724673,0,0,-3.6926836158192087,-1.6244062311178464,-0.026041862299570173,-7.341726913410999,-7.789219239615427,sell
13,-0.1689372,2.994160230211838,20151221, 124500.csv,12200.0,11900.0,1040.0,21400564.0,34088564.0,211.0,-2.7073437185297444,-3.7046214689265535,-1.6366004592601398,1.7920807582008786,0.9999998937814656,-4.585977401129943,-0.9152629603288658,-0.008342073046512355,-8.642026787138839,-9.162657099375972,sell
14,0.22005421,-1.0,20151222, 124500.csv,11900.0,11700.0,1425.0,16702898.0,33660398.0,385.0,-1.5254382672147762,-3.7065028248587573,-0.0019537343960866174,-2.0901846162529587,-0.9999999996740766,-5.719214689265536,-2.0901846162529587,-0.04274811294773573,-8.923621331809812,-9.308941732943582,buy
