timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.7133702,-1.0,20181001, 124500.csv,5090.0,4980.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.38293093,-1.0,20181002, 124500.csv,4980.0,4950.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.653239,-1.0,20181004, 124500.csv,4950.0,4945.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,-0.37191942,-1.0,20181005, 124500.csv,4945.0,4905.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
5,-0.5117266,-1.0,20181008, 124500.csv,4905.0,4890.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
6,-0.2564993,-1.0,20181010, 124500.csv,4890.0,4610.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
7,-0.012043178,-1.0,20181011, 124500.csv,4610.0,4850.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
8,-0.6438966,-1.0,20181012, 124500.csv,4850.0,4840.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
9,-0.29042667,-1.0,20181015, 124500.csv,4840.0,4930.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
10,-0.90351737,-1.0,20181016, 124500.csv,4930.0,5030.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
11,-0.54209864,-1.0,20181017, 124500.csv,5030.0,5020.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
12,-0.77545786,-1.0,20181018, 124500.csv,5020.0,5070.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
13,-0.37221593,-1.0,20181019, 124500.csv,5070.0,5150.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
14,-1.4283113,-1.0,20181022, 124500.csv,5150.0,5080.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
15,-0.10584006,-1.0,20181023, 124500.csv,5080.0,4835.0,0.0,75100000,75100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
16,0.053817093,-1.6653460203725945,20181024, 124500.csv,4835.0,4700.0,795.0,71060827.0,74904652.0,795.0,0.0,-0.0007629826897470039,-0.0007629826897470039,-0.402266717694131,-0.5547380689254593,-0.40302663115845533,-0.402266717694131,-0.0016168765660237172,-12865.944153577664,0.0,buy
17,-0.5824587,0.8911652142833646,20181025, 124500.csv,4700.0,4825.0,332.0,73295758.0,74856158.0,463.0,-0.2699421395052721,-0.2650093209054594,-0.2642483543849143,0.2655096206134627,0.29705511727130574,-0.2694300932090546,-0.004432518891809396,-1.9647221793928082e-07,-41.871249925640974,-19.234535144039175,sell
