timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.01779008,-1.0,20210702, 000660.csv,122500.0,123000.0,0.0,71600000,71600000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,1.0740738,-1.0,20210705, 000660.csv,123000.0,125000.0,0.0,71600000,71600000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,0.05108504,0.006148440531016463,20210706, 000660.csv,125000.0,123500.0,29.0,68032494.0,71657494.0,29.0,0.0,-0.0007067039106145251,-0.0007067039106145251,0.020251539766468183,0.00204852322095439,0.019544692737430168,0.020251539766468183,4.101240218989943e-06,-6926.879660488435,0.0,buy
4,0.51756406,-3.015836629127129,20210707, 000660.csv,123500.0,121500.0,310.0,32902507.0,71187507.0,281.0,-0.060754619299404546,0.07333379888268156,0.0740410260441226,-1.514252669484405,-0.999989507037202,-1.4420293296089384,-1.514252669484405,-0.022668725736460837,-66.21003513017239,0.0,buy
5,-1.0184339,-1.0,20210708, 000660.csv,121500.0,119500.0,310.0,32902507.0,70567507.0,0,-2.379539909189779,-0.5761075418994412,-0.6489654297790306,0.6376612393832917,0.869065657152273,-2.3079511173184355,-1.7418786698064872,-0.02988573262310179,-10.362100688280485,-7.9539462841653945,wrong
6,-0.058080614,2.9466328800419426,20210709, 000660.csv,119500.0,120000.0,292.0,35085917.0,69979917.0,18.0,-1.5241438360806765,-1.4470432960893853,-0.8759823546005059,0.9034299944723655,0.9831082302811752,-2.0587751396648044,-0.620713841608311,-0.0038454440022615,-9.74357180893759,-9.38352489363091,sell
7,-0.8492812,-1.6272772075151491,20210712, 000660.csv,120000.0,123000.0,45.0,64553951.0,69953951.0,247.0,0.620713841608311,-2.3303756983240222,-0.8963022843530639,-0.3954932895565596,-0.5425440625188127,-2.110403631284916,0.22522055205175137,0.0005071143446984117,-10.762805595863023,-12.009228858180212,sell
8,-1.0208656,-1.0,20210713, 000660.csv,123000.0,123500.0,45.0,64553951.0,70088951.0,0,0.257394916630573,-2.2989511173184356,0.032174364578821626,-0.03224680455324372,-0.005185789147260755,-2.0789790502793295,0.2251481120773293,0.000506788263144653,-10.97867237308553,-11.958391103066983,wrong
9,0.6324511,0.0005035354075200837,20210714, 000660.csv,123500.0,123500.0,376.0,23835170.0,70271170.0,331.0,0.2251481120773293,-2.118477653631285,0.1847200882191772,0,0,-1.8559078212290505,0.268252706034844,0.0007193362964572625,-10.386630033618344,-11.385922989071728,buy
10,0.23039138,-3.0075643329902255,20210715, 000660.csv,123500.0,121500.0,420.0,18400399.0,70270399.0,44.0,-0.8047581181045321,-1.8569846368715084,0.267152584564882,-1.1953824255359644,-0.9992109617162254,-3.030168994413408,-1.1953824255359644,-0.014187782630784795,-9.626057174911544,-10.708549980466682,buy
