timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.5845105,-1.0,20220729, 010120.csv,58000.0,57800.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
2,-0.41833135,-1.0,20220801, 010120.csv,57800.0,57100.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
3,-0.056610316,-1.0,20220802, 010120.csv,57100.0,56400.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
4,-0.16020806,-1.0,20220803, 010120.csv,56400.0,55200.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
5,-0.7116003,-1.0,20220804, 010120.csv,55200.0,55300.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
6,-0.032357633,-1.0,20220805, 010120.csv,55300.0,57500.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
7,-0.18329993,-1.0,20220808, 010120.csv,57500.0,56600.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
8,-0.17554195,-1.0,20220809, 010120.csv,56600.0,59000.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
9,-0.018925607,-1.0,20220810, 010120.csv,59000.0,58700.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
10,-0.82772547,-1.0,20220811, 010120.csv,58700.0,58800.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
11,-0.38866705,-1.0,20220812, 010120.csv,58800.0,58000.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
12,-0.136224,-1.0,20220816, 010120.csv,58000.0,57400.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
13,-0.3018636,-1.0,20220817, 010120.csv,57400.0,57900.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
14,-0.39117983,-1.0,20220818, 010120.csv,57900.0,56900.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
15,-0.41298985,-1.0,20220819, 010120.csv,56900.0,56100.0,0.0,26100000,26100000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,wrong
