timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,average_line,average_slope,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
1,0.3526532,-0.81,096770.csv,20190322,195500.0,191000.0,79796032.0,51839532.0,143.0,143.0,True,-2.3017902813299234,0.0,-0.004972431077694236,-0.004972431077694236,0.0,0.0,0.0,-0.8064310766730858,-0.9985015301840318,1.49042687280862,-0.8113634085213033,-0.8064310766730858,-0.9612899261694298,-64.35000000000001,-779.8891129032257,0.0,buy
2,-0.20572686,-2.81,096770.csv,20190325,191000.0,187500.0,79143438.0,57369438.0,29.0,114.0,True,-4.092071611253197,-0.6323234233366029,-0.8227593984962407,-0.8178276333339483,-2.3017902813299234,0.0,0.0,0.12817549890602653,0.1515037256621824,2.7693122127569563,-1.3227593984962407,-0.5041479244305763,-0.7194001507451582,-39.9,-7.0526392163605225,-6.669722703310371,sell
3,0.9108788,-1.18,096770.csv,20190326,187500.0,188000.0,78737059.0,5424563.0,277.0,391.0,True,-3.8363171355498724,0.07238606490530798,-1.3320062656641605,-0.5134715022109603,-1.4318972638746355,0.0,0.0,0.2482998507729378,0.46018465895771643,2.7493033510887193,-1.087013784461153,0.2482998507729378,0.2652787324146091,19.55,-9.285479331349924,-9.653569801741991,buy
4,-0.06039994,-1.87,096770.csv,20190327,188000.0,186500.0,78925463.0,9741463.0,23.0,368.0,True,-4.603580562659847,-0.7430393461314565,-1.0959110275689223,0.23928249593371276,-1.1690489899116343,0.0,0.0,0.04364528619417107,0.018868822360888382,2.815940211782654,-1.787640350877193,-0.6993940599372854,-0.9133397740517306,-55.2,-7.597965572109197,-8.770539058417395,sell
5,-0.050222956,-5.08,096770.csv,20190328,186500.0,179500.0,78367952.0,13092952.0,18.0,350.0,True,-8.184143222506394,-3.2868268178988087,-1.794546365914787,-0.7063765973726375,-1.9575938118006373,0.0,0.0,0.1605488720364492,0.22721886152873627,3.319421417995116,-4.864721804511278,-3.1262779458623595,-1.0,-245.0,-9.074336906959571,-11.567766670872938,sell
6,-0.29809216,-4.99,096770.csv,20190329,179500.0,181500.0,75887300.0,31730300.0,104.0,246.0,True,-7.161125319693094,0.9220480552478548,-4.903132832080201,-3.1653908730446343,-5.637469647282651,0.0,0.0,-0.2737182293086001,-0.5272632931246177,2.874533840996352,-4.286591478696742,0.6483298259392547,0.8777464137907123,49.2,-6.308370161953062,-6.135709104039946,sell
7,-0.1075231,-4.3,096770.csv,20190401,181500.0,182500.0,76371552.0,36441552.0,26.0,220.0,True,-6.649616368286446,0.32207679305780496,-4.296300751879699,0.63811994892426,-4.586076551430647,0.0,0.0,-0.034011414996612754,-0.011501114166638349,2.6290048394643906,-4.020611528822055,0.2880653780611922,0.33959917004278484,22.0,-5.6338015497509835,-5.613025420917102,sell
8,0.61879694,-2.5,096770.csv,20190402,182500.0,184000.0,76588365.0,13990865.0,123.0,343.0,True,-5.88235294117647,0.43085691748353655,-4.024605263157895,0.28389235824355125,-3.1697796104219735,0.0,0.0,0.6717730558682119,0.9890321869938454,2.5024845201238386,-3.3798684210526315,0.6717730558682119,0.8952726730687995,51.45,-5.530196502773842,-5.356438798027777,buy
9,-0.42571363,-2.5,096770.csv,20190403,184000.0,183500.0,77058755.0,40810755.0,146.0,197.0,True,-6.138107416879795,-0.22243012629945724,-3.435144110275689,0.6141794514088399,-2.373914785302154,0.0,0.0,0.09460558514251796,0.08561371672012019,2.5795297226442067,-3.5585776942355887,-0.12782454115693928,-0.078447532662139,-9.85,-5.03192138241072,-4.849577688412523,sell
10,-1.4942658,0.0,096770.csv,20190404,183500.0,185000.0,76900899.0,76900899.0,197.0,0.0,True,-5.3708439897698215,0.3839644242343012,-3.6329586466165416,-0.20485147988700309,0,0.0,0.0,-0.3839644242343012,-0.7710580476563693,1.73788534315328,-3.6329586466165416,0.0,0,0.0,-5.457468151584896,-5.249595559086192,sell
11,0.30250227,0.08,096770.csv,20190405,185000.0,185500.0,76897616.0,53772616.0,125.0,125.0,True,-5.115089514066496,0.0,-3.6370726817042605,-0.00426913084592158,0.0,0.0,0.0,0.08127690200434823,0.06392469154894687,1.5563376343672477,-3.5587518796992486,0.08127690200434823,0.032490150721423805,6.25,-5.696194714782184,-5.414901049705583,buy
12,0.52988815,0.12,096770.csv,20190408,185500.0,185500.0,76956086.0,25387086.0,153.0,278.0,True,-5.115089514066496,0.0,-3.563802005012531,0.07603616736310785,0.12134390805044012,0.0,0.0,-1,-0.9999546000702375,1.551287509053965,-3.563802005012531,0.0,0,0.0,-5.789504017105865,-5.318676999679294,buy
13,-0.26426706,-0.28,096770.csv,20190409,185500.0,184000.0,76933852.0,38906352.0,73.0,205.0,True,-5.88235294117647,-0.5418674749129003,-3.591664160401002,-0.028891802007706056,0.12134390805044012,0.0,0.0,0.14217346245138984,0.1830136847432603,1.9053504349108055,-3.9770025062656646,-0.3996940124615105,-0.550120953538362,-30.75,-6.028583940414787,-5.538037675024964,sell
14,0.106086284,-0.49,096770.csv,20190410,184000.0,185500.0,76625778.0,34857778.0,22.0,227.0,True,-5.115089514066496,0.40129797644549225,-3.9777218045112783,-0.4004401079514386,-0.6381121241303532,77513581.92857143,-0.2916506723677832,0.4443674294569642,0.8611865208540395,1.5640594388785263,-3.55103007518797,0.4443674294569642,0.6274231902735216,34.050000000000004,-6.674370541998704,-6.259937303387552,buy
15,-0.01879419,-0.23,096770.csv,20190411,185500.0,185000.0,76965060.0,35598560.0,4.0,223.0,True,-5.3708439897698215,-0.1474671803669654,-3.552556390977444,0.4427778860529155,0.1719032661620623,77311369.64285715,-0.2608733601043256,0.002596248024419323,6.740276637451359e-05,1.678563288015436,-3.6922807017543855,-0.14487093234254608,-0.0996195972083157,-11.15,-6.260620699884433,-5.800597866276355,sell
16,-0.059098333,2.01,096770.csv,20190412,185000.0,193500.0,76849612.0,37999612.0,13.0,210.0,True,-1.0230179028132993,2.4663789159539258,-3.6972280701754388,-0.15000053270925795,-0.09810186393540954,77147524.92857143,-0.21192835548329228,-0.14366061777956407,-0.186479156793246,-0.4373680620989815,-1.4603859649122808,2.3227182981743617,0.9999999999980731,178.5,-6.640885816852609,-6.205288413603348,sell
17,-0.5197071,4.29,096770.csv,20190415,193500.0,192000.0,78599980.0,59056480.0,109.0,101.0,True,-1.7902813299232736,-0.4005869578144546,-1.5037844611528821,2.2776536594615466,4.491985347721612,77137733.57142857,-0.012691732044457915,0.20783881716607275,0.3507709774289396,0.09664724471024111,-1.6936340852130325,-0.19274814064838183,-0.16952647482860161,-15.15,-3.4416672859688147,-3.8153337422217346,sell
18,-0.56278205,3.64,096770.csv,20190416,192000.0,192000.0,78430826.0,69790826.0,56.0,45.0,True,-1.7902813299232736,0.0,-1.7157568922305764,-0.21520870615997614,3.6819699574291964,77102402.35714285,-0.04580276428915319,-1,-0.9999546000702375,0.07452443769269723,-1.7157568922305764,0.0,0,0.0,-3.758854630177946,-4.220921279489777,sell
19,-0.28291097,3.62,096770.csv,20190417,192000.0,190500.0,78427043.0,72091043.0,12.0,33.0,True,-2.557544757033248,-0.08606309973071048,-1.7204974937343358,-0.004823358611574485,3.6819699574291964,77106623.14285715,0.005474259666706051,0.022947115617934485,0.005251861649734679,0.7750171881109422,-1.782527568922306,-0.063115984112776,-0.019721081652375627,-4.95,-3.876690598233823,-4.356928144424081,sell
20,0.12056926,2.77,096770.csv,20190418,190500.0,191000.0,78376326.0,63517326.0,45.0,78.0,True,-2.3017902813299234,0.021051948515405747,-1.7840526315789473,-0.06466774477268,2.4880315623684273,77284410.71428572,0.23057367082355062,0.0497599236789946,0.024456473317776672,0.5666098302021039,-1.7351804511278195,0.0497599236789946,0.012303930005680641,3.9000000000000004,-3.982742678048656,-4.496753985699054,buy
21,-0.66175956,2.91,096770.csv,20190419,191000.0,190000.0,78399332.0,73242332.0,51.0,27.0,True,-2.813299232736573,-0.09947035098725472,-1.7552230576441101,0.029353251388691017,2.757029020537373,77429252.14285715,0.18741351228891426,0.06503128204212646,0.041408899777296115,1.0242415886262972,-1.7890576441102757,-0.03443906894512826,-0.005912698139746819,-2.7,-4.049833546560798,-4.468835163786731,sell
22,-1.0555251,0.16,096770.csv,20190422,190000.0,193500.0,78363909.0,78363909.0,27.0,0.0,True,-1.0230179028132993,0.12057826734057117,-1.7996127819548873,-0.04518278293493623,0,77556076.71428572,0.16379413195748752,-0.12057826734057117,-0.13531602493261174,-0.776594879141588,-1.7996127819548873,0.0,0,0.0,-4.2250388914934875,-4.684185036248142,sell
23,-0.78121525,0.12,096770.csv,20190423,193500.0,193500.0,78363909.0,78363909.0,0,0.0,False,-1.0230179028132993,0.0,-1.7996127819548873,0.0,0,77649302.0,0.12020371538096593,1,0.9999546000702375,-0.776594879141588,-1.7996127819548873,0.0,0,0.0,-4.308316992107227,-4.676647350824354,wrong
24,-1.0457087,0.13,096770.csv,20190424,193500.0,188500.0,78363909.0,78363909.0,0,0.0,False,-3.580562659846547,0.0,-1.7996127819548873,0.0,0,77753802.71428572,0.13458036530156628,0,0,1.78094987789166,-1.7996127819548873,0.0,0,-0.0,-4.3835577398772365,-4.662828260880743,wrong
25,-0.32542172,0.13,096770.csv,20190425,188500.0,186500.0,78363909.0,78363909.0,0,0.0,False,-4.603580562659847,0.0,-1.7996127819548873,0.0,0,77858537.92857143,0.13470108294326985,0,0,2.8039677807049594,-1.7996127819548873,0.0,0,-0.0,-4.430057400304823,-4.621370991049912,wrong
26,-1.018307,0.13,096770.csv,20190426,186500.0,187000.0,78363909.0,78363909.0,0,0.0,False,-4.3478260869565215,0.0,-1.7996127819548873,0.0,0,77959096.71428572,0.12915575913657368,0,0,2.5482133050016342,-1.7996127819548873,0.0,0,0.0,-4.510232171316234,-4.617602148338019,wrong
27,0.1866794,-0.32,096770.csv,20190429,187000.0,182500.0,78361838.0,63775838.0,78.0,78.0,True,-6.649616368286446,0.0,-1.8022080200501254,-0.0026427982299862046,0.0,78061095.71428572,0.13083655955355505,-0.4479221122914447,-0.8655203223366782,4.40755872417617,-2.2420576441102757,-0.4479221122914447,-0.6332852911822028,-35.1,-4.580781539909032,-4.717617681681462,buy
28,-1.3825057,0.12,096770.csv,20190430,182500.0,183000.0,77987465.0,77987465.0,78.0,0.0,True,-6.3938618925831205,0.04999305352930576,-2.271347117794486,-0.4777491308971084,0,78158359.07142857,0.12459901600516594,-0.04999305352930576,-0.024683313457038558,4.122514774788634,-2.271347117794486,0.0,0,0.0,-5.21003236893187,-5.469680965961065,sell
29,-1.1292849,0.09,096770.csv,20190502,183000.0,180000.0,77987465.0,77987465.0,0,0.0,False,-7.928388746803069,0.0,-2.271347117794486,0.0,0,78231388.0,0.0934371312794477,0,0,5.657041629008583,-2.271347117794486,0.0,0,-0.0,-5.349766359054573,-5.52283178934344,wrong
30,-0.31897095,0.1,096770.csv,20190503,180000.0,177000.0,77987465.0,77987465.0,0,0.0,False,-9.462915601023019,0.0,-2.271347117794486,0.0,0,78312663.21428572,0.10389079928598022,0,0,7.191568483228533,-2.271347117794486,0.0,0,-0.0,-5.457036336419863,-5.542763348111831,wrong
31,-0.3682231,-0.06,096770.csv,20190507,177000.0,176000.0,77987465.0,77987465.0,0,0.0,False,-9.974424552429667,0.0,-2.271347117794486,0.0,0,78268912.14285715,-0.055867173497665124,0,0,7.703077434635182,-2.271347117794486,0.0,0,-0.0,-5.523669599817392,-5.52283178934344,wrong
32,-1.4202012,-0.04,096770.csv,20190508,176000.0,169000.0,77987465.0,77987465.0,0,0.0,False,-13.554987212276215,0.0,-2.271347117794486,0.0,0,78237243.5,-0.04046133003528571,0,0,11.28364009448173,-2.271347117794486,0.0,0,-0.0,-5.5991542708661415,-5.513530395251524,wrong
33,-0.49020603,-0.04,096770.csv,20190509,169000.0,170500.0,77987465.0,77987465.0,0,0.0,False,-12.787723785166241,0.0,-2.271347117794486,0.0,0,78205845.07142857,-0.040132329779017366,0,0,10.516376667371755,-2.271347117794486,0.0,0,0.0,-5.659395065822667,-5.490941295314015,wrong
