timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,average_line,average_slope,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
1,-0.78668106,0.0,002240.csv,20190322,25500.0,24750.0,2600000.0,2600000,0,0.0,False,-2.941176470588235,0.0,0.0,0.0,0,0.0,0.0,0,0,2.941176470588235,0.0,0.0,0,-0.0,0.0,0.0,wrong
2,-0.33984685,0.0,002240.csv,20190325,24750.0,24550.0,2600000.0,2600000,0,0.0,False,-3.7254901960784315,0.0,0.0,0.0,0,0.0,0.0,0,0,3.7254901960784315,0.0,0.0,0,-0.0,0.0,0.0,wrong
3,-0.3479053,0.0,002240.csv,20190326,24550.0,24950.0,2600000.0,2600000,0,0.0,False,-2.156862745098039,0.0,0.0,0.0,0,0.0,0.0,0,0,2.156862745098039,0.0,0.0,0,0.0,0.0,0.0,wrong
4,-0.70037293,0.0,002240.csv,20190327,24950.0,24750.0,2600000.0,2600000,0,0.0,False,-2.941176470588235,0.0,0.0,0.0,0,0.0,0.0,0,0,2.941176470588235,0.0,0.0,0,-0.0,0.0,0.0,wrong
5,-0.6617486,0.0,002240.csv,20190328,24750.0,24800.0,2600000.0,2600000,0,0.0,False,-2.7450980392156863,0.0,0.0,0.0,0,0.0,0.0,0,0,2.7450980392156863,0.0,0.0,0,0.0,0.0,0.0,wrong
6,0.32219148,0.7,002240.csv,20190329,24800.0,25350.0,2599884.0,1781484.0,33.0,33.0,True,-0.5882352941176471,0.0,-0.004461538461538462,-0.004461538461538462,0.0,0.0,0.0,0.6981080694369441,0.9923538174298578,1.2818506787330317,0.6936153846153846,0.6981080694369441,0.9125575470944339,1.8150000000000002,-1176.9446275891735,0.0,buy
7,-0.1991403,2.27,002240.csv,20190401,25350.0,25400.0,2617785.0,1933335.0,6.0,27.0,True,-0.39215686274509803,0.0630243915854416,0.6840384615384615,0.6885307190628505,2.217741935483871,0.0,0.0,-0.011454075459403745,-0.0013110982050561493,1.1281184012066365,0.7359615384615384,0.05157031612603785,0.013209466524117919,0.135,-5.185734066827495,0.0,sell
8,0.47266704,3.53,002240.csv,20190402,25400.0,26400.0,2619009.0,1044209.0,35.0,62.0,True,3.5294117647058822,1.0308746971805578,0.7311153846153846,0.04675708662094099,1.1596579594705356,0.0,0.0,2.367307634299844,1.0,-0.41368099547511283,3.1157307692307694,2.367307634299844,0.9999999999993228,6.2,-5.226305801537127,0.0,buy
9,-0.36533642,5.44,002240.csv,20190403,26400.0,26600.0,2680056.0,1624056.0,22.0,40.0,True,4.313725490196078,0.4625124346841059,3.079076923076923,2.330919825017783,5.142321658662289,0.0,0.0,-0.16401120933657587,-0.2358542745454626,-0.9269562594268477,3.3867692307692305,0.29850122534753004,0.3595056043661964,0.8,1.6877486551539753,0.0,sell
10,-0.47648776,5.7,002240.csv,20190404,26600.0,26300.0,2687227.0,2128627.0,19.0,21.0,True,3.1372549019607843,-0.4464192710270917,3.354884615384615,0.26756903587089226,5.93885439850064,0.0,0.0,0.21197685138781303,0.3619520586272046,-0.02467797888386114,3.112576923076923,-0.2344424196392787,-0.24028828545619862,-0.63,2.197912718595758,0.0,sell
11,-1.1898514,0.0,002240.csv,20190405,26300.0,26100.0,2680021.0,2680021.0,21.0,0.0,True,2.3529411764705883,-0.15666222914685854,3.077730769230769,-0.2681574723683559,0,0.0,0.0,0.15666222914685854,0.21763237516037048,0.7247895927601808,3.077730769230769,0.0,0,-0.0,1.7873900484201926,8.985582384060718,sell
12,-0.8601346,0.0,002240.csv,20190408,26100.0,25850.0,2680021.0,2680021.0,0,0.0,False,1.3725490196078431,0.0,3.077730769230769,0.0,0,0.0,0.0,0,0,1.705181749622926,3.077730769230769,0.0,0,-0.0,1.8889015596265286,9.175194712393655,wrong
13,-0.21560259,0.0,002240.csv,20190409,25850.0,26650.0,2680021.0,2680021.0,0,0.0,False,4.509803921568627,0.0,3.077730769230769,0.0,0,0.0,0.0,0,0,-1.4320731523378583,3.077730769230769,0.0,0,0.0,1.9443594970887221,9.144856739860385,wrong
14,-1.0996879,0.22,002240.csv,20190410,26650.0,26700.0,2680021.0,2680021.0,0,0.0,False,4.705882352941177,0.0,3.077730769230769,0.0,0,2637431.785714286,0.21718854596339096,0,0,-1.6281515837104075,3.077730769230769,0.0,0,0.0,2.0059763605847873,9.152441232993704,wrong
15,0.6925827,2.79,002240.csv,20190411,26700.0,27700.0,2679760.0,837460.0,69.0,69.0,True,8.627450980392156,0.0,3.0676923076923077,-0.009738729659207895,0.0,2643128.9285714286,0.21601100312817334,2.5748574499208887,1.0,-2.905912518853695,5.7215384615384615,2.5748574499208887,0.999999999999996,6.9,2.0533061937964656,9.755185664467403,buy
16,0.051454723,3.2,002240.csv,20190412,27700.0,27350.0,2748757.0,809757.0,1.0,70.0,True,7.254901960784315,-0.8785779769787104,5.7214230769230765,2.574745499596979,3.6898395721925152,2653754.4285714286,0.4020046046616017,-0.8913119639167812,-0.9996453468080987,-2.4757865761689306,4.779115384615384,-0.8913119639167812,-0.9811677618987719,-2.45,4.813732762236977,31.202032282104376,buy
17,-0.79763937,2.51,002240.csv,20190415,27350.0,27000.0,2721788.0,2311538.0,55.0,15.0,True,5.88235294117647,-0.8993277800148811,4.684153846153846,-0.9811343818314969,2.3796791443850287,2662453.5714285714,0.3278051187963784,0.7064398695677779,0.9931982333097155,-1.4001221719457009,4.482230769230769,-0.19288791044710316,-0.16975025842188718,-0.525,3.316914373224353,6.919511075047339,sell
18,-0.7990351,1.35,002240.csv,20190416,27000.0,26800.0,2716051.0,2608051.0,11.0,4.0,True,5.098039215686274,-0.11043467825592722,4.4635,-0.21078056042572016,1.0695187165775422,2670742.9285714286,0.31134278666161014,0.0809801503402143,0.06347386228852736,-0.665308446455505,4.432730769230769,-0.029454527915712923,-0.004328451208809869,-0.08,3.1019244072680734,7.051667128170069,sell
19,-0.76750886,0.61,002240.csv,20190417,26800.0,26350.0,2715120.0,2688320.0,3.0,1.0,True,3.3333333333333335,-0.06629221386899406,4.427692307692308,-0.034277706861910916,0.320855614973264,2678965.785714286,0.30788650809067775,0.049718360779627845,0.024416137603454735,1.0770512820512814,4.410384615384615,-0.016573853089366215,-0.0013725202624592647,-0.045000000000000005,3.110281036656895,7.25772829111563,sell
20,-0.5531383,-1.06,002240.csv,20190418,26350.0,26400.0,2714670.0,2688320.0,0.0,1.0,True,3.5294117647058822,0.001841844496752828,4.410384615384615,-0.016573853089366215,-1.3636363636363618,2687164.785714286,0.3060509411401057,0,0,0.88289592760181,4.412307692307692,0.001841844496752828,1.6961811897919787e-05,0.005,3.2274767115648566,7.6997784320214455,wait
21,-0.31917956,-0.93,002240.csv,20190419,26400.0,26200.0,2714720.0,2688320.0,0.0,1.0,True,2.7450980392156863,-0.007367242293864561,4.412307692307692,0.001841844496752828,-1.1764705882352922,2694088.714285714,0.25766669049243646,0,0,1.6595173453996983,4.404615384615385,-0.007367242293864561,-0.000271344474509716,-0.02,3.292816664226264,7.6873085836777095,wait
22,-0.8086941,-1.69,002240.csv,20190422,26200.0,25750.0,2714520.0,2688320.0,0.0,1.0,True,0.9803921568627451,-0.01657751646699969,4.404615384615385,-0.007367242293864561,-1.9251336898395703,2700910.9285714286,0.25322901393480396,0,0,3.4069155354449476,4.387307692307693,-0.01657751646699969,-0.001373126658768542,-0.045000000000000005,3.311054859378423,7.892906328495711,wait
23,-0.71478593,-3.54,002240.csv,20190423,25750.0,25200.0,2714070.0,2688320.0,0.0,1.0,True,-1.1764705882352942,-0.020264768410542103,4.387307692307693,-0.01657751646699969,-3.6096256684491963,2703340.5,0.08995377829273385,0,0,5.542624434389141,4.366153846153846,-0.020264768410542103,-0.0020511976066766024,-0.055,3.3614602017785846,8.19298808348021,wait
24,-0.17484199,-5.58,002240.csv,20190424,25200.0,25600.0,2713520.0,2688320.0,0.0,1.0,True,0.39215686274509803,0.014741000619122025,4.366153846153846,-0.020264768410542103,-5.66844919786096,2705218.5714285714,0.06947224844859025,0,0,3.9893815987933636,4.381538461538462,0.014741000619122025,0.0010858954845970326,0.04,3.4114644610303992,8.493026618088274,wait
25,-0.7054835,-4.07,002240.csv,20190425,25600.0,25950.0,2713920.0,2688320.0,0.0,1.0,True,1.7647058823529411,0.012896474472349958,4.381538461538462,0.014741000619122025,-4.171122994652404,2707639.9285714286,0.08950689487462027,0,0,2.6302941176470593,4.3950000000000005,0.012896474472349958,0.0008312495895625993,0.035,3.544291210983337,8.660470002703919,wait
26,0.5874251,0.21,002240.csv,20190426,25950.0,26700.0,2714049.0,1131099.0,60.0,61.0,True,4.705882352941177,0.02763173892059375,4.3865,0.004753272019808985,-1.5611321855850577,2710070.5,0.08976715858425643,1.6856733242472777,0.9999999999995434,1.4402330316742082,6.146115384615385,1.6856733242472777,0.9999993242703591,4.575,3.6197373186216115,8.688022292541309,buy
27,0.8673837,-2.48,002240.csv,20190429,26700.0,25650.0,2759663.0,169763.0,36.0,97.0,True,0.5882352941176471,-2.320821190238854,6.140884615384615,1.6806623609227394,1.0026890296704818,2715759.214285714,0.20991019553602336,-3.6906680272192656,-1.0,1.6353416289592757,2.223576923076923,-3.6906680272192656,-1.0,-10.185,5.802273565479499,14.800903756657439,buy
28,0.4466806,-5.04,002240.csv,20190430,25650.0,25100.0,2657806.0,118456.0,2.0,99.0,True,-1.5686274509803921,-2.007289451891461,2.223307692307692,-3.690921681379212,-2.9350152044149063,2714172.4285714286,-0.05842880716149192,-2.0486822589760125,-1.0,1.6977043740573152,0.1290769230769231,-2.0486822589760125,-0.9999999992306653,-5.445,0.37226618844164083,0.359387556976375,buy
29,-0.4617379,-5.22,002240.csv,20190502,25100.0,25100.0,2601502.0,1246102.0,45.0,54.0,True,-1.5686274509803921,0.0,0.05776923076923077,-2.118439043331229,-5.016330667867998,2708582.5714285714,-0.2059507009950517,-1,-0.9999546000702375,1.626396681749623,0.05776923076923077,0.0,0,0.0,-1.700813584071099,-1.6534581722958086,sell
30,0.0487808,-5.99,002240.csv,20190503,25100.0,24800.0,2601495.0,1195895.0,2.0,56.0,True,-2.7450980392156863,-0.622717184149772,0.057499999999999996,-0.00026907532648446936,-4.9602423324498295,2698063.8571428573,-0.38834755848577523,-0.6457825212041537,-0.9845531572137907,2.1564441930618403,-0.5886538461538461,-0.6457825212041537,-0.8757146718787395,-1.6800000000000002,-1.7433743178930643,-1.7150706397061162,buy
31,-1.0399257,-0.37,002240.csv,20190507,24800.0,25350.0,2582415.0,2582415.0,56.0,0.0,True,-0.5882352941176471,1.191629960208071,-0.6763461538461538,-0.733424434796146,0,2688108.6428571427,-0.3689762293564367,-1.191629960208071,-0.9999993190790526,-0.08811085972850674,-0.6763461538461538,0.0,0,0.0,-2.44363318423973,-2.4720995386036866,sell
32,-0.6078402,-0.36,002240.csv,20190508,25350.0,24800.0,2582415.0,2582415.0,0,0.0,False,-2.7450980392156863,0.0,-0.6763461538461538,0.0,0,2678563.214285714,-0.3550983178002423,0,0,2.0687518853695326,-0.6763461538461538,0.0,0,-0.0,-2.4747309914756688,-2.4653434440616655,wrong
33,-0.311996,-0.35,002240.csv,20190509,24800.0,24400.0,2582415.0,2582415.0,0,0.0,False,-4.313725490196078,0.0,-0.6763461538461538,0.0,0,2669084.285714286,-0.3538810852353132,0,0,3.6373793363499245,-0.6763461538461538,0.0,0,-0.0,-2.495221293125173,-2.4489357858881866,wrong
34,-1.230891,-0.35,002240.csv,20190510,24400.0,24700.0,2582415.0,2582415.0,0,0.0,False,-3.1372549019607843,0.0,-0.6763461538461538,0.0,0,2659637.5,-0.35393358556894794,0,0,2.4609087481146306,-0.6763461538461538,0.0,0,0.0,-2.5436152117326247,-2.4605176622459366,wrong
35,0.21370852,-0.19,002240.csv,20190513,24700.0,24900.0,2582338.0,2038938.0,22.0,22.0,True,-2.3529411764705883,0.0,-0.6793076923076924,-0.002981705109364684,0.0,2650181.6428571427,-0.3555318024677151,0.17038822958110053,0.25197695136393905,1.8428642533936652,-0.5100769230769231,0.17038822958110053,0.1351167427704124,0.44,-2.5837007557570457,-2.52491410764134,buy
36,-0.17711802,0.35,002240.csv,20190514,24900.0,24750.0,2586616.0,2113516.0,3.0,19.0,True,-2.941176470588235,-0.12757380144413544,-0.5147692307692308,0.16566382866998822,0.8097165991902834,2641045.6428571427,-0.3447310875699275,0.01739123085770128,0.003019979766699654,2.3167918552036197,-0.6243846153846153,-0.11018257058643416,-0.058895406656408134,-0.28500000000000003,-2.44329953028462,-2.356272087437055,sell
37,-0.94740844,-0.16,002240.csv,20190515,24750.0,24450.0,2583035.0,2558285.0,18.0,1.0,True,-4.117647058823529,-0.2206082129728466,-0.6525000000000001,-0.13844343342807747,0.20242914979757085,2631686.0,-0.35439156011772865,0.20899396848912882,0.3538895332440385,3.4536085972850676,-0.6640384615384616,-0.011614244483717798,-0.0006742259820853302,-0.030000000000000002,-2.6155001669149676,-2.5585089450450362,sell
38,0.089286745,-1.08,002240.csv,20190516,24450.0,24450.0,2582704.0,2338204.0,9.0,10.0,True,-4.117647058823529,0.0,-0.6652307692307693,-0.012814383080368637,-0.7204139105376856,2622342.0,-0.3550575562586114,-1,-0.9999546000702375,3.45241628959276,-0.6652307692307693,0.0,0,0.0,-2.6157275079023816,-2.583660729074708,buy
39,-0.12113485,-1.04,002240.csv,20190517,24450.0,24550.0,2582665.0,2362615.0,1.0,9.0,True,-3.7254901960784315,0.03871910989412646,-0.6667307692307692,-0.0015100452858709322,-0.7204139105376856,2612966.6428571427,-0.3575184755785964,-0.0038713847729822184,-0.00014986496972813068,3.093374811463047,-0.6321153846153846,0.034847725121144243,0.0060534234849012325,0.09000000000000001,-2.6527764332411277,-2.6437231281561284,sell
40,-0.6937965,-0.71,002240.csv,20190520,24550.0,24250.0,2583325.0,2509675.0,6.0,3.0,True,-4.901960784313726,-0.10450675713597297,-0.6413461538461539,0.025554998422172445,-0.31436243368916894,2603629.214285714,-0.3573497042893225,0.06966793507525665,0.04737715748422,4.225999245852187,-0.6759615384615385,-0.034838822060716326,-0.006050340140848043,-0.09000000000000001,-2.685263067828477,-2.6433145598206846,sell
41,0.4877495,-1.69,002240.csv,20190521,24250.0,23950.0,2582253.0,1297003.0,50.0,53.0,True,-6.078431372549019,-0.03485096372595526,-0.6825769230769231,-0.04149690805454211,-0.5921202459576439,2590957.0714285714,-0.4867107339099062,-0.615741370036166,-0.9774354310333475,4.784315987933635,-1.2941153846153848,-0.615741370036166,-0.8497849243030098,-1.59,-2.744243629475827,-2.7280849452855778,buy
42,0.029759943,-1.74,002240.csv,20190522,23950.0,24100.0,2566350.0,1273050.0,1.0,54.0,True,-5.490196078431373,0.3097781170400175,-1.2942307692307693,-0.615857547653154,-1.8000900045002286,2584424.5,-0.252129666701483,0.31562335612835346,0.6307129519413673,4.507503770739065,-0.9826923076923076,0.31562335612835346,0.3923100724393791,0.81,-3.433151203761491,-3.4748353790418216,buy
43,-0.3444315,-0.98,002240.csv,20190523,24100.0,24300.0,2573739.0,1706139.0,18.0,36.0,True,-4.705882352941177,0.4195070791819612,-1.0100384615384614,0.2879186393126425,-1.1850592529626518,2582441.4285714286,-0.07673164484284073,-0.13975843334024995,-0.1774320591502595,3.972766968325792,-0.7331153846153846,0.2797486458417112,0.32382037734713687,0.7200000000000001,-3.130251510614169,-3.1362895536600455,sell
44,-0.75144815,-0.41,002240.csv,20190524,24300.0,24350.0,2579862.0,2361162.0,27.0,9.0,True,-4.509803921568627,0.0697420589948077,-0.7745384615384616,0.23790291090122193,-0.36501825091254925,2580896.214285714,-0.059835404924143555,-0.05229926554306494,-0.02698144954635895,3.7525731523378583,-0.7572307692307693,0.017442793451742766,0.0015200986948126216,0.045000000000000005,-2.880496973519377,-2.8563867654224144,sell
45,-0.8490054,-0.17,002240.csv,20190527,24350.0,24300.0,2580033.0,2531333.0,7.0,2.0,True,-4.705882352941177,-0.017439751471915024,-0.7679615384615385,0.0066282615116622515,-0.16000800040002364,2580726.0714285714,-0.0065923943861420494,0.01356383205538043,0.0018380840508972485,3.934074660633484,-0.7718076923076923,-0.0038759194165345944,-7.511093564971372e-05,-0.01,-2.910521449138761,-2.85463175482175,sell
46,-2.0459194,-0.01,002240.csv,20190528,24300.0,23350.0,2579855.0,2579855.0,2.0,0.0,True,-8.431372549019608,-0.0736453233475443,-0.7748076923076923,-0.006899136561431579,0,2580543.214285714,-0.007085492136561964,0.0736453233475443,0.05279177983807637,7.656564856711916,-0.7748076923076923,0.0,0,-0.0,-2.945250542031378,-2.911841968172455,sell
47,-0.29677007,-0.01,002240.csv,20190529,23350.0,22950.0,2579855.0,2579855.0,0,0.0,False,-10.0,0.0,-0.7748076923076923,0.0,0,2580360.3571428573,-0.0070859942141067575,0,0,9.225192307692307,-0.7748076923076923,0.0,0,-0.0,-2.9161369468239906,-2.8528750202975974,wrong
48,-0.9279782,-0.01,002240.csv,20190530,22950.0,22700.0,2579855.0,2579855.0,0,0.0,False,-10.980392156862745,0.0,-0.7748076923076923,0.0,0,2580177.5,-0.0070864963628470565,0,0,10.205584464555052,-0.7748076923076923,0.0,0,-0.0,-2.9463505158569046,-2.8528750202975974,wrong
49,-0.6542258,-0.01,002240.csv,20190531,22700.0,22550.0,2579855.0,2579855.0,0,0.0,False,-11.568627450980392,0.0,-0.7748076923076923,0.0,0,2580000.1428571427,-0.00687383495349742,0,0,10.793819758672699,-0.7748076923076923,0.0,0,-0.0,-2.9064590526692387,-2.7859702140549696,wrong
50,-0.8179289,-0.02,002240.csv,20190603,22550.0,22250.0,2579855.0,2579855.0,0,0.0,False,-12.745098039215685,0.0,-0.7748076923076923,0.0,0,2579517.214285714,-0.01871816064683754,0,0,11.970290346907992,-0.7748076923076923,0.0,0,-0.0,-2.946127117808776,-2.7961760319563873,wrong
51,-1.5647105,-0.01,002240.csv,20190604,22250.0,22700.0,2579855.0,2579855.0,0,0.0,False,-10.980392156862745,0.0,-0.7748076923076923,0.0,0,2579290.0714285714,-0.008805634476280147,0,0,10.205584464555052,-0.7748076923076923,0.0,0,0.0,-2.966419759161284,-2.788238173588618,wrong
52,-0.13853374,-0.01,002240.csv,20190605,22700.0,23800.0,2579855.0,2579855.0,0,0.0,False,-6.666666666666667,0.0,-0.7748076923076923,0.0,0,2579086.5714285714,-0.007889767895988877,0,0,5.891858974358975,-0.7748076923076923,0.0,0,0.0,-2.958262073203222,-2.7542187805838916,wrong
53,-0.80727065,-0.01,002240.csv,20190607,23800.0,24150.0,2579855.0,2579855.0,0,0.0,False,-5.294117647058823,0.0,-0.7748076923076923,0.0,0,2578885.8571428573,-0.0077823787668713,0,0,4.519309954751131,-0.7748076923076923,0.0,0,0.0,-2.988493414183295,-2.7564867401175404,wrong
