timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,average_line,average_slope,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
1,-0.61139536,0.0,004370.csv,20190322,299000.0,301500.0,19300000.0,19300000,0,0.0,False,0.8361204013377926,0.0,0.0,0.0,0,0.0,0.0,0,0,-0.8361204013377926,0.0,0.0,0,0.0,0.0,0.0,wrong
2,-0.48524255,0.0,004370.csv,20190325,301500.0,309000.0,19300000.0,19300000,0,0.0,False,3.3444816053511706,0.0,0.0,0.0,0,0.0,0.0,0,0,-3.3444816053511706,0.0,0.0,0,0.0,0.0,0.0,wrong
3,0.028860651,0.02,004370.csv,20190326,309000.0,313500.0,19299957.0,18990957.0,1.0,1.0,True,4.849498327759197,0.0,-0.0002227979274611399,-0.0002227979274611399,0.0,0.0,0.0,0.023316114123984835,0.005421661234030872,-4.826405063510492,0.023093264248704663,0.023316114123984835,0.002714514912620869,0.45,-19748.494212388734,0.0,buy
4,0.63492733,-0.06,004370.csv,20190327,313500.0,313000.0,19302766.0,7076266.0,38.0,39.0,True,4.682274247491638,-0.002590075442163434,0.01433160621761658,0.014554436572060755,0.036818851251843795,0.0,0.0,-0.10102179138471658,-0.09701923169110327,-4.768978910704074,-0.08670466321243524,-0.10102179138471658,-0.04974699773749902,-1.9500000000000002,-313.2189980425511,0.0,buy
5,0.8760065,-1.29,004370.csv,20190328,313000.0,309000.0,19282422.0,1128422.0,19.0,58.0,True,3.3444816053511706,-0.8089915888729639,-0.09107772020725388,-0.10539422174003456,-0.08255820353349623,0.0,0.0,-1.203168357170069,-0.9999994834743854,-4.637631864418529,-1.2931502590673576,-1.203168357170069,-0.9992813028352564,-23.200000000000003,-46.71230505586682,-36.151982188530134,buy
6,0.3637187,-1.34,004370.csv,20190329,309000.0,309000.0,19050379.0,819379.0,1.0,59.0,True,3.3444816053511706,0.0,-1.2933730569948187,-1.203391358201786,-1.3367247537612315,0.0,0.0,-1,-0.9999546000702375,-4.6378546623459895,-1.2933730569948187,0.0,0,0.0,-7.488460371363725,-5.7460931990878565,buy
7,1.3375305,-3.37,004370.csv,20190401,309000.0,302500.0,19050292.0,201292.0,2.0,61.0,True,1.1705685618729096,-2.0130833092611966,-1.2938238341968913,-0.0004566838276550823,-1.2934645999162107,0.0,0.0,-2.0813329265504175,-1.0,-4.5187965411475215,-3.3482279792746117,-2.0813329265504175,-0.99999999960799,-39.65,-7.994202843449253,-6.22516849195491,buy
8,0.6491652,-5.99,004370.csv,20190402,302500.0,294500.0,18653792.0,201292.0,0,61.0,False,-1.5050167224080269,-2.6160900689790045,-3.3482279792746117,-2.0813329265504175,-3.369815668202763,0.0,0.0,0,0,-4.371708666193009,-5.876725388601036,-2.6160900689790045,-0.9999999999999987,-48.800000000000004,-7.339644221979342,-6.227627611323695,wrong
9,1.2046771,-6.6,004370.csv,20190403,294500.0,292500.0,18165792.0,201292.0,0,61.0,False,-2.1739130434782608,-0.6715919680242953,-5.876725388601036,-2.6160900689790045,-5.925324675324673,0.0,0.0,0,0,-4.334936697454382,-6.508849740932643,-0.6715919680242953,-0.8951452120139404,-12.200000000000001,-8.165613530346185,-7.39238226501084,wrong
10,1.2696308,-8.09,004370.csv,20190404,292500.0,288000.0,18043792.0,201292.0,0,61.0,False,-3.678929765886288,-1.5212988489337496,-6.508849740932643,-0.6715919680242953,-6.564201927105151,0.0,0.0,0,0,-4.252199767792468,-7.931129533678756,-1.5212988489337496,-0.9999905712868952,-27.450000000000003,-9.245618415038779,-8.562314415607707,wrong
