timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio
1,1.6241612,-1.0,73500000.0,0.0,0.0,0.0
2,0.5253048,-3.730612244897959e-05,73494516.0,19113.0,-51747.01963507249,0.0
3,1.4420993,-1.0,72538864.0,0.0,-49189.69219547776,0.0
4,0.111377954,-620.7853646707333,73398401.0,1928.0,-3542.9668548130667,-3103.9235538920375
5,0.7923028,-205.4240351628288,73079298.0,12280.0,-1134.1813748922123,-1027.1093069465783
6,1.3926036,-1.0,74412138.0,0.0,-972.0206749112372,-940.7726421212272
7,1.550735,-1.0,74245530.0,0.0,-886.4230530143958,-900.0357862244665
8,1.1926914,-1.0,72912694.0,0.0,-874.2244824295757,-920.1163304393517
9,1.6951301,-1.0,73579114.0,0.0,-868.4950328103583,-939.9495290676574
10,0.5936847,-187.28084050789178,73411964.0,1900.0,-639.7946479089759,-936.4155828485582
11,0.791302,-192.9456833088531,73235567.0,1032.0,-649.7738090469476,-964.7224094511981
12,1.5313823,-1.0,71785447.0,0.0,-657.9752246274937,-988.6197608409911
13,0.15148783,-39.72110683778182,70879116.0,42.0,-208.09137167143857,-198.5250933902463
14,0.8304088,-41.14731056876972,70879058.0,199.0,-215.60964048509481,-205.736550798112
15,1.8289056,-1.0,70879058.0,0.0,-226.07655562282542,-215.90362217132486
16,1.6076027,-1.0,70696586.0,0.0,-229.63910049101628,-219.56754401604854
17,1.2369313,-1.0,71061530.0,0.0,-229.57122648786788,-219.80710615530617
18,1.2130625,-1.0,78360330.0,0.0,-220.5614093978015,-211.49287601567463
19,1.2655123,-1.0,73433642.0,0.0,-229.60447757100084,-220.496376379297
20,0.8182335,-45.99164557477194,72521281.0,32.0,-191.9077368131297,-230.01615129462525
21,0.44076437,-44.85342879385059,71242871.0,3.0,-190.24075030447332,-224.2230738017665
22,1.0323437,-1.0,69964351.0,0.0,-177.48612201649948,-207.32056980527062
23,0.8666614,-42.03712913409863,70512286.0,4.0,-178.79197564346575,-210.1600085439377
24,1.3760164,-1.0,69598966.0,0.0,-183.86683000683897,-217.38542847892316
25,1.508557,-1.0,72704270.0,0.0,-179.45725181780705,-213.3204207764927
26,1.2872244,-1.0,73252262.0,0.0,-175.26887215254774,-209.39044944164087
27,0.42084605,-42.053529381457295,73069598.0,0.0,-138.36978635228974,-210.35831592913607
28,0.29085827,-41.36474260341516,74896246.0,0.0,-126.96631128405139,-206.88620987110255
29,0.8649457,-42.9443322315652,74713582.0,0.0,-131.74983267104267,-214.7155639229926
30,1.0562751,-1.0,73982926.0,0.0,-131.6994472066756,-214.67959959216742
31,0.9777687,-42.48284925872681,74713582.0,0.0,-132.3551319255106,-212.41424629363402
32,0.38522065,-41.90040070253159,76357566.0,0.0,-125.4309524123306,-209.55701305563503
33,1.3733969,-1.0,78549550.0,0.0,-122.93303924029675,-212.12139191252973
34,0.6127797,-43.16196915861736,77818886.0,0.0,-123.02116673648577,-215.85769042972697
35,0.52347827,-32.05502156316406,74530918.0,0.0,-110.68951358356087,-160.16947895857865
36,0.7003273,-32.35159194435724,74348254.0,0.0,-111.61207123677671,-161.75183260015328
37,1.0434345,-1.0,73252262.0,0.0,-114.83331600985501,-166.6696780071467
38,0.4987256,-34.637805148710235,73800254.0,0.0,-118.47403466478472,-173.17059894902283
39,1.1052,-1.0,77453558.0,0.0,-116.14915054493903,-170.90504535684846
40,1.1257281,-1.0,78914878.0,0.0,-112.65010661052348,-166.80092992951086
41,1.1652172,-1.0,80924190.0,0.0,-105.74324484292858,-157.5072837289823
42,0.8717821,-29.993161526681536,84760158.0,0.0,-52.59420864660504,-150.33707681630236
43,0.20860755,-32.32194024396004,84029502.0,0.0,-56.24157928638685,-161.58815052849548
44,1.5468423,-1.0,86586806.0,0.0,-56.09172485071495,-161.94399126819067
45,1.0827807,-1.0,91153430.0,0.0,-56.41832225690508,-163.64337236720988
46,0.8685709,-33.23069802048035,90788102.0,0.0,-52.85768275712632,-166.3545682903934
47,0.98159504,-33.04727492264147,93162750.0,0.0,-52.69757433952012,-165.30176445911468
48,1.8886662,-1.0,87317470.0,0.0,-55.288963052610654,-172.82642157732624
49,1.1605817,-1.0,88778790.0,0.0,-54.005914819573036,-168.20244254310703
50,0.9632319,-29.933123695913714,89874782.0,0.0,-53.149154875757404,-149.57738664871343
51,1.0658203,-1.0,96085390.0,0.0,-51.10317199410107,-133.71222661716308
52,0.6891577,-27.478575117052415,94624070.0,0.0,-51.53834657724994,-137.52498405591183
53,1.23173,-1.0,92614750.0,0.0,-49.09011214479105,-133.26639277231422
54,1.2227385,-1.0,92797422.0,0.0,-49.418415514448206,-136.20553615281023
55,1.0451803,-1.0,92797422.0,0.0,-48.127419907331834,-134.43354456489058
56,1.1924707,-1.0,89144118.0,0.0,-45.868473051959235,-129.64961646119693
57,0.8270277,-22.475872915914056,90422774.0,0.0,-43.908055667886885,-112.26836491531994
58,1.1905236,-1.0,87682798.0,0.0,-43.566404985761565,-103.76679048122601
59,1.45938,-1.0,86769470.0,0.0,-43.58117029451776,-98.4483101520548
60,0.45774722,-16.22358408439809,83116174.0,0.0,-42.69450013280587,-80.91590826076214
61,1.2932944,-1.0,84760158.0,0.0,-42.6720997435956,-73.17263570161069
62,0.5473498,-14.176394785239992,86038814.0,0.0,-41.4156354569257,-70.96988220744495
63,1.3271508,-1.0,86221478.0,0.0,-42.220589646751485,-72.28542008199216
64,1.4602687,-1.0,86952142.0,0.0,-41.1360031530907,-70.35335132650657
65,1.4999255,-1.0,87317470.0,0.0,-41.10060601216645,-70.2059716839537
66,1.3919895,-1.0,88596126.0,0.0,-40.62266291800123,-69.29321533590992
67,0.56313336,-13.952935286154128,88596126.0,0.0,-41.08261276830411,-69.8389833592692
68,0.79293865,-13.851028753428963,89144118.0,0.0,-41.04623907942853,-69.27060697148401
69,0.6865598,-14.265050250557843,89326782.0,0.0,-42.57004476384531,-71.33037396879388
70,1.4807589,-1.0,86586806.0,0.0,-43.05841889966382,-71.64188769093087
71,0.87950855,-13.713188354527022,85308150.0,0.0,-41.39598450749915,-68.45347180814002
72,0.7896966,-14.044523996568687,81472190.0,0.0,-42.60027579430337,-70.11020516667405
73,0.25002033,-14.017679184291474,78732214.0,0.0,-42.357096292715106,-70.0043188885459
74,0.93976647,-13.700646752469911,76722894.0,0.0,-41.13445972962725,-68.43943141582847
75,0.4312787,-13.818099958017358,73800254.0,0.0,-41.400966240774494,-68.99526615617303
76,1.2988758,-1.0,80558862.0,0.0,-38.99572483249948,-65.10605540847351
77,1.1943352,-1.0,83481502.0,0.0,-36.7635107213154,-61.50187431383718
78,1.689693,-1.0,79280206.0,0.0,-39.76413607206386,-66.6634859885736
79,1.2552339,-1.0,75078910.0,0.0,-38.1667629939859,-64.1289063634027
80,1.2686669,-1.0,74896246.0,0.0,-39.32396027501176,-66.2270386365249
81,1.3196127,-1.0,76357566.0,0.0,-38.67603278235736,-65.29188439239684
82,0.6651595,-12.488853850525345,75261582.0,0.0,-37.16170684815678,-62.49377206328101
83,1.6734562,-1.0,76540230.0,0.0,-37.90782390190534,-63.50361735505807
84,1.0827183,-1.0,77088230.0,0.0,-38.80380278049992,-64.7556278092401
85,1.4007758,-1.0,74530918.0,0.0,-37.501727022934496,-62.34384022707516
86,1.0978106,-1.0,75261582.0,0.0,-39.39281947378461,-65.23852574073143
87,1.4991012,-1.0,71973606.0,0.0,-41.28759161834503,-68.11730021873561
88,1.6378729,-1.0,67589646.0,0.0,-43.75954158552851,-71.92298521559238
89,1.0440307,-1.0,65397670.0,0.0,-50.29526358362831,-82.35416683012832
90,1.0724823,-1.0,60283046.0,0.0,-51.1930468198495,-83.51023360595833
91,0.6770641,-10.182537117496762,59735051.0,1.0,-41.25480266290402,-50.39693337409026
92,1.2463183,-1.0,55350971.0,0.0,-39.221534454743406,-43.3723837851703
93,1.2876588,-1.0,46400143.0,0.0,-41.346599619034244,-43.523655500702276
94,0.58619124,-7.592551720178668,46034803.0,0.0,-36.8765568004679,-37.38938301274828
95,1.6525168,-1.0,43477423.0,0.0,-36.621732752028784,-36.344867849010576
96,0.1826235,-7.183801659939477,45669463.0,0.0,-36.122279276220205,-35.89916787592062
97,0.4578117,-6.769463753120399,49140195.0,0.0,-34.040109503655536,-34.03731070835814
98,1.035474,-1.0,52245583.0,0.0,-30.643225604902252,-30.815814067430463
99,1.2453759,-1.0,52976263.0,0.0,-30.822177940940957,-31.160910018778207
100,0.7223238,-6.306785664200985,52793595.0,0.0,-31.23189397578266,-31.719794494307656
101,1.0472727,-1.0,54254955.0,0.0,-30.578236666803303,-31.188485486679596
102,1.0360588,-1.0,52976263.0,0.0,-30.648621714022397,-31.384565115034633
103,0.43197322,-6.120590521776302,54072283.0,0.0,-30.054055535288374,-30.66350389355913
104,0.8685631,-6.143759907599184,55716315.0,0.0,-30.276243909041145,-30.794810384440108
105,0.76070744,-6.060231069602776,57177675.0,0.0,-29.95870329521721,-30.366726805853475
106,0.44541198,-5.946933112678772,61744423.0,0.0,-29.391798134272207,-29.934339124796974
107,0.451379,-5.619049014140294,64119131.0,0.0,-27.74484629741678,-28.191395778920086
108,1.2630634,-1.0,63753795.0,0.0,-26.655137328342505,-27.02100105289401
109,1.193892,-1.0,66493843.0,0.0,-26.185577085563775,-26.48285997310527
110,0.8630728,-5.560121786350171,63571123.0,0.0,-27.40970911902272,-27.779242141860955
111,1.3975375,-1.0,63753795.0,0.0,-27.40310048577432,-27.830085721732438
112,1.3271567,-1.0,65763163.0,0.0,-26.138907424421564,-26.600322867616107
113,1.0078175,-1.0,66493843.0,0.0,-26.548453649909334,-27.07130855109781
114,1.4842575,-1.0,71608603.0,0.0,-25.55766131310418,-26.112456895977807
115,0.83883727,-5.445184128548773,67407195.0,0.0,-26.773116889339693,-27.37677813192177
116,0.95897156,-5.667001243661788,68685883.0,0.0,-27.859968992035654,-28.382430235878576
117,1.2900661,-1.0,67589867.0,0.0,-28.451572199246723,-28.87833327913616
118,0.8540396,-5.969878718456102,65032483.0,0.0,-29.102224090735067,-29.716418669325815
119,1.3486953,-1.0,67041851.0,0.0,-29.17427929434465,-29.965220544814084
120,1.1115162,-1.0,67041851.0,0.0,-28.920132442798295,-29.875087356850898
121,0.56430125,-5.796864130976555,67224523.0,0.0,-28.207373664886898,-29.068587774131473
122,0.8712431,-5.796579301693634,66859183.0,0.0,-28.074667228012693,-28.969309948694438
123,1.4181069,-1.0,66676515.0,0.0,-28.39200988613837,-29.334478824402435
124,0.26721454,-5.681849102085913,68137875.0,0.0,-27.636910234617847,-28.457058389028454
125,0.26440525,-5.399468318864739,69781899.0,0.0,-26.359053742445106,-27.057661350406487
126,0.9351189,-5.618180473211244,69051227.0,0.0,-27.28458043150578,-28.064725377092362
127,1.0951734,-1.0,68137875.0,0.0,-26.929536574251838,-27.754999195959588
128,1.2340821,-1.0,68685883.0,0.0,-26.31988519807353,-27.18010710601055
129,1.4097753,-1.0,70695251.0,0.0,-25.72470075561194,-26.61696997169927
130,0.45311147,-5.463644765907506,68685883.0,0.0,-26.35707217567488,-27.30499654829023
131,2.103459,-1.0,67224523.0,0.0,-27.021330935334454,-28.02747947188218
132,1.02561,-1.0,68868555.0,0.0,-26.658164417806177,-27.684419034358328
133,1.2216111,-1.0,69964571.0,0.0,-25.876259871401246,-26.904810100764564
134,0.43015116,-5.321264719913603,69781899.0,0.0,-25.711732691135644,-26.646215930864095
135,1.2649641,-1.0,68685883.0,0.0,-26.164495580700923,-27.027214659537858
136,0.96356624,-5.301884721156633,69051227.0,0.0,-25.589706467836734,-26.48324661681931
137,1.3159486,-1.0,69599235.0,0.0,-25.765672912946048,-26.714770334700486
138,1.236369,-1.0,70147243.0,0.0,-25.94191726389144,-26.946562481054578
139,1.4361031,-1.0,70695251.0,0.0,-25.949346991478905,-27.002666716785583
140,1.2065983,-1.0,69416563.0,0.0,-26.9523464667239,-28.095939698595775
141,0.5429159,-1.0,76723363.0,0.0,-25.56225457242837,-26.693221362249325
142,1.3905709,-1.0,76723363.0,0.0,-25.327486372691446,-26.493364597098623
143,1.0066363,-1.0,78002051.0,0.0,-25.99699676751093,-27.23955363586241
144,1.4823422,-1.0,86404875.0,0.0,-24.01477586500376,-25.204376086069416
145,0.3420444,-1.0,86952883.0,0.0,-24.336313079439527,-25.583612307730498
146,0.89078635,-1.0,87318219.0,0.0,-24.341411296991357,-25.63018807434246
147,0.7667211,-1.0,86039531.0,0.0,-23.677109113222194,-24.97026685719016
148,0.21579832,-1.0,86039531.0,0.0,-23.774725049935924,-25.112399525713677
149,0.8672486,-1.0,83664827.0,0.0,-24.189153530868126,-25.589483809228934
150,0.6856314,-1.0,82020795.0,0.0,-24.80164078311661,-26.277228969717015
151,0.65889096,-1.0,76175355.0,0.0,-27.1418011522856,-28.799600976611604
152,0.78518426,-1.0,84030163.0,0.0,-24.70038092977079,-26.247664451795945
153,0.8736021,-1.0,84030163.0,0.0,-24.917201150482434,-26.516501794046167
154,0.83150625,-1.0,84943515.0,0.0,-23.980805680116205,-25.556515179382902
155,1.226416,-1.0,84943515.0,0.0,-24.254662932615954,-25.884818438237055
156,0.6083601,-1.0,84943515.0,0.0,-24.529526463061355,-26.214547205470158
157,0.3567047,-1.0,85674195.0,0.0,-24.308186274789424,-26.0136052917734
158,0.9858311,-1.0,87500891.0,0.0,-23.44662512317396,-25.125503497591666
159,1.0566444,-1.0,86404875.0,0.0,-23.436857915144184,-25.14849963092716
160,1.5571058,-1.0,84943515.0,0.0,-23.566617107681214,-25.320960575275407
161,1.0209737,-1.0,81290115.0,0.0,-25.408353346648575,-27.3351731100459
162,0.8740462,-1.0,87683563.0,0.0,-23.88636725670636,-25.7306101246984
163,0.70418,-1.0,89144923.0,0.0,-24.14330404683503,-26.040169027408684
164,0.83512247,-1.0,90240939.0,0.0,-23.402710457160033,-25.27277695085399
165,0.5344421,-1.0,90240939.0,0.0,-23.676485567146614,-25.599795176334847
166,0.2378369,-1.0,89875603.0,0.0,-24.31938191611087,-26.326741649945564
167,1.0365378,-1.0,88414243.0,0.0,-24.347285081247623,-26.388424500299458
168,1.8102081,-1.0,86222203.0,0.0,-24.806214330865696,-26.917511373060204
169,0.8397743,-1.0,85308851.0,0.0,-25.424298855419288,-27.620286056990203
170,0.7384361,-1.0,84212835.0,0.0,-25.93103829821349,-28.20312788636124
171,1.2549608,-1.0,85856859.0,0.0,-26.01857389608009,-28.330391462759817
172,1.0685556,-1.0,87866235.0,0.0,-25.481294779376057,-27.776399574629956
173,0.94683987,-1.0,89327595.0,0.0,-25.05437792213563,-27.3411784763025
174,1.8462155,-1.0,88596915.0,0.0,-24.578823744939903,-26.8514497194037
175,1.4738996,-1.0,88962251.0,0.0,-23.912684362463022,-26.151825863019482
176,1.0485739,-1.0,90423611.0,0.0,-23.26518838140652,-25.47073125829638
177,1.5334938,-1.0,91702299.0,0.0,-23.427004232467393,-25.674794412074156
178,0.8912463,-1.0,94990363.0,0.0,-22.331492606676843,-24.499525725135193
179,1.029452,-1.0,88231571.0,0.0,-23.752031188107022,-26.08463826161857
180,1.118255,-1.0,86770211.0,0.0,-23.963502825482035,-26.343473273313364
181,1.4660399,-1.0,85674195.0,0.0,-24.32580516330094,-26.76845206892664
182,0.23092067,-1.0,85126187.0,0.0,-25.086876690958228,-27.633166661517503
183,0.92592746,-1.0,85491523.0,0.0,-24.61774070355289,-27.142828442770575
184,0.29328918,-1.0,86770211.0,0.0,-23.705539335692677,-26.16221492384542
185,0.8877771,-1.0,84030163.0,0.0,-24.897671344347536,-27.5040190400617
186,1.3308977,-1.0,82203467.0,0.0,-25.71821550592221,-28.4371528636344
187,0.9934879,-1.0,81838123.0,0.0,-25.893724724547695,-28.657799147952353
188,0.87241596,-1.0,83664827.0,0.0,-25.137367182399327,-27.846228478278917
189,1.312025,-1.0,81838123.0,0.0,-26.02892450151218,-28.860007742671534
190,1.3212192,-1.0,82203467.0,0.0,-26.2719649010319,-29.15558917161381
191,0.5194108,-1.0,81290115.0,0.0,-27.577520735092953,-30.63155420996933
192,1.1749344,-1.0,80376763.0,0.0,-27.525545585413553,-30.600595013500435
193,0.7933093,-1.0,79646083.0,0.0,-28.43231481003598,-31.6360262435946
194,0.5264814,-1.0,81838123.0,0.0,-27.601888372390537,-30.73831095827941
195,1.4818604,-1.0,82020795.0,0.0,-28.369948419814442,-31.620376939323215
196,0.7281374,-1.0,76906035.0,0.0,-29.120762689232407,-32.48436631757982
197,0.7346951,-1.0,76906035.0,0.0,-28.970728112027803,-32.34373394979996
198,0.7954861,-1.0,75444675.0,0.0,-30.201192701144343,-33.745038871511376
199,1.1559095,-1.0,75627339.0,0.0,-30.91413551843861,-34.569580090400514
200,1.0055264,-1.0,75627339.0,0.0,-30.27211549808026,-33.87872519554285
201,1.2404176,-1.0,76723363.0,0.0,-30.213230466876823,-33.839577837539856
202,0.98287714,-1.0,75992683.0,0.0,-30.89432838716912,-34.629504013129946
203,1.4874918,-1.0,73617971.0,0.0,-32.083791312133265,-35.990613628316126
204,0.954463,-1.0,74348651.0,0.0,-33.40873168548354,-37.50558876260871
205,1.3591535,-1.0,78550059.0,0.0,-32.8720141107718,-36.931009259122675
206,0.845251,-1.0,77819387.0,0.0,-34.67951059882318,-38.990892249843746
207,1.7360703,-1.0,75992683.0,0.0,-34.34784366033573,-38.646626254315386
208,0.8677759,-1.0,77454043.0,0.0,-33.63119213631684,-37.868043452057826
209,0.7302624,-1.0,79646083.0,0.0,-33.09537037824122,-37.29177000350386
210,1.6347013,-1.0,81107443.0,0.0,-33.75023577509459,-38.056987969448194
211,1.0536898,-1.0,78002051.0,0.0,-34.41067096287793,-38.829280937674554
212,1.691076,-1.0,77636715.0,0.0,-33.751039175743344,-38.11173907428134
213,0.5937135,-1.0,77819387.0,0.0,-33.748409636543755,-38.13530229012761
214,1.0939784,-1.0,78915403.0,0.0,-33.78173045809302,-38.199259091931175
215,0.93707037,-1.0,78732731.0,0.0,-33.614655292309415,-38.03626141794734
216,0.7071304,-1.0,79463411.0,0.0,-33.133412703473546,-37.51702915941706
217,0.8926586,-1.0,79828755.0,0.0,-32.672131378133344,-37.01944358436338
218,1.1982396,-1.0,80011419.0,0.0,-33.226182646052635,-37.67212355229717
219,1.3488517,-1.0,79646083.0,0.0,-33.30023824252917,-37.78081790817444
220,0.37389183,-1.0,78367395.0,0.0,-33.54874903373542,-38.0874482728056
221,0.6026385,-1.0,73983315.0,0.0,-34.534314905484116,-39.23152001050048
222,0.960409,-1.0,75079331.0,0.0,-33.66831752315038,-38.272047856828806
223,0.20905095,-1.0,74165979.0,0.0,-33.80015802778395,-38.446101405509665
224,1.148836,-1.0,75992683.0,0.0,-32.97654640534609,-37.53266210202398
225,0.9986581,-1.0,77088699.0,0.0,-32.74180896976935,-37.28849557942968
226,0.66117847,-1.0,79463411.0,0.0,-32.13871339775183,-36.62402573583025
227,1.2248625,-1.0,79646083.0,0.0,-33.319189834796376,-37.99223780068083
228,0.7815355,-1.0,79828755.0,0.0,-34.5761078759593,-39.44907982416233
229,1.4870015,-1.0,79828755.0,0.0,-34.69850594353974,-39.61223961743091
230,1.3234036,-1.0,80742107.0,0.0,-34.71456773273852,-39.65388902102351
231,0.8045054,-1.0,80376763.0,0.0,-35.14921785810076,-40.173778554215325
232,1.3328588,-1.0,80559435.0,0.0,-34.536421590858986,-39.49616836553024
233,1.1613656,-1.0,79463411.0,0.0,-34.631568407761534,-39.62762608134112
234,1.0218292,-1.0,81655451.0,0.0,-33.133401323411974,-37.934806395531496
235,1.0238025,-1.0,81290115.0,0.0,-33.68798338979391,-38.591400542852575
236,0.6117653,-1.0,80011419.0,0.0,-32.916191167171874,-37.72823837964806
237,2.0123546,-1.0,80376763.0,0.0,-33.375642958515265,-38.27593425330242
238,0.41010958,-1.0,80742107.0,0.0,-34.78973834769882,-39.919430894899634
239,0.51255167,-1.0,78002051.0,0.0,-35.40718491634832,-40.649896054950126
240,0.93821573,-1.0,78915403.0,0.0,-34.8805136194976,-40.0667064557222
241,1.2953978,-1.0,76723363.0,0.0,-35.36562975040538,-40.645530955164205
242,1.013905,-1.0,74896667.0,0.0,-36.567607297567946,-42.04908113073981
243,0.80651194,-1.0,74896667.0,0.0,-36.49370790216442,-41.98599725250792
244,0.88320756,-1.0,74165979.0,0.0,-37.55570514217995,-43.23016575848237
245,0.67584217,-1.0,74713995.0,0.0,-37.91753396973084,-43.66903277297714
246,0.89670175,-1.0,78367395.0,0.0,-38.14994205532137,-43.959011195481644
247,0.90075433,-1.0,78732731.0,0.0,-38.22689845040688,-44.06986302401104
248,0.30944115,-1.0,78732731.0,0.0,-37.35525284646682,-43.08647952930601
249,1.2377754,-1.0,79280747.0,0.0,-36.193420797826384,-41.76704657525962
250,1.4380754,-1.0,78550059.0,0.0,-37.315037281350335,-43.08250577171631
251,1.4068537,-1.0,81107443.0,0.0,-36.74129200942139,-42.44070603412654
252,1.4620256,-1.0,79463411.0,0.0,-38.78320478891927,-44.82095999809948
253,1.4467747,-1.0,80559435.0,0.0,-39.44038101834464,-45.60222727868366
254,0.83885473,-1.0,81107443.0,0.0,-39.02606720466247,-45.14456402338697
255,1.3781924,-1.0,78915403.0,0.0,-39.27415617743781,-45.45289114151128
256,1.2674787,-1.0,80742107.0,0.0,-38.61897362202928,-44.71545217644975
257,1.1365304,-1.0,79646083.0,0.0,-38.99551103652526,-45.17228521173477
258,1.8316811,-1.0,81655451.0,0.0,-37.91719023430031,-43.94327861336212
259,1.0679878,-1.0,82934139.0,0.0,-37.699101862562415,-43.71037328002221
260,0.8775022,-1.0,82751475.0,0.0,-37.808619143054,-43.85709784027342
261,0.96084243,-1.0,82751475.0,0.0,-37.21520485183101,-43.18803344803053
262,0.9771385,-1.0,85308851.0,0.0,-36.82940847435336,-42.75925208039847
263,1.3524686,-1.0,85126187.0,0.0,-37.75818910518243,-43.85683376422056
264,0.6643957,-1.0,85491523.0,0.0,-38.36969995716714,-44.586534725724576
265,0.44061184,-1.0,85491523.0,0.0,-38.08047497185562,-44.26957281052796
266,1.457951,-1.0,84760843.0,0.0,-38.87250412002466,-45.20970016808767
267,1.8123877,-1.0,83664827.0,0.0,-39.071458906219235,-45.46041178827071
268,1.1642444,-1.0,85308851.0,0.0,-39.23759783303162,-45.67297394043514
269,0.9508568,-1.0,84212835.0,0.0,-39.540996263972794,-46.04539044952762
270,1.0261586,-1.0,92067643.0,0.0,-36.47007121408974,-42.48693334213724
