timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.26472747,-0.04221352822324706,20190715, 010120.csv,48050.0,48000.0,486.0,65752744.0,89105044.0,486.0,0.0,-0.003753914988814318,-0.003753914988814318,-0.3261867414172729,-0.4125645735217597,0.903370663392584,-0.3299284116331096,-0.3261867414172729,-0.0010634120789678736,-837.927294398093,0.0,buy
2,0.22945182,-0.0010182833403295955,20190716, 010120.csv,48000.0,47200.0,799.0,50710959.0,89062959.0,313.0,-0.02727118343603534,-0.33231431767337805,-0.3285727370257881,-0.044838041262198494,-0.010001894727161953,0.9590706422398035,-0.377003355704698,-0.044838041262198494,-2.010429734822239e-05,-12.429523465543001,-11.78696668911307,buy
3,0.2798988,-0.1078495532008194,20190717, 010120.csv,47200.0,48150.0,1094.0,36548949.0,88185749.0,295.0,-0.7176945468429811,-0.37925167785234903,-0.0470938598178908,-0.9826978151782326,-0.9920012898358335,1.6222501695671265,-1.3582225950782998,-0.9826978151782326,-0.009610471352484495,-14.333690947859719,-13.557594769393594,buy
4,0.11569953,0.018992251934058613,20190718, 010120.csv,48150.0,48500.0,1183.0,32347553.0,89309001.0,89.0,1.1785350941454271,-1.3588892617449664,-0.9833670198147114,0.09588578257517,0.044929783907726284,0.9259628757205166,-0.10178635346756151,1.2744208767205971,0.016110303936984427,-7.731871357888098,-7.421008419572087,buy
5,0.6136229,0.015673217171040588,20190719, 010120.csv,48500.0,48300.0,1594.0,12555093.0,89864093.0,411.0,0.46361507361133575,-0.10492505592841163,1.2712389351980826,0.16108513616246073,0.12167808386091117,0.8274444555573184,0.5191196868008949,0.6247002097737965,0.0038948986499438565,-2.3542951581487666,-4.028509544645882,buy
6,0.25952357,-0.050690444970007846,20190722, 010120.csv,48300.0,47550.0,1660.0,9353639.0,89531639.0,66.0,-0.3547579342952919,0.5186118568232663,0.6241918463956091,-0.3694486487465748,-0.49462852208869224,0.8666716640110731,0.14724720357941834,-0.3694486487465748,-0.001363991956820687,-1.4218861901618358,-2.3947092904818335,buy
7,0.11990003,-0.11770727077615199,20190723, 010120.csv,47550.0,47050.0,1683.0,8242582.0,88269230.0,23.0,-1.3905698744105421,0.14706711409395973,-0.3696278090852742,-1.4098348739423245,-0.9999517044850077,0.9962071409028097,-1.264841163310962,-1.4098348739423245,-0.019680111475168016,-2.0785899480059853,-3.762223057602323,buy
8,0.21592633,-0.10763441107800652,20190724, 010120.csv,47050.0,46100.0,1720.0,6482983.0,87408983.0,37.0,-0.9533333200406682,-1.265119686800895,-1.4101129884173251,-0.9742946738153763,-0.9913158048697082,1.06170916651147,-2.22708836689038,-0.9742946738153763,-0.009447589545595214,-3.6594078555866165,-5.374255308749598,buy
9,0.13408585,-0.13154650840825222,20190725, 010120.csv,46100.0,45650.0,1738.0,5635963.0,85757763.0,18.0,-1.869373082626988,-2.22722706935123,-0.9744351535125311,-1.8889343927942133,-0.999999982133988,1.1674304648323535,-4.074090604026845,-1.8889343927942133,-0.03505167799428155,-4.906029034590208,-7.426096136837412,buy
10,0.40898335,-0.10664690013166454,20190726, 010120.csv,45650.0,45200.0,1787.0,3376743.0,84953295.0,49.0,-0.911987408067069,-4.074444071588367,-1.8892959122141155,-0.937707485625126,-0.9876793263499811,1.1925501849718696,-4.973945190156599,-0.937707485625126,-0.00875440832962937,-6.380146106292347,-8.688845831132696,buy
11,0.12898624,-1.0,20190729, 010120.csv,45200.0,46450.0,1796.0,2965835.0,84145035.0,9.0,-0.9465789631015246,-4.974010067114094,-0.9377751182355044,-0.9513469381124804,-0.9891685894664669,1.2134327686460598,-5.8780369127516785,-0.9513469381124804,-0.009009776478357101,-7.612292132447402,-10.66191943899178,buy
