timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.25439024,0.1113781299806626,20211217, 056080.csv,4910.0,4855.0,768.0,10589888.0,14360768.0,768.0,0.0,-0.0036056338028169015,-0.0036056338028169015,1.1358156012385798,0.9984200868472767,-3.335916092298472,1.132169014084507,1.1358156012385798,0.012817912551038813,-1192.9140624999998,0.0,buy
2,0.20368661,-0.06756877785969294,20211220, 056080.csv,4855.0,5320.0,1207.0,8434092.0,14294077.0,439.0,-0.29413468694710476,1.130014084507042,1.1336605939594442,-0.4622762136761338,-0.6564753774957784,-2.6353582559184896,0.6625140845070422,-0.4622762136761338,-0.002134711233461206,-1.9111779447398534,0.0,buy
3,0.23625001,0.3175419851158132,20211221, 056080.csv,5320.0,5460.0,1617.0,6443260.0,15045700.0,410.0,3.9264864740829366,0.6605281690140845,-0.4642399387986264,1.3338730035785242,0.9998630761941292,-7.235855558885225,5.955633802816902,5.260359477661461,0.24172853055155585,-2.453859308930243,-6.280347839048048,buy
4,0.41408244,0.10056007768010289,20211222, 056080.csv,5460.0,5430.0,2118.0,3777562.0,15341842.0,501.0,1.504615936779279,5.952971830985915,5.257714973525225,0.46622922027352454,0.6627222247303632,-8.129071920887025,8.041140845070423,1.9708451570528036,0.03809761689674063,1.8320434563113017,16.733325282931222,buy
5,0.229353,-0.06463799497949532,20211223, 056080.csv,5430.0,5450.0,2276.0,2914760.0,15273440.0,158.0,-0.4141614807400572,8.040281690140844,1.9700342737762606,-0.44506091885394855,-0.6285704641290468,-7.9724782738987106,7.55943661971831,-0.44506091885394855,-0.0019788317406562728,3.033813781546556,25.58768040601951,buy
6,0.43176097,0.0014259824160386847,20211224, 056080.csv,5450.0,5600.0,2507.0,1660252.0,15323402.0,231.0,0.29803371080778135,7.558183098591549,-0.44622115382108396,0.0302524143172902,0.004565588728260295,-8.046165118369794,7.911281690140845,0.32828612512507155,0.0010771372702362836,2.8120474269512874,25.096496888685994,buy
7,0.15843621,0.05567211033515908,20211227, 056080.csv,5600.0,5300.0,2555.0,1398615.0,15706615.0,48.0,2.4540895031012044,7.911021126760563,0.3280438717020634,0.04699299411791191,0.010980971577018384,-8.538971381480373,10.609964788732395,2.5010824972191164,0.06063779241939693,3.1783608558353906,26.78098417455138,buy
8,0.3191401,-0.30125698544300294,20211228, 056080.csv,5300.0,5450.0,2634.0,956153.0,14916353.0,79.0,-4.880109431599361,10.609528169014085,2.500677886351986,-5.031021128569712,-1.0,-7.721218010188792,5.044739436619718,-5.031021128569712,-0.2236188727144477,4.774119525462091,39.42506872215655,buy
9,0.293262,0.06468218015183543,20211229, 056080.csv,5450.0,5550.0,2686.0,680514.0,15319214.0,52.0,2.648770781973315,5.044464788732395,-5.0312694325737795,0.05229866454007981,0.013582663306759057,-8.075658076116273,7.881788732394367,2.7010694465133946,0.0703599042457328,1.1418028407951242,1.3851630898615375,buy
10,0.14292172,0.027649524671123294,20211230, 056080.csv,5550.0,5860.0,2703.0,587851.0,15589501.0,17.0,1.753353664228465,7.881697183098592,2.700982293614897,0.011098672417551914,0.0006157130180582948,-8.299888073119572,9.785218309859154,1.764452336646017,0.03065328152146385,2.3197287524666086,2.7745927224740967,buy
11,0.39445245,0.23502107301527966,20220103, 056080.csv,5860.0,6400.0,2744.0,360269.0,16440109.0,41.0,5.374963573240734,9.784992957746478,1.7642434484670577,0.08154042955756502,0.03269769247265231,-8.90543557087204,15.775415492957748,5.456504002798299,0.2575014486311271,3.179054658578379,3.6676949228189644,buy
