timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.20756909,-0.06173649263549154,20210701, 000660.csv,124500.0,122500.0,4.0,2289928.0,2787928.0,4.0,0.0,-0.0025714285714285713,-0.0025714285714285713,-0.42858244926298106,-0.6008486373757916,1.9217983193277313,-0.4311428571428571,-0.42858244926298106,-0.0018351432199026352,-1629.1111111111113,0.0,buy
2,0.15209897,-0.06206669811531698,20210702, 000660.csv,122500.0,123000.0,6.0,2040893.0,2775893.0,2.0,-0.28695145642211706,-0.43239285714285713,-0.42983248140666475,-0.4304325883382181,-0.6040079190456712,3.0606043417366946,-0.8609642857142857,-0.4304325883382181,-0.0018510069008331742,-12.485757565174158,-11.80726790052433,buy
3,0.4177754,0.006093903719228378,20210705, 000660.csv,123000.0,125000.0,12.0,1305789.0,2781789.0,6.0,0.10807332991581448,-0.8646785714285714,-0.4341630041038161,0.10808142824483824,0.05673496024887137,2.879018907563025,-0.6503928571428571,0.21615475816065272,0.0004671196603791561,-13.770579897012963,-14.649578222864307,buy
4,0.20612362,0.01889569058550611,20210706, 000660.csv,125000.0,123500.0,14.0,1059755.0,2809755.0,2.0,0.8627541484994009,-0.6516071428571428,0.2149298811977423,0.14380466059773378,0.09823281505093184,2.309177170868347,0.3483928571428571,1.0065588090971347,0.010080454533792138,-10.595343610048694,-13.537791689301873,buy
5,0.43209553,-0.1057556634841989,20210707, 000660.csv,123500.0,121500.0,17.0,684702.0,2784202.0,3.0,-0.7473961252849447,0.34650000000000003,1.0046535370656295,-0.9075695571985926,-0.9837296770050314,2.5730406162464985,-0.5642142857142857,-0.9075695571985926,-0.00820299531521751,-3.658966639984541,-8.75562768338679,buy
6,0.15879886,-0.11326407683958101,20210708, 000660.csv,121500.0,119500.0,17.0,684702.0,2750202.0,0.0,-1.2211757623908035,-0.5642142857142857,-0.9075695571985926,-1.2211757623908035,-0.9994222395451979,2.9273823529411764,-1.7785,-1.2211757623908035,-0.014802058761179127,-4.634543348204167,-8.13055447668014,wait
7,0.3568111,-0.11527100576413132,20210709, 000660.csv,119500.0,120000.0,18.0,563185.0,2714185.0,1.0,-1.2362728265051077,-1.7791071428571428,-1.221786350271999,-1.3090028488992558,-0.9998098014995839,3.20968837535014,-3.0648214285714284,-1.3090028488992558,-0.016988917349081034,-5.842374301376818,-8.939043539479814,buy
8,0.36511898,0.0012714939535205417,20210712, 000660.csv,120000.0,123000.0,19.0,443669.0,2723669.0,1.0,0.3315912511490558,-3.0653928571428573,-1.309584627943211,0.018423799498122007,0.0016957425408891114,3.1562457983193273,-2.726107142857143,0.3500150506471778,0.0012243552215907005,-7.289920253609014,-10.889831800256195,buy
9,0.099581696,0.13856629766932552,20210713, 000660.csv,123000.0,123500.0,19.0,443669.0,2780669.0,0.0,2.092765310322216,-2.726107142857143,0.3500150506471778,2.092765310322216,0.9999999996912018,2.839018907563025,-0.6903928571428571,2.092765310322216,0.04285144188911705,-6.828995468315515,-10.141644554296946,wait
10,0.19660337,0.04526149011519296,20210714, 000660.csv,123500.0,123500.0,19.0,443669.0,2790169.0,0.0,0.3416444028397483,-0.6903928571428571,2.092765310322216,0.3416444028397483,0.4421161486437146,2.7861477591036414,-0.35110714285714284,0.3416444028397483,0.00116652805646833,-2.8692227540047908,-5.821259882381358,wait
