timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.023277357,-1.0,20190426, 039030.csv,70000.0,71100.0,0.0,19600000,19600000.0,0,0.0,0.0,0.0,0.0,0,4.10958904109589,0.0,0.0,0,0.0,0.0,wrong
2,0.6272595,0.10783767502943921,20190429, 039030.csv,71100.0,71000.0,175.0,7348261.0,19790761.0,175.0,0.0,-0.008872448979591836,-0.008872448979591836,0.982230004998913,0.9919644426233173,3.5760101341906627,0.9732704081632654,0.982230004998913,0.009601367519008308,-450.65553831107337,0.0,buy
3,0.23505336,-0.005020804320651896,20190430, 039030.csv,71000.0,70800.0,199.0,5641619.0,19770619.0,24.0,-0.08842509896410754,0.9720357142857143,0.9809952015640571,-0.10055319923646266,-0.049298104080118144,3.6102311294380764,0.8705051020408163,-0.10055319923646266,-0.00010110434737786722,-2.09342266027123,0.0,buy
4,-0.04273282,-0.0003032929451450173,20190502, 039030.csv,70800.0,72500.0,191.0,6208687.0,19731487.0,8.0,-0.20130882093271837,0.86575,-0.10526252494944675,0.008083708162850034,0.00032667831732535735,3.684550670953313,0.6708520408163265,-0.19322511276986834,-0.00037328975208617,-2.413350030205382,-20.31848175545066,sell
5,-0.10431613,0.007037096767091045,20190503, 039030.csv,72500.0,70600.0,172.0,7551679.0,20021679.0,19.0,1.6455931577787322,0.6595867346938775,-0.20439372661792773,-0.16353190252454874,-0.12515925571092557,2.83635497623707,2.1514234693877547,1.4820612552541834,0.021725580375759557,-3.0924282955980815,-15.351469350116542,sell
6,0.49951106,-0.13941780556743677,20190507, 039030.csv,70600.0,69600.0,223.0,3853654.0,19597454.0,51.0,-1.632230743485599,2.1487448979591837,1.479400235558532,-2.116261630073871,-0.9999999998116683,3.274681436958345,-0.012989795918367348,-2.116261630073871,-0.04379756176252214,0.4122468174283098,3.1161729557940974,buy
7,-0.17385127,0.0091155614202047,20190508, 039030.csv,69600.0,65800.0,185.0,6532050.0,19408050.0,38.0,-1.137902913307004,-0.03545918367346939,-2.1382583641282613,0.19369055229123566,0.17103732603496713,3.678197511881465,-0.9793367346938775,-0.9442123610157683,-0.00887574575921335,-1.947916272521093,-2.1758403343066086,sell
8,0.2335417,-0.23512691353831755,20190509, 039030.csv,65800.0,67900.0,206.0,5070243.0,18625043.0,21.0,-3.622208310469109,-0.9803928571428571,-0.9452688580899861,-4.03342092163462,-1.0,4.888743290466873,-4.974270408163265,-4.03342092163462,-0.15014101504257504,-2.9290424460349227,-3.5708598703111116,buy
9,0.6869069,0.15510959288105058,20190510, 039030.csv,67900.0,63500.0,258.0,1648158.0,19166358.0,52.0,2.32267920133124,-4.9767448979591835,-4.035919911347181,0.586383123798838,0.820795172455264,4.773842186189545,-2.2124591836734693,2.909062325130078,0.08114452848391573,-4.560461742608643,-4.720987070485029,buy
10,-0.27429408,-1.0,20190513, 039030.csv,63500.0,63900.0,188.0,6393355.0,18331355.0,70.0,-5.922877992782979,-2.252270408163265,2.8671660288528726,1.6052245998209314,0.9999974609741633,6.541020058708415,-6.472678571428571,-4.317653392962048,-0.1700761324297726,-2.389924096727479,-2.848212173724989,sell
