timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.5254789,0.16870764332023216,20220913, 039030.csv,74500.0,74400.0,416.0,26684624.0,57676624.0,416.0,0.0,-0.007443850267379678,-0.007443850267379678,2.8180350822549642,1.0,-2.564441734929795,2.8103814616755796,2.8180350822549642,0.07634182591136907,-975.1522988505748,0.0,buy
2,-0.058836903,-3.293387035768758e-05,20220914, 039030.csv,74400.0,71900.0,392.0,28469689.0,57634489.0,24.0,-0.07212627424240364,2.805149732620321,2.812802963728637,0.004157672476700736,8.642746704878856e-05,-2.4981059711013116,2.7352745098039217,-0.06796860176570291,-4.619624118062937e-05,-0.6137186744703083,0.0,sell
3,0.2073271,-0.13679420823207453,20220915, 039030.csv,71900.0,71500.0,471.0,22591255.0,56456155.0,79.0,-1.7003707623745912,2.733787878787879,-0.06941466844612627,-2.0430770875107607,-0.9999999991371842,-1.062455190897241,0.6348573975044564,-2.0430770875107607,-0.04088245368706234,-0.7460840432381819,-29.601420415865555,buy
4,-0.058384866,-0.0007078371687385898,20220916, 039030.csv,71500.0,71200.0,444.0,24529369.0,56275369.0,27.0,-0.3337102925270061,0.6291782531194297,-2.0486051075539113,0.019112135608102487,0.0018247018411950977,-0.8189410125886538,0.3126007130124777,-0.31459815691890364,-0.000989230392064555,-2.0393307714301274,-3.3354532732782536,sell
5,0.14660507,-0.02992694775817264,20220919, 039030.csv,71200.0,71400.0,494.0,20953862.0,56126662.0,50.0,-0.23669325029214822,0.3116969696969697,-0.3154962496303782,-0.2633502681890184,-0.29302983879354894,-0.6596877317983899,0.04752584670231729,-0.2633502681890184,-0.0006932931986863844,-2.4276591897039843,-4.127295481621512,buy
6,-0.45382932,-0.003048514178638806,20220920, 039030.csv,71400.0,68800.0,270.0,36876475.0,56154475.0,224.0,0.176030422047903,0.0008467023172905525,-0.30988436719755974,-0.0797745525566019,-0.03131897047491272,-0.8929956230917209,0.09710338680926917,0.0962558694913011,9.264763205829585e-05,-2.8605281920201366,-4.994629447052622,sell
7,-0.6557564,0.09484693260447676,20220921, 039030.csv,68800.0,67800.0,93.0,49493525.0,55891925.0,177.0,-1.2501229866364167,0.06011586452762923,0.0592686603812178,0.8193658972039943,0.9651534926916214,2.316511420049568,-0.37090017825311944,-0.43075708943242236,-0.0018537962940948782,-3.0438359003174575,-4.9718903011935875,sell
8,0.07295814,-0.029180649700503027,20220922, 039030.csv,67800.0,65800.0,145.0,45915417.0,55746417.0,52.0,-0.16639255133903513,-0.3718057040998217,-0.43166207124148626,-0.25943160467733356,-0.2857511068409595,3.4715660280313747,-0.6302727272727272,-0.25943160467733356,-0.0006728211293411945,-3.6188160876692104,-6.136342349760944,buy
9,-0.23290592,0.005313454696734254,20220923, 039030.csv,65800.0,62800.0,112.0,48149144.0,55518744.0,33.0,-0.5202128057844507,-0.6368199643493762,-0.2660032756013325,0.11836678256033384,0.06765603951661092,5.894586117435274,-1.0361069518716577,-0.4018460232241169,-0.0016134991721409309,-4.138583589647804,-7.131456638695079,sell
10,-0.81349707,0.07003071107212357,20220926, 039030.csv,62800.0,63200.0,21.0,54127113.0,55445913.0,91.0,-0.6052010110315176,-1.0536310160427809,-0.4194823993594574,0.49170572424757353,0.7014663422692761,10.008044059027753,-1.1659304812834224,-0.11349528678394405,-0.0001288035053378378,-4.815932223898264,-8.492090135717678,sell
