timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.1273647,-1.0,20230912,030000.csv,19000.0,19200.0,0.0,78300000,78300000.0,0,0.0,0.0,0.0,0.0,0,0.7314524555903866,0.0,0.0,0,0.0,0.0,wrong
2,-0.6382354,-1.0,20230913,030000.csv,19200.0,19750.0,0.0,78300000,78300000.0,0,0.0,0.0,0.0,0.0,0,-0.3134796238244514,0.0,0.0,0,0.0,0.0,wrong
3,0.24921292,0.7383487988131505,20230914,030000.csv,19750.0,19970.0,1016.0,58790030.0,78856030.0,1016.0,0.0,-0.003537675606641124,-0.003537675606641124,0.7136906375870513,0.9216658502247047,-2.4769151282944386,0.7101277139208174,0.7136906375870513,0.005080593166933323,-2580.223790683052,0.0,buy
4,-0.11473535,-0.004049297618023617,20230915,030000.csv,19970.0,20050.0,900.0,61077269.0,79050269.0,116.0,0.28345327554531974,0.7053243933588761,0.7088871470931986,-0.03235079934390567,-0.00521920347171001,-3.3782701729943114,0.9581979565772669,0.25110247620141407,0.0006303257967219533,-11.31222480988659,0.0,sell
5,0.7504767,0.18922673210478316,20230918,030000.csv,20050.0,19950.0,3194.0,15259584.0,79299284.0,2294.0,0.09108128398652256,0.9498901660280971,0.2428528721221706,0.23218267393936776,0.23627230261925325,-3.478216184836875,1.2762247765006385,0.3232639579258903,0.0010444500469026785,-11.369605090975973,0.0,buy
6,-0.06571886,0.0024841408446729663,20230919,030000.csv,19950.0,19760.0,2985.0,19443154.0,78993906.0,209.0,-0.4027779115887099,1.2674355044699872,0.31455738873973665,0.0263257011991192,0.003459215797404047,-3.3457629165215375,0.8862120051085569,-0.3764522103895907,-0.0014161589662513574,-10.918787572715981,0.0,sell
7,0.4230622,-0.7729267141459439,20230920,030000.csv,19760.0,19990.0,3397.0,11222587.0,78347307.0,412.0,-0.7179667939946354,0.8847241379310344,-0.37792145582876907,-0.8170776303882816,-0.9644949120560145,-3.178871821664925,0.0604176245210728,-0.8170776303882816,-0.006653922505661436,-10.329411827955209,-16.385730494248982,buy
8,0.13766487,0.0041656318857977714,20230921,030000.csv,19990.0,20100.0,3475.0,9681089.0,79146337.0,78.0,0.9972391265471319,0.06013920817369093,-0.8173536051205922,0.0229008814626106,0.002618816759638265,-3.360068617206548,1.0808927203065133,1.0201400080097425,0.010352892390435797,-9.654308502442426,-11.734661152455477,buy
9,0.50029945,0.005045745801429513,20230922,030000.csv,20100.0,20500.0,3717.0,4842823.0,79554519.0,242.0,0.4829661167271427,1.0800191570881226,1.0192669698296002,0.03363583697454825,0.005640877809418576,-3.413473470335539,1.6022005108556832,0.5166019537016909,0.0026652177694732604,-6.033538396974593,-8.872660877754264,buy
10,0.20154712,0.009368470468025537,20230925,030000.csv,20500.0,20200.0,3765.0,3877886.0,81060382.0,48.0,1.868906938201364,1.6020204342273308,0.5164238011549719,0.02414277463532155,0.0029101251880652157,-3.580140949727157,3.525397190293742,1.8930497128366857,0.03520185158786682,-4.989125934614465,-7.212968593438851,buy
11,-1.425004,-1.0,20230926,030000.csv,20200.0,20050.0,3765.0,3877886.0,79930886.0,0,-1.3934056519296614,3.525392081736909,1.8930446848295548,-1.3934056519296614,-0.9999391985277196,-3.455271566237083,2.082868454661558,-1.3934007860954813,-0.019228387576732953,-0.7293239015419174,-1.463075251589256,wrong
12,-0.38873085,0.2504368077498413,20230927,030000.csv,20050.0,20000.0,2302.0,33381962.0,79537062.0,1463.0,-0.7065479043983073,2.020896551724138,-1.4532623347370852,0.27428727595069075,0.3135126966782158,-3.174540578195751,1.5799003831417624,-0.43226062844761654,-0.001866747963656934,-2.5675137727099773,-3.768076749748191,sell
13,-0.023721062,6.068181007057301e-06,20231004,030000.csv,20000.0,20400.0,2248.0,34462885.0,79422885.0,54.0,-0.14471241092611642,1.5776309067688379,-0.434485149550285,0.00339148650873361,5.7509249974274645e-05,-3.0591274817136886,1.434080459770115,-0.1413209244173828,-0.00019969609486181206,-3.1516731167641163,-4.992825751681106,sell
14,-0.3923831,-0.5004450018849762,20231005,030000.csv,20400.0,20350.0,1366.0,52073921.0,79940321.0,882.0,1.1321673847531477,1.3970893997445721,-0.17773746583041727,-0.4439534848501564,-0.6267375485418916,-4.488153837222802,2.0949182630906766,0.6882138999029913,0.004725184742685684,-3.911077896614835,-6.187860377139928,sell
15,-1.0600672,-1.0,20231006,030000.csv,20350.0,20800.0,1366.0,52073921.0,79872021.0,0,-0.0854387362292428,2.0949182630906766,0.6882138999029913,-0.0854387362292428,-0.03584083419284767,-4.314149425287358,2.0076896551724137,-0.0854387362292428,-7.29951122115935e-05,-2.988442476259915,-4.665297194600786,wrong
16,1.0689278,-1.0,20231010,030000.csv,20800.0,20600.0,1366.0,52073921.0,80486721.0,0,0.769606167846936,2.0076896551724137,-0.0854387362292428,0.769606167846936,0.9482571110534943,-5.880189132706375,2.7927471264367814,0.769606167846936,0.005905430526656152,-3.0799151623332532,-4.747630062200814,wrong
17,-0.43448496,0.08217879583320432,20231011,030000.csv,20600.0,20650.0,773.0,64388069.0,80311869.0,593.0,-0.33943487398374694,2.766882503192848,0.7442506056031811,0.14730515595175525,0.10281576233209444,-5.058567398119122,2.569436781609195,-0.1921297180319917,-0.00036907016235621093,-2.020309150319411,-3.088332541961992,sell
18,0.33912778,0.0172280122969485,20231012,030000.csv,20650.0,20600.0,1832.0,42569572.0,80400372.0,1059.0,0.048124891726775774,2.5654814814814815,-0.19597852616100253,0.06593487748498603,0.021502493409343515,-5.206769766631837,2.6824674329501916,0.11405976921176181,0.00013008784736845413,-2.239535244376605,-3.5061469841762456,buy
19,-0.6565072,0.022026824038330298,20231013,030000.csv,20600.0,20500.0,630.0,67350116.0,80328116.0,1202.0,-0.11392982112072815,2.6304163473818645,0.06331064307644999,0.07473102753764284,0.027537371381946785,-5.037817717403924,2.590186462324393,-0.03919879358308531,-1.5365336135664265e-05,-2.1427494468460906,-3.270549871784076,sell
20,-0.13503164,0.0004383435297396821,20231016,030000.csv,20500.0,20600.0,545.0,69098242.0,80270742.0,85.0,-0.07842833012540715,2.5865159642401023,-0.04277521684523729,0.010579172571670806,0.000559437917726946,-4.5886262626262635,2.516911877394636,-0.06784915755373634,-4.603402220937358e-05,-2.3590879760592363,-3.5785534584131486,sell
21,-0.21741664,-0.0008579536037307323,20231017,030000.csv,20600.0,20600.0,427.0,71513271.0,80309471.0,118.0,0.06789522389116573,2.5118403575989783,-0.07279280901512877,-0.01469761862061112,-0.0010795168675704625,-5.061629977940322,2.566374201787995,0.05319760527055461,2.82994516281887e-05,-2.557121322329022,-3.8980925580494055,sell
22,0.0242461,0.0,20231018,030000.csv,20600.0,20250.0,511.0,69782626.0,80309226.0,84.0,0.0,2.5660613026819923,0.05289237310916619,0,0,-5.0619428770463255,2.5660613026819923,0.0,0,-2.581047577016956,-3.8488291014881293,buy
23,-0.14894523,0.0043027755039412256,20231019,030000.csv,20250.0,20050.0,435.0,71345656.0,80154406.0,76.0,-0.2227016856070808,2.562779054916986,-0.0032001304557461433,0.033115905818167674,0.005468310153074474,-3.431038430279809,2.368334610472542,-0.18958577978891314,-0.000359363092591769,-2.7401222477589045,-4.068836548812502,sell
24,0.40700957,-0.5304799092682104,20231020,030000.csv,20050.0,19800.0,1868.0,42323286.0,79776686.0,1433.0,-0.10854050867771387,2.363072796934866,-0.19471611419108276,-0.4661243504483565,-0.6625572964714637,-2.8685073725763384,1.885933588761175,-0.4661243504483565,-0.002170360455197584,-3.227337867232826,-4.905083531407741,buy
25,0.3732934,-0.7762716100874562,20231023,030000.csv,19800.0,19880.0,2655.0,26541696.0,79110696.0,787.0,-0.5853840556876478,1.883075351213282,-0.4689166049887832,-0.832035841852519,-0.9686147804116786,-2.4129042145593864,1.0353716475095787,-0.832035841852519,-0.0068989287905660834,-3.9612092358200797,-6.210783545019359,buy
26,-0.692382,-0.12681715521119244,20231024,030000.csv,19880.0,20200.0,817.0,62874340.0,79116300.0,1838.0,0.26848455485715866,0.9590549169859514,-0.9069420323660529,-0.18580369110019385,-0.15853853374292526,-2.8237199582027164,1.042528735632184,0.08268086375696482,6.835891573886421e-05,-5.393820415827338,-8.390917074209574,sell
27,-0.9125467,-0.2919156020244235,20231025,030000.csv,20200.0,19990.0,72.0,77660622.0,79115022.0,745.0,0.3304502359185149,1.011471264367816,0.05191842121042457,-0.3013195966079461,-0.3648966240068946,-4.497243469174503,1.040896551724138,0.0291306393105688,8.485905460875465e-06,-5.23955068133358,-8.004126808217833,sell
28,-0.40765178,0.00023671126136983744,20231026,030000.csv,19990.0,19850.0,43.0,78245461.0,79105031.0,29.0,-0.019111414770256904,1.039669220945083,0.027915598321963914,0.007697514528174779,0.0002962147692969763,-3.412824683617787,1.0281366538952745,-0.011413900242082125,-1.3027703387180622e-06,-5.3057551503936775,-7.964326545810234,sell
29,1.409428,-1.0,20231027,030000.csv,19850.0,20050.0,43.0,78245461.0,79099011.0,0,-0.00761013544132231,1.0281366538952745,-0.011413900242082125,-0.00761013544132231,-0.0002895288855966349,-2.6890606060606057,1.020448275862069,-0.00761013544132231,-5.791414466882472e-07,-5.599862486072543,-8.337828612860964,wrong
30,-0.35857552,-5.743510535678453e-05,20231030,030000.csv,20050.0,19860.0,28.0,78542723.0,79104123.0,15.0,0.010872449467162112,1.0198250319284803,-0.008227036786067374,-0.0037926712518343746,-7.191918981352963e-05,-3.7274639498432602,1.026977011494253,0.0070797782153277375,5.012324701958448e-07,-5.5164837914743305,-8.164982638116905,sell
