timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.13168862,-1.0,20191220,056080.csv,2970.0,2920.0,0.0,50200000,50200000.0,0,0.0,0.0,0.0,0.0,0,0.5025125628140703,0.0,0.0,0,0.0,0.0,wrong
2,-0.859176,-1.0,20191223,056080.csv,2920.0,2865.0,0.0,50200000,50200000.0,0,0.0,0.0,0.0,0.0,0,2.1775544388609713,0.0,0.0,0,0.0,0.0,wrong
3,-0.18933153,-1.0,20191224,056080.csv,2865.0,2985.0,0.0,50200000,50200000.0,0,0.0,0.0,0.0,0.0,0,4.0201005025125625,0.0,0.0,0,0.0,0.0,wrong
4,-0.08458281,-1.0,20191226,056080.csv,2985.0,2960.0,0.0,50200000,50200000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,wrong
5,-0.30990916,-1.0,20191227,056080.csv,2960.0,3000.0,0.0,50200000,50200000.0,0,0.0,0.0,0.0,0.0,0,0.8375209380234505,0.0,0.0,0,0.0,0.0,wrong
6,0.9698557,0.8032565667502544,20191230,056080.csv,3000.0,3075.0,16445.0,1515888.0,50850888.0,16445.0,0.0,-0.013768924302788844,-0.013768924302788844,1.3105390128616912,0.9998135900954567,0.7940770786201925,1.2965896414342628,1.3105390128616912,0.017028473369444685,-352.16411841480004,0.0,buy
7,0.03221509,0.011470326394192187,20200102,056080.csv,3075.0,3020.0,16461.0,1467882.0,52085458.0,16.0,2.4254738678309806,1.2965776892430279,1.3105270590245415,0.002360127260786271,2.785061559995583e-05,0.7408150613625906,3.7558904382470124,2.427833995091767,0.057240229508561113,-0.890189379519818,0.0,buy
8,-0.5167964,0.7843375306381533,20200103,056080.csv,3020.0,2960.0,7955.0,27580886.0,51604986.0,8506.0,-1.738210725500594,3.6703386454183264,2.3433772495824163,0.8975056941713979,0.9821826460452113,1.6262475791974484,2.798776892430279,-0.8407050313291962,-0.007042930990079466,2.5455548555777487,0.0,sell
9,-0.2408356,0.17446797067873424,20200106,056080.csv,2960.0,3015.0,6040.0,33354691.0,51233091.0,1915.0,-0.924910627821893,2.779862549800797,-0.8589497316712817,0.22252366924057054,0.21931529454820864,2.8954711372266377,2.0579501992031872,-0.7023869585813225,-0.004921324799163518,1.4461899782334942,2.8984627647058376,sell
10,-0.62362415,-0.446440506100172,20200107,056080.csv,3015.0,2935.0,2274.0,44483748.0,51339858.0,3766.0,0.6484090526570025,2.0214900398406375,-0.7378609886666259,-0.4042022427020341,-0.5581996805920257,1.2656083405073173,2.270633466135458,0.2442068099549685,0.0005961918672431343,0.5595297625963949,1.2875903372527586,sell
11,0.19069467,-0.7666903206222945,20200108,056080.csv,2935.0,3050.0,5087.0,36001349.0,50931694.0,2813.0,-0.35434457181396956,2.2682350597609564,0.24185592645624152,-0.792697058243872,-0.9567969044799477,3.132599644971204,1.4575577689243029,-0.792697058243872,-0.006263985191681365,0.7968067390333713,1.7558622689811838,buy
12,0.5405404,0.8135081520036432,20200109,056080.csv,3050.0,3040.0,11716.0,16542472.0,52276272.0,6629.0,1.1486069950863995,1.4520557768924303,-0.7980770200948393,1.4969226618088207,0.9999863788561436,1.9584455611390288,4.136,2.6455296568952202,0.06759524459364175,-0.21366504311329096,-0.5197012235736673,buy
13,-0.971877,0.16891966414398482,20200110,056080.csv,3040.0,3120.0,330.0,51212752.0,52215952.0,11386.0,-0.22411697605368647,4.0224143426294825,2.5335697202525274,0.2177974676853935,0.2111496800204261,2.173294573798608,4.015840637450199,-0.006319508368292982,-3.99361780423213e-07,2.2986812632100326,6.820776028690325,sell
14,0.6560502,0.8059878660498706,20200113,056080.csv,3120.0,3080.0,11379.0,17619023.0,53121503.0,11049.0,0.05055926204313962,4.006340637450199,-0.015452155461744263,1.6929752600534003,0.9999994026879455,1.2971140263068328,5.8197270916334665,1.74353452209654,0.02994171949757074,2.336726055589249,5.96204104497288,buy
15,-0.29581195,0.21876296166795034,20200114,056080.csv,3080.0,3080.0,8013.0,28103700.0,52783740.0,3366.0,-0.8568281661759457,5.785378486055777,1.7105090302205948,0.25326076875811143,0.27436277923269137,1.9643128657897715,5.146892430278884,-0.6035673974178343,-0.003636308591013826,3.995662498811338,10.513353819900539,sell
16,0.24418135,0.0,20200115,056080.csv,3080.0,3060.0,10240.0,21243566.0,52782766.0,2227.0,0.0,5.14495219123506,-0.6054015252260365,0,0,1.9623726267459474,5.14495219123506,0.0,0,3.3930065400285927,9.657141244083457,buy
17,-0.3014668,0.05268091701218207,20200116,056080.csv,3060.0,3060.0,7153.0,30735915.0,52624095.0,3087.0,-0.38800543344014976,5.113854581673307,-0.02957594151090907,0.11688981236867074,0.06603483794685672,2.31631168792168,4.828874501992032,-0.271115621071479,-0.0007347667265165114,3.4708170212378575,9.279857609982274,sell
18,0.3382017,0.0,20200117,056080.csv,3060.0,3030.0,10549.0,20342680.0,52622620.0,3396.0,0.0,4.825936254980079,-0.27391092053380556,0,0,2.3133734409097273,4.825936254980079,0.0,0,3.2323581268954604,8.958639673500128,buy
19,0.2332368,-0.7268279426037103,20200120,056080.csv,3030.0,3015.0,12099.0,15599007.0,52258975.0,1550.0,-0.6013953695197997,4.82459561752988,-0.0012789176973704464,-0.6897692325979501,-0.9073482993883668,2.5940101203227295,4.10154780876494,-0.6897692325979501,-0.004746515465083978,3.2668121708362072,8.715000220069145,buy
20,-0.31236374,0.04552049722330094,20200121,056080.csv,3015.0,2980.0,8320.0,27030577.0,52115377.0,3779.0,-0.34728004721562,4.064097609561753,-0.7254957708045277,0.10838346001607815,0.05704325977074487,2.8104669062443692,3.81549203187251,-0.23889658719954185,-0.000570552966474791,2.4390544904157774,6.537062797781187,sell
21,0.083607,-0.6755553529366467,20200122,056080.csv,2980.0,2935.0,9069.0,24772022.0,51797642.0,749.0,-0.5587602292505722,3.814856573705179,-0.2395072283158612,-0.609067728563211,-0.8435185004747245,3.3500579724652475,3.1825537848605574,-0.609067728563211,-0.003702762784335123,2.294343316182319,6.267903313568081,buy
22,0.058905825,-0.7759158774263271,20200123,056080.csv,2935.0,2825.0,9558.0,23314596.0,51367326.0,489.0,-0.7878833557712918,3.1821434262948207,-0.6094630077932562,-0.8303692870048625,-0.9681769931203456,4.000392473656463,2.3253505976095616,-0.8303692870048625,-0.006871414650252761,1.5856893810129675,4.417630503467346,buy
