timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.07439597,-1.0,20200820,020560_1.csv,3950.0,4095.0,0.0,14200000,14200000.0,0,0.0,0.0,0.0,0.0,0,3.067484662576687,0.0,0.0,0,0.0,0.0,wrong
2,0.10570732,0.42198814293773945,20200821,020560_1.csv,4095.0,4115.0,379.0,12702738.0,14254743.0,379.0,0.0,-0.0014929577464788731,-0.0014929577464788731,0.38701282019140004,0.5271110116463135,-0.10528346150522777,0.3855140845070422,0.38701282019140004,0.0014966681034432883,-1961.5208818301733,0.0,buy
3,-1.2080433,-1.0,20200824,020560_1.csv,4115.0,4115.0,379.0,12702738.0,14262323.0,0,0.05317528348283796,0.3855140845070422,0.38701282019140004,0.05317528348283796,0.014038580920237909,-0.5427007258273568,0.4388943661971831,0.05317528348283796,2.8275707969482866e-05,-6.105469231450699,0.0,wrong
4,-0.270865,0.0,20200825,020560_1.csv,4115.0,4405.0,277.0,13121780.0,14261635.0,102.0,0.0,0.4340492957746479,0.048348819757746596,0,0,-0.5475457962498921,0.4340492957746479,0.0,0,-6.238609536740129,0.0,sell
5,-0.3295701,-0.1255730481242267,20200826,020560_1.csv,4405.0,4255.0,186.0,13495631.0,14314961.0,91.0,0.563259401884847,0.42972535211267604,-0.004305256725473622,-0.18502561343449692,-0.15732370644414928,-7.288575002160202,0.8095845070422535,0.3782337884503501,0.001429585155463653,-6.730277016000131,-680.7772964661817,sell
6,-0.3699245,0.020020059650124412,20200827,020560_1.csv,4255.0,4315.0,118.0,13794680.0,14296770.0,68.0,-0.19490098506031556,0.8061267605633802,0.3747908372058354,0.0712498823649311,0.025063295628652393,-3.735699040870993,0.6814788732394366,-0.12365110269538446,-0.0001528842639875183,-3.535484652398197,-425.1846933076287,sell
7,0.0766449,0.042226038860897826,20200828,020560_1.csv,4315.0,4315.0,366.0,12739291.0,14318581.0,248.0,0.04952167517558162,0.6804295774647887,-0.12469200745818743,0.10408105374896634,0.052723571038083894,-5.054493087358507,0.8350774647887323,0.15360272892454796,0.00023591015215351785,-4.185859860247964,-12.896261470372155,buy
8,-0.2926764,0.0,20200831,020560_1.csv,4315.0,4300.0,259.0,13200239.0,14317824.0,107.0,0.0,0.8297464788732395,0.14830777146571905,0,0,-5.059824073273999,0.8297464788732395,0.0,0,-3.9065610678340805,-11.42797057750535,sell
9,-0.5912355,0.0010266976756557744,20200901,020560_1.csv,4300.0,4465.0,106.0,13859351.0,14315151.0,153.0,-0.027134011425199805,0.8221197183098592,-0.007563998551735236,0.016028131951652022,0.001283680445776758,-4.710549857426769,0.8109225352112676,-0.011105879473547785,-1.2334048281603671e-06,-4.2794679198262235,-13.31597518358663,sell
10,-0.34222877,-0.006844123446813311,20200902,020560_1.csv,4465.0,4400.0,70.0,14013898.0,14326448.0,36.0,0.12217824317745582,0.8091408450704225,-0.012873041427514822,-0.04149307168688704,-0.00857142902100727,-8.680073273999827,0.8904788732394366,0.08068517149056878,6.509884996253046e-05,-4.923123689382077,-16.303461841751247,sell
