timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.012979731,-1.0,20241210,095720.csv,1590.0,1644.0,0.0,93300000,93300000.0,0,0.0,0.0,0.0,0.0,0,-2.3166023166023164,0.0,0.0,0,0.0,0.0,wrong
2,-0.6573547,-1.0,20241211,095720.csv,1644.0,1646.0,0.0,93300000,93300000.0,0,0.0,0.0,0.0,0.0,0,-5.7915057915057915,0.0,0.0,0,0.0,0.0,wrong
3,-0.17938446,-1.0,20241212,095720.csv,1646.0,1645.0,0.0,93300000,93300000.0,0,0.0,0.0,0.0,0.0,0,-5.9202059202059205,0.0,0.0,0,0.0,0.0,wrong
4,0.22683007,-0.0007594163065864246,20241213,095720.csv,1645.0,1670.0,12855.0,72137666.0,93284142.0,12855.0,0.0,-0.0032197213290460877,-0.0032197213290460877,-0.013778578680068114,-0.0009487957606074682,-5.872853712233133,-0.0169978563772776,-0.013778578680068114,-1.8984905022501053e-06,-2098.954727030626,0.0,buy
5,-0.5561248,-0.13402214624049452,20241216,095720.csv,1670.0,1670.0,5707.0,83876820.0,93407510.0,7148.0,0.34451193584984613,-0.037690246516613075,-0.034471635078154074,-0.19153359197565173,-0.1675861818894997,-7.349377025164807,0.11523043944265808,0.1529783438741944,0.00023399635552623366,-214.32549348542435,-173.66554050431995,sell
6,-0.15465273,0.0,20241217,095720.csv,1670.0,1648.0,4825.0,85347342.0,93405092.0,882.0,0.0,0.11263879957127546,0.15038572683905999,0,0,-7.351968665036189,0.11263879957127546,0.0,0,-46.52678658082413,-166.9248943516731,sell
7,-0.472854,0.011453761070366265,20241218,095720.csv,1648.0,1615.0,2544.0,89150359.0,93342871.0,2281.0,-0.11364476788909966,0.10593676312968918,-0.006694495841832692,0.05372111080809462,0.014326178288477598,-6.0029564240400255,0.04594962486602358,-0.05992365708100504,-3.5907802079071516e-05,-50.66204195732311,-191.9187876866575,sell
8,-0.11396117,0.00040468775025854776,20241219,095720.csv,1615.0,1597.0,2255.0,89625850.0,93267675.0,289.0,-0.08993938058751161,0.04511254019292605,-0.06075985591212756,0.010216503158904641,0.0005217485258551813,-3.9600002276047297,-0.03464630225080386,-0.07972287742860697,-6.355535212798635e-05,-48.873082276907496,-115.58064726552188,sell
9,-0.6486342,0.0031775309591786094,20241220,095720.csv,1597.0,1590.0,793.0,91983104.0,93249525.0,1462.0,-0.04351990118763012,-0.038800643086816716,-0.08387534498102624,0.028214927389597293,0.003972499303844801,-2.821152445509359,-0.054099678456591645,-0.015304973798032827,-2.342419486156544e-06,-48.613775158200184,-91.83948570477529,sell
10,-0.011015549,-5.502471052132308e-08,20241223,095720.csv,1590.0,1589.0,785.0,91995860.0,93244010.0,8.0,-0.005952845336209487,-0.054121114683815655,-0.015326418345879304,6.005266133148144e-05,1.803161053803848e-08,-2.376613034715928,-0.060010718113612,-0.005892792674878006,-3.472499947587693e-07,-52.224349183520495,-98.99661535396892,sell
