timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,order_qty,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,-0.6582106,-1.0,20241127,030000.csv,18250.0,18210.0,0.0,52300000,52300000.0,0,0.0,0.0,0.0,0.0,0,-0.4955947136563877,0.0,0.0,0,0.0,0.0,wrong
2,-0.009291515,-1.0,20241128,030000.csv,18210.0,18170.0,0.0,52300000,52300000.0,0,0.0,0.0,0.0,0.0,0,-0.27533039647577096,0.0,0.0,0,0.0,0.0,wrong
3,0.79678893,-0.11356822787698818,20241129,030000.csv,18170.0,18200.0,2287.0,10647816.0,52202608.0,2287.0,0.0,-0.011304015296367112,-0.011304015296367112,-0.17493755699497043,-0.14188378867983165,-0.24128787661828993,-0.18622179732313573,-0.17493755699497043,-0.0003059846656142673,-571.8955200969573,0.0,buy
4,-0.99256915,-0.06525527648571926,20241202,030000.csv,18200.0,18480.0,17.0,51825992.0,52135392.0,2270.0,0.13143022016946815,-0.3157131931166348,-0.30444359217049544,-0.130451988359142,-0.08156909799949275,-0.5350023668938099,-0.3147380497131931,0.000978231810326146,9.569374737061764e-09,-25.40216620924297,-20.92322862588736,sell
5,-0.55701727,-9.341031380289966e-05,20241203,030000.csv,18480.0,18320.0,8.0,51989524.0,52137364.0,9.0,0.00913007424975341,-0.31525047801147227,0.0004641805845077006,-0.004833546634320867,-0.00011680904262323377,-2.0730820326648196,-0.3109674952198853,0.004296527615432544,1.8460147843679664e-07,-26.72122710479775,-20.55164648958273,sell
6,0.5542951,-0.548402995385793,20241204,030000.csv,18320.0,18060.0,1566.0,23193596.0,51882716.0,1558.0,-0.002455053155353232,-0.31878393881453154,-0.0035446352827318488,-0.4806143392945419,-0.6849269353167426,-1.6789234255102299,-0.7978661567877628,-0.4806143392945419,-0.002307235661993867,-28.665066780379583,-21.647550614794515,buy
7,-0.8115071,0.6943138416408441,20241205,030000.csv,18060.0,18040.0,296.0,46421792.0,51767552.0,1270.0,-0.7847700185934753,-0.8709139579349904,-0.5538957498086251,0.6363261485846303,0.8679473849382726,-0.4674042166086876,-1.0180650095602295,-0.1484438700088449,-0.0002203315488703561,-18.63894001318982,-15.905873921210775,sell
8,-0.37295178,7.212011620585378e-05,20241206,030000.csv,18040.0,17700.0,186.0,48405131.0,51760571.0,110.0,-0.01143573487886775,-1.0243001912045888,-0.15473383180846606,0.004249313644971202,9.027925684934601e-05,-0.3706200503701955,-1.0314130019120458,-0.007186421233896549,-5.164463681150977e-07,-20.39484380095662,-18.260811350122527,sell
9,-0.4509583,0.011791381817300085,20241209,030000.csv,17700.0,17830.0,103.0,49899994.0,51723094.0,83.0,-0.12217794119775069,-1.036110898661568,-0.011932936548865318,0.054517052317603315,0.01475067199936364,1.4299689018791957,-1.1030707456978968,-0.06766088888014737,-4.577891095414177e-05,-21.275606209625323,-18.76440521514103,sell
10,-0.3380122,-0.00029142520487792647,20241210,030000.csv,17830.0,18280.0,69.0,50500807.0,51731077.0,34.0,0.025887855819298047,-1.1049579349904397,-0.06956783626234912,-0.00854517486471126,-0.0003650334264233557,0.7293737333748871,-1.0878068833652008,0.017342680954586787,3.007681303790477e-06,-22.287067461824584,-19.904247380022646,sell
11,-0.38697854,-0.0020405966956829947,20241211,030000.csv,18280.0,18190.0,43.0,50963627.0,51749667.0,26.0,0.06002194773559422,-1.0892600382409179,0.015873289926104518,-0.022616416275193535,-0.0025542437795923467,-1.7130549018286572,-1.052261950286807,0.03740553146040068,1.399163995441377e-05,-22.544616921386886,-19.653215836909602,sell
12,-0.6840862,0.00010172802291719131,20241212,030000.csv,18190.0,18630.0,14.0,51492877.0,51747537.0,29.0,-0.007478308990857854,-1.053925430210325,0.03572373237148344,0.0050434697809724535,0.00012717484975099946,-1.2215328459160555,-1.0563346080305929,-0.0024348392098854006,-5.928441804137208e-08,-23.025119110878006,-19.71461018648599,sell
13,-0.12834802,-2.6475034548889552e-06,20241213,030000.csv,18630.0,18350.0,13.0,51511038.0,51753228.0,1.0,0.01190394820143807,-1.0563900573613767,-0.002490879159954192,-0.0008502758197651214,-3.614838314791591e-06,-3.6335588817479634,-1.0454531548757169,0.011053672381672949,1.2218359847215865e-06,-23.762549275178312,-20.29689397356599,sell
14,-0.6058987,5.734810039708105e-05,20241216,030000.csv,18350.0,19010.0,6.0,51641235.0,51751335.0,7.0,-0.007033377705444769,-1.0458604206500957,0.010642058357670094,0.0037871900195679173,7.17114698312038e-05,-2.0953281643517156,-1.0490726577437859,-0.0032461876858768516,-1.0537733940996219e-07,-24.131669297952648,-20.1103200649536,sell
15,-1.2481043,-1.0,20241217,030000.csv,19010.0,18990.0,6.0,51641235.0,51755295.0,0,0.007651976514229053,-1.0490726577437859,-0.0032461876858768516,0.007651976514229053,0.0002927208717546925,-5.7221176961110505,-1.0415009560229445,0.007651976514229053,5.855272743326978e-07,-25.09965270991333,-20.988350719169738,wrong
16,-0.58311963,5.373213993742354e-08,20241218,030000.csv,18990.0,18790.0,3.0,51698172.0,51755142.0,3.0,-0.0002318603342904335,-1.041678776290631,0.007472271005182765,0.00011592995882788579,6.719877454486323e-08,-5.612278080541775,-1.041793499043977,-0.0001159303754625477,-1.3439849233520818e-10,-26.112879230038057,-21.331317802271457,sell
17,-1.2854362,-1.0,20241219,030000.csv,18790.0,18770.0,3.0,51698172.0,51754542.0,0,-0.0011593050986122308,-1.041793499043977,-0.0001159303754625477,-0.0011593050986122308,-6.719918979603001e-06,-4.512103722172151,-1.0429407265774377,-0.0011593050986122308,-1.3439883095323069e-08,-26.378288844028607,-21.6720385745017,wrong
18,1.2815048,-1.0,20241220,030000.csv,18770.0,18750.0,3.0,51698172.0,51754482.0,0,-0.00011593185386511585,-1.0429407265774377,-0.0011593050986122308,-0.00011593185386511585,-6.720097145418436e-08,-4.402086286335189,-1.043055449330784,-0.00011593185386511585,-1.3440193402658451e-10,-27.540211246032502,-22.78275730217279,wrong
19,-0.40929025,5.961473004134632e-09,20241223,030000.csv,18750.0,18690.0,2.0,51716912.0,51754412.0,1.0,-0.00011593198826721905,-1.043112810707457,-0.00017389778079767375,3.864395128829402e-05,7.466774865072523e-09,-4.292087970957118,-1.043189292543021,-7.728803697892503e-05,-5.973443961693192e-11,-28.579594555666155,-23.808164156383796,sell
20,0.19913343,-0.01616559611311663,20241224,030000.csv,18690.0,18580.0,551.0,41421701.0,51719891.0,549.0,-0.00023186429014013338,-1.045982791586998,-0.0029002335876341613,-0.06388041524434036,-0.02019679358091564,-4.02769723132386,-1.1091950286806884,-0.06388041524434036,-4.080624192059901e-05,-29.000281171841696,-24.335429949712587,buy
21,-0.45428923,0.011216900484502013,20241226,030000.csv,18580.0,17200.0,301.0,46086530.0,51679110.0,250.0,-0.11718895540595783,-1.1238623326959847,-0.07870275841854893,0.053161535968153775,0.014031374171655231,-3.499945502480606,-1.18717017208413,-0.06402741943780406,-4.099426411086071e-05,-30.48939381065454,-25.965421152019996,sell
22,-0.07340166,0.012574946213272464,20241227,030000.csv,17200.0,16950.0,279.0,46494619.0,51293419.0,22.0,-0.8037677119439557,-1.1884531548757171,-0.06532498508089578,0.05873746828663473,0.017102513757700777,3.3617145492372877,-1.9246290630975142,-0.745030243657321,-0.005535323964440786,-31.88832945357997,-27.483077108635158,sell
23,0.55987996,-0.7838084748065335,20241230,030000.csv,16950.0,17120.0,1791.0,20484527.0,50841977.0,1512.0,-0.13598235672299402,-1.9316883365200765,-0.7521744222963082,-0.8729818351343535,-0.9778625917929431,3.8751887113484558,-2.7878068833652008,-0.8729818351343535,-0.007592006860894784,-25.564759591823094,-22.193003354115998,buy
