timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,sharp_data,sortino_data,reward_log
1,0.6286081,-0.73,067990.csv,20210429,7940.0,7760.0,6999377.0,2608557.0,553.0,553.0,True,-2.2670025188916876,0.0,-0.0089,-0.0089,-0.1,-0.09516258196404048,0.8361025188916875,-1.4309,-1.4221265692646645,-0.9999594193779637,-473.4606741573034,0.0,buy
2,-0.954042,-0.03,067990.csv,20210430,7760.0,7800.0,6893123.0,6691363.0,527.0,26.0,True,-1.7632241813602016,0.3205872834387247,-1.5268142857142857,-1.5180493921101834,-0.1,-0.09516258196404048,0.25126703850305887,-1.5119571428571428,0.01508750097742344,0.0011375159663861156,-5.122181877597724,-4.843542070548636,sell
3,1.8452042,1.0,067990.csv,20210503,7800.0,8150.0,6893214.0,5814.0,857.0,883.0,True,2.644836272040302,0.13199571869710652,-1.5255142857142858,0.0013201563355245511,4.483394828595196,1.0,0.24464944224541219,2.889485714285714,4.483394828595196,1.0,-5.5611444196410496,-4.836518246363027,buy
4,-1.0713997,0.14,067990.csv,20210504,8150.0,8130.0,7190449.0,7190449.0,883.0,0.0,True,2.392947103274559,-0.24520067578750238,2.7207,4.311994375918113,0.24520067578750238,0.45186502305348986,0.32775289672544083,2.7207,0.0,0,0.3003078329526116,0.782825084233772,sell
5,1.2039402,0.89,067990.csv,20210506,8130.0,8180.0,7189429.0,2509.0,884.0,884.0,True,3.022670025188917,0.0,2.7061285714285717,-0.01418548410537367,0.6147915223865483,0.9771701447769736,0.31488711766822597,3.337557142857143,0.6147915223865483,0.8489044831140701,0.3341075205646903,0.8506728550782735,buy
6,-1.4886839,0.3,067990.csv,20210507,8180.0,8090.0,7221757.0,7221757.0,884.0,0.0,True,1.8891687657430731,-1.099862876572741,3.1679571428571434,0.44966018859077683,1.099862876572741,0.9999944236910148,1.2787883771140702,3.1679571428571434,0.0,0,0.6242050787557754,1.47140313865096,sell
7,0.5475596,-0.09,067990.csv,20210510,8090.0,8070.0,7221197.0,3273277.0,488.0,488.0,True,1.63727959697733,0.0,3.159957142857143,-0.007754345653003833,-0.1,-0.09516258196404048,1.3832489744512417,3.0205285714285717,-0.13515764768638774,-0.08729079006328933,0.6519927943675787,1.5714141039217706,buy
8,-1.3581028,0.3,067990.csv,20210511,8070.0,7800.0,7204971.0,7204971.0,488.0,0.0,True,-1.7632241813602016,-1.827097706046659,2.9281571428571427,-0.2246995892786196,1.827097706046659,0.9999999999999968,4.691381324217344,2.9281571428571427,0.0,0,0.5273057894238783,1.3430906660946693,sell
9,2.2347887,0.6,067990.csv,20210512,7800.0,7830.0,7203949.0,4549.0,923.0,923.0,True,-1.385390428211587,0.0,2.913557142857143,-0.014184651124896964,0.38437251568549413,0.7717747748817072,4.694518999640159,3.3091285714285714,0.38437251568549413,0.5222707617087972,0.5539252139088781,1.430662858798535,buy
10,-0.90134907,0.25,067990.csv,20210513,7830.0,7730.0,7220956.0,6500596.0,831.0,92.0,True,-2.644836272040302,-1.2763358347948508,3.1565142857142856,0.2360788506415023,1.1489288820312555,0.999998150094053,5.669921986326017,3.0250857142857144,-0.1274069527635953,-0.07795629859563968,0.7370565869346777,1.8152123041869268,sell
11,0.75620717,0.23,067990.csv,20210514,7730.0,7750.0,7211059.0,1591349.0,635.0,727.0,True,-2.392947103274559,0.025513897031458083,3.0151285714285714,-0.13705941429361984,0.20163473908617305,0.33406664436542033,5.615789960417416,3.2228428571428576,0.20163473908617305,0.18395260209067532,0.6567770499756929,1.669536372818331,buy
12,-1.1949313,0.24,067990.csv,20210517,7750.0,7710.0,7216348.0,7216348.0,727.0,0.0,True,-2.8967254408060454,-0.402457983068255,3.0906857142857143,0.0733456764117448,0.402457983068255,0.8020467290320679,5.98741115509176,3.0906857142857143,0.0,0,0.7759687482481642,1.89656927779716,sell
13,0.83206326,-0.17,067990.csv,20210518,7710.0,7690.0,7215498.0,1224828.0,777.0,777.0,True,-3.1486146095717884,0.0,3.0785428571428572,-0.011778811110550656,-0.1,-0.09516258196404048,6.005157466714646,2.8565428571428573,-0.21536974994657335,-0.20699095071844387,0.7932323345808207,1.968083009560003,buy
14,-0.89925814,0.26,067990.csv,20210520,7690.0,7640.0,7191145.0,6583635.0,698.0,79.0,True,-3.7783375314861463,-0.5395864809211387,2.730642857142857,-0.3375096216505084,0.4846578151801475,0.9045289270238008,6.4525518172004315,2.6742142857142857,-0.05492866574099117,-0.014972571101630194,0.50554605227504,1.2917198223786828,sell
15,0.9926927,-0.55,067990.csv,20210521,7640.0,7600.0,7186269.0,58149.0,854.0,933.0,True,-4.282115869017632,-0.04396708312491869,2.6609857142857143,-0.06780561370963874,-0.1,-0.09516258196404048,6.40995872616049,2.1278428571428574,-0.5193237269576187,-0.7403668658524578,0.4708995679362999,1.2200264474011153,buy
16,-1.5785689,-0.03,067990.csv,20210524,7600.0,7790.0,7137307.0,7137307.0,933.0,0.0,True,-1.8891687657430731,2.4796651927437163,1.9615285714285713,-0.6813271253831439,-0.1,-0.09516258196404048,3.8506973371716446,1.9615285714285713,0.0,0,-0.1406964272170176,-0.36044750697618577,sell
17,1.4050143,1.0,067990.csv,20210525,7790.0,8030.0,7136294.0,654.0,916.0,916.0,True,1.1335012594458438,0.0,1.9470571428571428,-0.014193028266823888,3.0805905698391913,1.0,3.954127311982728,5.087628571428572,3.0805905698391913,1.0,-0.16615229758883554,-0.4260411945282079,buy
