,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
0,169900,178700,167900,718195,-15300,183960.0,213395.0,205611.66666666663,33.542857142857144,258985.9848544644,213395.0,167804.01514553564,2676.19,2725.05,2666.4,-3.65,531785,13102123,779.33,799.97,778.39,-4.2,845791,6546469,17194.15,17791.59,17051.42,5446.68,5566.16,5410.42
1,157400,168000,145000,797379,-12500,176280.0,211385.0,205381.66666666663,28.839779005524864,262761.7369536058,211385.0,160008.26304639422,2441.55,2611.3,2386.96,-8.77,763778,18781701,691.28,765.57,672.57,-11.3,1173847,9066224,16776.16,16920.63,16582.79,5346.56,5383.89,5302.03
2,168100,173200,160900,850054,10700,172920.0,209140.0,205216.66666666663,35.901826484018265,263853.85199380503,209140.0,154426.148006195,2522.15,2578.77,2491.47,3.3,567266,15535849,732.87,738.77,707.72,6.02,1075213,8382026,16200.08,16453.46,15708.54,5186.33,5250.89,5119.26
3,170700,175800,165000,665856,2600,170260.0,206450.0,205175.0,37.795729948066935,263133.3485249416,206450.0,149766.6514750584,2568.41,2594.83,2510.82,1.83,476991,13081660,748.54,754.41,731.44,2.14,947156,7334434,16366.86,16620.31,16137.65,5240.03,5312.34,5193.56
4,164600,167300,162000,416914,-6100,166140.0,203455.0,205076.66666666663,32.76269185360094,262295.8523051799,203455.0,144614.14769482007,2556.73,2570.34,2518.52,-0.45,495299,11463675,745.28,751.51,732.74,-0.44,1012601,7169986,16195.81,16709.81,16179.53,5199.5,5330.64,5195.54
5,172100,175900,170000,543505,7500,166580.0,201085.0,204660.0,36.43724696356275,260959.177238606,201085.0,141210.82276139405,2588.43,2603.08,2575.9,1.24,475012,9721687,764.43,768.21,759.91,2.57,843852,7392825,16660.02,16694.25,16262.93,5319.31,5328.03,5233.85
6,174600,177300,170600,444213,2500,170020.0,198440.0,204370.0,18.833087149187595,258086.23709841215,198440.0,138793.76290158782,2618.3,2622.86,2602.01,1.15,293084,7601222,772.72,775.31,767.21,1.08,885108,6850312,16745.3,16789.22,16574.58,5344.16,5358.67,5300.84
7,168300,176500,165200,625689,-6300,170060.0,195155.0,203650.0,17.412935323383085,253834.5526567816,195155.0,136475.44734321843,2621.5,2636.12,2607.52,0.12,378532,8965946,764.86,773.9,757.19,-1.02,1170514,7661966,16780.61,16895.79,16699.39,5344.39,5371.2,5324.37
8,175900,183800,172500,1043869,7600,171100.0,193075.0,203215.0,30.92485549132948,251386.88129360945,193075.0,134763.11870639055,2644.5,2653.71,2632.44,0.88,328748,8867077,776.83,778.66,774.17,1.56,1111020,7691492,17187.61,17192.79,16943.95,5434.43,5436.5,5376.98
9,179300,183400,178100,598696,3400,174040.0,191390.0,202820.0,38.50325379609544,249247.30377402663,191390.0,133532.69622597334,2697.23,2699.61,2680.74,1.99,385852,11192930,786.33,788.86,783.88,1.22,1080402,8000416,17594.5,17602.72,17375.41,5543.22,5546.23,5501.13
10,171900,180000,171300,423006,-7400,174000.0,188835.0,202143.3333333333,37.40779768177028,245381.3447094505,188835.0,132288.6552905495,2674.36,2699.84,2664.28,-0.85,395637,9262568,777.47,788.79,776.71,-1.13,1135628,7653033,17631.72,17674.65,17502.83,5554.25,5561.98,5525.17
11,169800,177000,169400,497142,-2100,173040.0,186375.0,201123.3333333333,41.23112659698025,241726.2736980821,186375.0,131023.72630191786,2696.63,2706.05,2686.06,0.83,484188,8954163,787.44,787.95,783.35,1.28,997056,7990594,17876.77,17877.44,17585.58,5608.25,5608.3,5550.74
12,170400,174000,166500,334768,600,173460.0,181945.0,200196.66666666663,42.07459207459208,226458.210398712,181945.0,137431.78960128804,2701.13,2704.98,2684.61,0.17,417330,9378558,779.87,784.92,775.3,-0.96,1073926,8370582,17816.94,17932.53,17758.2,5597.12,5620.51,5585.5
13,171000,179100,171000,550360,600,172480.0,177495.0,199196.66666666663,41.66666666666666,204096.8401619136,177495.0,150893.1598380864,2707.67,2711.38,2690.35,0.24,441756,8946317,773.47,783.89,768.48,-0.82,950992,9216819,17918.99,17963.07,17790.98,5620.85,5632.68,5591.57
14,170300,173100,167700,235793,-700,170680.0,175235.0,198176.66666666663,50.283286118980165,195451.4561681814,175235.0,155018.5438318186,2701.69,2712.84,2689.54,-0.22,330592,8285768,773.26,774.2,764.83,-0.03,904335,7946182,17619.35,18017.69,17589.15,5570.64,5643.22,5560.95
15,168100,178000,167900,454031,-2200,169920.0,173615.0,197278.3333333333,58.872305140961856,190369.853028302,173615.0,156860.14697169804,2698.01,2718.47,2688.79,-0.14,333688,9087411,766.79,777.91,764.46,-0.84,828774,6632080,17877.79,17941.27,17700.27,5634.61,5641.82,5585.16
16,166100,167500,158200,538341,-2000,169180.0,172130.0,196488.3333333333,48.06201550387597,185722.80692130956,172130.0,158537.19307869047,2689.25,2700.18,2681.92,-0.32,264057,8050720,764.95,767.37,757.08,-0.24,833341,6795552,17725.77,17909.09,17645.69,5616.84,5651.62,5602.34
17,163600,165800,159900,446835,-2500,167820.0,171065.0,195665.0,43.10679611650485,183799.40615026865,171065.0,158330.59384973135,2689.83,2695.51,2671.59,0.02,280774,10567478,762.5,767.28,761.06,-0.32,868584,7021101,17754.82,17789.72,17573.37,5625.8,5631.18,5593.48
18,165300,170600,157200,546604,1700,166680.0,170130.0,194970.0,50.74309978768577,181612.70003091608,170130.0,158647.29996908392,2662.28,2672.9,2649.56,-1.02,288836,11464720,756.04,758.99,754.0,-0.85,837870,7335104,17556.03,17759.94,17439.4,5592.18,5627.03,5560.95
19,166900,173200,165200,2109741,1600,166000.0,169215.0,194581.66666666663,43.68932038834952,178443.7106358364,169215.0,159986.2893641636,2674.31,2686.51,2668.66,0.45,278845,10340761,767.66,768.31,757.87,1.54,823296,7401837,17516.43,17789.21,17482.6,5591.96,5646.95,5583.71
20,151700,166100,151700,965825,-15200,162720.0,168305.0,194003.3333333333,28.7569573283859,180268.1893740758,168305.0,156341.8106259242,2681.0,2686.98,2658.31,0.25,266993,8669963,769.21,770.01,764.15,0.2,742708,7178329,17713.62,17720.38,17498.79,5648.4,5651.37,5581.79
21,152000,157400,150300,611004,300,159900.0,168035.0,193291.66666666663,32.98538622129437,181157.99889506967,168035.0,154912.00110493033,2664.63,2695.59,2664.63,-0.61,303460,8978417,760.37,773.15,760.07,-1.15,849514,6831746,17713.62,17720.38,17498.79,5648.4,5651.37,5581.79
22,142800,147100,141800,515109,-9200,155740.0,166770.0,192425.0,16.565656565656564,183892.27788584217,166770.0,149647.72211415783,2580.8,2608.13,2578.07,-3.15,455469,11370290,731.75,741.52,729.32,-3.76,1011498,6941247,17136.3,17585.45,17057.79,5528.93,5623.89,5504.33
23,135900,144900,132900,714898,-6900,149860.0,165030.0,191566.66666666663,9.056603773584904,186676.34842184704,165030.0,143383.65157815296,2575.5,2615.8,2560.65,-0.21,379003,10189751,725.28,740.23,718.25,-0.88,950492,7047558,17084.3,17232.65,16984.67,5520.07,5552.99,5503.66
24,133000,136400,129300,427153,-2900,143080.0,163450.0,190646.66666666663,9.896907216494844,189212.8802737582,163450.0,137687.1197262418,2544.28,2576.94,2529.31,-1.21,374782,8685310,706.59,726.48,705.67,-2.58,861739,6232229,17127.66,17295.58,17035.07,5503.41,5546.3,5480.54
25,136800,137300,126200,424894,3800,140100.0,161685.0,189610.0,17.13147410358566,189583.8368933187,161685.0,133786.1631066813,2535.93,2543.22,2491.3,-0.33,270231,7454381,714.46,716.11,693.86,1.11,784076,5374290,16690.83,17166.54,16668.57,5408.42,5522.47,5402.62
26,136800,141700,135600,396982,0,137060.0,159795.0,188448.3333333333,16.12903225806452,189027.68547362692,159795.0,130562.31452637304,2523.43,2544.83,2522.48,-0.49,347650,8421867,706.2,719.4,706.12,-1.16,910266,5812453,16884.6,16923.28,16732.84,5471.05,5484.2,5434.49
27,140500,144300,137600,594363,3700,136600.0,158405.0,187431.66666666663,21.062618595825423,188518.35085971004,158405.0,128291.64914028996,2513.37,2526.13,2493.37,-0.4,302561,9623016,709.42,718.65,706.93,0.46,1046881,6411247,17025.88,17036.07,16801.13,5495.52,5497.91,5441.72
28,145200,150300,143600,763612,4700,138460.0,156870.0,186610.0,27.86596119929453,186383.529101075,156870.0,127356.470898925,2572.09,2572.09,2537.87,2.34,340479,11282357,731.03,733.81,719.29,3.05,870759,6224173,17395.53,17420.23,16787.84,5554.13,5560.41,5406.96
29,145000,146800,141700,307494,-200,140860.0,155155.0,185855.0,28.88482632541134,183205.70230849844,155155.0,127104.29769150156,2575.41,2584.11,2562.91,0.13,358263,8422029,733.2,734.35,726.37,0.3,1015094,5241893,17569.68,17605.72,17338.32,5595.76,5600.71,5535.5
