,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
10,47050,47750,47000,43613,-500,47910.0,48980.0,48075.0,29.94350282485876,51611.995440725535,48980.0,46348.00455927447,2082.3,2105.68,2080.66,-0.91,851393,4233306,659.83,672.36,659.26,-1.32,971456,4976198,8251.4,8251.83,8193.89,3005.47,3005.9,2988.56
11,46100,47000,45900,49208,-950,47500.0,48760.0,48018.333333333336,27.894736842105267,51576.13209917433,48760.0,45943.86790082567,2074.48,2088.81,2061.08,-0.38,598634,5207429,652.4,661.62,647.38,-1.13,871058,4177257,8321.5,8321.81,8226.5,3019.56,3019.59,2996.82
12,45650,46650,45550,44449,-450,46930.0,48517.5,47977.5,32.121212121212125,51521.54310887843,48517.5,45513.45689112157,2066.26,2068.16,2054.64,-0.4,589074,5138752,644.59,652.38,640.43,-1.2,886277,3969502,8238.54,8295.95,8233.4,3003.67,3016.31,2997.24
13,45200,45850,44700,50355,-450,46310.0,48202.5,47916.66666666666,32.3170731707317,51210.73453208024,48202.5,45194.265467919766,2029.48,2063.13,2025.01,-1.78,608671,4681216,618.78,643.34,618.78,-4.0,795265,3783791,8330.21,8339.64,8291.13,3025.86,3027.98,3012.59
14,46450,47050,45150,46497,1250,46090.0,47985.0,47880.0,42.39130434782608,50835.45610385426,47985.0,45134.54389614574,2038.68,2044.59,2032.61,0.45,547030,3877489,625.64,630.61,620.33,1.11,716178,3566195,8293.33,8325.28,8247.38,3020.97,3025.61,3014.3
15,46200,46950,45500,34389,-250,45920.0,47785.0,47861.66666666666,31.48148148148148,50545.63398515631,47785.0,45024.36601484369,2024.55,2041.16,2010.95,-0.69,589386,5532912,630.18,631.43,610.7,0.73,770559,4228756,8273.61,8295.47,8228.02,3013.18,3017.19,3000.94
16,46150,46700,45250,45758,-50,45930.0,47562.5,47835.833333333336,33.55263157894737,50086.95538681118,47562.5,45038.04461318882,2017.34,2032.23,2009.33,-0.36,461743,4443149,622.26,634.44,622.25,-1.26,694238,4161132,8175.42,8299.83,8110.02,2980.38,3017.4,2958.08
17,45700,46400,44950,63682,-450,45940.0,47332.5,47834.16666666666,34.22818791946309,49646.86276326768,47332.5,45018.13723673232,1998.13,2005.31,1987.12,-0.95,438538,5338221,615.7,622.36,607.01,-1.05,601247,3703941,8111.12,8311.04,8080.52,2953.56,3013.59,2945.23
18,44600,46500,44300,73443,-1100,45820.0,47132.5,47810.833333333336,30.0,49656.04413474383,47132.5,44608.95586525617,1946.98,1987.64,1945.39,-2.56,639604,6599770,569.79,615.23,569.78,-7.46,821183,4773106,8004.07,8068.8,7953.67,2932.05,2945.5,2914.11
19,43100,44600,42750,118251,-1500,45150.0,46882.5,47775.0,27.717391304347828,49912.8918888487,46882.5,43852.1081111513,1917.5,1948.53,1891.81,-1.51,739588,7179083,551.5,577.51,540.83,-3.21,973682,5611505,7726.04,7836.45,7662.9,2844.74,2898.07,2822.12
20,43100,43350,42400,64605,0,44530.0,46645.0,47742.5,19.393939393939394,50055.55713923693,46645.0,43234.44286076307,1909.71,1929.29,1901.61,-0.41,760777,5373398,564.64,567.52,554.18,2.38,835978,4843613,7833.27,7845.01,7739.57,2881.77,2884.4,2847.42
21,43550,43850,43100,68214,450,44010.0,46362.5,47701.66666666666,20.359281437125745,49815.45163591962,46362.5,42909.54836408038,1920.61,1937.95,1915.81,0.57,777166,6769546,585.44,585.44,571.0,3.68,929189,4831849,7862.82,7881.38,7702.42,2883.98,2892.17,2825.71
22,43750,44700,43550,42119,200,43620.0,46117.5,47665.0,22.754491017964074,49581.78564064801,46117.5,42653.21435935199,1937.75,1946.94,1936.14,0.89,654344,5051265,590.04,593.28,585.94,0.79,690855,4157334,8039.16,8041.12,7896.15,2938.09,2938.72,2894.47
23,43800,44300,43500,28232,50,43460.0,45905.0,47636.66666666666,25.49019607843137,49390.38376653131,45905.0,42419.61623346869,1942.29,1949.19,1933.25,0.23,427141,3997754,594.17,594.7,585.07,0.7,707419,3440960,7959.14,8020.56,7910.35,2918.65,2935.75,2900.15
24,43300,43800,43000,35723,-500,43500.0,45670.0,47610.0,25.49019607843137,49192.27199404021,45670.0,42147.72800595979,1925.83,1937.68,1923.58,-0.85,660041,4340208,590.75,593.98,588.47,-0.58,755897,3792005,7863.41,7924.99,7833.79,2883.75,2907.58,2873.14
25,44450,44700,43150,80795,1150,43770.0,45532.5,47605.833333333336,39.490445859872615,49019.65858543887,45532.5,42045.34141456113,1938.37,1952.22,1937.23,0.65,699585,5076486,597.15,601.46,596.23,1.08,793565,4105969,8016.36,8065.24,7851.59,2926.32,2943.31,2877.05
26,43350,44000,43200,32694,-1100,43730.0,45292.5,47576.66666666666,36.47058823529412,48685.47435887747,45292.5,41899.52564112253,1927.17,1927.7,1911.72,-0.58,421682,4274269,591.57,592.82,587.49,-0.93,684049,3767532,7766.62,7805.93,7716.56,2847.6,2856.67,2825.51
27,45500,45550,43150,51665,2150,44080.0,45142.5,47587.5,51.47058823529412,48204.08047419956,45142.5,42080.91952580044,1939.9,1943.09,1931.44,0.66,481022,3771542,594.65,597.59,591.21,0.52,706961,3393084,7895.99,7907.52,7828.35,2888.68,2893.63,2864.74
28,45800,45900,44900,37301,300,44480.0,45017.5,47610.833333333336,46.48648648648649,47738.395992132006,45017.5,42296.604007868,1960.25,1964.16,1937.53,1.05,463605,4130252,607.01,607.87,595.62,2.08,914621,3639424,8002.81,8026.75,7974.36,2923.65,2931.0,2913.48
29,45900,47250,45350,34549,100,45000.0,44935.0,47605.833333333336,48.35164835164834,47434.81999351953,44935.0,42435.18000648047,1964.65,1971.12,1954.47,0.22,391568,3821800,615.96,615.96,604.83,1.47,821038,3531844,7948.56,8010.58,7948.09,2900.51,2923.63,2899.6
