,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
18,140900,143800,140100,142667,-2100,146820.0,159060.0,144536.66666666666,24.50805008944544,179135.19862915433,159060.0,138984.80137084567,2559.74,2566.62,2551.12,0.02,414668,7571716,882.72,886.65,874.92,-0.13,1015726,8814261,13678.19,13705.15,13578.87,4443.95,4449.85,4416.61
19,133500,139400,132600,323718,-7400,143020.0,157345.0,144970.0,4.061895551257254,179853.5294943939,157345.0,134836.4705056061,2514.97,2549.63,2514.96,-1.75,394676,7803097,860.68,879.82,859.51,-2.5,1046442,9560389,13469.13,13727.81,13467.28,4402.2,4461.03,4401.38
20,136500,137000,131100,155682,3000,139840.0,156420.0,145375.0,11.697247706422017,180689.6188680416,156420.0,132150.38113195842,2508.13,2513.26,2486.14,-0.27,433184,7063028,857.35,860.68,847.56,-0.39,1029356,8521321,13223.99,13362.23,13222.56,4330.0,4375.7,4329.17
21,136400,137000,132800,97747,-100,138060.0,155515.0,145783.33333333334,12.142857142857142,181305.7173223236,155515.0,129724.28267767646,2495.76,2509.38,2486.44,-0.49,438615,7459545,839.17,859.04,839.17,-2.12,869428,8324833,13211.81,13353.22,13200.64,4320.06,4357.4,4316.49
22,136300,138300,134100,76782,-100,136720.0,154420.0,146138.33333333334,12.289156626506024,181489.6582911569,154420.0,127350.34170884309,2462.97,2495.0,2461.59,-1.31,427476,7060837,827.82,845.3,827.82,-1.35,1122472,7865139,13271.32,13277.83,13132.0,4337.44,4338.51,4302.7
23,140100,141100,134300,102701,3800,136560.0,152990.0,146540.0,21.394230769230766,179912.39959587555,152990.0,126067.60040412445,2465.07,2469.72,2445.51,0.09,366241,6761281,841.02,841.97,821.71,1.59,844484,7303346,13063.61,13199.13,13033.4,4273.53,4313.01,4265.98
24,138300,144500,136800,112074,-1800,137520.0,151435.0,146988.33333333334,24.316939890710383,177976.38466621513,151435.0,124893.61533378488,2405.69,2435.78,2402.84,-2.41,424859,10244656,807.4,832.3,806.47,-4.0,816988,7405861,13059.47,13280.04,13008.6,4229.45,4281.15,4216.45
25,136900,142500,136100,108345,-1400,137600.0,149230.0,147436.66666666666,24.51790633608816,172733.88053066982,149230.0,125726.11946933018,2403.6,2426.61,2402.5,-0.09,451722,9141361,801.02,820.06,800.36,-0.79,874562,6864715,13236.01,13258.76,13072.51,4263.75,4268.5,4220.48
26,138800,140000,136300,60931,1900,138080.0,147675.0,147948.33333333334,24.099722991689752,169562.61065077686,147675.0,125787.38934922316,2408.73,2421.18,2403.92,0.21,289392,6522751,816.39,818.37,803.88,1.92,776645,5803549,13219.83,13251.18,13087.57,4258.19,4267.13,4225.91
27,137800,141300,135700,107680,-1000,138380.0,146155.0,148471.66666666666,26.769230769230774,166281.44777401118,146155.0,126028.5522259888,2402.58,2448.24,2402.44,-0.26,416004,9505946,795.0,823.27,792.91,-2.62,978041,7609404,13484.24,13509.3,13277.48,4335.66,4341.73,4283.79
28,147000,147300,140200,194125,9200,139760.0,145125.0,149083.33333333334,43.34140435835352,162703.26783275304,145125.0,127546.73216724696,2450.08,2463.56,2436.52,1.98,446949,9140843,817.12,821.83,805.03,2.78,856188,6752783,13562.84,13659.35,13491.81,4358.24,4385.46,4339.64
29,153800,154200,147800,206452,6800,142860.0,144620.0,149811.66666666666,51.45833333333334,160511.07925850223,144620.0,128728.92074149776,2479.82,2479.82,2464.84,1.21,515452,8929118,835.49,835.79,822.27,2.25,1040121,7385409,13659.68,13671.11,13549.29,4376.95,4378.64,4345.34
