,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
0,5640,6050,5520,1225918,-150,5926.0,5880.0,4903.75,47.25738396624472,6964.232447402309,5880.0,4795.767552597691,3286.1,3292.27,3277.85,0.3,1301271,21426510,1012.62,1019.35,1010.18,-0.38,1862769,12802686,14271.73,14317.66,14246.3,4241.84,4256.6,4241.43
1,5650,5810,5640,437411,10,5838.0,5899.5,4928.416666666667,16.10738255033557,6951.991805193751,5899.5,4847.008194806249,3302.84,3316.08,3289.18,0.51,1198188,18618608,1012.13,1018.98,1011.31,-0.05,1340335,9845816,14369.71,14414.46,14333.7,4266.49,4271.28,4256.97
2,5640,5890,5600,659005,-10,5750.0,5913.0,4951.416666666667,27.906976744186046,6944.699568672973,5913.0,4881.300431327027,3301.89,3311.69,3291.3,-0.03,1428764,13796055,1017.91,1018.76,1013.47,0.57,1587502,9860923,14360.39,14409.08,14337.65,4280.7,4286.12,4271.16
3,5750,5880,5630,844525,110,5694.0,5949.0,4979.916666666667,35.11904761904761,6902.203021396806,5949.0,4995.796978603194,3286.68,3305.42,3276.63,-0.46,1213047,15509502,1022.52,1026.83,1019.28,0.45,2061942,11864825,14500.51,14505.19,14417.2,4290.61,4292.14,4274.67
4,5770,5810,5670,352799,20,5690.0,5971.5,5008.416666666667,43.57142857142857,6884.654422866144,5971.5,5058.345577133856,3296.68,3305.73,3288.63,0.3,1610376,15646662,1029.96,1030.94,1023.74,0.73,2086090,10424600,14528.34,14535.97,14471.38,4291.8,4300.52,4287.04
5,5760,5840,5670,319219,-10,5714.0,5995.0,5035.583333333333,47.65625,6859.696478540302,5995.0,5130.303521459698,3282.06,3300.12,3278.1,-0.44,1159231,16075974,1035.64,1036.47,1028.48,0.55,1686830,11193236,14503.95,14526.81,14478.06,4297.5,4302.43,4287.96
6,5750,5920,5710,303760,-10,5734.0,5987.5,5062.916666666667,48.031496062992126,6857.945288343845,5987.5,5117.054711656155,3281.78,3295.68,3278.19,-0.01,1019998,15437887,1038.18,1038.54,1033.94,0.25,1685412,12315436,14522.38,14533.55,14439.4,4319.94,4320.66,4300.73
7,5820,5910,5620,1031434,70,5770.0,5895.0,5086.0,47.2,6298.608721412212,5895.0,5491.391278587788,3293.21,3298.93,3285.29,0.35,850406,14529926,1047.33,1048.16,1039.79,0.88,1743061,13870150,14639.33,14649.11,14555.34,4352.34,4355.43,4326.6
8,6010,6200,5910,2763722,190,5822.0,5875.5,5115.0,46.34146341463414,6211.682985887151,5875.5,5539.317014112849,3305.21,3313.51,3295.44,0.36,1029465,14686383,1044.96,1049.24,1043.51,-0.23,1964143,12052441,14639.33,14649.11,14555.34,4352.34,4355.43,4326.6
9,5880,6140,5840,816867,-130,5844.0,5857.0,5143.416666666667,48.30508474576271,6146.143562957919,5857.0,5567.856437042081,3285.34,3303.59,3277.66,-0.6,1147641,14507060,1047.36,1050.31,1042.42,0.23,1692984,13770430,14663.64,14687.0,14529.8,4343.54,4356.46,4314.37
10,5800,5930,5690,497829,-80,5852.0,5849.5,5171.666666666667,36.69724770642202,6136.378022859891,5849.5,5562.621977140109,3252.68,3295.71,3252.41,-0.99,1516034,16870624,1034.48,1049.95,1028.14,-1.23,1869434,15076515,14665.06,14755.33,14580.79,4358.13,4361.88,4329.79
11,5800,5920,5450,585154,0,5862.0,5848.5,5198.333333333333,37.03703703703704,6135.921293574433,5848.5,5561.078706425567,3217.95,3245.52,3188.8,-1.07,1308365,16473105,1028.93,1031.78,1013.91,-0.54,2188639,16117024,14559.79,14610.06,14371.59,4320.82,4330.88,4289.37
12,5810,6000,5770,445706,10,5860.0,5849.0,5223.333333333333,39.42307692307693,6136.116701011975,5849.0,5561.883298988025,3246.47,3251.45,3227.51,0.89,1135043,11280079,1034.64,1037.01,1030.36,0.55,1716579,10521165,14701.92,14710.2,14552.26,4369.55,4371.6,4329.38
13,5820,5870,5760,378128,10,5822.0,5845.5,5249.5,51.85185185185186,6132.238556877166,5845.5,5558.761443122834,3271.38,3273.9,3253.24,0.77,1150101,13494445,1043.31,1044.64,1035.68,0.84,1706838,12868947,14733.24,14761.08,14672.63,4384.63,4386.68,4364.03
14,5800,5820,5680,368733,-20,5806.0,5830.5,5267.0,61.76470588235294,6092.75750704222,5830.5,5568.24249295778,3264.81,3270.09,3250.45,-0.2,908954,12993100,1044.98,1045.45,1038.68,0.16,1714356,12921472,14677.65,14803.68,14660.19,4369.21,4392.37,4366.92
