,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
15,6040,6160,5750,2051338,240,5854.0,5836.5,5293.833333333333,71.42857142857143,6111.837974133609,5836.5,5561.162025866391,3286.22,3286.58,3263.09,0.66,1172431,13683900,1054.31,1055.82,1046.57,0.89,2057346,14717740,14644.95,14790.55,14632.95,4374.3,4393.68,4362.36
16,6040,6120,5900,860142,0,5902.0,5834.0,5322.0,72.22222222222221,6100.863260865935,5834.0,5567.1367391340655,3276.91,3282.89,3259.32,-0.28,1066507,14781318,1051.98,1053.95,1044.7,-0.22,1728614,11962097,14543.13,14650.38,14451.8,4360.03,4369.02,4340.7
17,6070,6180,5950,641175,30,5954.0,5833.5,5345.833333333333,69.51219512195121,6098.549052063953,5833.5,5568.450947936047,3244.04,3258.87,3236.39,-1.0,1095559,12855281,1049.83,1051.45,1046.9,-0.2,1404709,11490892,14427.24,14623.02,14413.32,4327.16,4375.09,4322.53
18,6330,7270,6050,13684036,260,6056.0,5848.5,5373.083333333333,76.41509433962264,6181.563057092797,5848.5,5515.436942907203,3232.7,3234.8,3214.42,-0.35,979670,15292372,1043.64,1049.2,1036.14,-0.59,1645090,13173212,14274.98,14313.6,14178.66,4258.49,4296.4,4233.13
19,6190,6560,6090,1673465,-140,6134.0,5868.5,5400.666666666667,68.0672268907563,6231.778130362949,5868.5,5505.221869637051,3215.91,3252.25,3215.91,-0.52,990327,14864747,1042.03,1051.95,1041.44,-0.15,1322431,12054386,14498.88,14555.75,14271.23,4323.06,4336.84,4262.05
20,5860,6280,5860,1145822,-330,6098.0,5879.5,5424.083333333333,53.64238410596026,6227.435338820304,5879.5,5531.564661179696,3250.21,3253.75,3235.17,1.07,712983,13039249,1050.25,1051.94,1046.51,0.79,1623555,13719638,14631.95,14633.15,14498.65,4358.69,4359.7,4331.13
21,5720,5850,5630,848646,-140,6034.0,5883.0,5445.833333333333,46.83544303797469,6222.94705470117,5883.0,5543.05294529883,3254.42,3264.01,3246.09,0.13,805048,13209383,1055.5,1059.18,1053.01,0.5,1387871,11489955,14684.6,14694.19,14617.87,4367.48,4369.87,4350.06
22,5560,5740,5550,562366,-160,5932.0,5879.0,5465.416666666667,35.483870967741936,6231.924921194296,5879.0,5526.075078805704,3224.95,3265.99,3224.95,-0.91,826067,12212490,1047.63,1060.21,1045.27,-0.75,1267943,11547869,14836.99,14846.06,14698.77,4411.79,4415.18,4381.2
23,5550,5690,5510,309520,-10,5776.0,5869.0,5484.583333333333,38.46153846153847,6246.45993164838,5869.0,5491.54006835162,3232.53,3252.85,3230.75,0.24,991939,12348469,1046.55,1053.46,1045.66,-0.1,1550178,11787583,14840.71,14863.65,14790.49,4422.3,4422.73,4405.45
24,5490,5660,5450,380727,-60,5636.0,5855.0,5503.0,39.00709219858156,6265.438789589873,5855.0,5444.561210410127,3236.86,3243.21,3210.9,0.13,868603,11979296,1035.68,1048.78,1030.04,-1.04,1421011,11763085,14660.58,14811.08,14503.76,4401.46,4416.38,4372.51
25,5340,5550,5320,348001,-150,5532.0,5834.0,5521.333333333333,35.256410256410255,6300.836159696311,5834.0,5367.163840303689,3242.65,3252.26,3232.5,0.18,694823,10491306,1044.13,1044.79,1039.26,0.82,1206054,10242212,14762.58,14798.88,14645.63,4400.64,4415.47,4387.01
26,5400,5460,5140,572338,60,5468.0,5816.5,5542.666666666667,37.267080745341616,6319.462225221736,5816.5,5313.537774778264,3202.32,3234.66,3202.32,-1.24,687861,12808243,1031.14,1044.36,1029.19,-1.24,1339556,10862104,14778.26,14833.74,14761.38,4419.15,4429.97,4403.59
27,5270,5480,5220,186915,-130,5410.0,5789.0,5561.5,34.104046242774565,6345.4853996287775,5789.0,5232.514600371223,3223.04,3223.04,3194.0,0.65,561003,10237986,1037.8,1038.49,1029.26,0.65,1202120,9558870,14672.68,14728.79,14615.85,4395.26,4412.25,4389.65
28,5260,5330,5190,246464,-10,5352.0,5751.5,5580.416666666667,34.30232558139535,6343.320074008985,5751.5,5159.679925991015,3237.14,3237.14,3213.2,0.44,653513,12491381,1036.11,1041.76,1029.05,-0.16,1504475,11502919,14681.07,14770.41,14665.67,4387.16,4422.18,4384.81
29,5550,5570,5200,464193,290,5364.0,5735.0,5605.916666666667,36.15819209039549,6329.962183672206,5735.0,5140.037816327794,3280.38,3283.14,3237.55,1.34,632242,12357119,1047.93,1047.93,1035.98,1.14,1485459,12036706,14761.3,14762.6,14584.09,4423.15,4423.79,4373.0
