,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
0,4100,4225,4030,193665,50,4061.0,4272.5,4364.0,20.35398230088495,4594.982557667853,4272.5,3950.0174423321473,3197.2,3205.11,3179.63,0.58,989680,15206303,978.3,981.04,970.96,0.86,1268172,8329520,13632.84,13635.74,13439.39,4201.62,4202.7,4147.33
1,4115,4160,4060,115327,15,4070.0,4253.25,4367.416666666667,25.24271844660194,4564.895230991909,4253.25,3941.6047690080914,3249.3,3255.9,3201.46,1.63,1011267,17187181,992.8,993.06,979.38,1.48,1321822,9194819,13752.24,13828.62,13690.75,4232.6,4238.04,4201.64
2,4050,4090,4020,136357,-65,4073.0,4235.75,4369.333333333333,19.64285714285714,4551.744857553093,4235.75,3919.755142446906,3209.43,3239.92,3192.25,-1.23,1096718,21883489,978.61,991.41,974.1,-1.43,1413548,9057854,13401.86,13687.93,13401.75,4188.43,4236.39,4188.13
3,3940,4045,3930,219007,-110,4051.0,4216.25,4365.416666666667,18.032786885245898,4553.961045125859,4216.25,3878.538954874141,3161.66,3212.83,3138.04,-1.49,1424059,22458066,967.1,979.99,958.57,-1.18,1973034,10980021,13389.43,13423.31,13107.67,4152.1,4162.04,4111.53
4,3885,3970,3860,146162,-55,4018.0,4185.0,4360.083333333333,16.541353383458645,4523.865755130258,4185.0,3846.134244869742,3122.11,3161.93,3103.88,-1.25,1095948,21059803,951.77,965.27,948.04,-1.59,1445730,10532692,13031.68,13288.61,13002.54,4063.04,4134.73,4056.88
5,3885,3960,3855,92013,0,3975.0,4152.75,4333.833333333333,18.181818181818183,4476.578272391402,4152.75,3828.9217276085983,3153.32,3162.31,3131.35,1.0,836404,14493543,966.72,967.18,953.91,1.57,1563429,9811854,13124.99,13247.87,13007.24,4112.5,4131.58,4074.99
6,3875,3960,3855,79548,-10,3927.0,4124.75,4315.916666666667,17.213114754098363,4442.90837251281,4124.75,3806.5916274871897,3134.52,3173.01,3121.32,-0.6,771306,14552523,962.5,973.35,958.64,-0.44,1458831,10130861,13429.98,13460.88,13242.97,4173.85,4183.13,4129.58
7,3875,3920,3860,64384,0,3892.0,4100.0,4297.0,19.26605504587156,4414.99206339208,4100.0,3785.00793660792,3173.05,3176.4,3135.38,1.23,786143,13898610,969.1,969.79,959.98,0.69,1422393,9981062,13379.05,13399.17,13265.4,4163.29,4171.92,4142.69
8,3905,3935,3830,144359,30,3885.0,4075.75,4282.333333333333,27.83505154639175,4371.8120711945385,4075.75,3779.6879288054615,3162.28,3174.53,3140.48,-0.34,774252,13719656,971.13,971.62,962.78,0.21,1531654,8678381,13299.74,13304.61,13072.23,4115.68,4116.93,4061.41
9,3890,3945,3880,121254,-15,3886.0,4053.75,4267.25,23.157894736842103,4336.041958794437,4053.75,3771.4580412055634,3156.42,3198.01,3149.46,-0.19,797262,14789457,965.63,979.37,965.55,-0.57,1533585,9504922,13535.74,13563.52,13355.71,4159.12,4172.8,4121.97
10,3815,3895,3800,97940,-75,3872.0,4028.0,4251.666666666667,23.157894736842103,4298.506931519323,4028.0,3757.493068480677,3144.3,3163.27,3137.81,-0.38,587968,11604047,948.37,965.23,948.37,-1.79,1540417,9572310,13470.99,13616.58,13463.27,4155.86,4188.72,4151.72
11,3970,4210,3820,919765,155,3891.0,4013.0,4239.75,44.53781512605042,4260.455046422578,4013.0,3765.5449535774223,3171.32,3173.1,3148.3,0.86,612977,11728027,962.07,963.4,949.78,1.44,1681868,9513732,13661.17,13708.85,13551.01,4197.05,4209.52,4170.16
12,3940,4015,3930,151047,-30,3904.0,3996.25,4230.416666666667,40.98360655737705,4214.077339881843,3996.25,3778.4226601181567,3168.43,3183.97,3160.3,-0.09,1269999,13173015,966.06,967.49,962.69,0.41,1939820,9619792,13657.17,13751.14,13631.8,4188.13,4213.42,4182.52
13,3935,3995,3920,101504,-5,3910.0,3982.5,4221.166666666667,40.65040650406503,4178.216631894175,3982.5,3786.783368105825,3165.51,3173.86,3142.37,-0.09,1082006,20682335,974.08,974.29,960.64,0.83,1846140,9837962,13738.0,13750.16,13679.59,4195.99,4202.61,4184.11
14,4020,4080,3940,148405,85,3936.0,3977.5,4212.5,43.84615384615385,4163.792780321729,3977.5,3791.207219678271,3188.73,3198.66,3171.85,0.73,966368,13533299,977.46,979.59,973.76,0.35,1577408,8791949,13736.28,13776.52,13701.63,4200.88,4213.38,4197.78
15,4005,4045,3990,81699,-15,3974.0,3970.5,4201.25,41.53846153846154,4140.937671892102,3970.5,3800.0623281078974,3203.92,3204.29,3179.87,0.48,1123525,14017446,981.78,983.41,979.0,0.44,1639881,9035639,13748.74,13820.87,13747.61,4204.11,4218.36,4203.57
16,4040,4055,4000,113813,35,3988.0,3969.0,4191.666666666667,49.19354838709677,4136.409677139644,3969.0,3801.590322860356,3221.87,3233.17,3199.18,0.56,1472571,15270803,984.59,984.61,979.13,0.29,1779135,9307165,13748.74,13820.87,13747.61,4204.11,4218.36,4203.57
17,4075,4085,4010,158340,35,4015.0,3971.0,4182.333333333333,62.38532110091744,4142.42345230452,3971.0,3799.57654769548,3224.23,3241.07,3216.1,0.07,1495671,17740841,981.1,986.0,977.74,-0.35,1608838,9639646,13736.48,13836.17,13678.77,4202.04,4234.12,4197.59
18,4095,4115,4060,157284,20,4047.0,3973.25,4178.083333333333,70.58823529411765,4149.864693612961,3973.25,3796.6353063870392,3247.43,3258.5,3224.96,0.72,1584799,16890461,990.19,992.01,981.52,0.93,1704638,8903653,13756.33,13775.89,13689.74,4208.12,4217.37,4198.27
19,4060,4110,4055,108813,-35,4055.0,3973.75,4175.666666666667,66.05504587155964,4151.28520777581,3973.75,3796.21479222419,3240.08,3246.19,3218.67,-0.23,1392320,16051031,987.58,990.16,983.02,-0.26,2145264,9881302,13614.51,13684.13,13548.93,4192.85,4204.39,4167.93
20,4035,4090,3990,164126,-25,4061.0,3970.5,4172.75,64.28571428571429,4140.908333129574,3970.5,3800.091666870426,3252.12,3264.41,3233.4,0.37,1733348,19023221,985.86,993.06,982.14,-0.17,1954563,9593189,13814.49,13826.82,13692.01,4229.89,4233.45,4206.05
21,3995,4055,3990,125366,-40,4052.0,3964.5,4167.333333333333,60.0,4122.103933961053,3964.5,3806.896066038946,3247.83,3264.67,3242.56,-0.13,1951319,19352173,986.12,988.35,982.75,0.03,1870820,10590624,13881.72,13889.11,13784.89,4226.52,4232.34,4215.66
22,4020,4100,3965,112493,25,4041.0,3963.0,4161.583333333333,59.66386554621849,4117.867685460848,3963.0,3808.132314539153,3216.18,3246.49,3216.18,-0.97,1964923,17164709,978.79,989.15,978.79,-0.74,1687026,10707179,13924.91,13981.72,13831.98,4227.26,4236.74,4208.41
23,4070,4085,4000,134711,50,4036.0,3969.5,4155.416666666667,64.28571428571428,4130.7420540677895,3969.5,3808.2579459322105,3224.64,3235.39,3210.31,0.26,1896766,19170539,987.77,993.08,979.47,0.92,1822082,11158583,13911.75,14003.5,13906.45,4219.55,4237.09,4218.74
24,4040,4100,4030,91928,-30,4032.0,3977.25,4149.333333333333,69.23076923076923,4136.3875191461775,3977.25,3818.1124808538234,3249.32,3251.58,3226.98,0.77,1645509,17956256,991.13,993.9,989.15,0.34,1548048,9302576,14020.33,14031.19,13904.4,4239.18,4249.74,4220.34
25,4055,4065,4015,70685,15,4036.0,3985.75,4143.583333333333,59.5505617977528,4142.411258771912,3985.75,3829.088741228088,3252.13,3254.49,3238.51,0.09,1664527,15262485,997.41,998.85,991.93,0.63,1410030,8648789,14069.42,14069.42,14006.59,4247.44,4248.38,4232.25
26,4095,4095,4055,159104,40,4056.0,3996.75,4138.75,67.03296703296702,4151.645932806514,3996.75,3841.854067193486,3258.63,3262.8,3247.9,0.2,1734497,14838275,997.37,999.53,993.64,-0.0,1643387,9272013,14174.14,14175.45,14056.67,4255.15,4255.59,4234.07
27,4130,4130,4040,226742,35,4078.0,4009.5,4134.916666666667,70.10309278350515,4164.190012605856,4009.5,3854.809987394144,3278.68,3281.96,3256.68,0.62,2345811,16297981,998.49,1000.43,995.35,0.11,1435444,8458793,14072.86,14171.02,14052.16,4246.59,4257.16,4238.35
28,4110,4160,4085,165842,-20,4086.0,4019.75,4132.5,60.71428571428571,4172.539888408886,4019.75,3866.9601115911137,3264.96,3276.2,3251.32,-0.42,1848671,14672132,1003.72,1004.7,994.76,0.52,1879605,10138783,14039.68,14129.69,13903.73,4223.7,4251.89,4202.45
29,4225,4300,4150,574456,115,4123.0,4036.5,4133.25,71.15384615384616,4201.669609795507,4036.5,3871.330390204493,3267.93,3275.76,3262.58,0.09,1627658,17492731,1015.88,1016.33,1004.57,1.21,1849424,11630309,14161.35,14196.21,13998.93,4221.86,4232.29,4196.05
