,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
0,274000,276000,260500,2008656,10500,265400.0,261125.0,211041.66666666663,60.13986013986013,273630.4987905321,261125.0,248619.50120946788,2126.73,2142.88,2122.1,-0.68,789372,10098315,751.64,752.98,741.78,1.3,1336686,10511545,9946.12,10053.91,9872.94,3097.74,3155.53,3083.11
1,281500,289000,277000,2166267,7500,269100.0,261700.0,213158.3333333333,73.18840579710145,276611.0697134713,261700.0,246788.93028652875,2131.24,2158.15,2110.51,0.21,917567,13496081,753.23,761.37,744.26,0.21,1584473,11682637,10056.48,10059.61,9916.6,3117.86,3120.92,3079.39
2,282500,284000,275000,1081233,1000,273000.0,262800.0,215358.3333333333,71.7557251908397,280228.13816791686,262800.0,245371.86183208317,2161.51,2171.86,2143.91,1.42,913896,13324797,759.5,765.21,755.12,0.83,1333491,11763016,10131.37,10221.85,10112.44,3131.29,3154.9,3127.12
3,274500,282000,273500,900258,-8000,275200.0,263175.0,217391.66666666663,66.66666666666666,281258.90168077673,263175.0,245091.09831922327,2112.37,2143.33,2112.37,-2.27,1017721,10692627,750.36,757.23,745.98,-1.2,1362069,11212779,9909.17,10137.5,9842.22,3050.33,3115.01,3032.13
4,274500,280000,268000,812726,0,277400.0,263725.0,219416.66666666663,63.84615384615384,282471.9330825071,263725.0,244978.0669174929,2134.65,2142.04,2115.25,1.05,761044,9821159,750.58,758.62,742.57,0.03,1522034,11787915,10017.0,10023.28,9810.47,3083.76,3086.25,3024.01
5,267500,273500,266000,778818,-7000,276100.0,263900.0,221283.3333333333,59.285714285714285,282719.1391939164,263900.0,245080.8608060836,2093.48,2120.5,2087.84,-1.93,643156,9025867,734.69,747.3,732.86,-2.12,1347220,9278719,9757.22,10000.67,9749.07,3009.05,3073.73,3004.63
6,267500,273000,267500,624089,0,273300.0,264300.0,223233.3333333333,54.39999999999999,283068.05797092494,264300.0,245531.94202907503,2108.33,2134.38,2108.26,0.71,708605,11699082,737.97,744.54,731.76,0.45,1638598,10528655,9874.15,9877.34,9663.61,3053.24,3053.89,2999.74
7,269500,275000,267500,578023,2000,270700.0,265300.0,225108.3333333333,53.65853658536586,282902.2725805505,265300.0,247697.7274194495,2106.7,2133.55,2101.33,-0.08,1116221,10232631,727.58,744.03,726.36,-1.41,1184777,8563273,10058.77,10085.59,9863.67,3100.29,3111.51,3047.83
8,285500,285500,273000,1378545,16000,272900.0,266875.0,227241.66666666663,62.74509803921568,285742.6310118679,266875.0,248007.36898813208,2135.37,2135.37,2113.98,1.36,1091965,10745168,742.55,742.55,732.09,2.06,1155544,7539547,10154.63,10197.19,10048.04,3115.86,3128.44,3101.17
9,294000,297000,284000,1604493,8500,276800.0,269025.0,229466.66666666663,79.02097902097903,289863.60599944246,269025.0,248186.3940005575,2152.41,2153.54,2135.3,0.8,770055,8649543,752.18,752.22,741.11,1.3,1285379,10147594,10207.63,10310.36,10194.06,3130.01,3165.81,3124.52
10,300500,307500,297000,1344851,6500,283400.0,271225.0,231808.3333333333,77.77777777777779,295342.36925951915,271225.0,247107.63074048085,2187.93,2191.28,2157.71,1.65,666902,11656294,759.9,759.93,750.43,1.03,1142168,8304841,10207.63,10310.36,10194.06,3130.01,3165.81,3124.52
11,310500,318000,304000,1552820,10000,292000.0,274025.0,234350.0,80.64516129032259,302359.56369877607,274025.0,245690.4363012239,2164.17,2206.79,2164.03,-1.09,847434,14858393,759.16,764.46,755.44,-0.1,1290021,10083404,10433.65,10462.05,10354.98,3179.72,3182.59,3155.29
12,328000,328000,305000,1869663,17500,303700.0,277325.0,237183.3333333333,84.12698412698413,313560.7213257857,277325.0,241089.27867421432,2158.88,2173.83,2150.89,-0.24,677810,11567569,765.96,765.96,758.38,0.9,1306346,10447532,10343.89,10518.98,10337.98,3145.32,3184.15,3142.93
13,355500,355500,332000,2463503,27500,317700.0,281850.0,240425.0,87.70491803278688,331074.07947336347,281850.0,232625.92052663656,2167.9,2181.48,2166.74,0.42,619368,12029949,772.9,774.5,769.31,0.91,1465603,10387778,10492.5,10494.64,10350.96,3169.94,3171.8,3136.53
14,355500,368000,345500,2566935,0,330000.0,286325.0,243725.0,86.54708520179372,344441.4993784037,286325.0,228208.5006215963,2150.25,2171.52,2140.29,-0.81,886987,12048058,772.81,775.99,766.51,-0.01,1332284,12857390,10547.75,10578.1,10379.91,3152.05,3179.78,3115.7
15,352000,361000,345000,1391744,-3500,340300.0,291300.0,246933.3333333333,82.79069767441861,353848.7010256808,291300.0,228751.2989743192,2186.06,2188.8,2163.07,1.67,650231,10462265,781.19,781.19,773.08,1.08,1395978,10852689,10617.44,10622.35,10447.01,3185.04,3186.82,3136.22
16,343000,346500,340000,1212519,-9000,346800.0,295300.0,249891.66666666663,76.1904761904762,360282.61305918684,295300.0,230317.3869408132,2183.61,2183.61,2165.6,-0.11,810952,11633360,778.39,782.7,775.29,-0.36,1635619,12279853,10390.84,10824.79,10368.04,3155.22,3235.32,3149.43
17,337500,349500,332000,1487417,-5500,348700.0,299025.0,252650.0,77.87610619469027,364711.7376264037,299025.0,233338.2623735963,2201.88,2216.97,2190.66,0.84,830266,13641396,781.29,783.29,775.96,0.37,1527811,11307494,10488.58,10497.83,10182.46,3197.52,3200.95,3127.66
18,322000,335500,319000,1941508,-15500,342000.0,301950.0,255100.0,68.48249027237354,366243.77885923337,301950.0,237656.22114076663,2183.76,2207.34,2177.82,-0.82,784637,11304254,775.07,783.24,769.39,-0.8,1631138,11153410,10550.49,10604.67,10420.54,3226.56,3238.28,3200.76
19,325000,327000,314000,1268587,3000,335900.0,305025.0,257591.66666666663,73.09236947791165,367526.5799800293,305025.0,242523.42001997068,2201.19,2204.2,2187.85,0.8,569297,10191102,783.22,783.32,775.78,1.05,1365421,8582997,10473.83,10499.79,10364.39,3215.57,3220.39,3198.59
20,310000,325000,310000,1534422,-15000,327500.0,306825.0,259808.3333333333,65.23297491039428,367701.32955426926,306825.0,245948.6704457307,2198.2,2209.59,2183.83,-0.14,686819,12025004,781.96,786.29,776.97,-0.16,1399221,9279615,10503.19,10532.62,10421.21,3224.73,3233.52,3205.65
21,316000,326000,311500,1676630,6000,322100.0,308550.0,261983.3333333333,66.20209059233449,368404.7408314496,308550.0,248695.2591685504,2228.83,2234.86,2214.28,1.39,918483,15759332,790.58,792.2,785.75,1.1,1500351,10341745,10767.09,10783.8,10488.04,3251.84,3258.61,3215.16
22,318000,321500,306000,1159298,2000,318200.0,310325.0,264233.3333333333,62.54826254826254,369079.80831387336,310325.0,251570.1916861267,2228.66,2238.86,2221.62,-0.01,856218,15651892,794.99,795.32,785.97,0.56,1476960,11376188,10680.36,10839.93,10650.46,3257.3,3277.29,3247.77
23,329500,329500,315000,1260435,11500,319700.0,313075.0,266658.3333333333,63.39622641509434,369984.81901218806,313075.0,256165.18098781197,2216.19,2227.24,2202.99,-0.56,934542,16328982,801.69,803.07,792.27,0.84,1384206,13661425,10706.13,10745.32,10627.45,3276.02,3279.32,3253.1
24,324500,333000,322000,907643,-5000,319600.0,315575.0,268983.3333333333,59.160305343511446,369817.3036015249,315575.0,261332.69639847512,2200.44,2219.57,2195.49,-0.71,1001025,17156946,794.8,804.61,788.72,-0.86,1455338,12472641,10461.42,10728.12,10407.87,3235.66,3279.99,3222.66
