,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_middle,bb_lower,bstp_nmix_prpr,bstp_nmix_hgpr,bstp_nmix_lwpr,bstp_nmix_prdy_ctrt,acml_vol.1,acml_tr_pbmn,bstp_nmix_prpr.1,bstp_nmix_hgpr.1,bstp_nmix_lwpr.1,bstp_nmix_prdy_ctrt.1,acml_vol.2,acml_tr_pbmn.1,ovrs_nmix_prpr,ovrs_nmix_hgpr,ovrs_nmix_lwpr,ovrs_nmix_prpr.1,ovrs_nmix_hgpr.1,ovrs_nmix_lwpr.1
0,23550,23700,23400,584262,350,23110.0,23910.0,24323.33333333333,45.21739130434783,25325.13250263005,23910.0,22494.867497369945,2988.64,2988.97,2962.33,1.5,617170,12064564,983.43,983.63,960.52,3.14,1191420,11105866,14571.64,14589.28,14471.88,4363.8,4372.87,4329.92
1,23850,24100,23400,967871,300,23290.0,23867.5,24343.33333333333,51.32743362831859,25235.44553985164,23867.5,22499.55446014836,3015.06,3021.9,2999.33,0.88,857798,12540973,990.54,992.16,981.83,0.72,1365015,11764985,14823.43,14827.56,14699.53,4438.26,4439.73,4386.75
2,23850,24200,23500,691516,0,23470.0,23835.0,24361.666666666668,40.86021505376345,25171.824595824,23835.0,22498.175404176,3006.68,3021.17,2990.44,-0.28,926369,10649948,993.86,997.92,985.14,0.34,1188921,9740208,14897.34,14904.98,14847.96,4471.37,4475.82,4447.69
3,23800,24200,23700,563726,-50,23650.0,23795.0,24388.33333333333,34.11764705882352,25084.92247829085,23795.0,22505.077521709158,3029.04,3034.53,3014.19,0.74,845704,10112026,1005.35,1005.35,997.1,1.16,1375184,12240803,15021.81,15026.68,14833.28,4486.46,4488.75,4447.47
4,23900,24000,23500,666376,100,23790.0,23767.5,24410.83333333333,42.465753424657535,25023.3960944282,23767.5,22511.603905571803,3013.13,3047.24,3012.97,-0.53,680327,11178213,1001.62,1011.55,1001.1,-0.37,1552193,11827294,15129.09,15137.85,15049.73,4519.63,4520.4,4496.41
5,23600,24050,23600,600188,-300,23800.0,23740.0,24432.5,43.05555555555556,24985.230902282787,23740.0,22494.769097717213,3007.33,3025.88,3002.74,-0.19,887370,10572398,993.7,1004.61,992.04,-0.79,1559957,11817299,15121.68,15178.39,15071.15,4536.19,4540.87,4524.4
6,23700,23900,23400,658317,100,23770.0,23720.0,24450.0,43.05555555555556,24954.260912449223,23720.0,22485.739087550774,3006.16,3018.7,2996.26,-0.04,695273,9047262,995.07,1000.15,989.43,0.14,1161758,10771157,15215.7,15222.26,15094.14,4549.78,4551.44,4526.89
7,23600,23650,23100,637079,-100,23720.0,23715.0,24463.33333333333,46.26865671641791,24950.35420021952,23715.0,22479.645799780483,3020.54,3025.27,2983.29,0.48,791796,10489293,994.31,995.39,986.55,-0.08,1061836,8737161,15090.2,15193.01,15021.02,4544.9,4559.67,4524.0
8,23900,23900,23550,570122,300,23740.0,23675.0,24481.666666666668,56.92307692307693,24829.33963806152,23675.0,22520.66036193848,3049.08,3051.65,3030.53,0.94,564560,9512681,1011.76,1011.76,1000.29,1.75,1330617,9991541,15226.71,15259.63,15070.75,4566.48,4572.62,4537.36
9,22950,23850,22800,1633054,-950,23550.0,23565.0,24467.5,56.06060606060607,24541.780425684297,23565.0,22588.219574315703,3025.49,3049.02,3019.0,-0.77,607875,10220672,1008.95,1013.17,1006.03,-0.28,1273225,11207852,15235.72,15384.0,15198.23,4574.79,4598.53,4569.17
10,22750,23050,22750,784295,-200,23380.0,23480.0,24444.166666666668,46.774193548387096,24429.420876113432,23480.0,22530.579123886568,3009.55,3034.42,3009.55,-0.53,617257,12367618,1000.13,1011.5,999.59,-0.87,1311944,11407408,15235.84,15364.54,15235.84,4551.68,4584.57,4551.66
11,22500,22900,22500,791301,-250,23140.0,23400.0,24415.0,43.28358208955223,24395.489829179583,23400.0,22404.510170820417,2970.68,3030.17,2965.4,-1.29,545834,11035682,992.33,1005.19,991.03,-0.78,1318559,10407001,15448.12,15452.3,15290.31,4596.42,4597.55,4562.84
12,21950,22700,21950,1047262,-550,22810.0,23287.5,24366.666666666668,37.66233766233766,24397.84904421988,23287.5,22177.15095578012,2978.94,2991.81,2976.87,0.28,475382,9410799,998.57,1001.25,994.28,0.63,1173730,10938623,15498.39,15504.12,15323.29,4605.38,4608.08,4567.59
13,22300,22350,22000,574188,350,22490.0,23210.0,24324.166666666668,38.46153846153847,24367.84282180268,23210.0,22052.15717819732,3013.49,3034.3,2995.58,1.16,525853,9662968,1009.44,1012.2,1000.96,1.09,1399931,10826785,15595.92,15598.95,15470.82,4613.67,4620.34,4595.06
14,21800,22450,21800,671379,-500,22260.0,23127.5,24270.0,28.39506172839506,24431.139137184826,23127.5,21823.86086281517,2975.71,3020.87,2969.01,-1.25,658648,12438267,1005.0,1013.68,1003.66,-0.44,1099572,10258778,15649.6,15656.6,15569.27,4630.65,4635.15,4613.34
15,21750,22350,21650,636301,-50,22060.0,23087.5,24209.166666666668,22.36842105263157,24503.78916538961,23087.5,21671.21083461039,2983.22,3011.56,2978.07,0.25,772024,14658519,1001.43,1015.72,995.73,-0.36,1227813,11418125,15811.58,15821.58,15616.44,4660.57,4663.46,4621.19
16,21500,21950,21150,836733,-250,21860.0,23015.0,24147.5,20.98765432098765,24591.41999479834,23015.0,21438.58000520166,2969.27,3003.53,2953.96,-0.47,688028,12669722,1001.35,1006.04,995.35,-0.01,1253705,11271592,15940.31,15966.09,15827.66,4680.06,4683.0,4662.59
17,21800,21800,21050,610455,300,21830.0,22957.5,24067.5,26.744186046511626,24620.712253442118,22957.5,21294.28774655789,2960.2,2968.18,2930.9,-0.31,560205,10388089,1002.5,1003.18,988.36,0.11,1254165,10375408,15971.59,16053.39,15900.78,4697.53,4718.5,4681.32
18,21400,22000,21300,628332,-400,21650.0,22882.5,23978.33333333333,22.82608695652174,24679.24010363213,22882.5,21085.75989636787,2962.46,2987.28,2949.17,0.08,708773,9684977,1008.68,1010.79,1002.51,0.62,1245497,11659256,15982.36,16038.23,15961.81,4701.7,4714.92,4694.39
19,20750,21350,20700,904034,-650,21440.0,22760.0,23897.5,21.21212121212121,24774.348529922267,22760.0,20745.651470077733,2930.17,2958.61,2924.36,-1.09,570932,9663221,987.75,1006.9,983.82,-2.07,1476503,14354186,15886.54,16035.21,15836.68,4685.25,4708.53,4670.87
20,21050,21300,20500,991966,300,21300.0,22635.0,23840.0,24.271844660194176,24745.710780756093,22635.0,20524.289219243907,2924.92,2925.19,2903.72,-0.18,572859,13468395,992.65,994.69,979.68,0.5,1108640,12919702,15622.71,15867.24,15543.68,4646.71,4684.85,4630.86
21,21300,21500,21000,537225,250,21260.0,22507.5,23783.33333333333,28.30188679245283,24617.30449331212,22507.5,20397.695506687884,2968.8,2973.84,2938.27,1.5,665733,12472956,1009.07,1009.15,998.14,1.65,856018,11961657,15704.28,15768.03,15695.77,4649.27,4664.55,4648.31
22,21700,21900,21300,587781,400,21240.0,22400.0,23735.0,29.629629629629623,24443.28167417025,22400.0,20356.718325829745,2999.52,3003.71,2979.96,1.03,639396,11402053,1029.03,1029.07,1016.16,1.98,932603,11727311,15860.96,15874.58,15705.38,4682.85,4688.47,4650.77
23,21850,21900,21500,552074,150,21330.0,22302.5,23705.0,38.04347826086956,24253.26267136728,22302.5,20351.73732863272,2997.21,3011.88,2985.34,-0.08,579646,11101212,1035.46,1035.98,1027.07,0.62,995271,13408980,15853.85,15918.45,15778.31,4682.8,4697.42,4672.86
24,21150,21900,21150,661262,-700,21410.0,22165.0,23660.0,34.313725490196084,24031.842253646515,22165.0,20298.157746353485,2962.42,3004.67,2957.7,-1.16,541490,10661680,1031.26,1039.36,1028.02,-0.41,1410241,16138329,15973.86,15989.61,15825.0,4700.9,4714.95,4679.42
25,21200,21400,20850,514256,50,21440.0,22045.0,23628.33333333333,36.734693877551024,23834.38536933775,22045.0,20255.61463066225,2947.38,2964.48,2937.53,-0.51,541653,10119317,1032.77,1034.51,1018.13,0.15,1467430,14920600,15921.57,15998.57,15909.39,4688.67,4701.5,4684.41
