psbl_qty,qty,evlu_rate,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_lower
0.00072604115,0.000104185274,-5.7985353e-11,0.30897447,0.3330673,0.3037652,0.44492647,-0.0146510545,0.32942083,0.32090694,0.28284132,0.00016870345,0.37425432,0.26755956
0.00039302552,0.00043403686,2.5506692e-08,0.34381187,0.34757125,0.33355904,0.30304658,0.019480394,0.34278658,0.3393177,0.29844305,0.00019093146,0.39189312,0.2867423
0.00034979032,0.00050878595,7.792391e-09,0.35191026,0.35721013,0.34837705,0.17047156,-0.0035332358,0.35155696,0.35251093,0.31030643,0.00019984081,0.40469292,0.30032894
0.00026334263,0.00057519577,2.2030031e-08,0.34754297,0.34858248,0.34165242,0.2510175,0.0024255242,0.34289983,0.34738705,0.30583552,0.00019490819,0.39644122,0.29833287
0.00023292487,0.00061314047,-1.145254e-07,0.32369706,0.3445918,0.32369706,0.3258756,-0.019867122,0.33561733,0.34440342,0.30397838,0.00016077023,0.39035973,0.29844707
0.00016911345,0.0006764538,-3.628851e-08,0.33684638,0.33891717,0.32614738,0.2965836,0.010699014,0.34002158,0.34804586,0.3070157,0.00015568342,0.39242876,0.30366296
0.0001054155,0.000720906,4.1329002e-08,0.3414102,0.34175023,0.3318888,0.30573896,0.0095214,0.33488125,0.3441816,0.30310357,0.00012267627,0.38618252,0.30218068
6.0252496e-05,0.0007531562,1.0516979e-07,0.34343922,0.34912974,0.3320582,0.315703,0.007364194,0.33165652,0.34025922,0.29946047,0.00014517766,0.3800748,0.30044365
4.5451627e-05,0.00080414413,2.8571531e-08,0.34997752,0.35452268,0.34578198,0.16993314,-0.008740697,0.34627146,0.3567778,0.3138726,0.00012013281,0.39562866,0.3179269
3.3994027e-05,0.00079206086,8.9159734e-08,0.34673908,0.352858,0.34062016,0.24889408,0.0064588655,0.34177595,0.3483708,0.30638254,0.00013799556,0.3836045,0.3131371
2.4000135e-05,0.0008091474,-2.2317433e-08,0.33805904,0.34697336,0.33634475,0.25188485,-0.011657208,0.34539622,0.35146484,0.31021318,0.00014344104,0.3868341,0.31609553
2.40864e-05,0.0008120558,2.4580782e-08,0.34409142,0.35613462,0.34374732,0.21009535,0.00481728,0.3463624,0.35221198,0.31268162,0.0001562456,0.38789505,0.31652892
1.721304e-05,0.00081934076,-4.2556042e-08,0.3373756,0.3549329,0.33703133,0.24731009,-0.0068852166,0.34336573,0.34970015,0.31408063,0.00015093209,0.38118494,0.31821534
1.7715876e-05,0.00084327575,-3.682999e-08,0.34793982,0.3536089,0.343688,0.1412168,0.0007086351,0.3520499,0.35809103,0.32452533,0.00017144397,0.3888349,0.32734713
1.4181867e-05,0.0008473665,-2.2908404e-08,0.34958303,0.35383758,0.34497392,0.15563181,0.0014181867,0.34986666,0.35571668,0.32593477,0.00019708938,0.37934247,0.33209088
1.0587317e-05,0.0008469854,-1.9319375e-08,0.34832272,0.3571455,0.34620526,0.1768223,0.00035291057,0.34832272,0.3521518,0.3255306,0.00016426384,0.37033993,0.3339637
9.782744e-06,0.0007826196,8.563567e-08,0.33228722,0.3404395,0.3251132,0.39388263,0.010434927,0.32309145,0.32488495,0.30204225,0.00017567219,0.3401523,0.3096176
7.67273e-05,0.00077076064,-5.702522e-09,0.34562162,0.3571307,0.34422657,0.21980977,-0.0097652925,0.34631914,0.34668535,0.3242484,0.00016779985,0.36173543,0.33163524
0.00018078425,0.00068059954,-3.8851915e-08,0.34774384,0.3516431,0.34419903,0.18051484,-0.0035447893,0.35192668,0.35150132,0.33080563,0.0002008714,0.3657413,0.3372613
0.00013968408,0.00071238884,-4.1068997e-08,0.342226,0.3453689,0.3359402,0.2532612,-0.00034921023,0.34627685,0.3460324,0.32723325,0.00017751519,0.3601638,0.33190098
0.00013572375,0.0007357656,-6.9106356e-08,0.3468099,0.3514531,0.3446669,0.15193559,-0.00321451,0.35302463,0.35431042,0.33575556,0.00015191751,0.367486,0.34113488
0.00011141571,0.00073812914,-9.997964e-08,0.33424714,0.33668438,0.33180994,0.29151922,-0.0038299153,0.34002683,0.34458792,0.32805544,0.00011937397,0.35809618,0.33107966
