timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio
1,0.8499501,-37276.51253481895,47594256.0,2241.0,-37276.51253481895,0.0
2,1.0705073,-1.0,48602708.0,0.0,-37140.83983286908,0.0
3,1.1043528,-1.0,47706308.0,0.0,-37602.121169916434,0.0
4,0.9825611,-679.9752164600875,46920963.0,394.0,-349.2621136808925,-330.7131027791949
5,0.68767905,-806.6310619469814,46657453.0,5.0,-403.58380735422185,-403.0472545927595
6,0.9353583,-600.8599290048478,45733449.0,2.0,-295.0827318370186,-305.7771971678291
7,0.89363426,-603.3172155896079,45733449.0,0.0,-298.1992445544703,-305.11797103513766
8,1.0470151,-1.0,46261849.0,0.0,-292.2588949673601,-299.0397952974141
9,1.1237205,-1.0,46658149.0,0.0,-292.60350237824196,-299.39239818267305
10,0.9385602,-478.44236443799224,46790249.0,0.0,-179.41586445754,-299.02649998045223
11,0.9918703,-463.7663953821239,45865549.0,0.0,-173.26917664363646,-290.49721873848745
12,0.908358,-442.84340367185223,46790249.0,0.0,-154.5680321530916,-288.27537151876066
13,0.962121,-443.6497853671289,47318649.0,0.0,-156.27975967147574,-287.37002569565317
14,1.224092,-1.0,47979149.0,0.0,-156.4963654500086,-287.76832428706166
15,0.91513145,-456.0311362605926,47714949.0,0.0,-163.85768848038705,-292.1734477802055
16,0.6973419,-457.8238361286204,46790249.0,0.0,-158.9168230681889,-298.90701306043155
17,0.57808816,-479.2534228431779,45997649.0,0.0,-159.5950234852938,-319.6583993578841
18,0.7971606,-495.52197233080005,45601349.0,0.0,-164.32410407596223,-331.19786825483783
19,0.94930935,-396.5952247222243,44016149.0,0.0,-149.11645247420674,-247.47877224801758
20,0.9661256,-343.6203661914902,47054449.0,0.0,-98.65615507098104,-244.96421112050913
21,0.7199241,-366.1148671982795,46129749.0,0.0,-102.74060926715465,-263.3742579311249
22,0.8285011,-371.7105702027949,46658149.0,0.0,-105.81379757126989,-265.896772631525
23,0.9595041,-371.7774170244584,46790249.0,0.0,-107.8387175011981,-263.93869952326025
24,1.1026354,-1.0,45205049.0,0.0,-111.09288005072533,-271.9033661222484
25,0.8733034,-331.16829783061763,44940849.0,0.0,-106.3867642243829,-224.78153360623475
26,1.2668121,-1.0,45733449.0,0.0,-104.38056032020258,-220.5426830913592
27,1.087874,-1.0,45865549.0,0.0,-104.39022724885912,-220.5631080668204
28,1.0614836,-1.0,46658149.0,0.0,-103.97518173252102,-219.68617033533624
29,1.2652445,-1.0,45601349.0,0.0,-105.0589618835859,-221.97605823844557
30,0.99464995,-318.3881142536443,46658149.0,0.0,-99.24711896426338,-219.1409952893809
31,0.58416903,-320.61906513983644,47714949.0,0.0,-100.13345744719595,-220.48560769264049
32,1.2011361,-1.0,47318649.0,0.0,-102.21015335408228,-225.05832065687733
33,0.77199095,-300.37863053139034,45733449.0,0.0,-98.95283203443377,-201.4257984969566
34,0.94122595,-298.88425759585607,46658149.0,0.0,-98.86633736376348,-200.01792023209262
35,1.2594686,-1.0,46393949.0,0.0,-100.84504917574974,-204.0210807812284
36,0.8915867,-310.21670669597376,47054449.0,0.0,-103.8427125469564,-206.37399414901736
37,1.080309,-1.0,46922349.0,0.0,-103.67096844199051,-206.03267489758377
38,1.0118347,-1.0,50224849.0,0.0,-100.24078347135159,-199.21562480617192
39,1.0893176,-1.0,51810049.0,0.0,-100.9195612666121,-200.5646081032351
40,0.77107215,-281.5106428855554,51413749.0,0.0,-82.21236145310394,-199.2982814324515
41,1.0119287,-1.0,50885349.0,0.0,-81.8824574655546,-198.49853189851063
42,0.66963303,-285.0032358754652,50885349.0,0.0,-83.12266262380373,-201.88057325166142
43,1.1723251,-1.0,51677949.0,0.0,-83.33744830283197,-202.4022246838913
44,1.0420985,-1.0,52338449.0,0.0,-82.52969210092738,-200.4404217297907
45,1.024524,-1.0,52602649.0,0.0,-82.30808331627813,-199.90219897476334
46,1.1145315,-1.0,52602649.0,0.0,-82.2742520842406,-199.82003283255904
