timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio
1,1.3933101,-1.0,30400000.0,0.0,0.0,0.0
2,0.47974464,-104331.27536231885,30397930.0,541.0,-104331.27536231885,0.0
3,1.4034951,-1.0,30749580.0,0.0,-106546.87922705314,0.0
4,0.39127225,-224.38047716844798,31424954.0,214.0,-224.38047716844798,0.0
5,1.0455629,-1.0,30858704.0,0.0,-229.43767781445146,0.0
6,0.8283306,-907.6506185827694,31084075.0,280.0,-220.5011146997413,-687.1495038830282
7,0.9358686,-721.6211293627898,30514604.0,56.0,-213.4547175323644,-508.1664118304254
8,0.4638877,-517.9655248684771,29587251.0,1.0,-184.11493342832415,-333.850591440153
9,-0.7340785,-559.7076834566866,29115467.0,801.0,-191.68381195247636,-368.02387150421026
10,1.1089178,-1.0,28882667.0,0.0,-190.71771167648902,-366.1690045740894
11,0.8753667,-574.3577697874896,28967314.0,716.0,-203.81421610398797,-370.5435536835016
12,0.9625048,-528.8630022673648,29873250.0,95.0,-171.19594805539197,-357.6670542119728
13,0.87316126,-563.6792338306738,29487539.0,3.0,-177.69196652386714,-385.9872673068066
14,0.11297676,-556.0941444917105,29929539.0,0.0,-176.68802808540926,-379.4061164063013
15,1.6003861,-1.0,30261039.0,0.0,-175.86933231169562,-377.6481128370227
16,0.7410575,-500.94228568129637,31421289.0,0.0,-139.89267169419156,-361.0496139871048
17,2.1584642,-1.0,30758289.0,0.0,-144.3814110349473,-372.6346211689776
18,1.4401234,-1.0,30537289.0,0.0,-147.30524809094013,-380.18076513522544
19,1.4561393,-1.0,29542789.0,0.0,-144.12374032205287,-371.9695976884791
20,1.530277,-1.0,29100789.0,0.0,-139.82124520352045,-360.8652690419912
21,0.8136087,-282.8293530051475,29321789.0,0.0,-113.7094429145285,-169.11991009061896
22,0.8727189,-285.17994919299497,29266539.0,0.0,-116.2854250223429,-168.89452417065203
23,0.900741,-245.67806476523236,32415789.0,0.0,-82.03679577083584,-163.64126899439654
24,-0.06261605,-262.0346486997346,31860027.0,69.0,-85.72935635580981,-176.3052923439248
25,1.7820781,-1.0,29995227.0,0.0,-86.1624351648245,-177.1959334180791
26,-0.10229516,-264.21689408963783,30612069.0,105.0,-86.65264422865597,-177.56424986098185
27,0.9323168,-260.2576373809951,31123472.0,162.0,-86.73159364201237,-173.5260437389827
28,2.0161233,-1.0,31232772.0,0.0,-85.77139091878107,-171.60494241070026
29,1.3995749,-1.0,31342072.0,0.0,-84.08285033839402,-168.2266375242862
30,0.49464864,-255.24944429929172,29538600.0,6.0,-87.21758432528028,-168.03185997401144
31,1.5221674,-1.0,29208900.0,0.0,-87.87198956248268,-169.29262556428222
32,1.3685997,-1.0,29538600.0,0.0,-88.19213087738574,-169.90940417623116
33,1.942936,-1.0,29538600.0,0.0,-89.29837290950546,-172.04067056794005
34,-0.09662503,-263.23821318472415,29753719.0,106.0,-91.40439130099001,-171.83382188373412
35,1.1256291,-1.0,29455819.0,0.0,-93.42342996382399,-175.6294724539932
36,0.6048401,-275.4539381520282,29256961.0,69.0,-94.59167115888586,-180.8622669931423
37,0.48151818,-286.53515546241033,28141779.0,23.0,-97.63958360540951,-188.8955718570008
38,1.0157382,-1.0,28521529.0,0.0,-97.43325485841594,-188.49640396612367
39,0.36842436,-299.8808888819554,28521500.0,8.0,-103.39231298051465,-196.48857590144075
40,1.4459395,-1.0,28630800.0,0.0,-103.71205668427362,-197.0962224778056
41,1.2009717,-1.0,28740100.0,0.0,-102.46176381093632,-194.72014384043086
42,0.8203265,-308.2552059441719,28193554.0,13.0,-106.14538073454743,-202.1098252096245
43,1.0440944,-1.0,28414754.0,0.0,-104.67895851360312,-199.3176326836044
44,1.323519,-1.0,28580654.0,0.0,-102.52099987065714,-195.20869604295922
45,0.42229223,-313.06055329174734,27917051.0,1.0,-107.92257337115227,-205.13797992059506
46,1.7486646,-1.0,27695651.0,0.0,-112.04279728782932,-212.96965391321666
47,0.79536796,-334.9746631647263,27806344.0,2.0,-116.73833223960594,-218.23633092512037
48,-0.08102906,-331.5114232734274,27858127.0,89.0,-116.92801109444176,-214.58341217898564
49,0.37193406,-328.53897567584426,28164012.0,32.0,-117.016852140736,-211.52212353510825
50,0.17797583,-325.83149295593984,28058777.0,10.0,-117.00089074556546,-208.8306022103744
51,0.6027974,-339.37780913916777,27633878.0,28.0,-120.99676995809988,-218.38103918106788
52,-0.08706832,-340.5053626909922,28174958.0,94.0,-122.0554845647645,-218.44987812622767
53,0.19669265,-333.6739484776969,27378082.0,22.0,-118.51204759961014,-215.16190087808675
54,0.7525727,-319.1182867260254,27326935.0,71.0,-114.55444321971125,-204.56384350631416
55,0.86657083,-320.46205918403734,26782367.0,20.0,-114.0896579303033,-206.372401253734
56,0.59341145,-320.80055571676485,28113160.0,2.0,-112.2053575298441,-208.59519818692073
57,0.43204015,-318.6067131189506,28502010.0,0.0,-112.20846778750239,-206.39824533144824
58,0.6929501,-321.4591920927238,28446457.0,1.0,-114.21068624893522,-207.24850584378862
59,0.9372456,-312.45089891731675,28724457.0,0.0,-111.84010094770672,-200.61079796961005
60,0.15433538,-313.72768654316656,28780057.0,0.0,-113.22611568312334,-200.50157086004324
61,1.4241124,-1.0,27779257.0,0.0,-113.76306073000187,-201.45239677785503
62,1.2046406,-1.0,27834857.0,0.0,-112.99314365865125,-200.08902242462906
63,0.29657704,-308.81278534787793,27834857.0,0.0,-110.92930413142933,-197.8834812164486
64,0.4252597,-314.313757845856,27946057.0,0.0,-113.76677972180265,-200.54697812405337
65,0.6776057,-314.77066027738607,28613257.0,0.0,-114.16045374009579,-200.61020653729028
66,1.4128895,-1.0,28446457.0,0.0,-114.31382335821763,-200.87971764871259
67,0.3694554,-318.2064195338251,28668857.0,0.0,-116.26446454273237,-201.94195499109273
68,1.1045523,-1.0,28724457.0,0.0,-117.41160231759405,-203.9344403632208
69,0.5243128,-324.50469155185203,29336057.0,0.0,-118.83542160044351,-205.66926995140852
70,1.7580366,-1.0,29447257.0,0.0,-116.17488473462528,-201.06466075743057
71,-0.18905383,-313.8205683380754,30494209.0,210.0,-114.22389745786947,-199.59667088020595
72,1.8243201,-1.0,29907909.0,0.0,-113.2368671699132,-197.87191832037786
73,1.3644693,-1.0,29727509.0,0.0,-113.81897645189268,-198.88910541832666
74,1.5258431,-1.0,29502009.0,0.0,-112.25209837877894,-196.15111753637711
75,-0.2837854,-309.88249446823056,29400840.0,255.0,-112.3782389919074,-197.50425547632315
76,0.6663023,-310.15662615962265,29820216.0,308.0,-113.06056643689834,-197.09605972272433
77,1.0484527,-1.0,30154466.0,0.0,-113.06073646201936,-197.09635612386987
78,0.61796725,-312.20786765323834,30201853.0,94.0,-114.42423038515777,-197.78363726808058
79,0.7638557,-315.0778634722544,31145782.0,43.0,-115.37498729068103,-199.70287618157337
80,0.6704886,-315.79904527140104,31364146.0,9.0,-116.34744612496556,-199.45159914643546
81,0.08657211,-318.5014323512163,31419196.0,0.0,-118.07734104628389,-200.42409130493243
82,-0.07996023,-297.0454524573262,35047916.0,88.0,-101.44898493023999,-195.59646752708616
83,0.8527401,-285.9785537098048,36567063.0,75.0,-97.34859397894417,-188.62995973086066
84,0.9527595,-274.7633181527174,38688607.0,11.0,-92.5481589578388,-182.2151591948786
85,0.5286525,-272.3346061525208,40062359.0,0.0,-91.812790654093,-180.52181549842777
86,1.0728735,-1.0,37864359.0,0.0,-93.59403646309943,-184.0240914340571
