timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio
1,1.1075124,-1.0,90200000.0,0.0,0.0,0.0
2,1.1740216,-1.0,90200000.0,0.0,0.0,0.0
3,0.8580807,-29800.214285714283,90189024.0,766.0,-29800.214285714283,0.0
4,0.81858224,-1126.0202266174185,90493939.0,103.0,-1126.0202266174185,0.0
5,1.0588028,-1.0,95360339.0,0.0,-1117.4252707762187,0.0
6,1.1805826,-1.0,96663843.0,0.0,-1095.5847394084278,0.0
7,1.0698339,-1.0,95621043.0,0.0,-1110.099997000384,0.0
8,0.85610116,-114.70186777482955,93882760.0,19.0,-114.70186777482955,0.0
9,0.86276007,-126.16680378715088,94060316.0,3.0,-126.16680378715088,0.0
10,1.0340133,-1.0,93436612.0,0.0,-129.87940755290467,0.0
11,1.1040922,-1.0,92100116.0,0.0,-129.79794730195775,0.0
12,0.991376,-164.16760209488285,89961716.0,0.0,-78.84949767900618,-85.31810441587666
13,0.7801987,-158.3087654992791,93258420.0,0.0,-73.15400387122305,-85.15476162805604
14,0.94420564,-180.63043678724154,90318116.0,0.0,-73.69740664806662,-106.93303013917493
15,1.2246548,-1.0,96287812.0,0.0,-71.43297419126161,-103.64739723613425
16,1.3360491,-1.0,95129516.0,0.0,-71.35175573645023,-103.52955135971588
17,0.64887893,-183.6121824100195,91654612.0,0.0,-76.83294554583843,-106.77923686418107
18,0.5746649,-189.3996622874095,91921916.0,0.0,-81.69033006356143,-107.7093322238481
19,1.1493161,-1.0,91120020.0,0.0,-83.54905406880222,-110.16007420563649
20,1.0600051,-1.0,89516212.0,0.0,-84.53371283239623,-111.4583544037034
21,0.91485494,-210.3922268691429,89159812.0,0.0,-82.48939941837392,-127.90282745076897
22,0.55045635,-204.69492938687844,91921916.0,0.0,-79.26716226149354,-125.4277671253849
23,0.8867902,-208.43726101840628,94505812.0,0.0,-80.73859343984516,-127.6986675785611
24,1.0091585,-1.0,95129516.0,0.0,-82.83520853813553,-131.0147391506557
25,0.84055793,-180.92270288914887,103148516.0,0.0,-58.83462561361223,-122.08807727553663
26,1.1320024,-1.0,103504916.0,0.0,-59.799388730752234,-124.09006288808253
27,0.973267,-187.32950375063442,103594020.0,0.0,-62.301679443565455,-125.02782430706897
28,0.906634,-191.764595808385,102168420.0,0.0,-62.17886094387361,-129.58573486451138
29,0.91944957,-185.26078315822377,105286916.0,0.0,-60.721441109289024,-124.53934204893476
30,0.7661924,-197.28639107185768,102792116.0,0.0,-60.669065075867096,-136.61732599599057
31,0.8144741,-191.24750298766804,105376020.0,0.0,-59.58594555920537,-131.6615574284627
32,0.92259896,-191.37106910902816,104395916.0,0.0,-60.14353526140593,-131.22753384762223
33,0.81519973,-195.07008875339605,103861316.0,0.0,-62.85032528835426,-132.21976346504178
34,0.5384791,-188.3692323046751,107514420.0,0.0,-60.8218152112364,-127.5474170934387
35,1.5296547,-1.0,107158020.0,0.0,-63.779533610955255,-133.74995052759678
36,1.2228186,-1.0,105821516.0,0.0,-64.07945523204029,-134.3789062397375
37,0.7535658,-185.9180766203888,112682212.0,0.0,-59.39020007049835,-126.52787654989045
38,1.4193327,-1.0,115087916.0,0.0,-59.36774059783227,-126.48002775696676
39,1.0350466,-1.0,120344820.0,0.0,-58.92307095376614,-125.53268112800951
40,1.1589121,-1.0,119008316.0,0.0,-58.58211935046891,-124.80630064233561
41,0.927876,-184.62636931530778,117404516.0,0.0,-58.90839194941009,-125.71797736589771
42,1.6014148,-1.0,113840516.0,0.0,-58.49098533834159,-124.82717873524163
43,1.395261,-1.0,115355220.0,0.0,-58.497913458015354,-124.84196422103595
44,1.1471992,-1.0,113216820.0,0.0,-58.4212802130145,-124.67841915993894
45,1.1630688,-1.0,112147620.0,0.0,-59.61969372526197,-127.23598554092419
46,0.8650815,-174.42936876764975,112682212.0,0.0,-56.12636304640586,-118.30300572124388
47,0.9937936,-184.147498083046,111167516.0,0.0,-58.17202521680353,-125.97547286624247
48,1.1491538,-1.0,109920116.0,0.0,-58.719699862692664,-127.16149952141907
49,1.0313694,-1.0,113127716.0,0.0,-56.19563410337756,-121.69546363234429
50,1.1407003,-1.0,111613012.0,0.0,-57.458065291868486,-124.4293441417218
51,0.51157093,-183.25894093088155,111523916.0,0.0,-58.61903721112056,-124.63990371976098
52,0.8210688,-179.8141603932387,113840516.0,0.0,-58.11182124405281,-121.70233914918589
53,1.5210803,-1.0,114018716.0,0.0,-59.86248110899495,-125.36870850497097
54,0.8992669,-190.38014370830825,114642420.0,0.0,-62.25693439390482,-128.12320931440343
55,1.0959798,-1.0,110900212.0,0.0,-63.06126243377279,-129.77849624448933
56,1.4052616,-1.0,105019620.0,0.0,-65.67051309164822,-135.1482686473118
57,1.086322,-1.0,104663220.0,0.0,-66.35372996827022,-136.55431184141972
58,0.86012983,-144.70587281966732,104841412.0,0.0,-58.99078605623289,-85.71508676343443
59,1.1339369,-1.0,102346612.0,0.0,-59.70078810899885,-86.74673749439837
60,0.6377566,-151.11784852012335,101990212.0,0.0,-60.0610907591163,-91.05675776100706
61,1.0599122,-1.0,102079316.0,0.0,-59.19025987194805,-89.73651804938234
62,1.0609647,-1.0,103772212.0,0.0,-59.25730445554548,-89.83816226414201
63,1.4055834,-1.0,103059412.0,0.0,-59.825157131267794,-90.69906610194549
64,1.1677996,-1.0,98782612.0,0.0,-61.399757647561046,-93.08626913089994
65,0.77821857,-156.75926922685886,98515316.0,0.0,-60.78174740817138,-95.97752181868748
66,1.261332,-1.0,94149412.0,0.0,-63.15590723841549,-99.72644294426985
67,0.9663463,-158.1405362252899,100653716.0,0.0,-61.72426823823303,-96.41626798705687
68,1.0540173,-1.0,98782612.0,0.0,-61.11201275976617,-95.45989555894538
69,0.6051746,-151.22098695767596,104841412.0,0.0,-58.885286555649714,-92.33570040202626
