psbl_qty,qty,evlu_rate,stck_clpr,stck_hgpr,stck_lwpr,acml_vol,prdy_vrss,5,20,60,rsi,bb_upper,bb_lower
0.0028196787,0.0,0.0,0.32266763,0.32917958,0.31810924,0.4870751,-0.0061863624,0.31980237,0.29655465,0.28286326,0.00022249197,0.33479965,0.25830966
0.0023573558,0.0,0.0,0.28959385,0.29043978,0.27634075,0.6405297,0.010151293,0.28203675,0.2599013,0.24621116,0.0002071868,0.2932056,0.226597
0.0029136594,0.0,0.0,0.35108906,0.35557693,0.35074383,0.31846574,-0.003452203,0.3466012,0.32203877,0.30285028,0.00022605175,0.35986727,0.28421026
0.0024475867,0.0,0.0,0.30884093,0.31744456,0.2975672,0.5641109,0.007120252,0.30178002,0.28024125,0.26169398,0.00022038876,0.31075168,0.24973084
0.0026695568,0.0,0.0,0.33937797,0.34002748,0.32963505,0.4210008,0.0012990544,0.3326229,0.30945098,0.2880166,0.00023342384,0.34425575,0.27464622
0.0023962625,0.0,0.0,0.2991715,0.31217897,0.29657,0.5800401,-0.0028905459,0.2985934,0.27755022,0.25767773,0.00020614748,0.3089201,0.24618034
0.0028238425,0.0,0.0,0.3495056,0.35289556,0.34543765,0.3060225,-0.0013559868,0.35045478,0.3280471,0.303419,0.00023768735,0.36408427,0.29200992
0.0024993483,0.0,0.0,0.3191241,0.32918245,0.31302813,0.49859864,0.004876777,0.31692955,0.29760534,0.27401897,0.00022299601,0.32878155,0.2664291
0.0027299416,0.0,0.0,0.3545902,0.359627,0.34418082,0.2878292,0.0030220756,0.35015783,0.3299771,0.30304143,0.00025490337,0.3654181,0.29453605
0.0027241546,0.0,0.0,0.34858537,0.3525768,0.3439287,0.31162468,-0.002660957,0.34705532,0.32924354,0.30128685,0.000243439,0.36345795,0.2950291
0.00226938,0.0,0.0,0.30532962,0.31015807,0.30021712,0.5676404,0.007668744,0.29862657,0.28316125,0.25815263,0.00021053791,0.31319708,0.25312543
0.001917524,0.0,0.0,0.28123686,0.28599933,0.27020797,0.67011577,0.011780866,0.26810244,0.2523612,0.22878695,0.00018246337,0.28081602,0.22390638
0.0023209504,0.0,0.0,0.33861062,0.34314966,0.3283222,0.43462294,-0.0009078033,0.3280196,0.3075789,0.27742973,0.00023775801,0.3430318,0.272126
0.0019592026,0.0,0.0,0.30202186,0.30885017,0.29519352,0.60258347,0.008141458,0.28962582,0.269955,0.2418801,0.00020544263,0.3020635,0.23784651
0.0022056792,0.0,0.0,0.34575513,0.34784156,0.335919,0.4085067,0.0029806476,0.33538246,0.31004697,0.27595332,0.00025441512,0.34684008,0.27325386
0.0018183771,0.0,0.0,0.26273307,0.27263865,0.2591954,0.6960021,-0.010848942,0.26721418,0.24761531,0.21936482,0.0001591254,0.27456874,0.22066191
0.0021906656,0.0,0.0,0.30894,0.31539965,0.3058506,0.5250211,-0.003931964,0.31697243,0.29715815,0.2622807,0.0001864963,0.32627478,0.26804152
0.0024175572,0.0,0.0,0.329141,0.33523056,0.32579172,0.39935368,-0.0057850867,0.34132013,0.3234168,0.2854179,0.00017679382,0.35396042,0.29287314
0.0023486994,0.0,0.0,0.30966744,0.31461513,0.30326453,0.4944638,-0.004947694,0.32125086,0.3104387,0.27363658,0.00015611385,0.337214,0.2836634
0.002387308,0.0,0.0,0.3384577,0.33876455,0.32464936,0.3783638,0.011967226,0.33520508,0.3287305,0.28968868,0.00018940172,0.35617554,0.30128545
0.0024632355,0.0,0.0,0.34769517,0.34864256,0.3394844,0.29315975,-0.0006315989,0.3441582,0.3400528,0.2994252,0.00019627812,0.36602804,0.31407762
0.0015327925,0.0,0.0,0.2448704,0.24884352,0.232951,0.75879085,0.014637855,0.23085988,0.22667763,0.19934666,0.00014246533,0.24518944,0.20816582
0.0009195483,0.0,0.0,0.16833775,0.17786884,0.15746427,0.8998767,0.011141973,0.15284638,0.1471076,0.12885982,9.906701e-05,0.16190898,0.1323062
0.0015676924,0.0,0.0,0.29362392,0.3021918,0.28250882,0.6471976,0.0032419043,0.2731073,0.25638834,0.22397314,0.00017614274,0.28655174,0.22622491
0.0016719264,0.0,0.0,0.3208899,0.33288577,0.31514186,0.54574025,0.003998628,0.30379575,0.27969152,0.24360807,0.00018849979,0.31665358,0.24272947
0.0014403946,0.0,0.0,0.26813826,0.28107846,0.25880432,0.702728,-0.0042426935,0.2647865,0.23983948,0.2083693,0.00014529016,0.27279195,0.20688699
0.001746337,0.0,0.0,0.33491036,0.33908698,0.3210754,0.47155797,0.0049597016,0.33167353,0.29841742,0.25814813,0.00018403103,0.34063432,0.25620052
0.0017997909,0.0,0.0,0.3262121,0.32778168,0.31810257,0.47978553,-0.009417511,0.33201957,0.30167425,0.2604683,0.00016212587,0.3439041,0.25944442
0.0018709722,0.0,0.0,0.3391137,0.33992955,0.32932374,0.40571,0.0,0.3440087,0.31620246,0.2726099,0.00016592004,0.35968384,0.2727211
0.0018321119,0.0,0.0,0.33437377,0.34612492,0.32689577,0.4220641,0.0013353585,0.33613646,0.31326175,0.26937297,0.0001855922,0.3547298,0.2717937
0.0016002113,0.0,0.0,0.28112438,0.29623368,0.27654582,0.6318019,-0.0054942877,0.28648132,0.27027318,0.23227483,0.00015471553,0.30465958,0.23588678
0.00043888454,0.0,0.0,0.12456341,0.1273563,0.09775156,0.95507735,0.026572464,0.104294926,0.09596011,0.08188256,6.814539e-05,0.113603875,0.07831634
0.0006579965,0.0,0.0,0.19888037,0.19986798,0.18283167,0.8776908,0.006172575,0.17033838,0.15149352,0.12820026,0.00010921378,0.18606833,0.11691869
