timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,1.4571205,-1,20170801, 056080.csv,3835.0,3875.0,0.0,37600000,37600000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,-3.6096256684491976,-0.01,0.0,0,0.0,0,0.0,0.0,0,wrong
2,1.231733,-1,20170802, 056080.csv,3875.0,3785.0,0.0,37600000,37600000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,-1.2032085561497325,-0.01,0.0,0,-0.0,0,0.0,0.0,0,wrong
3,1.3867105,-1,20170803, 056080.csv,3785.0,3800.0,0.0,37600000,37600000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,-1.6042780748663104,-0.01,0.0,0,0.0,0,0.0,0.0,0,wrong
4,0.59625244,0.8038955800293963,20170804, 056080.csv,3800.0,3875.0,5921.0,15185834.0,37685634.0,5921.0,0.0,-0.008462765957446808,-0.008462765957446808,1.4173832476993133,0.9999565924146419,1.4088005319148935,0.019651530488413615,-2.200825136534304,-0.01,1.4173832476993133,0.019889298231225983,4.44075,0.17897572767544356,-667.4717159019485,0.0,0,buy
5,1.0870106,-1,20170807, 056080.csv,3875.0,3855.0,5921.0,15185834.0,38129710.0,0,1.1024097837215905,0.22775,0.2362327577828528,-0.23827412927034786,-0.24713759984452677,1.0938537234042554,0.01189386180574814,-1.9810125867561728,-0.01,0.8641356544512426,0.007439493243814543,-1.1842000000000001,-0.01,-23.187242173611136,0.0,0,wrong
6,0.7360371,-0.8019999333484427,20170808, 056080.csv,3855.0,3790.0,8804.0,4012623.0,37952043.0,2883.0,-0.15711557353658956,1.4045824468085106,1.1741583012773515,-1.8055826689129533,-0.9999999166855532,-0.5856835106382979,-0.01,-1.922581906360223,-0.01,-1.962698242449543,-0.01,-5.722600000000001,-0.01,-2.232650942807303,0.0,0,buy
7,1.8065859,-1,20170809, 056080.csv,3790.0,3755.0,8804.0,4012623.0,37379783.0,0,-2.7708681069875905,0.9362845744680851,-0.46181135116459837,0.4510983912966591,0.6384839330534008,-1.4052047872340425,-0.01,-1.80627430595062,-0.01,-2.3197697156909314,-0.01,-3.0814000000000004,-0.01,-3.1975920967789246,-6.183830594249764,0,wrong
8,1.1398513,-1,20170810, 056080.csv,3755.0,3645.0,8804.0,4012623.0,37071643.0,0,-4.871516402950956,-0.5856835106382979,-1.5078503151991054,1.4563547900544869,0.9999752044504016,-3.980843085106383,-0.01,-1.4407361332347253,-0.01,-3.415161612896469,-0.01,-9.6844,-0.01,-4.425268983119217,-4.631093954881577,0,wrong
9,0.93732697,0.5586598023987063,20170811, 056080.csv,3645.0,3640.0,9805.0,253335.0,35992559.0,1001.0,-3.5329258064446227,-1.4066196808510638,-0.8257725840730537,0.4912689216536599,0.7008247529983829,-4.405492021276595,-0.01,-1.731695229832745,-0.01,-3.041656884790963,-0.01,-0.49025,-0.01,-5.58516798107385,-6.7614253102824176,0,buy
10,1.033628,-1,20170814, 056080.csv,3640.0,3625.0,9805.0,253335.0,35943535.0,0,-3.4383943874787026,-4.275109042553192,-2.9094137480800075,2.893562329274672,1.0,-4.796648936170213,-0.01,-1.7217826260097846,-0.01,-0.5448320582040305,-0.01,-1.4707500000000002,-0.01,-6.464018261261941,-6.508027604358691,-0.01,wrong
11,1.392601,-1,20170816, 056080.csv,3625.0,3695.0,9805.0,253335.0,35796459.0,0,1.3620898697422432,-4.405492021276595,-0.13620593078697182,0.138249481965929,0.09114034923070613,-2.97125,-0.01,-1.7680414438502674,-0.01,1.5003393517081722,0.022258717928533067,6.8635,0.3756700738278249,-6.899100350480068,-6.766146946237983,0,wrong
12,0.9892992,0.4851754206752715,20170817, 056080.csv,3695.0,3705.0,9873.0,6800.0,36487536.0,68.0,1.7731283247460219,-4.796744680851064,-0.4092836166503935,0.4333518532739946,0.6089692758440893,-2.696103723404255,-0.01,-1.7602748463989075,-0.01,2.2064801780200165,0.04751940773146002,0.9873000000000001,0.009700258909068449,-7.584544599775315,-7.547657702125087,0,buy
13,1.2105258,-1,20170818, 056080.csv,3705.0,3675.0,9873.0,6800.0,36586264.0,0,1.379051158853186,-2.95868085106383,1.9306732985395412,-1.9202249996957137,-0.9999999901551784,-3.4838430851063826,-0.01,-1.74587517066788,-0.01,-0.5411738408425277,-0.01,-2.9619000000000004,-0.01,-4.8755661724478445,-5.591937328236466,0,wrong
14,1.5521009,-1,20170821, 056080.csv,3675.0,3695.0,9873.0,6800.0,36290076.0,0,-2.7406619071235722e-06,-2.6961063829787233,0.27058006876649604,-0.2698499013023011,-0.30517470989607176,-2.9586835106382976,-0.01,-1.755474954488565,-0.01,-0.2698526419642082,-0.01,1.9746000000000001,0.03824010762931962,-4.754807498989119,-5.302858700899903,0,wrong
15,0.84797585,0.7680733807013866,20170822, 056080.csv,3695.0,3680.0,9873.0,6800.0,36487536.0,0.0,-0.6746357048098707,-3.4838404255319153,-0.809560659158858,0.8106618735067894,0.9625917258767333,-3.3525531914893616,-0.01,-1.7482751166230512,-0.01,0.1360261686969187,0.00018501406848958624,-1.4809500000000002,-0.01,-5.624976016378065,-6.563344693776149,0,buy
16,0.77875584,-0.6162759207934174,20170823, 056080.csv,3680.0,3670.0,9873.0,6800.0,36339440.0,0.0,-0.1360316798454762,-2.95868085106383,0.5441156970847898,-0.5404349360422067,-0.7678449009917717,-3.6151329787234046,-0.01,-1.7434752247127094,-0.01,-0.6764666158876829,-0.01,-0.9873000000000001,-0.01,-5.178988783505789,-5.955765782832794,0,buy
17,1.5795507,-1,20170824, 056080.csv,3670.0,3735.0,9873.0,6800.0,36240712.0,0,1.082339459699334,-3.3525531914893616,-0.40588106579737254,0.4119460879040411,0.5719425642375928,-1.9083643617021275,-0.01,-1.774674522129935,-0.01,1.4942855476033752,0.02208144839005155,6.4174500000000005,0.3375675211448289,-5.711931189358026,-6.673089391438562,0,wrong
