timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,1.3115729,-1,20210305, 000660.csv,140000.0,135500.0,0.0,51200000,51200000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4.577464788732395,0.18903618119079457,0.0,0,-0.0,0,0.0,0.0,0,wrong
2,1.3878541,-1,20210308, 000660.csv,135500.0,136500.0,0.0,51200000,51200000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3.873239436619718,0.13930909755707677,0.0,0,0.0,0,0.0,0.0,0,wrong
3,0.11361897,-0.1537218139969855,20210309, 000660.csv,136500.0,133000.0,42.0,45508192.0,51241192.0,42.0,0.0,-0.001578125,-0.001578125,-0.20508136144023523,-0.18965226749623187,-0.20665624999999999,-0.01,6.131371919014084,0.31335455802724044,-0.20508136144023523,-0.01,-1.4700000000000002,-0.01,-2978.830139374925,0.0,0,buy
4,1.4557579,-1,20210310, 000660.csv,133000.0,137000.0,42.0,45508192.0,51094192.0,0,0.12304881686414114,0.080453125,0.0820325445760941,-0.08206616368932819,-0.03311360865506641,0.12146875,0.00014753568780545567,3.6425955105633805,0.12425911093265107,0.04098265317481295,1.679563756418201e-05,1.6800000000000002,0.02782942379945863,-59.30123481067178,0.0,0,wrong
5,1.1791149,-1,20210311, 000660.csv,137000.0,140000.0,42.0,45508192.0,51262192.0,0,0.2868785722236907,-0.20665624999999999,-0.2868785722236907,0.2885292940950486,0.3404818377333607,0.3675625,0.001350109694811974,1.7760132042253522,0.031049962216713967,0.5754078663187393,0.003305467001607054,1.26,0.01575064059074449,-19.114911074924866,-15.658273737290676,0,wrong
6,0.81680036,-0.6641456959690496,20210312, 000660.csv,140000.0,136500.0,313.0,8375920.0,52195920.0,271.0,0.28770393315936965,0.111171875,0.3184862968378089,-0.5930285605462668,-0.8276821199613119,-0.1944921875,-0.01,3.678747249119718,0.12657395071715316,-0.3053246273868972,-0.01,-10.955,-0.01,-12.065452405508953,-13.885909708700357,0,buy
7,0.7019733,-0.7897883501460871,20210315, 000660.csv,136500.0,140500.0,354.0,2635105.0,50956105.0,41.0,2.1372723917082803,1.943564453125,1.8303577351116689,-1.7981601320433174,-0.9999999047631892,2.289267578125,0.05105786832232173,3.345605606294014,0.10589384453644857,0.33911225966496283,0.0011493102830041346,14.160000000000002,0.8653472450699098,-0.33652305026740326,-1.4611652305723557,0,buy
8,0.9712716,0.8083565467893714,20210316, 000660.csv,140500.0,140000.0,372.0,177757.0,52443757.0,18.0,0.0,-0.477037109375,-2.3744525468432336,2.5551578009134475,0.9999999999999933,2.065931640625,0.0417827339468837,3.474382344850352,0.11371200178944585,2.5551578009134475,0.06320266723167178,-1.86,-0.01,-2.552732919058815,-2.434401950302668,0,buy
9,1.3924217,-1,20210317, 000660.csv,140000.0,142000.0,372.0,177757.0,52257757.0,0,4.015247972863989,2.4292128906249997,2.9201803439010825,-2.951250975089783,-1.0,3.5190566406249997,0.11647668340010542,3.5190566406249997,0.11647668340010542,1.063996997774206,0.01125705590488546,7.44,0.4250866815094527,0.2258403767778684,0.2790898950836553,0,wrong
10,1.3035977,-1,20210318, 000660.csv,142000.0,138000.0,372.0,177757.0,53001757.0,0,-1.7733283296236766,2.065931640625,-0.35466566592473536,0.3496162479895568,0.4572777523057161,0.612806640625,0.003748277392826127,3.4297080490757046,0.11097415599493843,-1.4237120816341198,-0.01,-14.88,-0.01,-0.06680792216798104,-0.08899144072566796,-0.01,wrong
