timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,0.12724197,-0.008181653501137242,20230718, 039030.csv,128400.0,126400.0,45.0,39993190.0,45771190.0,45.0,0.0,-0.0017724288840262582,-0.0017724288840262582,-0.039388006658323704,-0.007727066876421551,-0.041159737417943106,-0.01,0.27429767583126824,0.0007521091736649721,-0.039388006658323704,-0.01,-0.9,-0.01,-4121.77037037037,0.0,0,buy
2,1.1421789,-1,20230719, 039030.csv,126400.0,128300.0,45.0,39993190.0,45681190.0,0,0.1477050249687139,0.15577680525164114,0.15755202663329482,-0.15753653688701885,-0.11669860177096547,0.1459299781181619,0.0002129329117045442,-1.0370353215663806,-0.01,-0.009831511918304942,-0.01,0.8550000000000001,0.0072835951133121135,-45.77763109703382,0.0,0,wrong
3,1.663588,-1,20230720, 039030.csv,128300.0,124700.0,45.0,39993190.0,45766690.0,0,-0.3637659409772829,-0.041159737417943106,-0.19663023836609886,0.1963009515582244,0.17524616411171712,-0.2085557986870897,-0.01,1.4475956208712701,0.020737293541149726,-0.16746498941905846,-0.01,-1.62,-0.01,-29.044663088313644,-37.434062787752836,0,wrong
4,0.65308714,-0.8019999008594434,20230721, 039030.csv,124700.0,124700.0,248.0,13944592.0,44870192.0,203.0,-0.16746498941905846,0.13783807439824947,0.17907151718245518,-1.7834564013851093,-0.9999998760743042,-1.8157724288840265,-0.01,-0.1596210093256667,-0.01,-1.9509213908041678,-0.01,0.0,0,-25.826036372198097,-35.904764965795124,0,buy
5,0.6220208,0.7979999991560064,20230724, 039030.csv,124700.0,125200.0,317.0,5339071.0,44868971.0,69.0,-1.6799600865258109,-1.8184442013129103,-1.953589485582586,2.033210888733867,0.9999999989450079,-1.4716170678336982,-0.01,-0.20978741483685281,-0.01,0.353250802208056,0.0012470830374553543,1.5850000000000002,0.024809312320675958,-7.29110775557951,-6.218471436069149,0,buy
6,1.2677708,-1,20230725, 039030.csv,125200.0,122800.0,317.0,5339071.0,45027471.0,0,-1.3423530483906128,-1.8184442013129103,0.0,0.0,0,-3.1363873085339167,-0.01,0.01818682395819682,3.3076001867415883e-06,-1.3423530483906128,-0.01,-7.6080000000000005,-0.01,-7.84774901381993,-6.268597943384408,0,wrong
7,0.6246784,0.9981289487826885,20230726, 039030.csv,122800.0,156100.0,343.0,2083409.0,44203809.0,26.0,22.184150378665915,-1.4726280087527353,0.35222113740919087,1.3543884569915896,0.9998960749365365,21.71927571115974,0.9910604441672963,-1.3879798093449942,-0.01,23.538538835657505,0.9960759386591544,114.21900000000001,1.0,-7.475318192990462,-5.845010509377607,0,buy
8,-0.35644317,-0.6198824894534064,20230727, 039030.csv,156100.0,161100.0,221.0,17040410.0,51538510.0,122.0,27.347363889971017,-3.327768052516411,-1.882867680595884,-8.188352219096867,-1.0,15.193676148796499,0.9005875527329682,-11.856797037323375,-0.01,19.15901167087415,0.9745407789671835,11.05,0.7050722889619607,-8.299930617736837,-7.632942567478536,0,sell
9,1.7401385,-1,20230728, 039030.csv,161100.0,160000.0,221.0,17040410.0,52643510.0,0,18.608752850039643,12.775733041575494,16.65783521253549,-16.93641113895797,-1.0,14.661728665207876,0.8834765658289438,-11.521236634476663,-0.01,1.6723417110816745,0.027579804448440104,-2.431,-0.01,1.7498639481229965,9.915739641504869,0,wrong
10,1.0328575,-1,20230731, 039030.csv,160000.0,158700.0,221.0,17040410.0,52400410.0,0,1.1148944740544497,15.193676148796499,2.1440278347200956,-2.122426076715443,-0.9999999998347335,14.033063457330416,0.8604411216826238,-11.124665249294187,-0.01,-1.0075316026609928,-0.01,-2.873,-0.01,2.31644196286013,12.529485516005956,1.0,wrong
