timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,0.5284003,-0.8019933312689361,20211008, 039030.csv,97100.0,97000.0,492.0,44142220.0,91915420.0,492.0,0.0,-0.007481243301178992,-0.007481243301178992,-1.5293748664155153,-0.9999916640861701,-1.5367416934619507,-0.01,1.3661612094409525,0.018490871257868746,-1.5293748664155153,-0.01,-0.49200000000000005,-0.01,-636.6538681948425,0.0,0,buy
2,1.3895456,-1,20211012, 039030.csv,97000.0,96100.0,492.0,44142220.0,91866220.0,0,-2.0040084456479166,-1.4840085744908895,-1.4766378020563595,1.4687337333091164,0.9999793106999432,-2.0113397642015007,-0.01,1.7924640396023035,0.03161861190208859,-0.5352747123388002,-0.01,-4.428,-0.01,-5.661527427647999,-5.351381445448729,0,wrong
3,0.8342727,0.7355434990191807,20211013, 039030.csv,96100.0,98600.0,871.0,7374000.0,91077104.0,379.0,0.8029120685082002,-1.542336548767417,-0.059206605376986805,0.714162642196016,0.9219293737739758,-0.048660235798499464,-0.01,1.2526410655028017,0.01556863250443441,1.5170747107042162,0.022752328265555066,21.775000000000002,0.9912745064922465,-6.257378538902578,-5.793036376562452,0,buy
4,0.81380546,0.8080620159291743,20211014, 039030.csv,98600.0,100600.0,932.0,1511068.0,93406268.0,61.0,3.4134180990844865,-2.383421221864952,-0.8542602410163181,1.191513670847062,0.9991736764375709,2.111755627009646,0.04361537389558767,1.4110549263089454,0.019713849910090286,4.604931769931548,0.1910789578907145,18.64,0.9690225574795149,-7.970592406057118,-7.792094134409503,0,buy
5,0.6251174,-0.771156920429902,20211015, 039030.csv,100600.0,102400.0,941.0,623542.0,95288142.0,9.0,6.446904477904167,0.1137642015005359,2.5581570821500943,-2.6186765654399093,-0.9999999999999987,3.946347266881029,0.14421539785048465,1.4438447643785266,0.02063108304022432,3.8282279124642575,0.13632029394929857,16.938000000000002,0.9432419873206673,-1.786311154816224,-3.6903586720930455,0,buy
6,2.0830727,-1,20211018, 039030.csv,102400.0,101500.0,941.0,623542.0,96981942.0,0,2.9215423542490386,2.1309131832797426,2.0148567960338197,-2.032764399065486,-0.999999998935388,3.038630225080386,0.08819829059672002,1.4370286234787844,0.020438750978019726,0.8887779551835527,0.007868145350075406,-8.469000000000001,-0.01,-0.19867037147651023,-0.4428735230674942,0,wrong
7,0.963103,-0.7941989341236689,20211019, 039030.csv,101500.0,100200.0,946.0,111470.0,96130470.0,5.0,-0.3950124245260234,3.9462700964630226,1.7774803500733596,-1.7509556827088646,-0.9999997799099407,1.7156162915326905,0.029004449021418743,1.41531599123239,0.019831902093063958,-2.145968107234888,-0.01,-12.298000000000002,-0.01,1.1552558714999963,2.579473932164054,0,buy
8,0.043711364,0.7828697746622392,20211020, 039030.csv,100200.0,99600.0,946.0,111470.0,94900670.0,0.0,-2.731232136480767,3.0337299035369774,-0.877896043868818,0.8614815776829163,0.9755408901984591,1.107256162915327,0.012185312517359215,1.4075564632156272,0.01961718100966825,-1.8697505587978507,-0.01,-5.676,-0.01,0.47543373423514557,1.1567955270746815,0,buy
9,1.0766929,-1,20211021, 039030.csv,99600.0,99000.0,946.0,111470.0,94333070.0,0,-2.4601981036813823,1.7156162915326905,-1.2793030139143187,1.2640000157226776,0.9996606505646508,0.4988960342979636,0.0024858776065131982,1.3997969351988644,0.019403593728573365,-1.1961980879587046,-0.01,-5.676,-0.01,-0.4908839672710293,-1.2065276974350063,0,wrong
10,1.096185,-1,20211022, 039030.csv,99000.0,100100.0,946.0,111470.0,93765470.0,0,-0.09968317399655871,1.107256162915327,-0.5980990439793523,0.6010980012676312,0.8357875127187824,1.6142229367631298,0.025720598768863012,1.4140227365629296,0.019796036541994244,0.5014148272710726,0.002511010416007431,10.406,0.6613703883780029,-0.9839624523940196,-2.511949962442212,-0.01,wrong
11,1.4039811,-1,20211025, 039030.csv,100100.0,100700.0,946.0,111470.0,94806070.0,0,1.1031126199963597,0.4988960342979636,-0.6016977927252871,0.6120176939667654,0.8463116285335021,2.2225830653804928,0.04819848143047545,1.421782264579692,0.020011701876125,1.715130313963125,0.028988259808776395,5.676,0.2754248239931364,-1.5012146147888066,-3.952815404937948,0,wrong
12,1.3458662,-1,20211026, 039030.csv,100700.0,100100.0,946.0,111470.0,95373670.0,0,1.1097902031526103,1.6142229367631298,1.1097902031526103,-1.1097902031526103,-0.99788388088718,1.6142229367631298,0.025720598768863012,1.4140227365629296,0.019796036541994244,0.0,0,-5.676,-0.01,-0.6660825209484402,-1.7286779632968416,0,wrong
13,1.4363399,-1,20211027, 039030.csv,100100.0,107300.0,946.0,111470.0,94806070.0,0,7.1843501159788605,2.2225830653804928,0.5986958429982384,-0.6378892321730891,-0.8692559080111677,8.91454448017149,0.5482792197717798,1.507137072764083,0.022458586786278212,6.546460883805771,0.34855447524990746,68.11200000000001,1.0,-0.2158190711815856,-0.5423637494875372,0,wrong
14,1.2124233,-1,20211028, 039030.csv,107300.0,107300.0,946.0,111470.0,101617270.0,0,6.546460883805771,1.6142229367631298,-0.5951328076187065,0.6378892321730891,0.8692559080111677,8.91454448017149,0.5482792197717798,1.507137072764083,0.022458586786278212,7.1843501159788605,0.4031854592665547,0.0,0,-0.6530160607853587,-1.6968979888774003,0,wrong
15,0.8733756,-0.6701927093506331,20211029, 039030.csv,107300.0,108600.0,946.0,111470.0,101617270.0,0.0,8.481524442475044,8.91454448017149,7.1843501159788605,-7.271297086436055,-1.0,10.232658092175777,0.6490364532468345,1.5239493834670697,0.022956610754127693,1.2102273560389882,0.014539764264353217,12.298000000000002,0.7796213421271914,3.065683876636434,13.742814888211106,0,buy
16,0.8279851,0.1485511628259096,20211101, 039030.csv,108600.0,110000.0,946.0,111470.0,102847070.0,0.0,2.5135491240809755,8.91454448017149,0.0,0.0,0,11.652165058949624,0.742755814129548,1.5420549488395139,0.023498834045610373,2.5135491240809755,0.06122485626578433,13.244000000000002,0.8269258839924889,3.1876617521478776,13.892392547970804,0,buy
17,1.4373312,-1,20211102, 039030.csv,110000.0,108000.0,946.0,111470.0,104171470.0,0,0.6516608840209936,10.232658092175777,1.2102273560389882,-1.2035482639920518,-0.9992845809612729,9.624297963558414,0.6039722969246419,1.516189855450305,0.02272609858518637,-0.5518873799710581,-0.01,-18.92,-0.01,3.9552213547595407,16.806151512242643,0,wrong
18,1.8172736,-1,20211103, 039030.csv,108000.0,106800.0,946.0,111470.0,102279470.0,0,-1.655662139913174,11.652165058949624,1.2877372199324686,-1.2503158596293114,-0.9995969495203574,8.407577706323686,0.5068163350987909,1.5006707994167794,0.022268443256989512,-2.9059779995424853,-0.01,-11.352,-0.01,4.7955871103723675,19.90502552239072,0,wrong
19,0.72552013,0.8928615746050667,20211104, 039030.csv,106800.0,106300.0,946.0,111470.0,101144270.0,0.0,-3.3600370619709983,9.624297963558414,-1.8162362497140532,1.7876785036014642,0.9999998850733987,7.9006109324758835,0.4643083327317383,1.4942045260694776,0.02207908053295038,-1.572358558369534,-0.01,-4.73,-0.01,3.7111943550628697,13.083132869250976,0,buy
20,2.4164643,-1,20211105, 039030.csv,106300.0,105600.0,946.0,111470.0,100671270.0,0,-2.2198003176981658,8.407577706323686,-1.1099001588490829,1.0974431144675725,0.9975749592423642,7.190857449088961,0.4037434839962849,1.4851517433832555,0.02181528536276256,-1.1223572032305933,-0.01,-6.622000000000001,-0.01,3.1511277807277023,11.403971717929382,1.0,wrong
21,0.7416934,0.5530034865187511,20211108, 039030.csv,105600.0,103100.0,946.0,111470.0,100009070.0,0.0,-3.4606013766276624,7.9006109324758835,-0.46764883467941387,0.4535865649539841,0.6425300082506333,4.656023579849947,0.194897399591222,1.452820376646744,0.02088567942778219,-3.0070148116736783,-0.01,-23.650000000000002,-0.01,2.9527976159162836,10.734144297089337,0,buy
