timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
1,-0.36559567,0.0,105560.csv,20200514,30950.0,31450.0,5100000.0,5100000,0,0.0,False,1.615508885298869,0.0,0.0,0.0,0,0,0,-1.615508885298869,0.0,0.0,0,0.0,0.0,0.0,wrong
2,0.28715086,-2.48,105560.csv,20200515,31450.0,31000.0,5099795.0,3653095.0,46.0,46.0,True,0.16155088852988692,0.0,-0.004019607843137255,-0.004019607843137255,0.0,-0.4058986684758897,-0.8074765454205004,-0.5714528493142006,-0.40990196078431373,-0.4058986684758897,-0.5612250524705182,-2.0700000000000003,-731.9900412815706,0.0,buy
3,0.8758702,16.38,105560.csv,20200518,31000.0,31950.0,5078646.0,490646.0,102.0,148.0,True,3.231017770597738,0.8603894985228668,-0.41870588235294115,-0.4147029439418643,-0.44915051966931574,2.7684544266326103,1.0,-0.8928609078526399,2.338156862745098,2.7684544266326103,1.0,14.06,-10.126905983837922,-8.827754734695016,buy
4,0.6792877,4.32,105560.csv,20200519,31950.0,32050.0,5219201.0,171101.0,10.0,158.0,True,3.5541195476575123,0.283565863728209,2.3372745098039216,2.767568363693788,2.432936974960427,0.30272832948951384,0.6000614684289409,-0.907041116284963,2.6470784313725493,0.30272832948951384,0.3675930648932928,1.58,0.8157530386023486,4.608292699640679,buy
5,0.11346887,1.81,105560.csv,20200520,32050.0,32000.0,5235001.0,171101.0,0.0,158.0,True,3.392568659127625,-0.15090732551913552,2.6470784313725493,0.30272832948951384,2.7535408465565467,0,0,-0.90039218853939,2.492176470588235,-0.15090732551913552,-0.10762167439522108,-0.79,1.2152408245395943,6.277724553511753,wait
6,-0.09254569,-15.44,105560.csv,20200521,32000.0,31100.0,5226366.0,618366.0,14.0,144.0,True,0.48465266558966075,-2.7204371983629168,2.477764705882353,-0.16494743745034623,0,0.24070271363681872,0.43975324788319314,-0.5480644302955431,-0.06341176470588235,-2.479734484726098,-0.9999999999999556,-12.96,1.1303718816067536,6.7219738922564805,sell
7,0.2935601,4.17,105560.csv,20200522,31100.0,31350.0,5096744.0,462844.0,5.0,149.0,True,1.2924071082390953,0.7063302494169832,-0.06384313725490195,-2.4801554273083823,-0.2832582567814807,0.7308587600240468,0.9952115344868265,-0.6258580886312521,0.6665490196078432,0.7308587600240468,0.9308012607544509,3.725,-1.0626540005127418,-1.410205737175271,buy
8,-0.53153014,10.46,105560.csv,20200525,31350.0,32600.0,5129929.0,2935429.0,79.0,70.0,True,5.3311793214862675,3.627779853268235,0.586843137254902,0.6511019584267916,0,-1.9221032249952121,-0.9999999999999999,-3.0286499097215613,2.302529411764706,1.705676628273023,0.9999995186464479,8.75,-0.5749072881763357,-0.7288274394165192,sell
9,0.5512443,10.53,105560.csv,20200526,32600.0,33100.0,5217203.0,1337803.0,49.0,119.0,True,6.946688206785137,0.6708284865975176,2.2980980392156862,1.7012711092102835,3.4440436455074726,1.1404578276904311,0.9999977541816172,-3.4819235009027847,3.4647647058823527,1.1404578276904311,0.9985013945206106,5.95,0.7470409516401622,0.9696597618827085,buy
10,1.2092346,25.0,105560.csv,20200527,33100.0,34200.0,5276515.0,13615.0,40.0,159.0,True,10.500807754442649,2.48071570448441,3.461078431372549,1.1368543643020983,4.198573409451475,3.3146878195172382,1.0,-3.6103175583642173,6.8904901960784315,3.3146878195172382,1.0,17.490000000000002,1.6768003565021123,2.120120156476241,buy
11,0.64322793,-3.76,105560.csv,20200528,34200.0,34000.0,5451415.0,13615.0,0,159.0,False,9.8546042003231,-0.5833347855556769,6.8904901960784315,3.3146878195172382,0,0,0,-3.5876434160093744,6.266960784313726,-0.5833347855556769,-0.8175715723600261,-3.18,3.7808526340698414,5.5449839141259165,wrong
12,-0.021381214,11.09,105560.csv,20200529,34000.0,34600.0,5419448.0,115448.0,3.0,156.0,True,11.793214862681744,1.7602726392926433,6.263686274509804,-0.5863982103729032,0,-0.03315947204756586,-0.010935276243963177,-3.694234470524881,8.098980392156863,1.7271131672450775,0.9999996668255007,9.360000000000001,3.388926569298472,5.446848385198307,sell
13,-0.019704327,29.82,105560.csv,20200601,34600.0,36250.0,5512879.0,219079.0,3.0,153.0,True,17.12439418416801,4.66892361539388,8.095666666666666,1.7239947684708847,0,-0.08964661693264109,-0.07722067657157872,-4.0787275175013455,13.045666666666666,4.579276998461239,1.0,25.245,4.696081286318569,7.464183459652402,sell
14,0.70723665,57.16,105560.csv,20200602,36250.0,38600.0,5765309.0,74059.0,4.0,157.0,True,24.717285945072696,6.236417730887518,13.045274509803923,4.578914211612481,13.863633575048159,6.3994835315852105,1.0,-4.437697709778579,20.279588235294117,6.3994835315852105,1.0,36.895,6.849666533028381,12.996718348716923,buy
15,0.15073258,-7.97,105560.csv,20200603,38600.0,37000.0,6134259.0,74059.0,0.0,157.0,True,19.547657512116317,-4.095034135337292,20.279588235294117,6.3994835315852105,21.245138096465073,0,0,-4.193559472900631,15.354098039215685,-4.095034135337292,-1.0,-25.12,8.85408640534346,21.001886597499674,wait
16,-0.6659495,6.51,105560.csv,20200604,37000.0,38050.0,5876741.0,3915741.0,104.0,53.0,True,22.940226171243943,2.8021136622971143,15.230215686274509,-4.198029460445019,0,-1.8551602403239493,-0.9999999999999989,-6.618834014381196,16.321392156862746,0.9469534219731651,0.9887073580128352,5.565,5.694894425795652,9.016374345126364,sell
17,1.0934526,15.94,105560.csv,20200605,38050.0,38200.0,5931840.0,34090.0,102.0,155.0,True,23.424878836833603,0.13401004755081045,16.31058823529412,0.9375774770404209,13.221457543719668,0.3919525813238388,0.7848173894737331,-6.65840824859831,16.766470588235293,0.3919525813238388,0.5361222030251211,2.325,6.310178855305356,9.709269431319791,buy
18,0.7495351,5.43,105560.csv,20200608,38200.0,38500.0,5955090.0,34090.0,0,155.0,False,24.394184168012924,0.7808446219956373,16.766470588235293,0.3919525813238388,0,0,0,-6.715948873895275,17.67823529411765,0.7808446219956373,0.9525743291845888,4.65,6.674321245887183,10.006510007229132,wrong
19,0.6943213,-17.18,105560.csv,20200609,38500.0,37550.0,6001590.0,34090.0,0,155.0,False,21.32471728594507,-2.453516484798195,17.67823529411765,0.7808446219956373,0,0,0,-6.533736893788207,14.790980392156863,-2.453516484798195,-0.9999999999999152,-14.725000000000001,7.280320496935404,10.63889096608863,wrong
20,0.14586398,-21.78,105560.csv,20200610,37550.0,36350.0,5854340.0,34090.0,0,155.0,False,17.447495961227787,-3.177130129100804,14.790980392156863,-2.453516484798195,0,0,0,-6.303574392600337,11.14392156862745,-3.177130129100804,-1.0,-18.6,5.842083479592552,9.095787821814286,wrong
21,0.66404426,-31.0,105560.csv,20200611,36350.0,34650.0,5668340.0,34090.0,0,155.0,False,11.954765751211632,-4.648627287706806,11.14392156862745,-3.177130129100804,0,0,0,-5.977510849250847,5.977254901960785,-4.648627287706806,-1.0,-26.35,4.101423910812811,6.558214940689747,wrong
22,-0.757583,-6.31,105560.csv,20200612,34650.0,33250.0,5398184.0,4081484.0,117.0,38.0,True,7.431340872374798,-4.014919960627881,5.846745098039215,-4.766051436575788,0,3.029403349856555,1.0,-2.6277330292375423,4.8036078431372555,-0.985516610771326,-0.9922201245547737,-5.32,1.7388558488505708,2.615242886065599,sell
