timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
11,0.98612416,-3.64,003240.csv,20200818,694000.0,692000.0,13031763.0,1233763.0,2.0,17.0,True,1.914580265095729,-0.2302032848474059,0.2443307692307692,-2.1416073938796845,0.025222498468634023,-0.2609010001179426,-0.493734132896268,-1.9317879574034214,-0.017207692307692306,-0.2609010001179426,-0.2884763762855572,-3.4000000000000004,-1.321803714651363,-1.4000037279435447,buy
12,0.8707955,-44.2,003240.csv,20200819,692000.0,668000.0,12997763.0,1233763.0,0.0,17.0,True,-1.6200294550810017,-3.1390016882135794,-0.017207692307692306,-0.2609010001179426,-0.2630346268871834,0,0,-1.5356397756882287,-3.1556692307692304,-3.1390016882135794,-1.0,-40.800000000000004,-1.6794177894390954,-1.8435450540764167,wait
13,0.4667542,-0.05,003240.csv,20200820,668000.0,670000.0,12589763.0,1233763.0,0.0,17.0,True,-1.3254786450662739,0.27006068342986284,-3.1556692307692304,-3.1390016882135794,-3.722120131156992,0,0,-1.5686521241644955,-2.8941307692307694,0.27006068342986284,0.30556996518738344,3.4000000000000004,-4.02849707998934,-4.028491371708205,wait
14,1.0498772,-16.95,003240.csv,20200821,670000.0,663000.0,12623668.0,563668.0,1.0,18.0,True,-2.3564064801178204,-0.9426666200878455,-2.8948615384615386,0.2693061021085147,-3.352918411145907,-0.9981251091204237,-0.9999528670079766,-1.5076858275744875,-3.864092307692308,-0.9981251091204237,-0.9931346528111532,-12.600000000000001,-3.9336324717978246,-3.8243357302488463,buy
15,0.89983493,9.72,003240.csv,20200824,663000.0,668000.0,12497668.0,563668.0,0,18.0,False,-1.6200294550810017,0.7201343482640121,-3.864092307692308,-0.9981251091204237,0,0,0,-1.5517551603036133,-3.171784615384615,0.7201343482640121,0.9252022442465673,9.0,-4.864845894405954,-4.977947948110049,wrong
16,0.34921634,-3.89,003240.csv,20200825,668000.0,666000.0,12587668.0,563668.0,0,18.0,False,-1.914580265095729,-0.2859941968599744,-3.171784615384615,0.7201343482640121,0,0,0,-1.5341274272119636,-3.4487076923076927,-0.2859941968599744,-0.3356614554497812,-3.6,-4.262494696065664,-4.329071521447449,wrong
17,0.6368695,-9.72,003240.csv,20200826,666000.0,661000.0,12551668.0,563668.0,0,18.0,False,-2.6509572901325478,-0.7170361739969541,-3.4487076923076927,-0.2859941968599744,0,0,0,-1.4900580944828365,-4.141015384615384,-0.7170361739969541,-0.9235183452502616,-9.0,-4.667670871687867,-4.781035397291703,wrong
18,1.2995138,9.72,003240.csv,20200827,661000.0,666000.0,12461668.0,563668.0,0,18.0,False,-1.914580265095729,0.7222147147556812,-4.141015384615384,-0.7170361739969541,0,0,0,-1.5341274272119636,-3.4487076923076927,0.7222147147556812,0.9263160642049663,9.0,-5.459639473004869,-5.768624640435264,wrong
19,0.49890924,-11.66,003240.csv,20200828,666000.0,660000.0,12551668.0,563668.0,0,18.0,False,-2.798232695139912,-0.8604434087963448,-3.4487076923076927,0.7222147147556812,0,0,0,-1.4812442279370113,-4.279476923076923,-0.8604434087963448,-0.9753212887253591,-10.8,-4.867344825134527,-5.118014679702304,wrong
20,1.3566666,15.56,003240.csv,20200831,660000.0,668000.0,12443668.0,563668.0,0,18.0,False,-1.6200294550810017,1.157215059096723,-4.279476923076923,-0.8604434087963448,0,0,0,-1.5517551603036133,-3.171784615384615,1.157215059096723,0.9987638251493209,14.4,-5.793923435012015,-6.30412721788256,wrong
21,0.4922803,-7.77,003240.csv,20200901,668000.0,664000.0,12587668.0,563668.0,0,18.0,False,-2.2091310751104567,-0.5719883937199488,-3.171784615384615,1.157215059096723,0,0,0,-1.5164996941203124,-3.725630769230769,-0.5719883937199488,-0.8052139715246418,-7.2,-4.671961199736388,-5.171008940173078,wrong
22,-0.1165573,17.28,003240.csv,20200902,664000.0,674000.0,12513488.0,1889488.0,2.0,16.0,True,-0.7363770250368188,1.4381973059688065,-3.7424,-0.5893069311964695,0,-0.1595769884362368,-0.22481080154465238,-1.7752537441939502,-2.511630769230769,1.2786203175325697,0.9997182103203234,16.0,-5.284911724240653,-5.977949693417719,sell
23,-0.38793236,8.63,003240.csv,20200903,674000.0,682000.0,12666848.0,5926848.0,6.0,10.0,True,0.4418262150220913,1.0099824136812219,-2.562707692307692,1.225557574354968,0,-0.3784125077346122,-0.7611597260017909,-2.3891492919451682,-1.9473230769230772,0.6315699059466097,0.8639050847592062,8.0,-4.019363913224254,-4.625692618684177,sell
24,-0.12307611,4.85,003240.csv,20200904,682000.0,687000.0,12745729.0,6607729.0,1.0,9.0,True,1.1782032400589102,0.39225383404587544,-1.9559307692307693,0.6227358218871815,0,-0.03919438958412674,-0.015244608102421453,-2.7879801631358334,-1.6097769230769232,0.3530594444617487,0.4638036479910005,4.5,-3.461094205002874,-3.942285175165339,sell
25,0.74124146,17.0,003240.csv,20200907,687000.0,698000.0,12790144.0,2485144.0,6.0,15.0,True,2.798232695139912,0.7739981044082789,-1.6142769230769232,0.348469671683746,-0.7866031648486725,1.2900558429991094,0.9999999408057116,-3.143278848986066,-0.34504615384615384,1.2900558429991094,0.9997567012364732,16.5,-3.2181227604784133,-3.6065064481863995,buy
26,0.53920305,-21.62,003240.csv,20200908,698000.0,685000.0,12955045.0,1787045.0,1.0,16.0,True,0.8836524300441826,-1.5051936126684504,-0.3458076923076923,1.2892818094933098,0.7851276960563126,-1.6055521227444598,-0.9999999999936208,-2.8294601223518745,-1.9458076923076921,-1.6055521227444598,-0.9999974742893625,-20.8,-1.892591250740732,-2.15150012524649,buy
27,-0.21115032,2.8,003240.csv,20200909,685000.0,687000.0,12743672.0,3838672.0,3.0,13.0,True,1.1782032400589102,0.2510385740381398,-1.971753846153846,-1.6315883117349266,0,-0.04701574608086029,-0.02186228286600833,-2.9499570862127564,-1.7717538461538462,0.2040228279572795,0.18789575915778256,2.6,-3.3839868396061394,-3.990667237777866,sell
28,0.084815025,-3.61,003240.csv,20200910,687000.0,685000.0,12769672.0,3838672.0,0.0,13.0,True,0.8836524300441826,-0.20360742233629806,-1.7717538461538462,0.2040228279572795,-0.8031766086093313,0,0,-2.8554062761980283,-1.971753846153846,-0.20360742233629806,-0.18720789224500023,-2.6,-3.241704762715238,-3.7608160361874177,wait
29,0.7504271,16.23,003240.csv,20200911,685000.0,695000.0,12743381.0,1783381.0,3.0,16.0,True,2.3564064801178204,1.0201141397863975,-1.9739923076923078,-0.20588625925552356,-1.0283868774434763,1.2555537655195272,0.9999998575325922,-3.099629557040897,-0.7432230769230769,1.2555537655195272,0.9996225514502253,16.0,-3.5116388312214735,-4.066888359555518,buy
30,0.1826632,-13.38,003240.csv,20200914,695000.0,687000.0,12903381.0,1783381.0,0.0,16.0,True,1.1782032400589102,-0.9919880688635018,-0.7432230769230769,1.2555537655195272,0.41645419003910067,0,0,-2.906041701597372,-1.7278384615384617,-0.9919880688635018,-0.992702340829585,-12.8,-2.240508133498252,-2.623314811895526,wait
31,-0.055911273,-5.18,003240.csv,20200915,687000.0,684000.0,12775381.0,1783381.0,0.0,16.0,True,0.7363770250368188,-0.37572264968066316,-1.7278384615384617,-0.9919880688635018,0,0,0,-2.8334462558060496,-2.0970692307692307,-0.37572264968066316,-0.5063050918464308,-4.8,-3.2076071660760204,-3.878122206868504,wait
32,0.45644283,16.08,003240.csv,20200916,684000.0,694000.0,12727381.0,1783381.0,0.0,16.0,True,2.2091310751104567,1.25713216253996,-2.0970692307692307,-0.37572264968066316,-1.172870984191734,0,0,-3.0754310751104565,-0.8663000000000001,1.25713216253996,0.9996299625608163,16.0,-3.605720643753002,-4.3940806977439095,wait
33,0.041954637,-10.07,003240.csv,20200917,694000.0,688000.0,12887381.0,1783381.0,0.0,16.0,True,1.3254786450662739,-0.7449147348091905,-0.8663000000000001,1.25713216253996,0.27197008329084293,0,0,-2.9302401835278125,-1.6047615384615386,-0.7449147348091905,-0.9376187051572132,-9.6,-2.365606711121765,-2.912524892326818,wait
