timestep,action,reward,stock_code,current_date,price,next_price,total_amt,current_amt,order_qty,qty,is_order,init_price_rate,wait_see_rate,init_total_evlu_rate,daily_evlu_rate,average_price_rate,rate_reward,rate_reward_exp,net_income_rate,next_total_evlu_rate,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,sharp_data,sortino_data,reward_log
1,-0.9373468,0.0,056080.csv,20191007,2700.0,2750.0,91500000.0,91500000,0,0.0,False,1.8518518518518516,0.0,0.0,0.0,0,0,0,-1.8518518518518516,0.0,0.0,0,0.0,0.0,0.0,wrong
2,0.61427814,-134.28,056080.csv,20191008,2750.0,2685.0,91492020.0,35295772.0,20435.0,20435.0,True,-0.5555555555555556,0.0,-0.008721311475409835,-0.008721311475409835,0.0,-1.45179109609778,-0.99999999929792,-0.9048302367941712,-1.4603857923497268,-1.45179109609778,-0.9999735032091828,-132.82750000000001,-349.70284859121097,0.0,buy
3,-0.85567975,7.46,056080.csv,20191010,2685.0,2710.0,90086662.0,82165912.0,17485.0,2950.0,True,0.3703703703703704,0.5666079960053124,-1.544631693989071,-1.5360443457254525,0,-0.48474238087129845,-0.9046071602263079,-1.8344009714632665,-1.464030601092896,0.08186561513401396,0.03295465744563075,7.375,-4.52437676085707,-3.933197662358227,sell
4,0.92814296,93.68,056080.csv,20191011,2710.0,2740.0,90149581.0,5906525.0,28136.0,31086.0,True,1.4814814814814816,0.0981583801990612,-1.4758677595628416,0.06984274764226474,-0.6171627261196642,1.0344851186829143,0.9999774909837718,-1.9381317547055252,-0.45665027322404367,1.0344851186829143,0.9952556332110295,93.25800000000001,-4.771370915777936,-3.8811275586086893,buy
5,0.44808322,97.68,056080.csv,20191014,2740.0,2770.0,91081794.0,3262050.0,965.0,32051.0,True,2.5925925925925926,1.0238887053244727,-0.45705573770491803,1.0340735804418215,0.47356218952392487,1.0556731019154058,0.9999855448091722,-1.9988002428658165,0.593792349726776,1.0556731019154058,0.9961980017322767,96.153,-2.583360457181933,-2.54701290308241,buy
6,-0.7356037,55.69,056080.csv,20191015,2770.0,2835.0,91936090.0,68460340.0,23576.0,8475.0,True,5.0,2.2634070565903097,0.4766010928961749,0.9379437563559628,0,-1.6642136386409496,-0.999999999999063,-3.921349726775956,1.0786502732240437,0.5991934179493602,0.8338997505518784,55.087500000000006,-1.3078028465904001,-1.33881161244432,sell
7,0.82712495,-126.6,056080.csv,20191016,2835.0,2790.0,92478927.0,11837351.0,19970.0,28445.0,True,3.3333333333333335,-0.4123554059753177,1.0698655737704919,0.5904503878727059,2.7884936693502076,-1.3841272185175764,-0.9999999952164437,-3.6624032786885246,-0.32906994535519124,-1.3841272185175764,-0.9999308367416613,-128.0025,-0.6125454821274602,-0.6025371397026652,buy
8,0.34412804,1.13,056080.csv,20191017,2790.0,2790.0,91198323.0,7766163.0,1459.0,29904.0,True,3.3333333333333335,0.0,-0.3297016393442623,-1.3847522257692284,1.1328749862022358,-1,-0.9999546000702375,-3.663034972677596,-0.3297016393442623,0.0,0,0.0,-2.2328317969657197,-2.7764187420970865,buy
9,0.022524267,-59.46,056080.csv,20191018,2790.0,2770.0,91198295.0,7593159.0,62.0,29966.0,True,2.5925925925925926,-0.6558015326663408,-0.32973224043715843,-3.070231894505341e-05,1.1318748980913038,-0.6571570225079317,-0.9866808645524289,-3.5773149969641773,-0.9847224043715846,-0.6571570225079317,-0.8845914411857978,-59.932,-2.3645765119882842,-2.6257324851460204,buy
10,0.26181358,248.58,056080.csv,20191021,2770.0,2850.0,90598699.0,5606787.0,717.0,30683.0,True,5.555555555555555,2.6460342340061027,-0.9850284153005465,-0.6574640457916455,0.4028321829640378,2.709352371605248,1.0,-3.857919489981785,1.6976360655737706,2.709352371605248,0.9999999999999999,245.464,-3.332662389527722,-4.046852319486758,buy
11,0.6745446,-207.05,056080.csv,20191022,2850.0,2785.0,93052799.0,1827151.0,1326.0,32009.0,True,3.148148148148148,-2.1432815461523966,1.6970480874316942,2.7087585440934423,3.2406794140416784,-2.235916621916983,-1.0,-3.724961262902246,-0.5768131147540984,-2.235916621916983,-0.9999999999860649,-208.0585,0.038800522382855474,0.06433291951368267,buy
12,-0.7867778,148.37,056080.csv,20191023,2785.0,3000.0,90857056.0,71846646.0,25183.0,6826.0,True,11.11111111111111,7.564875631918211,-0.7026710382513661,-2.3596743178031643,0,-5.94960207517871,-1.0,-10.209858652094717,0.9012524590163934,1.6152735567395007,0.9999978403044937,146.75900000000001,-1.9052994483810317,-2.757166739979526,sell
13,-0.30604666,-2.39,056080.csv,20191024,3000.0,2995.0,92314357.0,78103357.0,2089.0,4737.0,True,10.925925925925926,-0.03696737705336016,0.8900076502732241,1.603949174844494,0,0.011310479502744063,0.0012784515494524973,-10.06180352155434,0.8641224043715846,-0.025656897550616096,-0.0032859712998225543,-2.3685,-0.5934631135121027,-0.8786169537612334,sell
14,1.2792677,21.7,056080.csv,20191025,2995.0,3000.0,92279582.0,638.0,26074.0,30811.0,True,11.11111111111111,0.02566348200390176,0.8520021857923497,-0.03767019684706248,6.122855094384371,0.16694483943371136,0.2432374855635231,-10.090741712204007,1.0203693989071039,0.16694483943371136,0.1300790182801217,15.4055,-0.6746605052266943,-0.9606448580076491,buy
15,0.42010918,124.58,056080.csv,20191028,3000.0,3040.0,92433638.0,638.0,0,30811.0,False,12.592592592592592,1.3333241303344567,1.0203693989071039,0.16694483943371136,0,0,0,-10.225294231936854,2.3672983606557376,1.3333241303344567,0.9998620702668645,123.244,-0.6287697639125592,-0.8670635797284543,wrong
16,0.63946736,-217.98,056080.csv,20191029,3040.0,2970.0,93666078.0,638.0,0,30811.0,False,10.0,-2.302615894731922,2.3672983606557376,1.3333241303344567,0,0,0,-9.989827322404372,0.010172677595628416,-2.302615894731922,-0.9999999999969327,-215.67700000000002,0.4974245072442518,0.6873558633593537,wrong
17,-0.017459959,198.93,056080.csv,20191030,2970.0,3035.0,91506686.0,1592910.0,537.0,30274.0,True,12.407407407407407,2.188536930035576,0.007307103825136612,-2.3054152005809403,0,-0.03807767288359054,-0.014394486064512213,-10.249483910139647,2.1579234972677592,2.1504592571519856,0.9999999999092012,196.781,-1.3610703405139306,-1.8657329862095375,sell
18,0.0637791,-114.99,056080.csv,20191031,3035.0,2995.0,93474485.0,1492741.0,33.0,30307.0,True,10.925925925925926,-1.2954977025819876,2.1579071038251367,2.150442864907161,7.537490698834071,-1.296908990726186,-0.9999999504225281,-10.092913904068002,0.8330120218579234,-1.296908990726186,-0.9997773400083427,-121.22800000000001,0.3215808205391476,0.4594690545913878,buy
19,0.8424686,176.92,056080.csv,20191101,2995.0,3050.0,92262026.0,237658.0,419.0,30726.0,True,12.962962962962962,1.8066823591883334,0.832815300546448,-1.2971015566440405,6.0928762349803565,1.831665825330998,0.9999999999999973,-10.283227443837278,2.6797355191256833,1.831665825330998,0.9999999481545406,168.993,-0.6714455603838374,-1.0149372638957548,buy
20,0.23029485,23.57,056080.csv,20191104,3050.0,3055.0,93951953.0,185801.0,17.0,30743.0,True,13.148148148148147,0.16351974271786865,2.679730054644809,1.8316604059832806,8.039676800901013,0.16360809444802069,0.2348444141887578,-10.300425743776563,2.8477224043715847,0.16360809444802069,0.12526827780670824,15.371500000000001,0.6266205369345899,0.9625024858950975,buy
21,0.59787613,-22.89,056080.csv,20191105,3055.0,3045.0,94105653.0,78861.0,35.0,30778.0,True,12.777777777777777,-0.3266859617145688,2.8477081967213116,0.16359425758823767,8.213667940070906,-0.3270600545112842,-0.6568826604720766,-10.266443351548268,2.511334426229508,-0.3270600545112842,-0.41423781316312036,-30.778000000000002,0.7752221963518824,1.1633918567464379,buy
22,-1.0689331,0.0,056080.csv,20191106,3045.0,3075.0,93643979.0,93643979.0,30778.0,0.0,True,13.88888888888889,0.9843933451325351,2.343146448087432,-0.4905911444023453,0,-0.9843933451325351,-0.9999381193222341,-11.545742440801458,2.343146448087432,0.0,0,0.0,0.40038319920490734,0.6097398417882809,sell
23,0.44538078,6.85,056080.csv,20191107,3075.0,3080.0,93638059.0,51937983.0,13561.0,13561.0,True,14.074074074074074,0.0,2.3366765027322405,-0.006321815949320138,0.0,0.07241072777896859,0.05108223165493053,-11.663294839101397,2.4107792349726775,0.07241072777896859,0.025875896846264568,6.7805,0.40230718810043337,0.593469393358291,buy
24,-0.17830709,-33.79,056080.csv,20191108,3080.0,3050.0,93693635.0,59373195.0,2418.0,11143.0,True,12.962962962962962,-0.434156398516921,2.3974153005464482,0.059351935092973256,0,0.0773658865467109,0.05809871605588213,-10.930891924711595,2.0320710382513663,-0.3567905119702101,-0.4708574153066145,-33.429,0.474205965218003,0.6854155687028002,sell
25,-0.6584043,28.86,056080.csv,20191111,3050.0,3125.0,93322607.0,81711257.0,7336.0,3807.0,True,15.74074074074074,0.8951701621299935,1.991920218579235,-0.3960012865334982,0,-0.589215357416919,-0.9689372949568227,-13.436771341833637,2.3039693989071037,0.3059548047130745,0.37377259848232713,28.552500000000002,0.16540028195386558,0.24198643833538988,sell
