timestep,action,reward,price,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.43665954,0.0022511938124758074,50900.0,6999574.0,59.0,-72368.19718309859,0.0,0.002535135982115976
2,0.08068641,0.00206629831823319,50600.0,6981831.0,6.0,-1904.1924379830284,-1817.773001706323,0.0037378711472432265
3,0.060348198,0.021611507161593484,50200.0,6955803.0,4.0,-1376.6792181432036,-1448.5801100039444,0.027520484147802282
4,0.29793382,0.0018396000468470057,47500.0,6769362.0,21.0,-216.6573870874353,-204.91278602302492,0.020348603226655403
5,0.30577907,-0.036079026185366084,46000.0,6634258.0,16.0,-210.8927819997994,-207.6874809651676,-0.011060664015486122
6,0.37437898,-0.036517427220228896,46700.0,6708372.0,13.0,-183.3728864611801,-205.76511939798078,-0.017429839768508294
7,0.3079216,-0.002256503913285652,47700.0,6827325.0,7.0,-164.04351660661695,-209.96758581108085,0.011197138509047688
8,-0.26181653,-0.04525683007171209,47100.0,6749251.0,32.0,-171.84012339582608,-231.75205773132186,-0.03038465246063248
9,0.045256037,0.004074543627641654,49350.0,6960737.0,2.0,-138.45466961539495,-232.0370641083807,0.007643381808490726
10,0.44123086,0.005562947378029413,48800.0,6907806.0,19.0,-147.36135780854465,-254.66459378482602,0.01349803676923903
11,0.18682693,-0.013158642857142857,48000.0,6815779.0,4.0,-150.51978559721383,-271.00282225004435,0.0
12,-0.40567312,-0.024546418540271397,48000.0,6811996.0,48.0,-157.71835731156753,-269.4368159384518,-0.012352845997126948
13,0.37796974,-0.029577303777900403,49200.0,6897015.0,26.0,-157.58557877399684,-268.0412241831268,-0.02469025816592108
14,-0.6320018,0.007971563891903526,51000.0,7066508.0,61.0,-146.38338760860287,-263.3055950617661,0.003578880514813441
15,0.5963046,0.021910495846055027,50300.0,7040873.0,61.0,-150.33257992544134,-270.4562335849524,0.0211011064956167
16,-0.22151837,-0.011052892097817853,48800.0,6893691.0,21.0,-146.84614668163587,-261.28192531454334,-0.003843768997575391
17,0.33750483,0.025626891058783418,49150.0,6920145.0,21.0,-144.16017927653775,-249.8834316400213,0.034812021811346655
18,0.7399982,-0.037089388112325275,46750.0,6687120.0,34.0,-134.60559538834264,-209.30162746425933,-0.016378685204170938
19,0.16635461,-0.013520852755422832,47600.0,6798464.0,1.0,-133.1901193940332,-208.36921554441403,0.0009717509066730429
20,-0.4531193,-0.02571924842692056,47550.0,6787258.0,59.0,-136.6383419613315,-209.58981174663737,-0.011692656982292687
21,-0.13352521,-0.007830668027282345,48650.0,6866840.0,9.0,-135.07788561351407,-205.39413624575607,0.001867511715718029
22,0.13517922,-0.020519046474707484,48450.0,6853972.0,10.0,-138.08859444203281,-207.4242451590786,-0.01120941671792895
23,-0.04072334,-0.015826253269798685,49500.0,6931429.0,3.0,-140.182554141134,-208.6595788984783,-0.012142582998189017
24,-0.6087958,0.000572956158453461,50700.0,7013050.0,43.0,-139.0165040371946,-205.15834103869352,-0.00039909633187710684
25,0.18161449,-0.0018822401040225864,50800.0,7015713.0,19.0,-142.47003342565938,-206.17256637014663,-0.0033384413854219215
26,-0.22570758,0.004637328055378578,51300.0,7038372.0,10.0,-144.72476310038886,-205.6724051257362,0.0021071899028015945
27,0.24808909,0.0048089486755891805,50900.0,7023399.0,24.0,-149.1661467379799,-211.06733535614083,0.0034862128141467086
28,0.41993374,-0.015370868855478656,50500.0,6998770.0,32.0,-151.3939866297856,-215.01119546151511,-0.016981124125135014
29,-0.21103248,0.01598046634865003,51800.0,7118055.0,19.0,-149.35935277059258,-213.32830678787786,0.00838662927627781
30,-0.13292146,0.009989630111659797,51000.0,7058102.0,9.0,-148.8152149948753,-216.8133396129527,0.006488319171685488
31,-0.2431113,0.006625363988773156,50300.0,7011364.0,15.0,-151.2496978342666,-223.46958474174957,0.006459610781176522
32,-0.40728545,-0.004066429056468724,49400.0,6964742.0,20.0,-156.46950017353836,-234.21585700399154,-0.0017200005389335022
33,-0.2831567,0.000568427689248136,49800.0,6976089.0,8.0,-159.4696065905369,-235.22028018765485,0.0025292847340852302
34,0.40274477,-0.0016286861729645633,49000.0,6958156.0,48.0,-166.32395274397194,-245.1228243551914,0.0015113010776584218
35,-0.25256187,-0.004865010984289388,48850.0,6946294.0,17.0,-165.11800695911137,-242.4405491997038,-0.00114318680794059
36,0.5396873,-0.012894829237064543,49000.0,6953917.0,47.0,-167.37005910711062,-242.43079313908927,-0.010670207088801873
37,0.16285461,0.0013843820970476282,49750.0,7028875.0,6.0,-164.8034891895478,-237.6395494898401,-0.0007534643366137464
38,0.06137218,0.01080812697914486,49800.0,7034161.0,2.0,-167.89704630435662,-238.98181430446087,0.009297839500637147
39,-0.044778053,-0.01544484990800984,49200.0,6969039.0,4.0,-168.7082798167205,-244.2686876792249,-0.014703722120010932
40,-0.3308038,0.008146480526036018,50200.0,7070237.0,34.0,-167.17775362564066,-242.75906422316123,0.0034772799495638284
41,0.28998724,-0.014216813355073575,49850.0,7045596.0,20.0,-166.96136941074388,-243.45999441689779,-0.01941518944214524
42,-0.28900918,0.008278660103792902,51400.0,7182903.0,26.0,-163.1519751478183,-241.2258105615894,-0.0053175998846745525
43,-0.4292854,0.013801357919390536,52000.0,7218998.0,27.0,-166.0619439073578,-243.03039561896426,-0.0020459515181374985
44,-0.053478666,0.016693785714285713,52400.0,7233713.0,1.0,-170.90311338357387,-247.34696698135275,0.0
45,-0.36114433,0.012908662330967205,52400.0,7232596.0,13.0,-171.9182633022265,-246.9610442630278,-0.004117041854480884
46,0.2895156,0.019414409066441058,53700.0,7262252.0,32.0,-174.35305311053065,-247.96264252111536,0.0007579148357281604
47,-0.11268179,0.015877318385838425,53600.0,7256225.0,6.0,-175.34097647383322,-248.5677895235426,-0.002693852587163655
48,0.20723301,0.00840600057240033,54000.0,7275695.0,17.0,-176.88875841189542,-248.2476197100846,-0.01254055491955519
49,-0.16532196,0.022819949226776912,55400.0,7367186.0,10.0,-179.26916414583704,-251.3475114083464,-0.0037862468908827986
50,-0.04322508,0.021690209245385596,55900.0,7395004.0,2.0,-178.56589758839522,-248.01231874137517,-0.007249291314650925
51,-0.20859271,0.0388043632490659,56900.0,7447978.0,11.0,-181.83521577035594,-250.709605532452,0.0075621496418192555
52,-0.28916803,0.024917632169591624,55600.0,7390984.0,12.0,-188.0848733086073,-263.3212888230339,-0.003344218224263274
53,0.3612813,0.0387128598157726,56400.0,7415496.0,36.0,-190.08611341341677,-263.7319502133101,0.01003841566831876
54,-0.21992873,0.022378047632641177,55300.0,7340526.0,14.0,-189.745032058765,-267.613555809419,-0.0021613756462717086
55,0.31262004,0.02828057590271394,55600.0,7356237.0,24.0,-192.27800969854232,-268.7788733551499,0.003150084336348823
56,-0.19193858,0.02836885035750876,55300.0,7331867.0,14.0,-194.0610061861632,-272.73374964320715,0.005182294048025607
57,-0.20986266,0.014793131934027162,54700.0,7292901.0,13.0,-191.25386043294137,-271.4694461761781,-0.006809297851080929
58,-0.08471699,0.03300465773943081,55700.0,7342536.0,4.0,-191.7449996301783,-270.474328145919,0.009486445107304068
59,-0.008219857,0.009408242714618488,54200.0,7273536.0,0.0,-192.07054751341897,-274.84830101309603,-0.011255603332963583
60,-0.555844,0.02760740334736326,56000.0,7354038.0,25.0,-194.34522124997304,-277.6605900470649,0.0025766386399274288
61,-0.010664031,0.022138388897084728,55100.0,7335138.0,0.0,-193.99923013596202,-277.88519842428286,-0.0020000440826042696
62,-0.22881098,0.024962357142857144,55800.0,7349473.0,4.0,-197.13676536522752,-280.1516026444133,0.0
63,0.31903777,0.01658270310300983,55800.0,7349188.0,36.0,-196.63011812384997,-277.8984943766663,-0.00928810766332241
64,0.69508696,0.019755597092990893,57100.0,7417667.0,52.0,-195.59711600138192,-275.5217128130754,-0.011197511166518055
65,-0.4750785,0.03887465541044166,57900.0,7497010.0,49.0,-195.6619868003625,-275.09973506728403,0.003748823471919304
66,0.20175546,0.036879260343454796,57400.0,7468896.0,14.0,-195.2303405751572,-276.24229636848565,0.0037629876832037433
67,0.3843585,0.03827963940850812,57000.0,7440710.0,23.0,-197.41340244127974,-281.0684471897126,0.007555948549136008
68,0.23071833,0.018954413800679387,56400.0,7384846.0,8.0,-197.09245755339143,-283.83769255944014,-0.009482873554800682
69,-0.0011934992,0.044898702420788444,57100.0,7455546.0,0.0,-196.41762826270033,-282.1138929076384,0.013733002689764942
70,0.93202204,0.019086980921624662,56100.0,7354331.0,27.0,-193.79159020810815,-280.9059584296145,-0.006913751356924979
71,0.32103828,0.02586602982930862,56500.0,7405531.0,0.0,-192.4929322191528,-277.6939156139684,-0.003444966856323755
72,0.028731454,0.006656561009868063,56700.0,7431131.0,0.0,-194.61015208054047,-278.9281553327889,-0.02682056713189263
73,-0.5163213,0.050861599752378896,58300.0,7629614.0,66.0,-186.30300854971927,-275.18235101917026,0.006543523534389251
74,0.26883072,0.029237777950822236,57500.0,7579868.0,18.0,-191.9958791234343,-286.4588871647315,-0.0135348498959118
75,-0.122618735,0.04464630896084546,58800.0,7683000.0,9.0,-186.34237729405655,-278.45991751440636,-0.004599339249854247
76,-0.3125631,0.04379966128039646,59300.0,7716359.0,22.0,-186.41241848479012,-276.8843692630619,-0.008187598577337267
77,0.023844272,0.0562967029100149,60600.0,7780051.0,1.0,-182.07402777239383,-269.3720731701403,0.0006430825984292579
