timestep,action,reward,current_date,stock_code,price,next_price,qty,current_amt,total_amt,wait_see_rate,evlu_rate,daily_evlu_rate,rate_reward,rate_reward_exp,next_total_evlu_rate,next_total_evlu_rate_exp,net_income_rate,net_income_rate_exp,next_day_evlu_rate,next_day_evlu_rate_exp,unrealized_gain_loss,unrealized_gain_loss_exp,sharp_data,sortino_data,sortino_data_exp,reward_log
1,1.4384694,-0.5,20180307, 039030.csv,81900.0,80700.0,0.0,90300000,90300000.0,0.0,0.0,0.0,0.0,0,0.0,0,-0.8750000000000001,-0.01,0.0,0,-0.0,0,0.0,0.0,0,wrong
2,0.7870408,0.79914958294258,20180308, 039030.csv,80700.0,83000.0,867.0,19282624.0,89249520.0,0.0,-0.011162790697674419,-0.011162790697674419,1.0562685181247253,0.9962218315050146,1.0449878183831671,0.010860588692841011,-2.7050121816168327,-0.01,1.0562685181247253,0.011095022970092128,19.941000000000003,0.9812476239138512,-520.9167268653648,0.0,0,buy
3,1.3070185,-0.5,20180309, 039030.csv,83000.0,84100.0,867.0,19282624.0,91243624.0,2.1125326060760714,-1.1633222591362127,-1.1522880959469228,1.1903467819587323,0.9991621129959398,2.1011339977851606,0.04318731751349669,-3.0238660022148394,-0.01,3.3028793880348037,0.10335039446435612,9.537,0.5972920582247617,-7.856045087504576,-6.848191414496346,0,wrong
4,2.016666,-0.5,20180312, 039030.csv,84100.0,82700.0,867.0,19282624.0,92197328.0,1.9428720737097522,1.0449878183831671,2.234302212493692,-2.227933087945662,-0.999999999983347,0.7569479512735326,0.005713318572485804,-2.6180520487264674,-0.01,-0.2850610142359098,-0.01,-12.138000000000002,-0.01,-1.5529838175422244,-3.004073564458291,0,wrong
5,1.1233215,-0.5,20180313, 039030.csv,82700.0,81000.0,867.0,19282624.0,90983520.0,-1.900406761572732,2.101138427464009,1.0452281027329646,-1.0147579815963976,-0.9941928699999986,-0.8752779623477298,-0.01,-2.12527796234773,-0.01,-2.9151647431691297,-0.01,-14.739,-0.01,-0.6117907276295499,-1.130220440418922,0,wrong
6,0.43683404,0.7888687257383804,20180314, 039030.csv,81000.0,79700.0,968.0,10928738.0,89336738.0,-4.137651364473383,0.7556345514950166,-1.317814763568853,0.9458230779767227,0.9885859071729755,-2.460312292358804,-0.01,-2.085312292358804,-0.01,-3.1918282864966603,-0.01,-12.584000000000001,-0.01,-1.718930449955696,-3.366150725605914,0,buy
7,1.0381968,-0.5,20180315, 039030.csv,79700.0,81400.0,968.0,10928738.0,88078338.0,-1.3831255908152196,-1.066735326688815,-1.8087026956814407,1.8165419082992988,0.9999999316840469,-0.6379424141749723,-0.01,-2.3879424141749723,-0.01,0.43341631748407916,0.0018767337713178067,16.456000000000003,0.9333299438403574,-3.0418902345029974,-5.725444909820616,0,wrong
8,1.6909077,-0.5,20180316, 039030.csv,81400.0,79800.0,968.0,10928738.0,89723938.0,-1.3002489524522376,-2.460312292358804,-1.4086030318232574,1.4101511170457612,0.9999519193555694,-2.353114064230343,-0.01,-2.103114064230343,-0.01,0.10990216459352356,0.0001207775636261621,-15.488000000000001,-0.01,-4.18472966588289,-8.562099393528616,0,wrong
9,1.9210014,-0.5,20180319, 039030.csv,79800.0,78600.0,968.0,10928738.0,88175138.0,-1.208923810528759,-0.6379424141749723,1.8683367980899004,-1.811897678603829,-0.9999999256785319,-3.6394928017718717,-0.01,-1.8894928017718715,-0.01,-3.020821489132588,-0.01,-11.616000000000001,-0.01,-2.51528986269645,-5.564188565999141,0,wrong
10,0.9445313,0.7979426201617534,20180320, 039030.csv,78600.0,77700.0,1096.0,712888.0,86858488.0,-3.9917998249252054,-2.354719822812846,-1.7277997762425452,1.3814973047448085,0.9999282752021917,-4.903557032115172,-0.01,-2.028557032115172,-0.01,-2.610302520180397,-0.01,-9.864,-0.01,-3.734447076894896,-8.570506332951041,-0.01,buy
11,1.1397097,-0.5,20180321, 039030.csv,77700.0,74800.0,1096.0,712888.0,85872088.0,-6.215006000429516,-3.811198228128461,-1.491601440103084,1.420080258687384,0.9999582219595919,-8.42337984496124,-0.01,-1.9233798449612394,-0.01,-4.794925741742132,-0.01,-31.784000000000002,-0.01,-4.834504454566536,-11.73901025659289,0,wrong
