timestep,action,reward,current_amt,order_qty
1,-0.09087999165058136,-1,29800000.0,0.0
2,-0.1767914593219757,-1,29800000.0,0.0
3,0.16751033067703247,2.349048467581453e-05,29799300.0,53.0
4,0.16095861792564392,-0.008970787663578119,30069043.0,40.0
5,-0.1703355610370636,0.00850061940745634,29815592.0,15.0
6,0.09958812594413757,-0.002858927121588296,29901077.0,23.0
7,-0.3896486759185791,0.003595393642925431,29793956.0,39.0
8,-0.38390499353408813,-0.00894868040360603,30062980.0,23.0
9,-0.1736956238746643,-0.0006153617850923679,30081491.0,6.0
10,0.5729455947875977,-0.00047631189786915965,30095826.0,151.0
11,-0.15118443965911865,-0.0028989845950381813,30183327.0,27.0
12,0.22649987041950226,-0.007727138866791499,30418374.0,31.0
13,0.06824766099452972,-0.006139166708678754,30606271.0,7.0
14,0.2581430971622467,0.009661170396941181,30313408.0,25.0
15,0.2971482574939728,-0.03161608108388281,31303089.0,21.0
16,-1.0773628950119019,-1,31303089.0,0.0
17,-0.007708355784416199,-0.0038291193894183294,31423413.0,1.0
18,0.962459921836853,0.007720830203789241,31182657.0,50.0
19,0.19885718822479248,-0.013758135209070045,31617657.0,0.0
20,0.205917090177536,-0.03963835604155521,32922657.0,0.0
21,0.5716629028320312,0.01793344526399544,32342642.0,1.0
22,-0.25260573625564575,-0.012912154099598856,32765718.0,73.0
23,0.294690877199173,1.0163164571391424e-05,32765385.0,21.0
24,0.022790033370256424,-0.0036334338557519005,32884870.0,1.0
25,-0.5761565566062927,-0.006473942293143945,33099152.0,138.0
26,-0.45266643166542053,0.00025904653227595283,33090580.0,46.0
27,0.7193477749824524,-0.0016076881799995263,33143865.0,167.0
28,-0.3624937832355499,-0.009540739885404615,33463128.0,80.0
29,0.3327105939388275,0.006475005540208197,33247848.0,48.0
30,0.032163314521312714,0.020520606013001937,32579301.0,3.0
31,-0.047097742557525635,0.02445087798864722,31801721.0,9.0
32,0.4043229818344116,-0.017131673183431565,32356034.0,44.0
33,0.060097839683294296,-0.010503314623865506,32699487.0,3.0
34,0.828973114490509,0.010781717150956683,32350691.0,51.0
35,0.02681061439216137,-0.00435489253402456,32492191.0,0.0
36,-0.1607016623020172,0.017983985613212534,31918175.0,45.0
37,0.5419880747795105,0.0037567555795886723,31798715.0,30.0
38,-0.1380215287208557,0.04420268898312123,30452627.0,36.0
39,-0.01889563351869583,-0.011276450172420785,30799941.0,4.0
40,0.15446992218494415,0.026603172249876492,30001798.0,10.0
41,0.08055657148361206,0.020235324938909418,29406743.0,4.0
42,-0.03538075089454651,-0.024050218692055897,30131410.0,8.0
43,-0.6269814968109131,-0.010713474988507018,30457718.0,146.0
44,1.114041805267334,-1,30369718.0,0.0
45,-0.23523227870464325,-0.0013361897290764672,30410352.0,20.0
46,0.3463326096534729,-0.002193573781008666,30477206.0,78.0
47,0.03539107367396355,0.002403390354857348,30404133.0,5.0
48,-0.14403076469898224,0.01575349811025374,29932590.0,21.0
49,0.11169014871120453,-0.009029532205077713,30205330.0,18.0
50,-0.23971882462501526,0.005117976201342448,30051527.0,35.0
51,0.5227300524711609,-0.003700707406175588,30163152.0,95.0
52,0.08695989847183228,0.013987906633978163,29747053.0,7.0
53,0.2445521354675293,0.0007328108373784325,29725270.0,20.0
54,0.06215574964880943,-0.0007885379166463857,29748728.0,3.0
55,-0.19138187170028687,0.012396930607959971,29384451.0,45.0
56,0.35467588901519775,-0.007156009874496904,29596242.0,36.0
57,-0.1616411805152893,0.006433901541943698,29407040.0,37.0
58,0.5056291818618774,-0.020441294144287497,30020702.0,51.0
59,0.05764418840408325,-0.004029935068052327,30142173.0,2.0
60,-0.835610568523407,0.005224724064195413,29985507.0,204.0
61,-0.18234005570411682,-0.0006439963165930286,30004830.0,7.0
62,0.435110479593277,0.000621018836393051,29986208.0,112.0
63,-0.1909540891647339,0.0001508254072169257,29981686.0,27.0
64,-0.4945223331451416,0.00872789910785087,29722273.0,58.0
65,0.02312634140253067,0.0012352789330235265,29685603.0,5.0
66,0.10749384760856628,-0.0006551408204338492,29705064.0,24.0
67,0.6948318481445312,0.0018900452244198511,29649026.0,145.0
68,-0.020543061196804047,0.006403311403090428,29460382.0,4.0
69,0.3396512567996979,0.020822004007696605,28859470.0,23.0
70,0.22917315363883972,-0.0035034781682110115,28960934.0,10.0
71,0.8666163682937622,-0.01876912826039103,29514903.0,31.0
72,0.22696173191070557,-0.0234254905280564,30222889.0,1.0
73,0.47725895047187805,-0.009698457102366978,30518875.0,1.0
74,-0.012843362987041473,-0.004825989268615682,30666873.0,3.0
75,-0.004555460065603256,0.019554163710949164,30078709.0,1.0
76,0.18399330973625183,0.0029313661075006515,29990795.0,1.0
77,-0.0046152882277965546,0.007909883213596657,29755433.0,1.0
78,0.33559003472328186,-0.003922389761455354,29872605.0,2.0
79,-0.6909611821174622,0.011093781144396749,29544841.0,203.0
80,0.5506722331047058,-0.015881843896602583,30021640.0,109.0
81,-0.42247363924980164,-0.009469835319003566,30308658.0,84.0
82,-0.1605830043554306,0.005926233235203335,30130100.0,18.0
83,0.1121622771024704,-0.01615331787396303,30624792.0,20.0
84,-0.004116032272577286,0.007832350318519967,30386792.0,0.0
85,-0.5534413456916809,0.004305152873926434,30256533.0,65.0
86,0.2559441030025482,0.0018174507923294106,30201643.0,60.0
87,-0.4884846806526184,-0.010882743711783506,30533936.0,55.0
88,0.08099300414323807,0.0029157338146883482,30445166.0,18.0
89,-0.136660635471344,0.006419563169019914,30250968.0,10.0
90,0.07860726118087769,-0.0010978986182802746,30284217.0,17.0
91,0.4411943256855011,-0.006842746724545986,30492872.0,89.0
92,0.4021359086036682,-0.0056192060925376415,30665186.0,45.0
93,-0.05047602951526642,6.326792668982273e-05,30663246.0,11.0
94,-0.1591520607471466,0.03512101683898797,29622861.0,32.0
95,-0.3717113137245178,0.0033323539199257564,29524475.0,65.0
96,-0.6520069241523743,-0.0014560230707161635,29567526.0,71.0
97,-0.010622229427099228,-0.001974615157632009,29626026.0,0.0
98,0.10453912615776062,0.0026525290505336296,29547650.0,26.0
99,0.2623913586139679,-0.00435218624751738,29676809.0,57.0
100,0.23366227746009827,0.0062235583619523055,29493256.0,38.0
101,-0.6475180387496948,0.0005881071536322817,29475921.0,103.0
102,-1.028420090675354,-1,29532921.0,0.0
103,0.3704029619693756,0.0010076197515299446,29503193.0,84.0
104,-0.4407385587692261,-0.002028335471749516,29563157.0,62.0
105,0.5107361674308777,0.0027318472258990594,29482615.0,106.0
106,-0.3385806083679199,0.00035402877038519817,29472181.0,62.0
107,0.8649193048477173,6.962982754503721e-05,29470129.0,141.0
108,0.080716073513031,0.004499743763360393,29338115.0,1.0
109,0.3631204068660736,0.01373849035725555,28940516.0,7.0
110,0.27255743741989136,-0.018448431373573156,29484458.0,4.0
111,-0.33793777227401733,0.0005311039568042235,29468807.0,93.0
112,-0.07899549603462219,7.992139671243758e-05,29466452.0,14.0
113,-0.2334013283252716,-0.043650272430213036,30811377.0,39.0
114,0.8422731161117554,-0.028627505069842848,31719425.0,117.0
115,-0.2185342013835907,0.00032246161997149094,31709200.0,53.0
116,0.22297030687332153,0.00616418830741081,31514936.0,16.0
117,-0.33579108119010925,-0.0028966520134520476,31606489.0,70.0
118,0.4181789457798004,-0.004382087458353679,31745601.0,53.0
119,0.09364749491214752,0.009206991635868607,31455986.0,7.0
120,0.07354407757520676,-0.009444448800589925,31755903.0,5.0
121,-0.2330525517463684,0.013369264929443838,31336951.0,47.0
122,0.372143417596817,0.005089603122893365,31178266.0,42.0
123,0.36405664682388306,-0.02804404745341639,32077859.0,24.0
124,0.14823020994663239,-0.0034761989660251243,32189757.0,6.0
125,-0.027675222605466843,-0.020949496975930747,32878546.0,6.0
126,0.4814489483833313,-0.03293277194284486,33998201.0,19.0
127,0.49533674120903015,0.003591897869084546,33876520.0,10.0
128,-0.4968525171279907,-0.00664533979811306,34103147.0,125.0
129,0.2317148596048355,0.007580501576924789,33846573.0,32.0
130,-0.21127742528915405,-0.016074522415699354,34399529.0,33.0
131,-0.7820536494255066,0.006183079682513302,34188141.0,99.0
132,-0.36257898807525635,-0.004420508468549786,34339941.0,10.0
133,0.13066837191581726,0.0010663969943469096,34303360.0,31.0
134,0.3583739399909973,-0.0020973684190622277,34375458.0,74.0
135,-0.35161978006362915,0.033547839383123126,33259668.0,43.0
136,0.7436834573745728,-0.004714873700168889,33417226.0,136.0
137,0.5638682246208191,0.009805139476635168,33092747.0,27.0
138,-0.4953896999359131,-0.002915739755071473,33189519.0,120.0
139,0.26270443201065063,0.00560989381769104,33004368.0,37.0
140,0.604423999786377,3.41178602999063e-05,33003242.0,64.0
141,-0.14404909312725067,0.013960869625060586,32548832.0,32.0
142,-0.1428333818912506,-0.005698666091549877,32735380.0,27.0
143,0.1970072090625763,0.007628925986536067,32487535.0,20.0
144,0.17373892664909363,-0.01678971800575904,33042306.0,13.0
145,0.5048588514328003,1.7644358316302088e-05,33041723.0,33.0
146,-0.21458417177200317,0.014487470443540023,32569868.0,49.0
147,-0.4652918875217438,0.01757350631507365,32007386.0,84.0
148,-0.3343459963798523,-0.0028558161603199845,32099055.0,32.0
149,0.05134141445159912,0.0010344327000486654,32065885.0,10.0
150,0.05687037855386734,-0.009386059046746451,32369709.0,10.0
151,0.3824370801448822,-0.0012907130030804148,32411543.0,66.0
152,0.05911964178085327,0.0023536096835923485,32335438.0,6.0
153,0.32883429527282715,-0.012050951388004546,32729864.0,32.0
154,-0.190484881401062,0.009013926022293658,32437475.0,36.0
155,0.28953784704208374,0.016914383282607488,31897941.0,31.0
156,-0.36066240072250366,0.0033219649721781936,31792328.0,66.0
157,0.0634915679693222,-0.0037242441699024977,31911173.0,9.0
158,0.9495351910591125,6.838198048944888e-05,31908991.0,126.0
159,0.6733711957931519,-0.0345798065588928,33051920.0,4.0
160,0.10690063238143921,0.003918242974802964,32922920.0,0.0
161,-0.13835248351097107,-0.03385041521819442,34076421.0,35.0
162,0.10361306369304657,0.0065888573679793025,33853366.0,3.0
163,0.5398848652839661,-0.013166115872803493,34305030.0,18.0
164,0.6698812246322632,5.421974809155232e-06,34304844.0,10.0
165,0.6076452732086182,0.015032641118657751,33796789.0,3.0
166,0.05773454159498215,-0.01498071058639893,34310789.0,0.0
167,0.7012975215911865,0.0037603432330906694,34182252.0,2.0
168,0.29821088910102844,-0.011237823232772027,34570752.0,0.0
169,0.18676139414310455,-0.007436171236591062,34829752.0,0.0
170,0.23501132428646088,0.0426429951793209,33405252.0,0.0
171,0.6535794734954834,-0.02273109448727954,34182252.0,0.0
172,0.3158365488052368,0.0,34182252.0,0.0
173,-0.11182698607444763,0.0039797921405309925,34046753.0,28.0
174,0.08810926228761673,-0.006737992694729135,34277716.0,2.0
175,-0.16358914971351624,-0.00985594061605276,34618918.0,38.0
176,0.4099617600440979,1.4183197867424768e-05,34618427.0,26.0
177,0.015142489224672318,0.012932890849005368,34176427.0,0.0
178,-0.6787879467010498,-0.00228034013244201,34254539.0,150.0
179,-0.34163594245910645,-0.0070491617141411585,34497719.0,24.0
180,-0.08987889438867569,0.001389846843696425,34449839.0,4.0
181,-0.035130247473716736,-0.0024837257861565288,34535616.0,1.0
182,0.03396961838006973,3.909023302730314e-06,34535481.0,7.0
183,-0.0572512149810791,0.007157469669555172,34290051.0,2.0
184,-0.8397036790847778,0.00024467891187192407,34281663.0,39.0
185,0.4427507519721985,0.000527352734800675,34263594.0,113.0
186,0.6024053692817688,0.010755242882961568,33899002.0,89.0
187,0.6129828691482544,-0.0061383465073720465,34108371.0,35.0
188,-0.6745699048042297,0.004617514479951298,33951599.0,165.0
189,-0.20274534821510315,-0.004592001037638313,34108224.0,16.0
190,-0.08945097029209137,0.011416584774526275,33723220.0,5.0
191,0.1507669985294342,0.0008919909752618676,33693166.0,32.0
192,0.4143633544445038,-0.003996204248915355,33828351.0,75.0
193,0.16387048363685608,-0.016876202173004222,34409045.0,17.0
194,-0.5447587370872498,-0.025310977200878305,35302588.0,99.0
195,-0.1568109095096588,0.00486095024868343,35131814.0,13.0
196,-0.30597633123397827,-0.002893984125461418,35233780.0,21.0
197,-0.44627827405929565,0.0015552714914241472,35179067.0,22.0
198,1.1024396419525146,-1,35151067.0,0.0
199,-0.8475210666656494,-0.0006559364537679231,35174139.0,23.0
200,0.23443201184272766,-0.0001806967133152415,35180496.0,61.0
201,0.25660765171051025,0.0009660124762195679,35146544.0,51.0
202,0.08758047223091125,-0.004962202115417728,35321818.0,12.0
203,-0.4892529249191284,0.00038962773968244813,35308061.0,63.0
204,0.05773947760462761,0.0009413504321988,35274855.0,11.0
205,0.646756649017334,-0.0031992983398473926,35388072.0,120.0
206,-0.13245625793933868,0.0029531337743695604,35283874.0,26.0
207,0.4507497251033783,0.0024511330317976226,35197600.0,41.0
208,0.2504233717918396,-0.008946891473861782,35515352.0,13.0
209,0.6097682118415833,-0.015579086134382449,36077405.0,23.0
210,-0.035865575075149536,-0.003375562254156462,36199599.0,8.0
211,-0.4188932478427887,-0.005965890851978499,36416858.0,100.0
212,0.06379366666078568,0.013643138161431726,35926705.0,8.0
213,0.14752964675426483,-0.0040935426272226405,36074377.0,17.0
214,0.3353080153465271,0.013930849424522822,35578735.0,34.0
215,0.23645594716072083,-0.013782368623615064,36075947.0,15.0
216,0.2502644658088684,0.01506005705796132,35540702.0,13.0
217,0.4007278084754944,0.00643662124548008,35313403.0,16.0
218,0.747573971748352,9.005160551676525e-06,35313085.0,17.0
219,0.9943096041679382,-0.03550337586662256,36612969.0,6.0
220,-0.22153055667877197,0.011378200851875468,36201066.0,58.0
221,0.16713927686214447,4.778887636832605e-06,36200893.0,9.0
222,0.1840755045413971,0.006035256719691198,35983722.0,9.0
223,0.4144342541694641,-0.021501011749774143,36774409.0,16.0
224,-0.5689864158630371,0.014191798044650915,36259817.0,137.0
225,0.8276477456092834,-0.0013749203381792324,36309740.0,133.0
226,-0.28666791319847107,0.00702032146060538,36056611.0,68.0
227,0.1412872076034546,6.933589332545234e-06,36056361.0,13.0
228,-0.7656740546226501,-0.009188927747661611,36390753.0,140.0
229,-0.6067015528678894,0.002528556665066713,36298969.0,26.0
230,-0.3176315426826477,0.0009677675363641512,36263874.0,5.0
231,0.16852568089962006,-0.0003081732230687575,36275053.0,43.0
232,0.7814825773239136,8.791938567039179e-05,36271864.0,167.0
233,0.11290429532527924,-0.012090282300509144,36715768.0,5.0
234,0.6545426249504089,0.009375101976643084,36374751.0,27.0
235,0.17437905073165894,0.003504717663152983,36247713.0,2.0
236,0.3036385476589203,0.0035453549170014246,36119656.0,3.0
237,-0.4989548921585083,0.015347237726030057,35573698.0,129.0
238,0.4806208908557892,0.00554706348735015,35377457.0,67.0
239,-0.33409738540649414,-0.010623280264567948,35757317.0,65.0
240,0.20297324657440186,-0.0036637886476357,35888806.0,27.0
241,0.06031590327620506,-0.010951411240711377,36286191.0,6.0
242,-0.3310803472995758,-0.01753373294224057,36933778.0,54.0
243,-0.22668395936489105,0.0016604763348086133,36872552.0,25.0
244,0.20351804792881012,-0.0011454743793125784,36914837.0,36.0
245,0.4959104061126709,3.714091762610425e-05,36913466.0,69.0
246,0.3310281038284302,0.00260623267010092,36817511.0,23.0
247,-0.0012360699474811554,0.008795361288096826,36496511.0,0.0
248,0.03575005382299423,-0.020109279805171583,37245491.0,1.0
249,-0.4959203004837036,-0.021918916479541698,38080167.0,106.0
250,0.014676254242658615,-0.0028531420174423474,38189126.0,2.0
251,0.17324164509773254,-0.005765934553637136,38410599.0,25.0
252,-0.06556116789579391,-0.008723330918451384,38748616.0,8.0
253,0.32682615518569946,2.2685195783175673e-05,38747737.0,41.0
254,-0.6046929955482483,-0.003690878777967709,38891280.0,102.0
255,0.5222715139389038,-0.0033795060005265077,39023159.0,97.0
256,0.47083115577697754,0.0021287219763727345,38940266.0,41.0
257,-0.26982489228248596,0.0003560822017856517,38926405.0,55.0
258,0.49253952503204346,-0.003810692834188464,39075309.0,50.0
259,-0.257357656955719,-0.004762305243138148,39262288.0,51.0
260,-0.45329827070236206,-0.007097950831300903,39542962.0,67.0
261,0.037826549261808395,0.0020813805001410387,39460829.0,6.0
262,-0.14908796548843384,8.462271675162308e-05,39457490.0,13.0
263,-0.16814835369586945,0.004852273244709878,39266956.0,12.0
264,-0.11511383205652237,0.001651897171684098,39202198.0,7.0
265,-0.32624125480651855,-0.004858025952609072,39393573.0,18.0
266,-0.8381831049919128,-0.0007605604943257657,39423557.0,31.0
267,0.13057345151901245,1.7578631527125984e-05,39422864.0,31.0
268,0.22551314532756805,0.0005087707307830301,39402817.0,47.0
269,0.38805079460144043,0.0032824085937573203,39273904.0,64.0
270,-0.1259446144104004,-0.0036626408778526326,39418279.0,18.0
271,-0.00807858258485794,-0.0016524108462259268,39483522.0,1.0
272,-0.45307064056396484,0.003682280431166629,39338666.0,58.0
273,-1.1700626611709595,-1,38870666.0,0.0
274,0.07258887588977814,-0.00734751994228158,39158383.0,13.0
275,-0.26502904295921326,0.004501254408630489,38982911.0,22.0
276,0.006996218115091324,0.003243208604703053,38856890.0,1.0
277,-0.5094629526138306,-0.0006203285516587289,38881009.0,32.0
278,0.6909723877906799,0.0004969160122648269,38861698.0,156.0
279,0.9769657254219055,-0.007166711728836835,39142219.0,69.0
280,0.2345258742570877,-0.0032721580676941513,39270719.0,0.0
281,0.19775383174419403,0.006587426335848679,39013719.0,0.0
282,0.06375644356012344,-0.0032829002361874273,39142219.0,0.0
283,-0.017251964658498764,0.006634694153933957,38884234.0,4.0
284,0.3093862533569336,5.400649358648457e-07,38884213.0,1.0
285,-0.2592507600784302,0.010311124183222208,38487365.0,65.0
286,0.03686487674713135,0.009919908314301246,38109324.0,2.0
287,0.31134650111198425,-0.007450348913045092,38395383.0,21.0
288,-0.15861867368221283,-0.02926910899903436,39553066.0,33.0
289,0.1830979436635971,7.711218946257633e-06,39552761.0,14.0
290,0.305966317653656,0.0049139785082832925,39359350.0,19.0
