timestep,action,reward
1,-1.4752426147460938,0.0
2,-1.5880147218704224,0.0
3,-0.3913429379463196,0.0
4,-1.6301285028457642,0.0
5,-1.0321804285049438,0.0
6,-0.8923811912536621,0.0
7,-1.1866602897644043,0.0
8,0.34851914644241333,-4.952104499274311e-05
9,-0.7698728442192078,0.0010890566037735849
10,-0.4075128734111786,-0.00023804063860667635
11,-1.4467085599899292,-0.0016293468795355588
12,-0.9422582983970642,-0.0016293468795355588
13,-0.6317367553710938,-0.0016293468795355588
14,-0.01623976230621338,-0.0016293468795355588
15,-0.676563024520874,-0.0016293468795355588
16,-0.6365641355514526,-0.0016293468795355588
17,-0.2150248885154724,-0.0016293468795355588
18,-1.7821073532104492,-0.0016293468795355588
19,-0.3166121244430542,-0.0016293468795355588
20,-0.47555607557296753,-0.0016293468795355588
21,-1.200185775756836,-0.0016293468795355588
22,-1.1953374147415161,-0.0016293468795355588
23,-0.6985010504722595,-0.0016293468795355588
24,-1.9310230016708374,-0.0016293468795355588
25,-0.34595268964767456,-0.0016293468795355588
26,-0.8435646295547485,-0.0016293468795355588
27,-0.9819092154502869,-0.0016293468795355588
28,-0.7622026205062866,-0.0016293468795355588
29,-1.0312048196792603,-0.0016293468795355588
