timestep,action,reward
1,-1.4909621477127075,0.0
2,-0.6571067571640015,0.0
3,-0.619897723197937,0.0
4,-0.2106800079345703,0.0
5,-1.3406471014022827,0.0
6,-0.7015179991722107,0.0
7,-1.3326419591903687,0.0
8,-1.1743561029434204,0.0
9,-1.5449981689453125,0.0
10,-1.3317687511444092,0.0
11,-0.3346596360206604,0.0
12,-0.25671809911727905,0.0
13,-0.9161098003387451,0.0
14,-2.5972461700439453,0.0
15,-0.2951141595840454,0.0
16,-0.4988968074321747,0.0
17,-1.287768840789795,0.0
18,-1.1047961711883545,0.0
19,-0.7621082067489624,0.0
20,-0.5799604654312134,0.0
21,-0.9120065569877625,0.0
22,-0.9543617367744446,0.0
23,-1.4859347343444824,0.0
24,-0.6146119832992554,0.0
25,-0.9290879368782043,0.0
26,-1.966024398803711,0.0
27,-0.6771899461746216,0.0
28,-1.3866472244262695,0.0
29,-0.7000855207443237,0.0
