timestep,action,reward,price,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.44885036,-1.0,102800.0,84000000.0,0.0,0.0,0.0,2.821011673151751
2,-0.35519806,-1.0,99900.0,84000000.0,0.0,0.0,0.0,-0.3003003003003003
3,-0.44677404,-1.0,100200.0,84000000.0,0.0,0.0,0.0,0.8982035928143712
4,-0.17239287,-1.0,99300.0,84000000.0,0.0,0.0,0.0,1.0070493454179255
5,-0.34309244,-1.0,98300.0,84000000.0,0.0,0.0,0.0,-2.746693794506612
6,-0.5858481,-1.0,101000.0,84000000.0,0.0,0.0,0.0,0.891089108910891
7,-0.30624872,-1.0,100100.0,84000000.0,0.0,0.0,0.0,-1.2987012987012987
8,-0.51697665,-1.0,101400.0,84000000.0,0.0,0.0,0.0,-1.9723865877712032
9,-0.14524199,-1.0,103400.0,84000000.0,0.0,0.0,0.0,-2.611218568665377
10,-0.3518631,-1.0,106100.0,84000000.0,0.0,0.0,0.0,0.5655042412818096
11,-0.06698239,-1.0,105500.0,84000000.0,0.0,0.0,0.0,2.085308056872038
12,-0.5695223,-1.0,103300.0,84000000.0,0.0,0.0,0.0,-0.7744433688286544
13,-0.6175789,-1.0,104100.0,84000000.0,0.0,0.0,0.0,-1.0566762728146013
14,-0.1017956,-1.0,105200.0,84000000.0,0.0,0.0,0.0,2.2813688212927756
15,-0.24396935,-1.0,102800.0,84000000.0,0.0,0.0,0.0,-0.6809338521400778
16,-0.48252472,-1.0,103500.0,84000000.0,0.0,0.0,0.0,1.932367149758454
17,-0.31078306,-1.0,101500.0,84000000.0,0.0,0.0,0.0,-4.630541871921182
18,-0.6178027,-1.0,106200.0,84000000.0,0.0,0.0,0.0,1.1299435028248588
19,-0.08264994,-1.0,105000.0,84000000.0,0.0,0.0,0.0,-0.4761904761904762
20,-0.41826177,-1.0,105500.0,84000000.0,0.0,0.0,0.0,1.1374407582938388
21,-0.49499062,-1.0,104300.0,84000000.0,0.0,0.0,0.0,1.2464046021093003
22,-0.22132613,-1.0,103000.0,84000000.0,0.0,0.0,0.0,3.300970873786408
23,-0.5942483,-1.0,99600.0,84000000.0,0.0,0.0,0.0,-2.5100401606425704
24,-0.6993833,-1.0,102100.0,84000000.0,0.0,0.0,0.0,1.0773751224289911
25,-0.13442858,-1.0,101000.0,84000000.0,0.0,0.0,0.0,-3.564356435643564
26,-0.7226753,-1.0,104600.0,84000000.0,0.0,0.0,0.0,-0.3824091778202677
27,-0.3226011,-1.0,105000.0,84000000.0,0.0,0.0,0.0,1.3333333333333335
28,-0.60027206,-1.0,103600.0,84000000.0,0.0,0.0,0.0,0.9652509652509652
29,-0.4129166,-1.0,102600.0,84000000.0,0.0,0.0,0.0,8.771929824561402
30,-0.13015501,-1.0,93600.0,84000000.0,0.0,0.0,0.0,-0.7478632478632479
31,-0.28387332,-1.0,94300.0,84000000.0,0.0,0.0,0.0,-3.2873806998939554
32,-0.21736309,-1.0,97400.0,84000000.0,0.0,0.0,0.0,-2.6694045174537986
33,-0.2719647,-1.0,100000.0,84000000.0,0.0,0.0,0.0,0.4
34,-0.052034482,-1.0,99600.0,84000000.0,0.0,0.0,0.0,-0.1004016064257028
35,-0.57437617,-1.0,99700.0,84000000.0,0.0,0.0,0.0,-0.3009027081243731
36,-0.31917602,-1.0,100000.0,84000000.0,0.0,0.0,0.0,6.4
37,-0.24933098,-1.0,93600.0,84000000.0,0.0,0.0,0.0,-1.3888888888888888
38,-0.37383348,-1.0,94900.0,84000000.0,0.0,0.0,0.0,3.2665964172813484
39,-0.16203058,-1.0,91800.0,84000000.0,0.0,0.0,0.0,-0.2178649237472767
40,-0.6312962,-1.0,92000.0,84000000.0,0.0,0.0,0.0,-0.7608695652173914
41,-0.29215774,-1.0,92700.0,84000000.0,0.0,0.0,0.0,-0.6472491909385114
42,0.01186353,-1,93300.0,83999868.0,10.0,-68745.69138516107,0.0,-1.0599065805881545
43,-0.20686783,-0.10509226613156396,94300.0,84009560.0,2.0,-924.0573894580787,0.0,-0.10509226613156396
44,-0.17240927,1.1560886842361648,94400.0,84010206.0,1.0,-950.1667874278036,0.0,1.1560886842361648
45,-0.3159784,-0.7461013953473602,93300.0,84002201.0,2.0,-723.6992648435636,-341.1164399977728,-0.7461013953473602
46,-0.3976745,-1,94000.0,84005547.0,1.0,-707.2261946015958,-340.6931691192743,-1.059068196907156
47,-0.4361055,-1,95000.0,84009392.0,1.0,-685.1754162235808,-339.5028785635929,-3.147181648953075
48,-0.26450932,-1,98000.0,84018392.0,0.0,-581.9075322686446,-339.5638539602553,-10.066691413305344
49,-0.49395514,3.8824987501532373,107900.0,84047916.0,1.0,-279.11095443462204,-331.2092083608896,3.8824987501532373
50,-0.13511556,-1,103700.0,84039516.0,0.0,-280.86290018177067,-354.39822123724116,-1.8276866107581071
51,-0.47918725,2.8337699152011737,105600.0,84043316.0,0.0,-276.2791481471981,-346.55892430282194,2.8337699152011737
52,-0.34664878,-1,102600.0,84037316.0,0.0,-264.12982773675805,-385.40715045983734,-2.527925333062593
53,-0.41112655,1.6119240103385029,105200.0,84042516.0,0.0,-263.23499753291406,-383.57863074803714,1.6119240103385029
54,-0.19327001,0.38552149228495003,103500.0,84039116.0,0.0,-256.8649566623107,-399.6202566647077,0.38552149228495003
55,-0.10832417,2.4188805948274164,103100.0,84038316.0,0.0,-246.43143952115886,-360.34674273999013,2.4188805948274164
56,-0.24878739,0.09916557768639925,100600.0,84033316.0,0.0,-241.87669913760874,-382.59680619238014,0.09916557768639925
57,-0.41945082,3.3749925292127414,100500.0,84033116.0,0.0,-246.27879630346993,-368.3354869107497,3.3749925292127414
58,-0.29730618,1.130234501779394,97100.0,84026316.0,0.0,-238.91769535598078,-367.70425945797336,1.130234501779394
59,-0.18100893,0.6235718385897687,96000.0,84024116.0,0.0,-249.2457620950145,-393.1235844977837,0.6235718385897687
60,-0.56866133,-1,95400.0,84022760.0,1.0,-231.79627183094067,-367.2711499588433,-2.198758538832684
61,-0.39632225,0.1024450901670572,97500.0,84024860.0,0.0,-239.9627577766498,-377.5363678863322,0.1024450901670572
62,-0.20006672,-1,97400.0,84024760.0,0.0,-241.7096548976168,-370.5587320072459,-1.0255039197876876
63,-0.50706017,-0.10150700513785917,98400.0,84025760.0,0.0,-230.2985993651298,-350.34189361823775,-0.10150700513785917
64,-0.5569965,2.3322881281553154,98500.0,84025860.0,0.0,-239.01475843320583,-360.8054557122234,2.3322881281553154
65,-0.44563,4.153243588468661,96200.0,84023560.0,0.0,-246.79130193243577,-383.40018792114194,4.153243588468661
66,-0.8152693,-0.7583859496062041,92200.0,84019560.0,0.0,-232.39967126364857,-373.891863210275,-0.7583859496062041
67,-0.6117054,3.118184619450736,92900.0,84020260.0,0.0,-246.7522869303399,-394.07612998953016,3.118184619450736
68,-0.29101902,4.772659787876643,90000.0,84017360.0,0.0,-250.91557478437187,-412.68708881288575,4.772659787876643
69,-0.41027007,3.963280898144274,85700.0,84013060.0,0.0,-255.21438802668007,-432.20260979206466,3.963280898144274
70,-0.5335315,2.670528276623066,82300.0,84009660.0,0.0,-290.7967384776858,-506.24707379787276,2.670528276623066
71,-0.36096263,3.2428476085522417,80100.0,84007460.0,0.0,-284.1555185086904,-502.9760456364839,3.2428476085522417
72,-0.67157054,5.156528693313005,77500.0,84004860.0,0.0,-270.35859372805425,-488.17380012208173,5.156528693313005
73,-0.25293642,5.301479639370261,73500.0,84000860.0,0.0,-283.0902873410641,-522.9614463828516,5.301479639370261
74,-0.46601617,-1,69600.0,83996960.0,0.0,-313.6995917790646,-592.2739336516635,-6.316600795645654
75,-0.28793994,11.20633542381,74000.0,84001360.0,0.0,-304.05218187945263,-573.9994303795278,11.20633542381
76,-0.1953525,-1,65700.0,83993060.0,0.0,-321.0572214175769,-576.5761976487511,-29.048797316722283
77,-0.2597411,-1,84800.0,84012160.0,0.0,-285.66345333715793,-565.6415842980341,-5.772469397781338
78,-0.1566746,7.4613676810721286,89700.0,84017060.0,0.0,-274.57122923386765,-543.319068170425,7.4613676810721286
79,-0.13377026,1.9258063163603973,83000.0,84010360.0,0.0,-250.0302774762668,-493.21048379676944,1.9258063163603973
80,-0.43063748,0.8591176135132266,81400.0,84008760.0,0.0,-256.7872557706171,-506.8611059024758,0.8591176135132266
81,-0.4689167,3.8376977341432714,80700.0,84008060.0,0.0,-263.5607243071009,-513.548253209119,3.8376977341432714
82,-0.25265872,1.5449632654975092,77600.0,84004960.0,0.0,-263.25263954685175,-520.9079175842753,1.5449632654975092
83,-0.2880564,0.130771010065533,76400.0,84003760.0,0.0,-263.94762361215913,-520.7317560085115,0.130771010065533
84,0.016592517,-0.5151991499573011,76300.0,84003465.0,18.0,-260.91370984016004,-506.596523610117,-0.5151991499573011
85,-0.24596171,-1,76700.0,84010562.0,4.0,-262.99484496461724,-513.8083199439607,-2.0574817071705813
86,-0.25668952,-1,78300.0,84034177.0,3.0,-230.23384466544186,-502.7274982555188,-2.1468608166963215
87,-0.08929454,1.360604568733937,80000.0,84054446.0,1.0,-217.8400956221885,-507.03433856735575,1.360604568733937
88,-0.14656876,0.7533170046990457,78900.0,84042217.0,1.0,-205.6956061775589,-415.93949710656216,0.7533170046990457
89,-0.5404246,1.5254272164699887,78300.0,84035575.0,5.0,-196.0876209786732,-397.49210902224394,1.5254272164699887
90,-0.4960726,2.8455826936655764,77100.0,84029323.0,2.0,-197.73565733501536,-403.3371386479466,2.8455826936655764
91,-0.49634433,-1,74900.0,84022601.0,1.0,-201.96228148400175,-413.20873071614966,-5.730752642656605
92,-0.34315366,-1,79200.0,84031201.0,0.0,-198.84913766767477,-408.84250092533887,-4.788935538336287
93,0.07785188,-0.221924822524594,83000.0,84037882.0,78.0,-190.25780955019752,-391.37724065039345,-0.221924822524594
94,-0.30031523,1.5894151671734842,83200.0,84050604.0,24.0,-188.82842284674084,-394.77403098296327,1.5894151671734842
95,0.12735958,0.6055946920714277,81800.0,83970776.0,123.0,-122.00492784116304,-93.26296489525164,0.6055946920714277
96,-0.40544695,-0.331177204847417,81200.0,83853777.0,72.0,-88.1946987737716,-59.962978419972835,-0.331177204847417
97,-0.23056577,1.0152415149510803,81500.0,83882666.0,24.0,-89.07278355163892,-61.418201762599715,1.0152415149510803
98,-0.3444575,1.2925722346995476,80600.0,83804261.0,28.0,-85.408834961361,-59.03536784856702,1.2925722346995476
99,-0.45306522,-1,79500.0,83740629.0,24.0,-84.42684832322308,-59.0478948632546,-3.9066962166067087
100,-0.08327147,0.2349199931585697,82700.0,83839558.0,2.0,-70.85464383659472,-56.25359993184981,0.2349199931585697
101,-0.5445159,1.673589527311496,82500.0,83831727.0,15.0,-70.90445125229597,-56.7857637154402,1.673589527311496
102,-0.36866117,1.4667686815941947,81100.0,83811462.0,5.0,-70.25523529114072,-56.90106402533515,1.4667686815941947
103,-0.53779286,-1,79900.0,83800138.0,4.0,-70.30131859441443,-57.45938239487163,-3.736793634848756
104,-0.33190918,-1,82900.0,83815003.0,1.0,-70.06596714613659,-57.171695993710756,-7.32915123429618
105,-0.29676968,0.11200172296747435,89000.0,83839258.0,1.0,-67.57925358011316,-55.290215115482056,0.11200172296747435
106,-0.01945676,-1,88900.0,83838958.0,0.0,-65.71703911572705,-54.03056718649612,-2.2425622076571785
107,-0.39335534,4.281126141508247,90900.0,83844810.0,1.0,-67.1688807879949,-55.00025953104426,4.281126141508247
108,-0.0058332086,-1,87000.0,83837010.0,0.0,-66.27334248086092,-54.688272885223974,-1.2617436767053036
109,-0.47597966,-0.33980647834032907,88100.0,83839210.0,0.0,-65.14256906124943,-53.51817762310992,-0.33980647834032907
110,-0.043081895,1.2417198396545062,88400.0,83839810.0,0.0,-64.95090115190943,-53.122244425750836,1.2417198396545062
111,-0.17024623,2.0575616545651974,87300.0,83837610.0,0.0,-65.43414703808047,-53.814388656552396,2.0575616545651974
112,-0.28067032,-0.817043483652367,85500.0,83834010.0,0.0,-66.35962154400863,-54.900517107065745,-0.817043483652367
113,-0.6051126,-1,86200.0,83835269.0,1.0,-66.45885262390145,-54.74533624454464,-4.287929970487746
