episode,timestep,reward,loss,dist_entropy
5,2000,85.2401,0.546203,0.7257914
11,4000,103.3828,0.048864644,0.7257914
16,6000,53.3969,0.42659062,0.7257914
22,8000,57.9529,0.39248046,0.7257914
27,10000,70.6984,0.45524228,0.7257914
33,12000,68.1538,0.4968882,0.7257914
38,14000,83.7063,0.23859954,0.7257914
44,16000,77.2779,0.6479337,0.7257914
50,18000,87.4442,0.32677388,0.7257914
55,20000,47.9382,0.1488099,0.7257914
61,22000,60.1436,0.43999338,0.7257914
66,24000,49.239,0.36601982,0.7257914
72,26000,63.6397,0.3395626,0.7257914
77,28000,74.6173,0.19058573,0.7257914
83,30000,47.2336,0.3033598,0.7257914
89,32000,73.1173,-0.028936569,0.7257914
94,34000,71.4186,0.29686585,0.7257914
100,36000,76.6653,0.5050634,0.7257914
105,38000,56.9495,0.56681013,0.7257914
111,40000,77.626,0.35745803,0.7257914
116,42000,43.925,0.4402462,0.7257914
122,44000,65.863,0.44492805,0.7257914
128,46000,74.6337,0.3720302,0.7257914
133,48000,81.2563,0.20859382,0.7257914
139,50000,40.5201,0.5983169,0.7257914
144,52000,69.7088,0.37935424,0.7257914
150,54000,54.3272,0.4680679,0.7257914
155,56000,45.1055,0.40200174,0.7257914
161,58000,82.7777,0.35023537,0.7257914
167,60000,60.0875,0.5682579,0.7257914
172,62000,59.456,0.4561913,0.7257914
178,64000,76.0846,0.29130837,0.7257914
183,66000,52.2644,0.3527868,0.7257914
189,68000,93.5272,0.25480422,0.7257914
194,70000,73.7286,0.4132188,0.7257914
200,72000,77.9081,0.52748406,0.7257914
206,74000,72.9752,0.5438997,0.7257914
211,76000,53.1626,0.49314222,0.7257914
217,78000,65.905,0.44482768,0.7257914
222,80000,79.6598,0.29271328,0.7257914
228,82000,49.1142,0.30675653,0.7257914
233,84000,31.9912,0.44840807,0.7257914
239,86000,57.5271,0.4152205,0.7257914
245,88000,65.7332,0.37928534,0.7257914
250,90000,60.0386,0.22715867,0.7257914
256,92000,93.3372,0.46084163,0.7257914
261,94000,115.4133,0.12518719,0.7257914
267,96000,68.9651,0.2746825,0.7257914
272,98000,42.191,0.23586911,0.7257914
278,100000,74.6025,0.31708884,0.7257914
284,102000,71.2804,0.1844619,0.7257914
289,104000,85.4032,0.4469828,0.7257914
295,106000,85.2492,0.22127417,0.7257914
300,108000,89.2563,0.45414332,0.7257914
306,110000,80.7038,0.40546787,0.7257914
311,112000,40.4934,0.14069578,0.7257914
317,114000,83.6766,0.36739057,0.7257914
323,116000,83.5905,0.4793034,0.7257914
328,118000,55.0391,0.12510514,0.7257914
334,120000,53.392,0.41812563,0.7257914
339,122000,63.8061,0.34967119,0.7257914
345,124000,65.1488,0.4515933,0.7257914
350,126000,97.0565,0.38596243,0.7257914
356,128000,81.8303,0.61772716,0.7257914
362,130000,72.179,0.4320899,0.7257914
367,132000,76.2949,0.28857136,0.7257914
373,134000,76.7418,0.33767217,0.7257914
378,136000,58.584,0.35444984,0.7257914
384,138000,50.9183,0.30932215,0.7257914
389,140000,64.0492,0.36002338,0.7257914
395,142000,72.3985,0.36585,0.7257914
401,144000,41.8328,-0.06585057,0.7257914
406,146000,58.3282,0.39106268,0.7257914
412,148000,65.2013,0.35126114,0.7257914
417,150000,70.5515,0.11746015,0.7257914
423,152000,59.4505,0.43815342,0.7257914
428,154000,105.4736,0.41543972,0.7257914
434,156000,79.1009,0.5324012,0.7257914
440,158000,61.1317,0.3512408,0.7257914
445,160000,36.0013,0.34587044,0.7257914
451,162000,63.2617,0.17649117,0.7257914
456,164000,76.3059,0.55805916,0.7257914
462,166000,76.2344,0.052430473,0.7257914
467,168000,69.167,0.20567597,0.7257914
473,170000,75.517,0.34485263,0.7257914
479,172000,59.363,0.1673077,0.7257914
