timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,0.13131931,0.0023436138118889784,0.018586203275446606,0.0017257439494720028,0.01673131313131313,2.7993644727830613e-06,0.8618017356665243,0.007399510139055709,0.18400000035762787,0.0033798753317523245,buy,70300.0,98998164.0,-0.0018545454545454546,-0.0018545454545454546,0.018586203275446606,184.0,True,-3923.176470588235,0.0,0.0023436138118889784
2,0.03691893,-0.0014992220455659574,-0.01817919613002396,-0.01,-0.07624747474747474,-5.813508414420632e-05,1.3322032294778774,0.01759109239838652,-0.9159999489784241,-0.01,buy,70400.0,99016115.0,0.016277777777777776,0.018132659510735977,-0.09251019392146419,45.0,True,-401.8864667641897,0.0,-0.0014992220455659574
3,-0.35360637,0.005510401080832706,0.016171148114961523,0.001306675711669536,-0.11563636363636363,-0.00013370874613916062,1.5745044814340587,0.024485879244198427,-0.2979999780654907,-0.01,sell,70000.0,98915320.0,-0.08553535353535353,-0.10179656109513083,-0.030126779148063214,80.0,True,-80.0651706899032,-75.43444725172395,0.005510401080832706
4,0.05412136,0.03917877228906913,0.1306589742067239,0.08181725330874512,0.30014848484848483,0.000900485448988575,-0.6857670081092617,-0.01,4.122999668121338,0.8173005135205063,buy,69800.0,98884847.0,-0.11631616161616161,-0.03080715909325269,0.4169496262657918,68.0,True,-89.27187618201516,-89.89254536625006,0.03917877228906913
5,0.09951406,-0.004530939480726832,-0.12850757602882248,-0.01,-0.07104444444444444,-5.047185711715141e-05,0.4923358372456964,0.0024210103820415663,-3.6629998683929443,-0.01,buy,71700.0,99295966.0,0.2989555555555556,0.415755307787451,-0.36889716144158363,116.0,True,-19.857044540977597,-79.50190148572325,-0.004530939480726832
6,-0.16587469,0.008460274504565024,0.04446155482082512,0.009835461625950281,-0.302130303030303,-0.0009124107000837434,1.3880105420401192,0.019081334508075032,-2.2239999771118164,-0.01,sell,70600.0,98923291.0,-0.07748383838383839,-0.375317361835223,-0.224820664326665,55.0,True,-17.67367900613654,-25.77245418711113,0.008460274504565024
7,0.17995742,0.15190799489060214,0.2687035829573686,0.30302663133778496,0.32875757575757575,0.0010802315655474848,0.18791250533504053,0.00035304876022712595,6.265999794006348,0.980283025053405,buy,69800.0,98698870.0,-0.30417171717171715,-0.22686366146067663,0.6348603585836393,204.0,True,-19.022074395335945,-29.473585074442983,0.15190799489060214
8,0.057195675,-0.0023009751103280135,-0.0628271752094891,-0.01,-0.3190454545454545,-0.001017382136168199,1.2302503201024328,0.015021197652612228,-6.4079999923706055,-0.01,buy,71100.0,99324945.0,0.32822727272727276,0.6343284376001468,-0.6451551521120902,52.0,True,-11.642612727099536,-24.64201369472872,-0.0023009751103280135
9,0.18356118,-0.0006598978021982119,-0.17835923352739658,-0.01,-1.091760606060606,-0.011848657413284336,2.0068309432351685,0.03947349710893544,-7.633999824523926,-0.01,buy,69900.0,98682557.0,-0.32064949494949496,-0.6467539448423556,-0.7735916287617071,160.0,True,-11.937137767967966,-18.306310750802957,-0.0006598978021982119
10,0.3548504,-0.002668320019694543,-0.13175384099837884,-0.01,-1.5751141414141416,-0.024504610851646458,2.227702759994309,0.04841531617899697,-4.759999752044678,-0.01,buy,68800.0,97916637.0,-1.0943060606060606,-0.7761452715498647,-0.48612780686085044,258.0,True,-12.636168771984089,-17.549324392577553,-0.002668320019694543
11,-0.052169632,-0.001995054411598491,-0.01004695278616377,-0.01,-1.398240404040404,-0.01936088554713089,2.1228863565229767,0.04406605626270388,1.805999994277954,0.2783128887463462,sell,68300.0,97435142.0,-1.5806646464646463,-0.49173972345475875,0.1853540686583081,49.0,True,-13.962184634076767,-20.136015761408625,-0.001995054411598491
12,0.33448163,-0.010225436979036844,-0.16043809929816033,-0.01,-2.379040404040404,-0.055026441629870804,2.409691990325793,0.056412477549621975,-9.692999839782715,-0.01,buy,68500.0,97614046.0,-1.3999535353535355,0.18361342358386465,-0.9929882426961382,174.0,True,-13.550341408064055,-19.240370696988414,-0.010225436979036844
13,0.10225688,0.011130026177014562,0.04708896334791324,0.011025619699788991,-0.9191767676767677,-0.008413267996456586,2.038569711196472,0.040705983630285214,14.455999374389648,0.999999999159977,buy,67600.0,96644415.0,-2.379378787878788,-0.9933314310114756,1.4957925918429946,35.0,True,-14.056892865669598,-18.573501249942467,0.011130026177014562
14,-0.044387948,0.0050805268523164485,0.0448995479004356,0.010029215612172626,-1.891139393939394,-0.035132103731896014,2.334212718736662,0.05302775082899469,-9.566999435424805,-0.01,sell,68900.0,98084476.0,-0.9247717171717172,1.4900612725525837,-0.9753877871560429,49.0,True,-7.959009356771534,-14.261683315788867,0.0050805268523164485
15,-0.19611403,0.024645063625912948,0.10697430288332105,0.055611364478651115,-2.3464161616161614,-0.053568504908896974,2.5831613031725706,0.0645496642962824,-4.275000095367432,-0.01,sell,68000.0,97104548.0,-1.9145979797979797,-0.9990653362923608,-0.4402471447578336,208.0,True,-9.267055753099736,-15.843477457362829,0.024645063625912948
16,-0.00816072,-0.0044475301530980775,0.0012400396905889732,7.688462614785507e-06,-2.51860202020202,-0.06146352768542773,2.692665585431783,0.06993841960611424,-1.6979999542236328,-0.01,sell,67500.0,96676384.0,-2.3470868686868687,-0.44093094383179665,-0.17563751660384816,6.0,True,-10.258266482386038,-17.98474811012229,-0.0044475301530980775
17,-0.109047785,-0.004068198392963483,0.028574293722894162,0.004074129432869444,-2.7582646464646468,-0.07325815689145365,2.875538170436762,0.07936091979018944,-2.2709999084472656,-0.01,sell,67300.0,96496418.0,-2.528870707070707,-0.18615301126695016,-0.2353455233954902,92.0,True,-10.97582488179311,-19.02909225722569,-0.004068198392963483
18,0.3093763,-0.014457073578012933,-0.06544766207535965,-0.01,-3.0533121212121213,-0.0890134529776796,3.0030259069568928,0.08623481157645474,-2.9010000228881836,-0.01,buy,67000.0,96267321.0,-2.7602818181818183,-0.23741503026568303,-0.3013483672200663,210.0,True,-11.636125883295065,-20.176392467701653,-0.014457073578012933
19,-0.1583714,-0.002985977223852354,0.06370589310923985,0.02008770290675399,-3.399126262626263,-0.10911559260668335,3.2205920472328913,0.09852424552387828,-3.255999803543091,-0.01,sell,66700.0,95960465.0,-3.0702373737373736,-0.31875406608645523,-0.33930640081829533,153.0,True,-12.663890230823657,-22.180938899422525,-0.002985977223852354
20,0.0877729,-0.009473923605999291,0.017254595744081724,0.0014874979480561379,-3.1363151515151517,-0.09368171555277172,3.0608679470763973,0.08943421042902078,2.6069998741149902,0.4932030427311014,buy,66300.0,95634348.0,-3.3996484848484845,-0.3398451643601352,0.27260080238116957,55.0,True,-13.433561147280617,-23.78501448158514,-0.009473923605999291
21,0.060360532,-0.010226817420450385,0.0,0,-3.1366393939393937,-0.09370014949845384,3.0605437046521553,0.08941613714542884,0.0,0,buy,66600.0,95894727.0,-3.1366393939393937,0.27226514891908915,0.0,34.0,True,-13.176037637513945,-23.121548197732384,-0.010226817420450385
22,0.029902704,-0.005215711003485489,0.008343236171668322,0.00034798738742003454,-2.672650505050505,-0.0689391157450403,2.820307241428369,0.07646015013158292,4.59499979019165,0.8789319272887453,buy,66600.0,95894576.0,-3.136791919191919,-0.0001574643410789417,0.4791720440997622,16.0,True,-13.476486541713507,-22.69090909193866,-0.005215711003485489
23,0.46462527,0.16234741846617484,0.27287906598830913,0.31086281698992857,-1.3882838383838385,-0.019088777211035635,2.5553781334471477,0.06321321567260618,12.73799991607666,0.9999999101985025,buy,67100.0,96351799.0,-2.6749505050505054,0.4767975615221449,1.3220303234815574,239.0,True,-12.402375123180757,-21.009377232083068,0.16234741846617484
24,0.062294256,-0.010931506175446165,-0.01916113340789871,-0.01,-2.694009090909091,-0.07000572597765331,2.798948655569783,0.07535105808924913,-12.924999237060547,-0.01,buy,68200.0,97625435.0,-1.3884494949494948,1.32186011389367,-1.3239418600285877,17.0,True,-8.897600928490434,-16.777203108404517,-0.010931506175446165
25,0.17493948,-0.016267871351938537,-0.0140197238682509,-0.01,-3.0641343434343433,-0.08961636623756641,2.8513586143121357,0.07808519259665692,-3.6599998474121094,-0.01,buy,67100.0,96332507.0,-2.694437373737374,-1.3243761730741583,-0.3799340548668582,45.0,True,-10.52776985233105,-17.620690508282927,-0.016267871351938537
26,-0.26861972,-0.012255984535179131,0.0,0,-3.100360606060606,-0.09164713576695438,2.815132351685873,0.07619078097453591,0.0,0,sell,66800.0,95930643.0,-3.100360606060606,-0.41716343995905764,0.0,327.0,True,-11.231619077741975,-19.067370935025426,-0.012255984535179131
27,-0.122969046,-0.015547902516184159,-0.03405657134283327,-0.01,-2.874859595959596,-0.07932499507886037,2.6180981505192777,0.06624798003736976,2.3519999980926514,0.42488795661298717,sell,66800.0,95918689.0,-3.1124353535353535,-0.012461086078616193,0.2452076883577923,109.0,True,-11.406078290986354,-18.87969742073296,-0.015547902516184159
28,-0.27358598,-0.006448336502017014,0.044482900820921004,0.00984486125467976,-3.013827272727273,-0.08682847675908234,2.760820614596671,0.07338887949183903,-1.1399999856948853,-0.01,sell,67100.0,96130311.0,-2.8986757575757576,0.22062645163967992,-0.11858902651422816,214.0,True,-11.2043177309172,-18.31583991201947,-0.006448336502017014
29,0.34591508,0.5015477964003204,1.2768719969568791,0.9997118445547727,0.5821929292929293,0.00338374824586829,0.5821929292929293,0.00338374824586829,35.628997802734375,1.0,buy,66900.0,96013471.0,-3.0166959595959595,-0.12154334963089841,3.7108334516934605,299.0,True,-11.545922379850412,-18.740878368136702,0.5015477964003204
30,-0.12304401,-0.003041590267072343,-0.02127117149616148,-0.01,0.7238525252525252,0.0052259218923255135,0.44216238440745476,0.001953165826150016,1.525999903678894,0.20774151510893268,sell,71000.0,99564014.0,0.5697111111111111,3.6979633826590854,0.15326822801660045,106.0,True,-3.6101174408984917,-8.793335092960755,-0.003041590267072343
31,-0.20961368,0.017447233237482387,0.079669466324997,0.031237814024826283,0.4000262626262626,0.0015989304543752025,0.8225614738938682,0.006743235443783413,-3.0199999809265137,-0.01,sell,71200.0,99698026.0,0.7050767676767677,0.1345988320639624,-0.3029147237077693,159.0,True,-3.6013999285691187,-8.636106283935323,0.017447233237482387
32,-0.2092015,0.023481945316082165,0.08868639958047714,0.038563142900132186,0.04727272727272727,2.234685774327172e-05,1.4557234314980796,0.02096834904346545,-3.3459999561309814,-0.01,sell,70700.0,99381400.0,0.38525252525252524,-0.31758502420098067,-0.3366827193015997,126.0,True,-4.053828996664846,-9.81931411556739,0.023481945316082165
33,-0.14225766,-0.002677776993046517,-0.027045011430381516,-0.01,0.20555555555555557,0.00042244161060311924,1.0506259780907667,0.010977452618862737,1.6439999341964722,0.23682932121115596,sell,70000.0,99039100.0,0.03949494949494949,-0.3444306479884566,0.16599504640086593,67.0,True,-4.517908508709113,-11.057436312721935,-0.002677776993046517
34,0.1785605,-0.002399206611592526,-0.01794398006413596,-0.01,0.14426363636363637,0.00020809831231038967,1.130179129321383,0.012691819473571786,-0.5889999866485596,-0.01,buy,70400.0,99201721.0,0.20375858585858583,0.16419878613598063,-0.05937396993344501,178.0,True,-4.476640122630808,-10.804168307353098,-0.002399206611592526
35,-0.07009253,-0.0035087780067467227,-0.020664049488561043,-0.01,0.41625151515151515,0.0017311530615905513,0.6979416559965856,0.004859380373880562,2.740000009536743,0.5279923119209371,sell,70300.0,99138089.0,0.13948383838383838,-0.06414404846867526,0.27638216831070855,41.0,True,-4.527935425597506,-10.807895721043954,-0.0035087780067467227
36,-0.062233783,0.0022976216543788785,0.010254156599064784,0.0005256004614490051,0.2565030303030303,0.000657721651771026,0.9607283824157065,0.009187524640615341,-1.5419999361038208,-0.01,sell,70800.0,99408138.0,0.4122606060606061,0.2723968181391917,-0.15511808500024413,34.0,True,-4.331670702868177,-10.212818600773142,0.0022976216543788785
37,-0.306369,-0.004014858051490751,-0.06324570124530701,-0.01,0.3823888888888889,0.001461144111439383,0.5232339593114241,0.0027339935753871725,1.4279999732971191,0.18447107814873898,sell,70500.0,99235765.0,0.23814646464646463,-0.173399284473068,0.1438997321177501,157.0,True,-4.60695975538373,-10.875324931441456,-0.004014858051490751
38,-0.072553344,-0.00574396133746749,-0.02011724072914206,-0.01,0.6477333333333333,0.004186795541775035,-0.3381821596244132,-0.01,2.6559998989105225,0.5061055982584477,sell,70900.0,99375656.0,0.37945050505050504,0.14096832931151385,0.26726867594212406,25.0,True,-4.468677125859509,-10.416296280008218,-0.00574396133746749
39,0.14620918,0.005228966956660532,0.04636863765320555,0.010692675330339352,0.7934232323232324,0.006275430971636187,-0.6150274719021198,-0.01,1.4579999446868896,0.1915014422864897,buy,71700.0,99639689.0,0.6461505050505051,0.2656918310053722,0.1463272331169159,154.0,True,-4.141719078435778,-9.544660320557128,0.005228966956660532
