timestep,action,reward,rate_reward,rate_exp_reward,total_rate_reward,total_rate_exp_reward,net_income_rate_reward,net_income_rate_exp_reward,unrealized_gain_loss,unrealized_gain_loss_exp,reward_log,price,current_amt,total_rate,daily_rate,next_day_rate,order_qty,is_order,sharp_ratio,sortino_ratio,reward
1,0.22249039,-0.0003141439660549975,-0.5773378005532958,-0.01,-0.5804742268041237,-0.00336383287426667,1.6996560663554856,0.028475029481125014,-2.240000009536743,-0.01,buy,15400.0,38798776.0,-0.003154639175257732,-0.003154639175257732,-0.5773378005532958,560.0,True,-1780.967320261438,0.0,-0.0003141439660549975
2,0.10323328,0.004674427992894992,0.0,0,-0.5816082474226804,-0.0033769667131413605,1.698522045736929,0.028437590034187,0.0,0,buy,15000.0,38574336.0,-0.5816082474226804,-0.5784718569472398,0.0,207.0,True,-12.36095601275041,-11.686103400280993,0.004674427992894992
3,-0.07596998,-0.0045031756989345325,-0.037572748012559054,-0.01,-0.12845876288659794,-0.00016500292314358678,0.5230070351590047,0.0027316258900427215,1.772499918937683,0.2696092369904992,sell,15000.0,38572908.0,-0.5852886597938144,-0.003701943177972007,0.4595194119147045,58.0,True,-13.419994629830004,-12.351743172435956,-0.0045031756989345325
4,-0.060149565,0.00482612565245808,0.021668002507531425,0.002344758412677894,-0.47497938144329893,-0.002253511150572818,1.4794180126935086,0.02164899895645489,-1.3339999914169312,-0.01,sell,15250.0,38749108.0,-0.13116494845360824,0.4567972941008233,-0.34426598929709556,42.0,True,-8.913057294102796,-10.805607529438198,0.00482612565245808
5,-0.06526707,-0.0033659684427436234,-0.011130924904660555,-0.01,-0.31688917525773197,-0.0010036834664205463,0.9860424208334734,0.009675682985912704,0.6240000128746033,0.038189277282320244,sell,15050.0,38614647.0,-0.4777139175257732,-0.3470041168431542,0.16159671225273664,43.0,True,-10.168856817284087,-13.472973143938788,-0.0033659684427436234
6,-0.1280162,0.002833950344582137,0.010209197690652427,0.0005210028183063597,-0.3921829896907217,-0.0015368927429123547,1.236481505423285,0.015172583791513317,-0.2724999785423279,-0.01,sell,15150.0,38675083.0,-0.32195103092783506,0.15651055932221783,-0.07045880160102048,79.0,True,-10.066668314669606,-12.809467255285417,0.002833950344582137
7,0.2859948,0.4146469066103944,0.5951544077987363,0.8298447197511444,0.7592809278350515,0.0057484891160739515,-0.21791776923335227,-0.01,4.480000019073486,0.8656141335936428,buy,15100.0,38646601.0,-0.39535824742268044,-0.07364431512661525,1.1592222560529968,575.0,True,-11.015940104665507,-14.077510249444309,0.4146469066103944
8,0.3908296,-0.00028946869693574455,0.0,0,0.756180412371134,0.005701771010214185,-0.2210182846972698,-0.01,0.0,0,buy,15500.0,39093398.0,0.756180412371134,1.156109433789533,0.0,547.0,True,-4.356388191347113,-8.96061944716769,-0.00028946869693574455
9,0.16879486,0.005828649066205749,0.036838608607236256,0.006762446470023775,1.2221185567010309,0.01482475277064621,-0.4065459384129757,-0.01,1.8109999895095825,0.27961687914888866,buy,15500.0,39093082.0,0.7553659793814433,-0.0008083206274368885,0.463253319346886,144.0,True,-4.520876275851934,-9.107542631970345,0.005828649066205749
10,-0.036519356,0.00046614039038864923,0.02517871969906993,0.003164820990945838,0.5431494845360825,0.0029457663163857672,-0.1083163135095202,-0.01,-2.617499828338623,-0.01,sell,15600.0,39272492.0,1.2177628865979382,0.45893030383227396,-0.6664970483665769,66.0,True,-3.4567635587018746,-6.860196549027213,0.00046614039038864923
11,0.11436075,-0.0011179023769740874,0.0,0,0.5426469072164948,0.002940325410086375,-0.1088188908291079,-0.01,0.0,0,buy,15450.0,39010547.0,0.5426469072164948,-0.6669935791189416,0.0,89.0,True,-4.658538418996567,-8.164831097747106,-0.0011179023769740874
12,0.02665571,0.009949851465166594,0.013843834208071337,0.0009577997446279518,1.974505154639175,0.03823650530950873,-0.6313580375432357,-0.01,5.555999755859375,0.9543573790350891,buy,15450.0,39010508.0,0.5425463917525774,-9.997296372183654e-05,1.424231645483827,18.0,True,-4.858228307527925,-8.345696587770787,0.009949851465166594
13,-0.0043928344,0.01046707208704229,-0.0020195059892884615,-0.01,2.4492319587628866,0.0582235736234743,-0.8080970314651266,-0.01,1.843999981880188,0.28825358756215247,sell,15750.0,39565902.0,1.9739742268041236,1.4237035826347095,0.4660578697283333,8.0,True,-1.3559596265496312,-2.8965731038638842,0.01046707208704229
14,-0.17389728,0.016597387622577307,0.04021109614974441,0.008052068287458303,2.231376288659794,0.0485711782628272,-0.7002198025454178,-0.01,-0.7619999647140503,-0.01,sell,15850.0,39741974.0,2.427768041237113,0.44500944272671955,-0.1917368271641464,320.0,True,-0.6034549454715871,-1.25741176326744,0.016597387622577307
15,-0.01990042,0.0047436317484463525,0.022667423263996733,0.0025657631756923482,1.0742164948453607,0.011473087134480475,0.09701779777695696,9.412010128018178e-05,-4.48199987411499,-0.01,sell,15800.0,39664996.0,2.2293711340206186,-0.19369445513702968,-1.129963557792871,30.0,True,-0.9243172063204238,-2.00328693064601,0.0047436317484463525
16,-0.24896573,0.013222896562889644,-0.5199335303807626,-0.01,2.6417654639175256,0.06740965520963216,-1.9184951224016928,-0.01,6.176499843597412,0.9779604129617813,sell,15500.0,39207355.0,1.0498840206185567,-1.1537654006066205,1.5753421775072558,371.0,True,-2.7795318531131503,-4.553823364497612,0.013222896562889644
17,0.16092785,0.008390445227041137,-0.05474367214136955,-0.01,2.294868556701031,0.05130148409013713,-1.613926231572584,-0.01,-1.340999960899353,-0.01,buy,16050.0,39824509.0,2.6404871134020618,1.5740771087465606,-0.3367273153323748,218.0,True,-0.15182558661882598,-0.2805636082872257,0.008390445227041137
18,-0.03895018,0.0070173068911429624,0.04581592836585324,0.010440610921968352,1.1286030927835051,0.01265667143386262,-0.5000614023305014,-0.01,-4.511499881744385,-0.01,sell,15950.0,39689048.0,2.2913608247422683,-0.34014480881609865,-1.136711568390353,52.0,True,-0.6954075104618426,-1.328723802531274,0.0070173068911429624
19,-0.05631656,0.0008025185988204692,0.018335037965379608,0.0016794562183635176,0.8101932989690721,0.006542634965462368,-0.16700539809933168,-0.01,-1.2170000076293945,-0.01,sell,15600.0,39236055.0,1.123853092783505,-1.1413551667956359,-0.31017389490355235,72.0,True,-2.2818577271542786,-3.9706314889346146,0.0008025185988204692
20,-0.0034776367,-0.004212132247109118,-0.0005109208392976017,-0.01,0.9662474226804123,0.009292892509636275,-0.33668417341079304,-0.01,0.606499969959259,0.03611590148506383,sell,15500.0,39114254.0,0.8099329896907216,-0.31043131120088396,0.15505856253835237,4.0,True,-2.722854569190061,-4.8386919509421356,-0.004212132247109118
21,0.48976138,-0.006294301063286672,-0.16313164682678044,-0.01,0.48529381443298975,0.0023523297890444272,-0.16617198361261293,-0.01,-1.8519999980926514,-0.01,buy,15550.0,39173494.0,0.9626134020618557,0.1514537385782687,-0.47276865321229705,639.0,True,-2.551387106272682,-4.4322652853520434,-0.006294301063286672
22,-0.09525345,-0.0032488363251648553,-0.06763879546374307,-0.01,1.1217268041237114,0.01250387891611715,-0.5069376909902952,-0.01,2.5139999389648438,0.46848271965029653,sell,15450.0,38983830.0,0.47378865979381446,-0.48416411362233863,0.6448827629301687,176.0,True,-3.311374428187829,-5.896821949183417,-0.0032488363251648553
23,-0.2775455,0.03367322408215627,0.11842220727151859,0.06771721773995676,0.7789149484536083,0.006048717373926316,-0.19828374861479547,-0.01,-1.2109999656677246,-0.01,sell,15600.0,39223319.0,1.0910283505154639,0.6143290692576897,-0.3087449075892838,465.0,True,-2.428392849908001,-4.300327928934121,0.03367322408215627
24,-0.05130984,-0.0035786355405822918,-0.01584402633017762,-0.01,1.0709845360824743,0.011404548198059028,-0.5576799590315322,-0.01,1.1489999294281006,0.1236766049858975,sell,15500.0,39100642.0,0.7748505154639175,-0.3127654750481467,0.2938570676154115,62.0,True,-2.953589088801394,-5.329624819324881,-0.0035786355405822918
