timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.4823841,-0.050109545454545455,35197590.0,3303.0,-73031.04564315353,0.0,-6.84659090909091e-05
2,0.1583542,-0.04557598495105434,35296271.0,558.0,-1898.4500620548338,0.0,0.0028036294530392565
3,0.10749339,-0.03352585758127302,35604918.0,313.0,-704.3453758302445,0.0,0.00874446481896062
4,0.16763401,0.003758474086345283,36564613.0,418.0,-244.48195087533318,0.0,0.026954001129843915
5,0.0069085658,-0.13153531175868924,36197243.0,14.0,-223.36576839883116,-509.6203598747841,-0.010047145856569028
6,-0.49493384,-0.13574330269130735,35946924.0,2279.0,-223.5292969176385,-606.1630664850527,-0.00691541618238715
7,0.14415765,-0.14140525013483768,35713744.0,645.0,-227.64857291365678,-692.6906387569824,-0.006486785906910978
8,-0.13653849,-0.13836427418055078,35680540.0,405.0,-240.68693393858615,-661.2397790380222,-0.0009297261020855164
9,0.15136997,-0.14585462150784467,35500373.0,650.0,-251.55015888666293,-732.3507467809648,-0.005049447121596254
10,-0.15785295,-0.1352324332810209,35656879.0,507.0,-260.90079356283115,-728.1862834308938,0.004408573397242896
11,-0.13731201,-0.1421364564726194,35572409.0,372.0,-271.105716612929,-758.304005278478,-0.002368967850495272
12,-0.16803215,-0.1459171527353193,35452201.0,392.0,-280.1626524840527,-805.2258898404785,-0.003379248225780829
13,-0.09905316,-0.15773145491415522,35139272.0,192.0,-284.03809590192947,-784.2005868409534,-0.008826786241000946
14,0.05293732,-0.14039140832524222,35384635.0,272.0,-289.5399622518918,-787.8773288666904,0.006982586321082577
15,0.25149938,-0.14715728523261667,35343223.0,1233.0,-302.0151822112496,-789.897885169584,-0.0011703384816601895
16,0.3728168,-0.1663459223909743,34902268.0,1405.0,-290.036919611321,-663.3520893611067,-0.012476366402690552
17,-0.04338035,-0.1374738593771946,35343670.0,202.0,-279.7848803427967,-658.3270859417538,0.012646799915696023
18,0.19303155,-0.15848990398799667,35075601.0,492.0,-283.426726731343,-680.8142882783184,-0.007584639625709498
19,0.19793311,-0.14642787644509286,35223932.0,405.0,-286.0572949757906,-673.6121891897511,0.004228894039477756
20,0.095438,-0.1347820360994625,35545361.0,154.0,-284.7912043668461,-670.4016185205782,0.009125301513754909
21,-0.23771314,-0.16785519265087984,34955775.0,1310.0,-271.30758594951607,-543.2320575900361,-0.016586862066191983
22,0.111637674,-0.16871042315278034,34682358.0,317.0,-272.27507653592176,-558.9325416102372,-0.007821797685790116
23,0.18137068,-0.17152164999257202,34501238.0,462.0,-279.022677779891,-582.050831834207,-0.005222251612765199
24,0.26311556,-0.19986805540683555,33803378.0,565.0,-263.5860800624224,-474.0333168620816,-0.020227100256518332
25,0.20216164,-0.16903388334300784,34163719.0,315.0,-255.21559272982822,-463.478809772188,0.010659910971027807
26,0.37536937,-0.14006178834952357,34954770.0,455.0,-232.5396736021157,-458.5971758618123,0.023154709825355956
27,0.30912626,-0.1865194193875619,34291321.0,239.0,-226.18868435433117,-420.86424470694817,-0.018980213573140375
28,0.9245497,-0.17023440176543936,34356540.0,494.0,-230.87547330504142,-422.57055893287406,0.0019019098156061122
29,0.21388282,-0.17966328786187136,34180287.0,8.0,-234.29268797374968,-432.4151554791897,-0.005130114965011028
30,0.60636187,-0.21507346984777448,33333314.0,20.0,-224.7940575792223,-374.67638986482615,-0.024779575431885636
31,0.23218207,-0.2290407795081647,32660902.0,3.0,-218.13786028858937,-357.3010929948991,-0.020172371699975586
32,0.089227185,-0.21492011931818183,32660902.0,0.0,-222.7004852659861,-359.41185891834556,0.0
33,0.24121603,-0.2914666482889589,31032271.0,2.0,-187.70117513440292,-234.78345792219054,-0.049864850640071116
34,0.19695231,-0.26849171836100355,30784367.0,1.0,-190.39235933952503,-240.14720275716246,-0.007988587106628451
35,0.8856972,-0.2680329536991432,30678104.0,7.0,-191.39015757522995,-240.86057982679523,-0.00345184944033444
36,0.07539132,-0.27419429286980884,30500828.0,0.0,-194.1220609713103,-245.1734413424475,-0.005778583969856807
37,-0.1788534,-0.2499470561172169,30917211.0,1268.0,-191.3404183507311,-243.76779919934617,0.013651531033846032
38,0.17155626,-0.27354572343305317,30625927.0,219.0,-192.67516091458566,-247.90130103569294,-0.009421419027738303
39,0.34142858,-0.30353408747359645,29870457.0,373.0,-190.8021019639022,-246.10876586167117,-0.024667661488254708
40,0.47987717,-0.36329314973670684,28298576.0,368.0,-172.58688986478091,-204.19655768589516,-0.05262326585763318
41,-0.2407174,-0.3542743465434814,27745593.0,1632.0,-174.95715485954707,-209.34065842358322,-0.019541018601077313
42,0.058632642,-0.37984755706397166,26972878.0,124.0,-175.25767067328982,-211.06958047554448,-0.02785000846801148
43,-0.15701507,-0.3252915250799239,27653408.0,828.0,-169.2139335002845,-210.57753435601762,0.025230158976732107
44,-0.29125592,-0.34110640050042756,27689693.0,1295.0,-170.41906068498136,-210.10898364286209,0.001312134837051549
