timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.23796235,-1.0,80100000.0,0.0,0.0,0.0,0.0
2,-0.20663467,-1.0,80100000.0,0.0,0.0,0.0,0.0
3,-0.242766,-1.0,80100000.0,0.0,0.0,0.0,0.0
4,-0.09429506,-1.0,80100000.0,0.0,0.0,0.0,0.0
5,-0.46742094,-1.0,80100000.0,0.0,0.0,0.0,0.0
6,-0.4341313,-1.0,80100000.0,0.0,0.0,0.0,0.0
7,-0.3130124,-1.0,80100000.0,0.0,0.0,0.0,0.0
8,-0.36183876,-1.0,80100000.0,0.0,0.0,0.0,0.0
9,0.04449234,-0.05001008739076155,80099495.0,80.0,-957502.3432343234,0.0,-6.304619225967541e-06
10,-0.71324176,-0.1500090499468894,80099326.0,57.0,-948279.5366897585,-837719.1683904486,-2.109875973625052e-06
11,-0.5628034,-0.15023165375875303,80088108.0,12.0,-45751.486033418194,-27523.25945393061,-0.0001400511160356081
12,1.474615,-1.0,80113958.0,0.0,-34560.55022270437,-25579.53696631924,-0.0001400511160356081
13,-0.28000614,-0.14970964037411105,80109332.0,3.0,-19393.92130067504,-25241.84369497886,0.0002650081332923984
14,0.07506969,-0.14964838710847844,80121686.0,125.0,-18077.252064898523,-24974.626538240125,0.000154214243104661
15,0.111193314,-0.15070929288501062,80073973.0,173.0,-9642.201729023376,-7616.464831584626,-0.0005955066896620224
16,-0.24707985,-0.14918676289114835,80129318.0,75.0,-6940.8255430355675,-7576.596547524383,0.0006911733978779847
17,-0.16206653,-0.14442412335249338,80392011.0,37.0,-2058.362523355436,-7391.820742750983,0.003278363107995004
18,0.09400313,-0.15080017196964518,80187371.0,139.0,-1671.9808188445663,-1805.5799166344636,-0.002545526569798086
19,-0.07593262,-0.15337833134759218,79968993.0,25.0,-1439.2142075412667,-1441.3989231987675,-0.0027233465479246104
20,-0.30074316,-0.14730630863722982,80177388.0,92.0,-1271.0886252165624,-1400.9155644164382,0.002605947532689326
21,-0.26776087,-0.15051285919588056,80108153.0,57.0,-1300.1679139577543,-1514.5781640032374,-0.000863522767790839
22,-0.8406037,-0.14852937850908632,80177193.0,133.0,-1351.713451848212,-1556.4671564332994,0.0008618348746600112
23,0.54591995,-0.14933264856125691,80167177.0,902.0,-1359.341704421017,-1581.6876445580854,-0.0001249233058084236
24,0.10359971,-0.14554961874849187,80352255.0,77.0,-1311.1364295019648,-1600.9690011316386,0.0023086505840164487
25,-0.3659861,-0.15575622608929474,79921599.0,367.0,-1009.2849104540552,-971.0612280858657,-0.0053596006733102886
26,-0.58063626,-0.17424751003668615,78809145.0,370.0,-496.34313493212255,-381.1277293479488,-0.013919316103773149
27,-0.19072837,-0.1573047206825961,79166994.0,51.0,-475.15601127095687,-375.98251298108636,0.004540704000785696
28,-0.42676818,-0.15975558590209415,79203234.0,92.0,-483.4215515199721,-376.3715467484291,0.0004577665283085019
29,0.20127973,-0.1586124688832572,79276142.0,307.0,-481.090407139174,-369.3553560212467,0.0009205179677385395
30,-0.27807337,-0.15424791373731345,79525766.0,120.0,-481.2828423121562,-371.08578424407955,0.003148790969166991
31,0.16203576,-0.16242092649491907,79227891.0,218.0,-460.98224677738847,-371.0490336379463,-0.0037456413811845584
32,-0.09385856,-0.14604892222171206,79912954.0,49.0,-416.6151685446435,-370.3819819241847,0.00864674032532306
33,-0.57240903,-0.12996291819525463,81020140.0,275.0,-344.2129897405161,-368.3377721399252,0.01385490017050302
34,-0.7251252,-0.1362301920435802,81192770.0,149.0,-338.366055920397,-357.84430807212675,0.0021307047852546293
35,0.24802047,-0.13743673152588076,81207120.0,369.0,-342.35572856644336,-357.0135234367189,0.000176739874745005
