timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.83538383,-1.0,73600000.0,0.0,0.0,0.0,0.0
2,-0.915035,-1.0,73600000.0,0.0,0.0,0.0,0.0
3,0.07487223,-0.05001652173913044,73599240.0,26.0,-480172.98128070467,0.0,-1.032608695652174e-05
4,-0.7595439,-0.04958444373283477,73618783.0,19.0,-20059.08218940604,0.0,0.0002655326332174082
5,0.62727296,-0.1500617188278191,73605377.0,219.0,-16089.823003905205,-24531.357962549857,-0.00018210026644966407
6,0.0635035,-0.1548521784151221,73379145.0,8.0,-1934.5161107912386,-1495.7719978881798,-0.0030735798011061067
7,0.09912886,-0.17562954247877843,72325804.0,12.0,-458.8853829942614,-368.5882662972639,-0.014354773416888409
8,0.4047904,-0.16291542007742732,72447492.0,46.0,-483.3757671073846,-379.3763688813594,0.0016824977154764847
9,0.67704356,-0.16412188872385552,72446180.0,46.0,-504.6386098282596,-401.2130964905798,-1.8109667619687925e-05
10,-0.2881595,-0.14262336318751068,73427690.0,97.0,-366.32032767043273,-399.7077445988259,0.013548126347034447
11,0.01466725,-0.08917359328663654,76319660.0,1.0,-174.6338674635117,-390.2641280311649,0.039385278224059614
12,-0.11157989,-0.1946167243468594,72680750.0,27.0,-121.71570682116638,-127.37068741028155,-0.047679850775016554
13,0.47766215,-0.1753831752092777,72033782.0,70.0,-129.80059805964905,-142.25951058008346,-0.008901504180955755
14,0.0070065185,-0.16602482816698488,72176282.0,0.0,-138.63012369089756,-146.96520893415823,0.0019782384881582367
15,-0.5883996,-0.1935755167369469,70982948.0,167.0,-140.28276262184605,-156.51752296077606,-0.0165336031024707
16,1.1993433,-1.0,70156948.0,0.0,-145.54398965089217,-169.56272247542694,-0.0165336031024707
17,-0.3858837,-0.21748642753050207,69376575.0,45.0,-151.2175453505145,-182.2859393816167,-0.02263040695351227
18,-0.8999807,-0.19963599837591134,69466598.0,65.0,-153.46802181095168,-180.54643170427985,0.0012975993698161087
19,-0.21417837,-0.1997481616135009,69502292.0,1.0,-158.7807383447436,-182.37871225277902,0.0005138296825763657
20,-1.1034108,-1.0,69568792.0,0.0,-162.4570074659066,-182.38563975175626,0.0005138296825763657
21,0.32911655,-0.19861734130218334,69569131.0,113.0,-162.2652853185906,-178.29203522619974,0.0009616805155145099
