timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.56971407,-0.05012944418052257,84193188.0,9860.0,-44969.64533176747,0.0,-8.090261282660333e-05
2,0.45391557,-0.15011714646238417,84190855.0,3379.0,-57733.28682832703,-72871.45463128581,-2.7710080297707696e-05
3,0.24830869,-0.14633724766684483,84388742.0,1006.0,-1991.3250685859316,-77407.79807514128,0.0023504571844531097
4,-0.5974132,-0.16683741127099516,83395534.0,8510.0,-409.0464469381264,-371.6639131271093,-0.01176943720763132
5,0.7520239,-0.14503262388326887,84106454.0,8491.0,-347.07361929290266,-377.55909300672863,0.008524677112805586
6,-0.14133683,-0.15130984433394057,84090151.0,2010.0,-375.27621773781,-413.08086711362625,-0.0001938376809941363
7,0.50958604,-0.15236807506562555,84027357.0,2451.0,-409.8974056146199,-462.92158981448546,-0.0007467461914772873
8,-0.55883384,-0.18655289350476933,82202513.0,8196.0,-256.88680325775687,-258.7078691683783,-0.021717260486962597
9,-0.14290023,-0.1615516939130594,82712767.0,924.0,-256.5235285439569,-258.4592622705374,0.0062072798188055394
10,-0.08551131,-0.18137168297755896,81904757.0,474.0,-261.38194270316467,-277.75936860587086,-0.009768866757897243
11,0.014404595,-0.17160831836883633,82056829.0,174.0,-275.082888590881,-283.0412830908706,0.0018566931344415074
12,-0.39278567,-0.1832967057603228,81516300.0,2060.0,-284.0325774703838,-303.7171905126823,-0.006587251866630137
13,0.4795532,-0.17877302718095905,81511766.0,6824.0,-289.6588384890803,-305.2268094776483,-5.562077768495381e-05
14,-0.061016656,-0.1440919287084234,83308880.0,610.0,-226.8616861787025,-300.5688508102226,0.02204729560147182
15,0.49319604,-0.13534590199597674,84575380.0,3714.0,-214.94786604223032,-298.88668491794107,0.01520246101015882
16,-0.24410152,-0.1539445144741574,84155834.0,3201.0,-226.21524062250157,-324.17357347563853,-0.0049606161982364136
17,-0.36619395,-0.16233365634650798,83531762.0,3630.0,-235.69078823086966,-348.64343071230167,-0.007415671265286254
18,0.38774705,-0.15659886101480752,83560281.0,4162.0,-234.80986132349713,-338.12864239684535,0.0003414150416221317
19,-0.31201246,-0.17923556545407227,82385536.0,3259.0,-231.762943831256,-335.4181817360061,-0.014058653057904389
20,0.19534618,-0.15563138704450843,83102908.0,1909.0,-230.5533962410783,-333.530434162978,0.008707499335805741
21,-0.16993812,-0.1610952101151618,83135946.0,1545.0,-232.0420395435899,-328.04318175285874,0.0003975552816996488
22,-0.76476496,-0.15073340526591134,83692763.0,5774.0,-238.27249678872718,-333.6803996529581,0.006697668418905103
23,-0.7349773,-0.153427387275971,83797440.0,1306.0,-250.05896720669847,-342.9921078212482,0.0012507294089454306
24,-0.2499676,-0.15450065228534765,83787055.0,117.0,-247.59998197839394,-334.8316361329844,-0.00012392980024210763
25,-0.018017508,-0.15512265677428022,83749837.0,6.0,-244.42563836746024,-328.24626608863105,-0.0004441974956632621
26,0.18088454,-0.15452041277137943,83765131.0,2982.0,-256.6314667100265,-338.2055055855489,0.00018261528079153156
27,0.07276553,-0.15624698283477784,83681188.0,987.0,-257.9710028044152,-340.0883284866992,-0.001002123425318824
28,-0.17152143,-0.14579215778060173,84193069.0,740.0,-259.4320516028527,-339.2934375264924,0.006117037917769523
29,-0.44317842,-0.15032481069258802,84179875.0,1585.0,-263.27541379165626,-342.86157809054197,-0.00015671123712095587
30,0.6678581,-0.15034861847545816,84172850.0,9758.0,-261.07999563728254,-338.9028813143306,-8.34522503151733e-05
31,0.40419763,-0.13915154714566416,84758939.0,1941.0,-260.3942749215711,-336.5003022504994,0.0069629221298791715
32,-0.75350404,-0.10421447420400641,86860061.0,10316.0,-232.0951116969331,-334.41999048969166,0.024789385341409242
33,0.45210922,-0.10899536662273182,87530630.0,5695.0,-232.7625071933663,-333.1410279519111,0.007720107403562611
34,-0.60017025,-0.10176936278843543,88206540.0,5443.0,-233.79628198048934,-332.3336574473577,0.007721982579126873
