timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.04327005,-0.05000978861788618,98399398.0,230.0,-467156.81727574754,0.0,-6.117886178861788e-06
2,0.40708548,-0.1502809865097043,98382456.0,2083.0,-18294.24810462567,-17574.32475053054,-0.00017217585010022114
3,-0.74182576,-0.1547597165153243,98099624.0,1715.0,-1221.118173042308,-1133.942085802154,-0.002874821502728088
4,-0.6687657,-0.1471069664430416,98446043.0,399.0,-730.7536508503401,-1131.2647397101678,0.0035312979385119765
5,-0.17795108,-0.15008165015098168,98415116.0,35.0,-803.8789623017885,-1271.4935693454058,-0.0003141517836323802
6,1.025166,-1.0,98415116.0,0.0,-884.1310691767122,-1422.7473798395886,-0.0003141517836323802
7,-0.14281149,-0.15080629831265516,98357022.0,23.0,-968.674921717049,-1605.5790510583047,-0.0005902954989150244
8,0.04698957,-0.15040345116707401,98356385.0,244.0,-1033.137250804247,-1683.301031425949,-6.476405924530737e-06
9,-0.6734162,-0.15552973402854303,98040901.0,259.0,-959.9503639688227,-1351.397685281642,-0.003207559936246132
10,0.022805452,-0.15226342644870652,98103593.0,120.0,-987.514537840279,-1346.8186059030393,0.0006394474077711709
11,-1.1012646,-1.0,97894493.0,0.0,-1018.881249162558,-1347.7324537451052,0.0006394474077711709
12,0.9033998,-0.15470896165038173,97980883.0,4793.0,-1035.8608986226875,-1412.3976599772861,-0.0012508206503710827
13,0.30232954,-0.16615303354661892,97224640.0,156.0,-690.0547160283134,-732.3283876445472,-0.0077182709202569645
14,1.0443139,-1.0,92289392.0,0.0,-625.148502077929,-650.7467093249749,-0.0077182709202569645
15,0.63567173,-0.23718594550541316,92548576.0,241.0,-157.2631789984501,-141.62385579879899,-0.04809546222027667
16,0.6847599,-0.23531520789827037,90645751.0,97.0,-153.11066284777485,-140.40163979814957,-0.020560283931327045
17,-0.023328215,-0.23498066766656084,89812394.0,129.0,-155.64139398139602,-144.25929847761043,-0.009193558338989325
18,0.15473384,-0.24227810472913092,89001731.0,27.0,-160.57660600313278,-150.23368593613407,-0.009026181843009328
19,-0.13053955,-0.2224197579224918,89797671.0,708.0,-165.94925557546253,-157.37836945509292,0.008942972131631912
20,-0.17251903,-0.18104881330025924,92609147.0,814.0,-137.51049197638974,-154.2074989485946,0.03130900800311402
21,0.5873488,-0.20300307263987982,92606875.0,960.0,-140.80624926150466,-157.71833843141744,-2.4533213765590563e-05
22,1.3588625,-1.0,91146171.0,0.0,-145.10474587028295,-162.42691492533865,-2.4533213765590563e-05
23,0.58952224,-0.18673421927664002,93579728.0,393.0,-141.74374391603945,-158.67997779121092,0.01050519197413799
24,0.22027388,-0.24220925702662244,90685485.0,62.0,-133.5440279456411,-147.61211420444172,-0.030928098017126104
25,0.08623424,-0.23402896423183106,89886842.0,19.0,-140.3266135233601,-156.68272249771724,-0.008806734616901481
26,0.90189826,-0.24144312959320285,89084967.0,186.0,-139.14921941280903,-156.82281449404292,-0.008920938617467504
27,-0.7373713,-0.19946442987424712,91186474.0,4076.0,-130.66015905676997,-154.8762003017082,0.02358991725281775
28,-0.65050113,-0.21762764979553778,91088377.0,945.0,-133.3650887268673,-157.96980591562092,-0.0010757845511166493
29,-0.8115282,-0.21321883338713493,91305579.0,412.0,-134.5195912979792,-157.02016473164463,0.0023845193772636876
30,-0.095119685,-0.21561836634654902,91262138.0,9.0,-133.25439387010763,-155.3747493568038,-0.00047577596545332677
31,0.30550206,-0.21586287090318812,91227794.0,1709.0,-130.63779765160487,-152.17782756872586,-0.0003763225446241463
32,-1.0047212,-1.0,89880794.0,0.0,-133.72927071025512,-155.67082521029562,-0.0003763225446241463
33,-0.7644044,-0.24939441277079483,89218514.0,1372.0,-133.1433104278733,-155.26849983054268,-0.02202486667604831
34,0.7725482,-0.23377122999086458,89230624.0,4268.0,-137.8517953151435,-158.57191415539867,0.00013573415939207415
35,0.4179869,-0.2219268462803609,89933306.0,519.0,-136.6075850940322,-156.3792498417375,0.007874897299832847
36,0.13240828,-0.2142094817616393,90714752.0,95.0,-133.76130902692702,-152.5469155501397,0.008689172396264405
37,-0.25968105,-0.22981886586458533,90149784.0,1377.0,-135.53262967828582,-155.69348252643584,-0.006227961688083544
38,0.5177281,-0.22881929374996535,89951099.0,1039.0,-134.56061584414903,-154.89693706482518,-0.002203943161971414
39,-0.21034272,-0.24873390811968527,88683558.0,1044.0,-140.4405250213491,-163.10924408522098,-0.01409144539745979
40,1.2275358,-1.0,89860758.0,0.0,-143.65739715879775,-168.25845826670067,-0.01409144539745979
41,0.31578642,-0.2489223763459672,88093609.0,646.0,-140.39024249316347,-165.3823738321668,-0.006652292863576809
42,-0.033661306,-0.2638561966042094,86947463.0,153.0,-142.27988025160718,-168.9024175462995,-0.013010546542598794
43,-0.1012415,-0.2359449873040479,88040888.0,447.0,-141.97962014030713,-169.65199804409858,0.012575697579583201
44,0.9290877,-0.24820820804412502,87838502.0,1862.0,-142.45838153997903,-170.3068783009109,-0.00229877281564902
45,0.39146876,-0.23661926877269834,88421587.0,55.0,-138.7574813518691,-165.122130679756,0.006638148268967519
