timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.15373608,-0.050033971830985915,28399397.0,36.0,-270437.8208955224,0.0,-2.1232394366197182e-05
2,-0.81893563,-0.15033561913733406,28393779.0,29.0,-34183.885201447294,-34330.836850952895,-0.00019782110162409436
3,0.7820186,-0.14958018382462257,28404729.0,179.0,-13956.352138715438,-33658.25065557911,0.00038564785617300183
4,-0.05273762,-0.13947269606572416,28588942.0,9.0,-1113.7023453347324,-32599.447126280887,0.0064852933467522255
5,0.65607256,-0.17387807901044078,28057289.0,39.0,-382.5778040342842,-342.05693436445483,-0.01859645593040834
6,-0.2922065,-0.18600826113147295,27613290.0,63.0,-349.30918512378634,-352.5962453399478,-0.015824729181782318
7,-0.18014893,-0.16649960273907505,27761104.0,27.0,-355.2306639913577,-358.730430470549,0.00535300212325297
8,-0.25876814,-0.1741800538341155,27691983.0,32.0,-378.87938026100755,-384.08035053137417,-0.0024898505477303785
9,-0.19300061,-0.19136991805833692,27359644.0,18.0,-383.56050234665304,-417.9533046104316,-0.012001271270461201
10,0.04538035,-0.18079898277439083,27397532.0,7.0,-395.2479048484656,-417.64513920938947,0.0013848133404074994
11,-0.2735558,-0.18912625344399586,27268987.0,22.0,-418.1828737606889,-450.7893386106091,-0.004691845966271707
12,0.17913347,-0.1876204755977836,27237981.0,32.0,-452.4077298429118,-477.8372953787136,-0.001137042604479587
13,-0.7262222,-0.19019394360531033,27179270.0,67.0,-470.57533759118223,-496.0095166922001,-0.002155482816439295
14,-0.85457367,-0.1859324530751344,27227188.0,22.0,-475.7330903339559,-491.91738053024534,0.001763034842363316
15,0.3034872,-0.1879208100051492,27214048.0,73.0,-479.894001671089,-490.0895218611113,-0.00048260584236609375
16,0.00090083387,-0.19642445706190287,27060048.0,0.0,-504.84748679091706,-527.6237576418793,-0.0056588420803843666
17,0.6238904,-0.188125656373265,27135408.0,106.0,-517.2986362577535,-535.7152015691407,0.002784917454691876
