timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.036757644,-1.0,37600000.0,0.0,0.0,0.0,0.0
2,-0.22940835,-1.0,37600000.0,0.0,0.0,0.0,0.0
3,-0.21882331,-1.0,37600000.0,0.0,0.0,0.0,0.0
4,0.009541109,-0.05000212765957447,37599950.0,8.0,-4008162.5,0.0,-1.3297872340425533e-06
5,0.5475561,-0.1504647289930791,37589057.0,470.0,-19507.710019964507,-14593.975338979262,-0.00028970783205828734
6,-0.7119182,-0.14824401695522715,37636472.0,340.0,-4529.759505713377,-14737.807112154624,0.001261404349675492
7,0.35175753,-0.14890054285885246,37641796.0,255.0,-4705.455247775984,-14320.70465360002,0.00014145852990684143
8,-0.16785912,-0.14836170362935353,37656793.0,65.0,-4966.908792868502,-14525.998670591242,0.0003984135082183645
9,-0.2962769,-0.14684462995483566,37699026.0,97.0,-4303.001386230242,-14677.721607253958,0.0011215240766785425
10,-0.059046526,-0.1501237634894554,37640348.0,13.0,-2990.4775232893503,-3110.2954163390255,-0.0015564858360001131
11,-0.14374568,-0.1389312615007,37877879.0,31.0,-1147.1906654478541,-3132.032246483386,0.006310542081066838
12,-0.39762604,-0.15229791018626487,37666894.0,74.0,-895.5642720072273,-974.6450751586035,-0.00557013765211088
13,0.34281322,-0.1539917840180186,37535357.0,264.0,-848.0447260011524,-1017.5575057653521,-0.003492111667078257
14,0.27060398,-0.14516058245304242,37685332.0,136.0,-805.4506983066258,-1013.742381609527,0.003995566100516907
15,0.09640112,-0.15450885454660085,37531222.0,35.0,-764.8066830251169,-1031.5873011335918,-0.004089389473867445
16,0.43707114,-0.10500819673109099,38626339.0,140.0,-284.92820453895587,-1032.5064630971763,0.02917882609844145
17,0.82159746,-0.13270676503819068,38453404.0,149.0,-296.640614117222,-1079.2658948959945,-0.004477126346351385
18,0.13927619,-0.14544574230494764,38076732.0,4.0,-284.2056937960986,-717.3861579474064,-0.009795543718314249
19,-0.20681107,-0.13377799727764328,38190410.0,173.0,-292.9497566163192,-722.4012984668042,0.002985497810053657
20,-0.06404708,-0.12470361493338751,38454556.0,42.0,-291.954451966891,-714.0212735145466,0.006916553134674385
21,0.22874588,-0.12032685487452897,38673314.0,54.0,-299.3961127922363,-721.7840799980596,0.0056887407567519435
22,0.5820592,-0.11290371245470483,38944632.0,107.0,-297.0883481963932,-709.9915415529913,0.007015638742518937
23,0.12605032,-0.1095712598989072,39141323.0,9.0,-298.0934066171399,-700.8728119676678,0.005050529171773918
24,-0.038814344,-0.11486424476005445,39099295.0,30.0,-302.8776639310506,-713.2610343186996,-0.001073750113147683
25,0.36936316,-0.12213446988118308,38907565.0,36.0,-303.32722872017,-740.7457499740337,-0.004903668979197706
26,-0.09085006,-0.08698502491117785,39664034.0,72.0,-276.9447830108018,-743.8976245850023,0.01944272277126569
27,0.036854416,-0.12032776842471807,39189509.0,4.0,-267.7610745589011,-582.2740644891122,-0.011963609147773523
28,-0.09326327,-0.10296209594537029,39404618.0,68.0,-268.64109431947645,-576.5497470951664,0.005488943482297775
29,0.1532323,-0.10403518729954714,39471024.0,30.0,-275.3588379450896,-581.0344713010993,0.0016852339489752191
30,0.4963905,-0.09653630299669094,39679289.0,82.0,-276.96989082612777,-577.0179807097169,0.005276402253967366
31,-0.044264052,-0.046967196205792344,40960329.0,34.0,-224.14574481043533,-565.1195318913209,0.03228485268473435
32,-0.28663707,-0.083979270748976,40609022.0,213.0,-228.86058636092687,-574.471370312865,-0.008576762164190625
33,0.0073398463,-0.08016239697400104,40555909.0,2.0,-233.89358163098433,-585.0095938536122,-0.0013079113306397776
34,-0.5971488,-0.06819512931496519,40824179.0,318.0,-240.64181048128668,-595.166239011299,0.006614819063727557
35,-0.0831798,-0.06139895929557242,41102313.0,17.0,-237.90100987390804,-582.1079380860979,0.006812972282920864
36,0.5477518,-0.05896778968764012,41278071.0,345.0,-236.98455681001792,-572.2793525743315,0.004276109716745138
37,0.41902402,-0.023135665278475007,42227479.0,115.0,-221.5788858205466,-564.4961938953791,0.0230002996021786
