timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.7193074,-0.050163347692307694,64993364.0,2604.0,-41062.88004822182,0.0,-0.00010209230769230769
2,-0.36296642,-0.03155857523205941,65746246.0,945.0,-374.2083756586416,0.0,0.011583982635519527
3,-0.8493997,-0.018383844813151744,66615204.0,1409.0,-328.2105467776578,0.0,0.013216845871321688
4,0.27124977,-0.12799807710191824,66600322.0,895.0,-342.6514850370086,-34743.667170772154,-0.00022340245328979252
5,-0.83147645,-0.12437803879949956,66742528.0,952.0,-363.9225221596222,-34245.97121192713,0.002135214901813838
6,-0.055240244,-0.12329735013733051,66848360.0,10.0,-390.05366535711437,-34581.83455269354,0.0015856756279893983
7,0.33011988,-0.12470190666413818,66836246.0,1076.0,-390.4200872012368,-40524.74061486373,-0.0001812161136039837
8,0.20301962,-0.12307381185530185,66897976.0,442.0,-414.42591470827284,-41102.4641572318,0.0009236006462720841
9,-0.7694842,-0.12886565762134727,66686320.0,1308.0,-410.1119320871789,-1613.0386092123529,-0.0031638625359906255
10,-0.039805178,-0.12474927404907496,66764440.0,15.0,-424.9250747726593,-1599.0111431661453,0.0011714546551676566
11,-1.6378956,-1.0,66726640.0,0.0,-447.16122881538644,-1615.6432086959478,0.0011714546551676566
12,-0.06394416,-0.13202526936434839,66499098.0,24.0,-446.2630045779505,-1272.9559940474626,-0.003974301289728484
13,0.57034063,-0.128929924156324,66511954.0,1805.0,-452.50331769692343,-1249.1109268464568,0.00019332593052615542
14,-0.0616142,-0.1344269012703141,66291949.0,133.0,-450.9089277385882,-1256.327728638149,-0.0033077512652838316
15,-0.077159934,-0.15200469576762593,65476837.0,156.0,-373.6447055994747,-526.4625692086264,-0.012295791755949127
16,0.41177255,-0.11361755350176125,66690520.0,671.0,-305.7235779971694,-529.5610165548004,0.01853606642605537
17,-0.31461453,-0.14265664074027912,66030608.0,799.0,-302.507991114866,-505.1055703846711,-0.009895139519080073
18,-0.1901669,-0.12959372236142086,66281610.0,331.0,-303.583418948443,-495.3935315750224,0.003801297725442722
19,-0.8328246,-0.1262686789677383,66526864.0,1175.0,-312.4912555710595,-498.69421604385684,0.00370018169443983
20,-0.023045171,-0.12167425103029121,66821697.0,5.0,-315.2429738877711,-493.46580572087504,0.004431788638045527
21,-0.23639485,-0.1259437059334644,66773707.0,54.0,-326.44539579439066,-513.0286893003004,-0.0007181799049491365
22,0.08386585,-0.12287545299310491,66879157.0,254.0,-329.1848594274052,-505.98227221718884,0.0015792144054545302
23,-0.52375,-0.12155025591437306,66979131.0,225.0,-332.5382886494231,-500.38314737348145,0.0014948453970494873
24,-1.15889,-1.0,66907031.0,0.0,-338.9238412234276,-499.695504604302,0.0014948453970494873
25,0.3889293,-0.11967753705838576,67099273.0,1125.0,-343.795337458174,-497.0889688873997,0.0017937228836247517
26,-1.0834093,-1.0,67565123.0,0.0,-353.96894886968613,-502.2825199032648,0.0017937228836247517
27,-0.33004254,-0.11323774603085128,67416237.0,439.0,-358.6550343424432,-502.58951086300624,0.004723806769113579
28,0.1791046,-0.11657384950134089,67415022.0,391.0,-362.01135017235754,-506.3184483227449,-1.80223645529192e-05
29,-0.5840702,-0.12031948652488357,67259912.0,749.0,-369.23701666392935,-534.5215730945969,-0.0023008225080754256
30,-0.55040973,-0.1286680456370622,66849286.0,293.0,-365.1672099466379,-546.2095503116348,-0.006105062998000949
31,-0.30845895,-0.12504244052327745,66822641.0,74.0,-369.13536904935546,-552.5371862643336,-0.000398583165121614
32,0.44883725,-0.12547080303754365,66793557.0,1366.0,-383.27874966640644,-575.4973940181502,-0.0004352417019854094
33,-0.03501971,-0.12521013995386682,66791748.0,53.0,-392.1118199927158,-587.8107839723718,-2.7083450578923352e-05
34,0.6467879,-0.10186952112307361,67750442.0,1085.0,-373.22650471771794,-595.718113761843,0.014353479714290454
35,0.49397963,-0.1305434474640209,66980058.0,296.0,-351.7636783407582,-526.7664464599209,-0.011370907366183677
36,-0.5043667,-0.1654743312238352,65214800.0,1442.0,-288.0006994841547,-322.99364858228853,-0.026354978671412916
37,0.010215782,-0.14179521594547911,65427601.0,17.0,-290.40921217357857,-322.0605446841253,0.003263078319645234
38,0.09499996,-0.1476157901824833,65283522.0,164.0,-292.71979052866817,-328.8897059124343,-0.0022021134475036
