timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.31387064,-0.050070901960784314,10199548.0,140.0,-108185.18584070797,0.0,-4.431372549019608e-05
2,0.03716705,-0.15553567517844333,10164513.0,11.0,-1602.6241146062625,-1520.9383972119185,-0.0034349561372719654
3,-0.32226324,-0.1664501853058138,10079734.0,48.0,-738.9297623823677,-739.2757195464816,-0.008340684890658314
4,0.38643736,-0.15499461527248637,10115357.0,135.0,-621.5817274002608,-730.6161227858788,0.003534121039305204
5,0.4773974,-0.17625467049675064,9996032.0,105.0,-473.68071420730354,-553.0249805803033,-0.011796420037374855
6,0.39053965,-0.1707327538281543,9978747.0,44.0,-499.9804212496626,-561.8971354716683,-0.0017291861410607728
7,0.014358982,-0.18484648763854883,9881994.0,1.0,-469.33410578012877,-548.9989791029828,-0.009695906710531893
8,-0.89042664,-0.16150767640628233,9986046.0,345.0,-356.0811798610032,-541.8053040397651,0.010529453873378187
9,-0.056545347,-0.171612706903307,9968776.0,2.0,-369.7094563108519,-542.8902848286979,-0.0017294132232116696
10,0.7061744,-0.1747691249544401,9941216.0,309.0,-390.77572678081594,-573.0004064134952,-0.0027646322878556004
11,-0.030953944,-0.15623029007524894,10045872.0,10.0,-350.020104724752,-578.3366636896609,0.010527484766451106
12,0.33279222,-0.15019770140346322,10130739.0,44.0,-337.56268883139404,-577.0307312919153,0.00844794757488449
13,-0.06403263,-0.1320794414833874,10283485.0,24.0,-292.8750103647681,-562.0636346945681,0.01507747855314405
14,0.04110442,-0.1341950495775937,10337473.0,4.0,-303.5488446805051,-569.3556019620727,0.005249971191672862
15,0.427404,-0.17762810441053234,10082532.0,47.0,-245.68895292460564,-325.1244325002392,-0.02466182983017223
16,0.30656898,-0.1571338500327334,10103025.0,19.0,-250.2125686941457,-321.96865340730807,0.00203252516332207
17,-0.23333448,-0.1624902438772342,10078053.0,100.0,-261.1495983147905,-337.8195912724038,-0.002471734950670715
18,0.11799036,-0.15036032355386503,10144002.0,17.0,-264.88779682979794,-338.88725877233196,0.0065438234944785465
19,0.32752654,-0.16314523718212992,10091826.0,42.0,-271.9502962697015,-357.51242965782217,-0.0051435321089250575
