timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,0.122477785,-0.05002712250712251,35099405.0,43.0,-156801.6638655462,0.0,-1.6951566951566953e-05
2,-0.48622337,-0.1519241024758185,35057530.0,20.0,-2346.1465563896104,-2228.080387047211,-0.0011930401669202084
3,0.3384819,-0.14748889067341597,35136465.0,110.0,-1026.2672561988948,-2176.6406223905906,0.0022515847522629234
4,0.1003872,-0.16422871019893437,34803660.0,22.0,-322.1203088201353,-310.0405075598645,-0.009471783800675452
5,-0.29446366,-0.1628906266828082,34687994.0,45.0,-351.7024431811308,-361.509231341748,-0.003323386103645421
6,-0.09421496,-0.15761348090517266,34752392.0,10.0,-354.0346647039989,-361.00589815702006,0.0018564924797899816
7,0.1401941,-0.1561883565587348,34811904.0,35.0,-358.726341266716,-356.97432424663646,0.0017124576633458786
8,0.43652925,-0.1450953487161527,35080581.0,93.0,-297.8558699596123,-358.4407810017874,0.007717963372529121
9,-0.38758147,-0.148041305485483,35134460.0,88.0,-314.6681940575334,-361.5860936439718,0.0015358639584675065
10,-0.12518902,-0.15434639301971298,35019678.0,17.0,-332.2062330998133,-418.59135398194866,-0.003266935083106443
11,0.123735555,-0.16386341690138195,34760990.0,28.0,-307.33374019762346,-408.20301892563134,-0.007386932569739791
12,-0.05557734,-0.16151600145047654,34699314.0,8.0,-326.2956313738132,-435.452403959521,-0.0017742877863950366
13,-0.24690089,-0.1585652169287266,34736612.0,35.0,-333.1620678229368,-431.6582416305863,0.0010748915670206044
14,0.5850485,-0.15990401621982137,34723807.0,145.0,-353.39800056046266,-442.32420040412796,-0.0003686312297814191
15,0.33481959,-0.18747741609775992,34116135.0,35.0,-247.27861280174562,-258.2410794135987,-0.017500154864931717
16,0.30236647,-0.1752403707392186,34115852.0,21.0,-252.32567074629497,-259.5700605672855,-8.29519522067784e-06
17,0.18825807,-0.26509818007075964,32169039.0,9.0,-106.34466363140336,-91.68223928585769,-0.0570647627384478
18,0.3169707,-0.2266679268368092,32137076.0,13.0,-111.42590485014752,-96.78281966021515,-0.0009935951148556225
19,0.32049015,-0.2055718195890628,32567262.0,9.0,-106.29052252407469,-93.91666464956803,0.01338597201562457
20,0.03581927,-0.216544590110277,32533262.0,0.0,-109.5695469906738,-97.54546831325361,-0.001043993197831614
21,-0.19911098,-0.23711647289324844,32081527.0,67.0,-112.89975443643043,-102.72426780247113,-0.013885327576435465
22,0.09496346,-0.25590613252622185,31480829.0,8.0,-115.004731442249,-106.96538536010833,-0.01872410873709347
23,0.42857623,-0.24685628692273281,31396090.0,36.0,-122.61989107098023,-114.64457451432297,-0.002691765200973583
24,0.11838337,-0.18419121448952108,32664027.0,5.0,-102.49582001315082,-114.2034672151274,0.040385188091892975
25,-0.2294749,-0.20690807685557616,32781992.0,73.0,-108.30354305066044,-118.71564495449677,0.003611465297894837
26,-0.13748205,-0.23307108982152808,32279058.0,34.0,-107.0454789200718,-119.43169839495177,-0.015341776668117056
27,0.16538537,-0.22132856293556313,32300257.0,24.0,-107.84799339078504,-118.28087496762386,0.0006567415938841833
28,-0.07557886,-0.2490471986607024,31724113.0,18.0,-109.19046074766669,-121.77475102194907,-0.017837133617853256
29,0.09753609,-0.22286344970616534,32011240.0,14.0,-112.27759233897162,-124.53705560183255,0.009050749504012925
30,-0.25711435,-0.2229121475904986,32143571.0,60.0,-112.289881346221,-122.97883234107343,0.004133891720533162
31,0.08153892,-0.22581473902066868,32143384.0,15.0,-111.45141948897566,-121.86414950058422,-5.817648574266997e-06
32,0.19060257,-0.23213671419080623,32009975.0,33.0,-113.35837519942646,-124.81642860700036,-0.0041504341919942215
33,0.19738914,-0.2324261670101193,31942730.0,28.0,-116.1294763117562,-128.26057813045236,-0.002100751406397537
34,0.19750041,-0.17606133744664842,33097057.0,21.0,-103.6041933246935,-124.62746224527423,0.036137393391234875
35,-0.04717284,-0.18362524296698973,33476025.0,12.0,-102.38092902160396,-122.6641598749857,0.01145020235484986
36,0.08902484,-0.17470061486909144,33839918.0,8.0,-101.02780775610184,-120.41815999105192,0.010870257146719181
37,0.0035251584,-0.18603445793073925,33759518.0,0.0,-104.07282103123264,-124.64080584878565,-0.002375892282008485
38,-0.39134717,-0.14164362252968188,34680852.0,104.0,-98.83672331842116,-122.12178900222678,0.02729108869386109
39,0.2995295,-0.19234753091577406,33991270.0,59.0,-98.71671642406245,-123.30842932662178,-0.01988365222399957
40,0.10193883,-0.22689609686799445,32942982.0,15.0,-96.1524665541608,-119.00163963757561,-0.03083991860262944
41,-0.19818397,-0.18777922333733155,33316814.0,47.0,-94.3386530123038,-116.23503075287306,0.01134784944483775
42,0.09766191,-0.20197009191740473,33182898.0,17.0,-95.02397107988693,-117.69578064732808,-0.004019471969918852
43,-0.33120903,-0.1967092123499048,33235261.0,68.0,-95.15526382751055,-116.5523068281053,0.0015780116613081836
44,-0.048591297,-0.1958937203397767,33276374.0,6.0,-96.2598584184959,-116.61769436952216,0.0012370295512347564
45,0.44747493,-0.2012002080270417,33181240.0,105.0,-97.75093205110089,-118.85782426673835,-0.0028589052400961714
46,0.40426928,-0.21151728652341056,32917675.0,53.0,-102.34807170764772,-125.71005742741796,-0.00794319320194182
47,-0.17987753,-0.21315738705433618,32764170.0,52.0,-107.15716183525939,-132.3883135203447,-0.004663300187513243
