timestep,action,reward,current_amt,order_qty,sharp_ratio,sortino_ratio,daily_rate
1,-0.0065729897,-1.0,15100000.0,0.0,0.0,0.0,0.0
2,-0.048367355,-1.0,15100000.0,0.0,0.0,0.0,0.0
3,-0.5467701,-1.0,15100000.0,0.0,0.0,0.0,0.0
4,-0.39224544,-1.0,15100000.0,0.0,0.0,0.0,0.0
5,-0.20488589,-1.0,15100000.0,0.0,0.0,0.0,0.0
6,-0.34670243,-1.0,15100000.0,0.0,0.0,0.0,0.0
7,0.28167206,-0.050063682119205304,15099399.0,75.0,-275926.8997376097,0.0,-3.980132450331126e-05
8,-0.41611946,-0.15113464827346454,15089029.0,31.0,-16836.97439245098,-11171.044229976775,-0.0006867823017326717
9,0.47617653,-0.14981050663653733,15096986.0,105.0,-13081.40631604138,-11055.03787132589,0.0005273367822409248
10,0.36975214,-0.15337398759049176,15066842.0,43.0,-5726.409568734269,-4398.093838877894,-0.0019966899353288134
11,-0.8468846,-0.16780249460493166,14917626.0,162.0,-1327.164452963246,-921.3064202874823,-0.009903601564282681
12,0.256804,-0.1666729256058651,14863152.0,62.0,-1354.2931682304056,-1043.5623646664883,-0.003651653419920837
13,0.19664502,-0.16709089571884916,14835278.0,36.0,-1392.552560532803,-1121.0206684094294,-0.0018753760978828717
14,-0.9244653,-0.18189994422668215,14684307.0,118.0,-1081.9495262470843,-930.6545318928768,-0.010176486075960289
15,0.41626984,-0.1757235136416283,14675478.0,113.0,-1115.5924780583348,-952.8533039853135,-0.0006012541143412488
16,-0.31921288,-0.19148720757180043,14524645.0,39.0,-971.407235693476,-872.9500009437612,-0.010277893503707341
17,-0.3475212,-0.18636183781744936,14505450.0,29.0,-1005.230546603936,-903.6424443300268,-0.0013215469293741775
18,-0.49392527,-0.18923365581116702,14470248.0,27.0,-1037.8270749601272,-945.6542591659884,-0.0024268119913549734
19,-0.407295,-0.18672537807439088,14477745.0,11.0,-1034.4496967627797,-932.2541305041588,0.0005180975474642867
20,-0.53186786,-0.18835962144765606,14465966.0,9.0,-1054.5943691874638,-947.5062855515639,-0.0008135935534159498
21,-0.64296967,-0.18813578863854724,14462765.0,5.0,-1075.1389678669368,-959.5733422225377,-0.00022127799830305145
22,-0.22038919,-0.1879808940397351,14462765.0,0.0,-1095.9799592478928,-963.5133389978124,0.0
23,0.26935023,-0.18800713871997077,14462522.0,78.0,-1127.355435922597,-986.0710071138441,-1.680176646720043e-05
24,-0.2283498,-0.17153638295682067,14614915.0,18.0,-902.1298521247993,-965.3553740328622,0.01053709719508119
25,-0.45469627,-0.1862701149034829,14546470.0,28.0,-912.8989028013152,-999.3340974434366,-0.004683229426924481
26,0.22772953,-0.18718329868535916,14507561.0,59.0,-934.6077550787876,-1037.9676758982373,-0.002674807015035263
27,0.049076833,-0.1645346035376371,14700196.0,9.0,-788.8643764309408,-1053.8173652031564,0.013278248494009433
28,-0.3191103,-0.18570604004732477,14589428.0,32.0,-788.8574569331462,-1057.1108594066068,-0.007535137626736406
29,0.26731274,-0.1804763056516528,14589011.0,59.0,-823.1377952011379,-1089.6141169834277,-2.8582340582509472e-05
30,-0.36448702,-0.16898913796330306,14695599.0,47.0,-773.9587909120125,-1058.2808190558394,0.00730604699660587
31,0.55560106,-0.16618077832415512,14769479.0,112.0,-767.6977095581066,-1056.3535140644303,0.00502735546880396
32,0.6668256,-0.16348785551259448,14827537.0,60.0,-748.4897203154794,-1027.5965607126946,0.003930944348138482
33,-0.009584287,-0.14174450945246972,15056865.0,2.0,-665.4579806906426,-1031.1791851486853,0.015466358303472788
34,-0.13352709,-0.15555790457134838,15028711.0,33.0,-669.9275270868346,-1048.544853777244,-0.0018698447518789602
35,0.10354514,-0.17527735748699108,14830667.0,6.0,-632.0164549887775,-907.7991193049002,-0.013177710317272053
36,0.11972125,-0.199850498887012,14514217.0,7.0,-543.4206007331528,-663.4958836485805,-0.021337543348522357
37,-0.5987703,-0.18364450588292452,14525992.0,139.0,-554.7510548857477,-669.0443404161489,0.0008112735258126567
38,-0.052859835,-0.18323483053363426,14535061.0,4.0,-566.0947957941913,-674.4420985080427,0.0006243291335972098
39,0.39943615,-0.19100603907866875,14467002.0,79.0,-572.280165779618,-691.901266322267,-0.004682402089678192
40,0.053376444,-0.20598286264051846,14297961.0,6.0,-569.406274993986,-691.5094905404685,-0.011684590905565645
41,0.09912315,-0.2177597072183498,14114137.0,11.0,-554.1170170019554,-673.6793626058733,-0.012856658372477027
42,-0.52632433,-0.1527694848156312,14626879.0,97.0,-418.731640196836,-663.7357323432185,0.03632825726433008
43,0.33391598,-0.17825020082133525,14626405.0,66.0,-434.0549710084773,-682.4521339257915,-3.2406092919754107e-05
44,0.3317839,-0.16660160098330373,14734592.0,43.0,-437.75976419706564,-687.1421173098374,0.007396691121297407
45,-0.072199784,-0.095566411721214,15446131.0,14.0,-332.9304669793978,-672.4157596737937,0.04829037682210678
46,0.34624377,-0.1622159621731198,15133075.0,34.0,-332.2526905046346,-616.4320148784539,-0.02026759969859119
47,-0.32972628,-0.14637861900477567,15148662.0,71.0,-341.67721209337253,-627.3217899847917,0.0010299955560915412
48,-0.01592739,-0.17044890079195868,14927993.0,2.0,-342.00530565034705,-620.0741764592541,-0.014566897063252187
49,0.15423879,-0.1463712709161154,15058336.0,21.0,-337.1389698778619,-608.8077335274746,0.008731448360137896
50,0.40002105,-0.16837036024960017,14908583.0,48.0,-332.2685984002461,-605.0975138641948,-0.009944857120999292
51,-0.8329435,-0.14025034752691218,15107152.0,178.0,-332.8286880552593,-608.4594136872804,0.013319106181989261
52,-0.025336191,-0.1503364777465237,15099952.0,0.0,-337.117262780209,-612.8075816001142,-0.0004765954562448303
